地域,Area,合計(ha),L-1／宅地(ha),L-2／その他(ha),L-2／（屋外利用地）／内数(ha),L-3／公園、運動場等(ha),L-4／未利用地等(ha),L-5／道路等(ha),L-5／（道路）／内数(ha),L-6／農用地(ha),L-7／水面・河川・水路(ha),L-8／森林(ha),L-9／原野(ha)
全域（H29）,All area(2012),115961.5,29794.1,4141.4,2442.2,4541.8,1803,9782.2,9369.8,5537,1780.2,56091.2,2490.5
全域（H24）,All area(2007),115960.3,29071.7,4185,2543.5,4462.3,2077.7,9651,9232.3,5959.2,1776.4,56241,2536
西多摩,WesternTama,57248.4,4548.8,1587.2,501.7,786.2,387.7,1712.1,1659.8,1683.4,895.8,44983.9,663.3
南多摩,SouthernTama,32458.9,10724.8,1210.3,888.4,2092.5,793.5,3920.9,3782.3,1629.5,439.4,10321.5,1326.5
北多摩西部,WesternpartofnorthernTama,9014.4,4459.3,626.9,386.2,528.9,313.5,1327.7,1267.1,802.5,245.3,509.2,201.3
北多摩南部,SouthernpartofnorthernTama,9587.2,5649.8,397.9,359.6,733.1,171.1,1592,1487.9,558.5,154.9,83.3,246.7
北多摩北部,NorthernpartofnorthernTama,7652.6,4411.5,319.2,306.3,401.2,137.2,1229.5,1172.7,863.2,44.8,193.4,52.7
