区分,L-1／宅地構成比(%),L-2／その他構成比(%),L-3／公園等構成比(%),L-4／未利用地等構成比(%),L-5／道路等構成比(%),L-6／農用地構成比(%),L-7／水面構成比(%),L-8／森林構成比(%),L-9／原野構成比(%)
H24土地利用比率,0.8,0.6,0.1,0.1,0.7,0.8,1.7,94.9,0.3
H29土地利用比率,0.8,0.7,0.1,0.1,0.7,0.8,1.7,94.8,0.3
