地域,Area,BP-1／官公庁施設構成比(%),BP-2／教育文化施設構成比(%),BP-3／厚生医療施設構成比(%),BP-4／供給処理施設構成比(%),BC-1／事務所建築物構成比(%),BC-2／専用商業施設構成比(%),BC-3／住商併用施設構成比(%),BC-4宿泊・遊興施設構成比(%),BC-5／スポーツ・興行施設構成比(%),BR-1／独立住宅構成比(%),BR-2／集合住宅構成比(%),BI-1／専用工場構成比(%),BI-2／住居併用工場構成比(%),BI-3／倉庫運輸関係施設構成比(%),BA／農林漁業施設構成比(%)
大島町,Oshima,3.5,12.6,2.1,2.3,1,2.4,3,5.3,1.4,54.6,2.5,2.6,0.5,3,3
利島村,Toshima,2.2,11.9,6.6,9.1,1.8,0.8,0.8,4.8,1.8,35.2,8.1,5,0,8.6,3.3
新島村,Niijima,3.7,9.9,2.4,2.4,1.3,1.1,6.9,8.4,0,40.2,3,10.3,0.9,4.2,5.3
神津島村,Kozushima,2.2,12.9,2.4,4.2,1,3,4.9,9.8,0.2,37,4.2,3.7,2.2,8.8,3.5
三宅村,Miyake,3.8,8.7,2.3,2.1,1.4,1.4,3.6,5.9,0.1,50.8,5.5,5.7,0.4,4.4,3.7
御蔵島村,Mikurajima,3.1,10,3.6,9.1,2,0.1,2,5.5,0.2,31.7,10.6,3.4,0.1,6.3,12.3
八丈町,Hachijo,2.6,6.9,1.7,2.3,1.3,2.4,3.8,6.4,0,56.8,4.1,2,0.5,4.9,4.2
青ヶ島村,Aogashima,2,7.6,3.7,24.8,1.7,0.5,1.7,3.8,0,13.1,10.4,9.8,7.4,4.4,9.1
小笠原村,Ogasawara,7.8,14.9,1.8,9.8,4.2,2,2,6.7,2.9,12.7,18.9,2.6,0.4,3.8,9.5
