地域,Area,BS-1／耐火造構成比(%),BS-2／準耐火造構成比(%),BS-3／防火造構成比(%),BS-4／木造構成比(%)
西多摩,W-Tama,30.4,17,41.7,10.9
南多摩,S-Tama,45,13.3,36.6,5.1
北多摩西部,NW-Tama,46.7,14.9,34,4.4
北多摩南部,NS-Tama,50.8,9.8,34.9,4.5
北多摩北部,NN-Tama,43.5,14.3,36.9,5.3
