地域,Area,BS-1／耐火造構成比(%),BS-2／準耐火造構成比(%),BS-3／防火造構成比(%),BS-4／木造構成比(%)
大島町,Oshima,26.2,9.3,11,53.5
利島村,Toshima,28.8,5.7,32.8,32.7
新島村,Niijima,30.4,22,32.6,14.9
神津島村,Kozushima,26.4,15.8,49.7,8.1
三宅村,Miyake,29.3,7.7,3.9,59.2
御蔵島村,Mikurajima,45.5,9,16.7,28.8
八丈町,Hachijo,32.1,8.9,21.6,37.4
青ヶ島村,Aogashima,62.5,16.9,3.5,17.1
小笠原村,Ogasawara,55.9,28.1,12.3,3.6
