地域,Area,BP-1／官公庁施設構成比(%),BP-2／教育文化施設構成比(%),BP-3／厚生医療施設構成比(%),BP-4／供給処理施設構成比(%),BC-1／事務所建築物構成比(%),BC-2／専用商業施設構成比(%),BC-3／住商併用施設構成比(%),BC-4／宿泊・遊興施設構成比(%),BC-5／スポーツ・興行施設構成比(%),BR-1／独立住宅構成比(%),BR-2／集合住宅構成比(%),BI-1／専用工場構成比(%),BI-2／住居併用工場構成比(%),BI-3／倉庫運輸関係施設構成比(%),BA／農林漁業施設構成比(%)
大島町,Oshima,2.9,7,2.3,1.4,1.2,2.5,5.3,7,0.1,57,3.2,3.2,0.9,3.5,2.4
利島村,Toshima,2.1,9.8,6.4,3.5,2.6,1.8,1.9,7,0.2,38.4,9.2,4.7,0,7.3,5
新島村,Niijima,2.9,5.6,2.3,1.3,1.3,1.4,10.8,10.7,0,46.4,3.3,6.5,1.1,3.3,3.4
神津島村,Kozushima,1.5,7.3,2.8,2.7,1,2.8,7.5,14.8,0.2,40.9,4.1,2.9,1.8,6,3.6
三宅村,Miyake,3.3,6.7,2.5,1.4,1.6,1.6,5.2,7.4,0,53.9,6,4,0.7,3.2,2.5
御蔵島村,Mikurajima,3.5,8.4,6,4.7,3.3,0,2.7,5.8,0.4,36.5,10.8,3.9,0.3,4.3,9.4
八丈町,Hachijo,2.5,5.1,2.1,1.3,1.7,2.8,5.3,6.1,0,56.6,4.8,2,0.7,4.4,4.7
青ヶ島村,Aogashima,3.1,11.6,4.5,4.4,2,1,3.1,7.8,0,19.6,16.3,7.1,5.8,5.1,8.7
小笠原村,Ogasawara,7.8,10.6,1.8,7.4,4.2,3.6,4,10.5,0,13.4,21.8,2.2,0.5,3.2,8.8
