地域,Area,L-1／宅地構成比(%),L-2／その他構成比(%),L-3／公園等構成比(%),L-4／未利用地等構成比(%),L-5／道路等構成比(%),L-6／農用地構成比(%),L-7／水面構成比(%),L-8／森林構成比(%),L-9／原野構成比(%)
西多摩,W-Tama,7.9,2.8,1.4,0.7,3,2.9,1.6,78.6,1.2
南多摩,S-Tama,33,3.7,6.4,2.4,12.1,5,1.4,31.8,4.1
北多摩西部,NW-Tama,49.5,7,5.9,3.5,14.7,8.9,2.7,5.6,2.2
北多摩南部,NS-Tama,58.9,4.1,7.6,1.8,16.6,5.8,1.6,0.9,2.6
北多摩北部,NN-Tama,57.6,4.2,5.2,1.8,16.1,11.3,0.6,2.5,0.7
