区分,BS-1／耐火造構成比(%),BS-2／準耐火造構成比(%),BS-3／防火造構成比(%),BS-4／木造構成比(%)
H24(2012),30.6,12.1,17.9,39.4
H29(2017),31.1,12.3,18.9,37.7
,,,,
,,,,
,,,,
