地域,Area,BP-1／官公庁施設構成比(%),BP-2／教育文化施設構成比(%),BP-3／厚生医療施設構成比(%),BP-4／供給処理施設構成比(%),BC-1／事務所建築物構成比(%),BC-2／専用商業施設構成比(%),BC-3／住商併用施設構成比(%),BC-4宿泊・遊興施設構成比(%),BC-5／スポーツ・興行施設構成比(%),BR-1／独立住宅構成比(%),BR-2／集合住宅構成比(%),BI-1／専用工場構成比(%),BI-2／住居併用工場構成比(%),BI-3／倉庫運輸関係施設構成比(%),BA／農林漁業施設構成比(%)
西多摩,W-Tama,0.9,5.2,3.5,0.6,2.3,3.7,3.9,1.1,0.6,46.7,14.8,11.6,0.7,3.4,1.1
南多摩,S-Tama,0.5,8,2.6,0.8,3,4.1,3.9,0.5,0.4,41.2,29.1,3.5,0.4,1.9,0.2
北多摩西部,NW-Tama,1.3,6.7,2.1,0.8,3.3,4.5,4.8,0.8,0.5,38.5,28.2,4.1,0.4,3.7,0.3
北多摩南部,NS-Tama,0.9,8.1,2.8,0.4,3.1,3,4.5,0.3,1.1,33.5,37.2,3.2,0.4,1.3,0.2
北多摩北部,NN-Tama,0.6,6.8,3.1,0.7,1.5,2.6,4.7,0.3,0.4,41,32.7,3.4,0.4,1.3,0.5
