地域,Area,BP-1／官公庁施設構成比(%),BP-2／教育文化施設構成比(%),BP-3／厚生医療施設構成比(%),BP-4／供給処理施設構成比(%),BC-1／事務所建築物構成比(%),BC-2／専用商業施設構成比(%),BC-3／住商併用施設構成比(%),BC-4宿泊・遊興施設構成比(%),BC-5／スポーツ・興行施設構成比(%),BR-1／独立住宅構成比(%),BR-2／集合住宅構成比(%),BI-1／専用工場構成比(%),BI-2／住居併用工場構成比(%),BI-3／倉庫運輸関係施設構成比(%),BA／農林漁業施設構成比(%)
西多摩,W-Tama,0.7,5,2.7,0.6,1.8,4.2,3.8,1,0.6,52.5,8.6,12.5,0.8,3.4,1.8
南多摩,S-Tama,0.5,7.1,2.2,1,2.5,4.2,3.6,0.4,0.5,52.9,17.7,4.3,0.6,2.1,0.4
北多摩西部,NW-Tama,1,6.1,1.9,1.1,2.7,5,4.4,0.6,0.6,47.7,18.7,4.9,0.5,4.1,0.5
北多摩南部,NS-Tama,1,7.6,2.1,0.5,2.3,2.7,4.2,0.2,1.2,44.8,26.8,4,0.5,1.7,0.4
北多摩北部,NN-Tama,0.5,6.7,2.9,0.7,1.4,3.2,4.3,0.3,0.4,51.5,21.2,3.8,0.5,1.8,0.9
