地域,Area,BS-1／耐火造構成比(%),BS-2／準耐火造構成比(%),BS-3／防火造構成比(%),BS-4／木造構成比(%)
西多摩,W-Tama,19.8,19.6,44.8,15.8
南多摩,S-Tama,28.7,16.6,46.2,8.5
北多摩西部,NW-Tama,33.1,18.2,41.5,7.2
北多摩南部,NS-Tama,34.1,12.8,45.8,7.2
北多摩北部,NN-Tama,28.4,17.7,45.7,8.3
