地域,Area,BS-1／耐火造構成比(%),BS-2／準耐火造構成比(%),BS-3／防火造構成比(%),BS-4／木造構成比(%)
大島町,Oshima,19.2,9.3,10.6,60.9
利島村,Toshima,33.5,5.3,28.2,33
新島村,Niijima,26.3,20.5,35,18.2
神津島村,Kozushima,21.6,16.5,51,10.9
三宅村,Miyake,22.1,7.9,3.8,66.3
御蔵島村,Mikurajima,33.2,10,17.6,39.1
八丈町,Hachijo,24,9.3,21.8,44.9
青ヶ島村,Aogashima,53.4,20.3,4.4,21.9
小笠原村,Ogasawara,49.6,31.9,14,4.6
