地域,Area,BS-1／耐火造構成比(%),BS-2／準耐火造構成比(%),BS-3／防火造構成比(%),BS-4／木造構成比(%)
檜原村,Hinohara,13.2,6.5,22.1,58.2
奥多摩町,Okutama,15,10.6,37,37.3
