区分1,区分２,区分３,本　数
命令・決定書,,,16
不服申立数,,,14
不服申立数,再審査申立て,,12
不服申立数,再審査申立て,労働者側,4
不服申立数,再審査申立て,使用者側,6
不服申立数,再審査申立て,双方,2
不服申立数,行政訴訟提起,,2
不服申立数,行政訴訟提起,労働者側,0
不服申立数,行政訴訟提起,使用者側,2
不服申立率,,,75
