区分1,区分2,取下,和解,取下・和解計,命令・決定,終結計
１年６か月以内計,６か月以内,67,269,336,0,336
１年６か月以内計,６か月超～１年以内,40,223,263,6,269
１年６か月以内計,１年超～１年６か月以内,37,115,152,33,185
１年６か月以内計,,144,607,751,39,790
１年６か月超,,26,126,152,187,339
