時点,総数,総数_男,総数_女,総数_人口に対する割合％,0歳～4歳_総数,0歳～4歳_男,0歳～4歳_女,0歳～4歳_人口に対する割合％,5～9歳_総数,5～9歳_男,5～9歳_女,5～9歳_人口に対する割合％,10～14歳_総数,10～14歳_男,10～14歳_女,10～14歳_人口に対する割合％,15～19歳_総数,15～19歳_男,15～19歳_女,15～19歳_人口に対する割合％,20～24歳_総数,20～24歳_男,20～24歳_女,20～24歳_人口に対する割合％,25～29歳_総数,25～29歳_男,25～29歳_女,25～29歳_人口に対する割合％,30～34歳_総数,30～34歳_男,30～34歳_女,30～34歳_人口に対する割合％,35～39歳_総数,35～39歳_男,35～39歳_女,35～39歳_人口に対する割合％,40～44歳_総数,40～44歳_男,40～44歳_女,40～44歳_人口に対する割合％,45～49歳_総数,45～49歳_男,45～49歳_女,45～49歳_人口に対する割合％,50～54歳_総数,50～54歳_男,50～54歳_女,50～54歳_人口に対する割合％,55～59歳_総数,55～59歳_男,55～59歳_女,55～59歳_人口に対する割合％,60～64歳_総数,60～64歳_男,60～64歳_女,60～64歳_人口に対する割合％,65～69歳_総数,65～69歳_男,65～69歳_女,65～69歳_人口に対する割合％,70～74歳_総数,70～74歳_男,70～74歳_女,70～74歳_人口に対する割合％,75～79歳_総数,75～79歳_男,75～79歳_女,75～79歳_人口に対する割合％,80～84歳_総数,80～84歳_男,80～84歳_女,80～84歳_人口に対する割合％,85～89歳_総数,85～89歳_男,85～89歳_女,90～94歳_総数,90～94歳_男,90～94歳_女,95～99歳_総数,95～99歳_男,95～99歳_女,100歳以上_総数,100歳以上_男,100歳以上_女,85～100歳以上_人口に対する割合％,0歳～14歳(年少人口)_総数,0歳～14歳(年少人口)_男,0歳～14歳(年少人口)_女,0歳～14歳(年少人口)_人口に対する割合％,15歳～64歳(生産年齢人口)_総数,15歳～64歳(生産年齢人口)_男,15歳～64歳(生産年齢人口)_女,15歳～64歳(生産年齢人口)_人口に対する割合％,65歳以上(老年人口)_総数,65歳以上(老年人口)_男,65歳以上(老年人口)_女,65歳以上(老年人口)_人口に対する割合％
1971/1/1,160212,83096,77116,100,15915,8214,7701,9.93371283,13359,6835,6524,8.338326717,9828,4999,4829,6.134371957,12535,6814,5721,7.824008189,20729,12175,8554,12.93848151,17448,9101,8347,10.89056999,15422,7893,7529,9.625995556,13966,7235,6731,8.71719971,11103,5663,5440,6.930192495,8036,3854,4182,5.015853993,6110,2810,3300,3.813696852,5192,2516,2676,3.240706064,4120,2091,2029,2.57159264,2812,1359,1453,1.755174394,1820,843,977,1.135994807,1062,434,628,0.662871695,565,208,357,0.352657729,164,46,118,25,6,19,1,0,1,0,0,0,0.118592864,39102,20048,19054,24.4064115,114661,60152,54509,71.56829701,6449,2896,3553,4.025291489
1972/1/1,164690,85509,79181,100,16759,8641,8118,10.17608841,13328,6824,6504,8.092780375,10188,5177,5011,6.186167952,12162,6437,5725,7.384783533,22296,13255,9041,13.53816261,17146,9039,8107,10.41107535,15723,8030,7693,9.547027749,13983,7180,6803,8.490497298,11588,5911,5677,7.036249924,8622,4256,4366,5.235290546,6290,2876,3414,3.819296861,5443,2652,2791,3.304997268,4384,2185,2199,2.661970976,2902,1429,1473,1.762098488,1974,904,1070,1.198615581,1128,459,669,0.684923189,560,201,359,0.340032789,183,46,137,29,7,22,2,0,2,0,0,0,0.129941101,40275,20642,19633,24.45503674,117637,61821,55816,71.42935212,6778,3046,3732,4.115611148
1973/1/1,169498,87714,81784,100,17084,8825,8259,10.07917498,14080,7134,6946,8.306882677,10818,5534,5284,6.382376193,11405,6152,5253,6.728692964,21841,12779,9062,12.88569777,18314,9763,8551,10.80484725,16109,8235,7874,9.503946949,14416,7293,7123,8.505115105,12098,6160,5938,7.137547346,9330,4633,4697,5.504489728,6590,2977,3613,3.88795148,5578,2675,2903,3.290894288,4536,2251,2285,2.676137772,3126,1537,1589,1.844269549,2165,1013,1152,1.277301207,1174,475,699,0.692633541,601,208,393,0.354576455,197,60,137,35,10,25,1,0,1,0,0,0,0.137464749,41982,21493,20489,24.76843385,120217,62918,57299,70.92532065,7299,3303,3996,4.306245501
1974/1/1,172912,89431,83481,100,17030,8822,8208,9.848940502,14527,7320,7207,8.401383363,11335,5773,5562,6.555357639,11456,6212,5244,6.625335431,20727,12213,8514,11.9870223,18850,10224,8626,10.90149903,16873,8625,8248,9.75814287,14146,7124,7022,8.181040067,12400,6265,6135,7.171277875,10158,5120,5038,5.874664569,7110,3203,3907,4.111918201,5583,2661,2922,3.228810031,4856,2329,2527,2.808364949,3341,1645,1696,1.932196724,2296,1049,1247,1.327843065,1301,527,774,0.752405848,646,233,413,0.373600444,223,72,151,50,13,37,4,1,3,0,0,0,0.160197094,42892,21915,20977,24.8056815,122159,63976,58183,70.64807532,7861,3540,4321,4.546243176
1975/1/1,176674,91471,85203,100,17241,8918,8323,9.758651528,14742,7462,7280,8.34418194,12009,6106,5903,6.797265019,11578,6305,5273,6.553312881,19128,11352,7776,10.8267204,20411,11148,9263,11.55291667,17402,8971,8431,9.84977982,14175,7154,7021,8.023251865,12752,6448,6304,7.2178136,10540,5284,5256,5.965790099,7616,3484,4132,4.310764459,5699,2689,3010,3.225715159,5005,2372,2633,2.832901276,3579,1769,1810,2.025764968,2419,1095,1324,1.369188449,1422,591,831,0.804872251,656,229,427,0.371305342,246,81,165,49,11,38,5,2,3,0,0,0,0.169804272,43992,22486,21506,24.90009849,124306,65207,59099,70.35896623,8376,3778,4598,4.740935282
1976/1/1,179283,92623,86660,100,17022,8744,8278,9.494486371,14869,7584,7285,8.293591696,12670,6461,6209,7.067039262,11617,6105,5512,6.479699693,18169,10792,7377,10.13425701,21417,11802,9615,11.94591791,16887,8744,8143,9.419186426,14276,7201,7075,7.962829716,13253,6688,6565,7.392223468,10868,5439,5429,6.061924443,8058,3800,4258,4.494570037,6051,2764,3287,3.375110858,5113,2434,2679,2.851915686,3891,1900,1991,2.170311742,2539,1164,1375,1.416196739,1537,641,896,0.857303816,721,257,464,0.402157483,276,93,183,46,9,37,3,1,2,0,0,0,0.181277645,44561,22789,21772,24.85511733,125709,65769,59940,70.11763525,9013,4065,4948,5.027247424
1977/1/1,181055,93469,87586,100,16321,8330,7991,9.014387893,15690,8048,7642,8.66587501,12734,6495,6239,7.033221949,11578,6070,5508,6.394741929,17104,10142,6962,9.446853166,22097,12261,9836,12.20457872,16272,8446,7826,8.987324294,14820,7495,7325,8.18535804,13461,6789,6672,7.434757394,11276,5583,5693,6.227941786,8572,4170,4402,4.73447295,6275,2843,3432,3.465797686,5255,2482,2773,2.902432962,4157,1982,2175,2.295987407,2614,1222,1392,1.443760183,1694,710,984,0.935627296,784,284,500,0.433017591,294,103,191,54,14,40,3,0,3,0,0,0,0.193863743,44745,22873,21872,24.71348485,126710,66281,60429,69.98425893,9600,4315,5285,5.30225622
1978/1/1,183107,94495,88612,100,15696,8071,7625,8.572037115,15795,8119,7676,8.626103863,13311,6739,6572,7.269520007,11986,6307,5679,6.545899392,16503,9770,6733,9.012763029,21223,11827,9396,11.59049081,17130,8909,8221,9.355185766,14950,7583,7367,8.164625055,13706,6872,6834,7.48524087,11673,5847,5826,6.374961088,9159,4528,4631,5.00199337,6417,2816,3601,3.504508293,5378,2515,2863,2.937080505,4319,2065,2254,2.358730141,2825,1337,1488,1.542813765,1816,760,1056,0.991769839,823,307,516,0.449463975,329,107,222,62,14,48,4,2,2,2,0,2,0.21681312,44802,22929,21873,24.46766099,128125,66974,61151,69.97274817,10180,4592,5588,5.55959084
1979/1/1,183157,94662,88495,100,14825,7596,7229,8.094148736,15636,8048,7588,8.536938255,13621,6863,6758,7.436789203,12337,6536,5801,6.735751295,16209,9716,6493,8.849784611,19773,11118,8655,10.79565619,17473,9193,8280,9.539902925,15559,7861,7698,8.49489782,13412,6698,6714,7.32267945,11886,5957,5929,6.48951446,9647,4842,4805,5.26706596,6723,2961,3762,3.670621379,5284,2447,2837,2.884956622,4556,2138,2418,2.487483416,3025,1433,1592,1.651588528,1849,781,1068,1.009516426,933,341,592,0.50939904,327,113,214,71,18,53,9,2,7,2,0,2,0.223305689,44082,22507,21575,24.06787619,128303,67329,60974,70.05083071,10772,4826,5946,5.881293098
1980/1/1,186025,96189,89836,100,14276,7363,6913,7.674237334,15612,7999,7613,8.392420374,13948,7079,6869,7.497916947,12950,6736,6214,6.961429915,16260,9760,6500,8.74076065,18542,10467,8075,9.96747749,18723,9951,8772,10.06477624,16091,8175,7916,8.649912646,13471,6757,6714,7.241499798,12289,6179,6110,6.60610133,10018,4970,5048,5.385297675,7154,3212,3942,3.845719661,5370,2448,2922,2.886708776,4701,2191,2510,2.527079694,3245,1560,1685,1.744389195,1938,835,1103,1.041795458,983,362,621,0.528423599,361,118,243,80,25,55,10,2,8,3,0,3,0.244053219,43836,22441,21395,23.56457465,130868,68655,62213,70.34968418,11321,5093,6228,6.085741164
1981/1/1,186592,96551,90041,100,13580,7019,6561,7.277911164,15154,7720,7434,8.121462871,13947,7164,6783,7.474596982,13641,7132,6509,7.310602813,16403,9802,6601,8.790837764,17491,9904,7587,9.373928143,19504,10462,9042,10.45275253,15314,7825,7489,8.207211456,13456,6703,6753,7.211456011,12754,6387,6367,6.835234094,10390,5166,5224,5.568298748,7518,3497,4021,4.029111645,5628,2482,3146,3.016206483,4764,2217,2547,2.553164123,3494,1656,1838,1.872534728,2027,884,1143,1.086327388,1043,384,659,0.558973589,385,128,257,90,19,71,7,0,7,2,0,2,0.25938947,42681,21903,20778,22.87397102,132099,69360,62739,70.79563968,11812,5288,6524,6.330389299
1982/1/1,188622,97798,90824,100,13191,6799,6392,6.993351783,14560,7432,7128,7.719141988,14721,7554,7167,7.804497885,13821,7327,6494,7.327353119,16744,10038,6706,8.877013286,16723,9552,7171,8.865879908,19969,10812,9157,10.58678203,14818,7503,7315,7.855923487,13900,6969,6931,7.369235826,13020,6524,6496,6.902694277,10874,5385,5489,5.764969092,8056,3869,4187,4.270975814,5816,2543,3273,3.083415508,4859,2245,2614,2.576051574,3704,1704,2000,1.963715791,2142,947,1195,1.135604542,1161,429,732,0.615516748,428,136,292,104,30,74,10,0,10,1,0,1,0.287877342,42472,21785,20687,22.51699166,133741,70522,63219,70.90424235,12409,5491,6918,6.578765998
1983/1/1,190026,98660,91366,100,12609,6468,6141,6.635407786,13844,7110,6734,7.285318851,14692,7557,7135,7.731573574,14664,7849,6815,7.716838748,17426,10432,6994,9.170324061,15950,9149,6801,8.393588246,18990,10295,8695,9.993369328,15482,7960,7522,8.147306158,14117,7017,7100,7.428983402,13406,6691,6715,7.054824077,11243,5644,5599,5.916558787,8662,4215,4447,4.558323598,5975,2546,3429,3.144306569,4953,2262,2691,2.606485428,3850,1777,2073,2.026038542,2303,1018,1285,1.211939419,1248,482,766,0.656752234,473,151,322,124,34,90,15,3,12,0,0,0,0.322061192,41145,21135,20010,21.65230021,135915,71798,64117,71.52442297,12966,5727,7239,6.823276815
1984/1/1,192814,100099,92715,100,12409,6361,6048,6.435735994,13264,6816,6448,6.879168525,14855,7622,7233,7.704316077,15176,8081,7095,7.870797764,18014,10810,7204,9.342682585,16089,9261,6828,8.344311098,17910,9747,8163,9.288744593,16061,8294,7767,8.329789331,14991,7433,7558,7.774850374,13326,6655,6671,6.911323867,11631,5813,5818,6.032238323,9230,4544,4686,4.786996795,6354,2753,3601,3.295403861,4925,2210,2715,2.554275105,4127,1871,2256,2.140404742,2474,1105,1369,1.283101849,1329,523,806,0.689265302,500,157,343,126,39,87,23,4,19,0,0,0,0.336593816,40528,20799,19729,21.0192206,138782,73391,65391,71.97713859,13504,5909,7595,7.003640814
1985/1/1,195412,101648,93764,100,12274,6337,5937,6.281088162,12704,6469,6235,6.501136061,14879,7632,7247,7.614169038,15300,8104,7196,7.829611283,18997,11504,7493,9.721511473,16153,9428,6725,8.266124905,16615,9016,7599,8.502548462,17123,8975,8148,8.762512026,15423,7575,7848,7.892555217,13363,6698,6665,6.83837226,12092,6063,6029,6.18795161,9672,4757,4915,4.949542505,6745,2973,3772,3.451681575,5023,2205,2818,2.570466502,4220,1902,2318,2.159539844,2700,1216,1484,1.381696109,1412,570,842,0.722575891,555,178,377,140,40,100,21,6,15,1,0,1,0.366917078,39857,20438,19419,20.39639326,141483,75093,66390,72.40241132,14072,6117,7955,7.201195423
1986/1/1,197777,103136,94641,100,12045,6200,5845,6.09019249,12328,6253,6075,6.23328294,14719,7550,7169,7.442220278,15121,8027,7094,7.645479505,19957,12285,7672,10.09065766,16245,9383,6862,8.213796346,15867,8661,7206,8.022671999,18338,9720,8618,9.272058935,14885,7363,7522,7.526153193,13531,6750,6781,6.841543759,12640,6316,6324,6.391036369,10015,4952,5063,5.063783959,7180,3273,3907,3.630351355,5354,2295,3059,2.707089298,4296,1924,2372,2.172143374,2943,1318,1625,1.48803956,1515,614,901,0.766014248,606,200,406,166,46,120,25,6,19,1,0,1,0.403484733,39092,20003,19089,19.76569571,143779,76730,67049,72.69753308,14906,6403,8503,7.536771212
1987/1/1,200820,105000,95820,100,11789,6106,5683,5.870431232,12013,6081,5932,5.981973907,14334,7342,6992,7.137735285,16131,8624,7507,8.032566477,20223,12497,7726,10.07021213,16833,9831,7002,8.382133254,15296,8380,6916,7.616771238,18842,10058,8784,9.38253162,14578,7216,7362,7.259237128,13990,6937,7053,6.966437606,12937,6482,6455,6.442087441,10483,5139,5344,5.2200976,7767,3669,4098,3.867642665,5550,2363,3187,2.763668957,4439,1965,2474,2.210437207,3139,1374,1765,1.563091326,1595,667,928,0.794243601,677,223,454,175,42,133,28,4,24,1,0,1,0.438701325,38136,19529,18607,18.99014042,147080,78833,68247,73.23971716,15604,6638,8966,7.770142416
1988/1/1,202236,105978,96258,100,11499,5889,5610,5.685931288,11612,5856,5756,5.741806602,13576,6999,6577,6.712949228,16156,8668,7488,7.988686485,21099,13027,8072,10.43286062,17574,10367,7207,8.689847505,14608,8079,6529,7.223244131,17828,9541,8287,8.815443343,15377,7743,7634,7.603492949,14143,6965,7178,6.993314741,13232,6606,6626,6.542850927,10900,5398,5502,5.389742677,8320,3999,4321,4.114005419,5732,2386,3346,2.834312388,4560,1985,2575,2.254791432,3313,1439,1874,1.638185091,1736,716,1020,0.858403054,745,266,479,194,44,150,29,4,25,3,1,2,0.480132123,36687,18744,17943,18.14068712,149237,80393,68844,73.7934888,16312,6841,9471,8.065824087
1989/1/1,203050,106547,96503,100,11045,5673,5372,5.43954691,11265,5730,5535,5.547894607,12819,6556,6263,6.313223344,16119,8548,7571,7.938438808,21904,13530,8374,10.78749077,17795,10617,7178,8.763851268,14433,8038,6395,7.108101453,16610,8889,7721,8.18025117,15745,8002,7743,7.754247722,14931,7329,7602,7.353361241,13150,6572,6578,6.47623738,11282,5604,5678,5.556266929,8887,4335,4552,4.376754494,6064,2568,3496,2.986456538,4524,1938,2586,2.228022655,3546,1512,2034,1.74636789,1876,761,1115,0.923910367,808,286,522,206,48,158,35,9,26,6,2,4,0.519576459,35129,17959,17170,17.30066486,150856,81464,69392,74.29500123,17065,7124,9941,8.404333908
1990/1/1,204323,107157,97166,100,10678,5479,5199,5.226039163,11090,5672,5418,5.427680682,12114,6162,5952,5.928847952,15966,8481,7485,7.814098266,22008,13333,8675,10.77118092,18910,11346,7564,9.254954166,14449,8118,6331,7.071646364,15238,8140,7098,7.45779966,16684,8601,8083,8.16550266,15246,7456,7790,7.46171503,13131,6557,6574,6.426589273,11693,5836,5857,5.722801642,9311,4528,4783,4.557000436,6404,2758,3646,3.134253119,4607,1947,2660,2.254763291,3610,1536,2074,1.766810393,2068,841,1227,1.012122962,842,302,540,232,55,177,38,8,30,4,1,3,0.546194016,33882,17313,16569,16.5825678,152636,82396,70240,74.70328842,17805,7448,10357,8.714143782
1991/1/1,205306,107697,97609,100,10354,5339,5015,5.043203803,10722,5492,5230,5.222448443,11638,5912,5726,5.668611731,15788,8301,7487,7.689984706,22102,13348,8754,10.76539409,19781,11922,7859,9.634886462,14418,8038,6380,7.022688085,14294,7704,6590,6.962290435,17527,9084,8443,8.537013044,14766,7303,7463,7.192191168,13284,6592,6692,6.470341831,12197,6058,6139,5.940888235,9589,4694,4895,4.670589267,6841,3056,3785,3.332099403,4885,1995,2890,2.379375177,3660,1555,2105,1.782704841,2272,913,1359,1.106640819,895,321,574,248,62,186,41,7,34,4,1,3,0.578648456,32714,16743,15971,15.93426398,153746,83044,70702,74.88626733,18846,7910,10936,9.179468696
1992/1/1,206625,108253,98372,100,10091,5186,4905,4.883726558,10434,5366,5068,5.049727768,11195,5678,5517,5.418027828,15397,8155,7242,7.451663642,23366,14006,9360,11.30840895,19638,11743,7895,9.504174229,14648,8139,6509,7.089171204,13709,7429,6280,6.634724743,17773,9322,8451,8.601572898,14330,7035,7295,6.935269208,13647,6746,6901,6.604718693,12471,6201,6270,6.035571688,9967,4836,5131,4.823714459,7367,3397,3970,3.565396249,5093,2069,3024,2.464851785,3769,1558,2211,1.824077435,2397,947,1450,1.160072595,973,351,622,308,81,227,48,8,40,4,0,4,0.645130067,31720,16230,15490,15.35148215,154946,83612,71334,74.98898972,19959,8411,11548,9.659528131
1993/1/1,208857,109277,99580,100,10329,5277,5052,4.945489019,10248,5278,4970,4.906706503,10971,5552,5419,5.25287637,14613,7771,6842,6.996653212,23189,13740,9449,11.10281197,20839,12321,8518,9.977640204,15574,8743,6831,7.456776646,13172,7163,6009,6.30670746,16924,8923,8001,8.103151917,15022,7478,7544,7.19248098,13856,6813,7043,6.634204264,12825,6350,6475,6.140565076,10321,5038,5283,4.941658647,7876,3696,4180,3.771001211,5238,2075,3163,2.507936052,3848,1571,2277,1.842408921,2538,1007,1531,1.21518551,1091,380,711,329,94,235,51,7,44,3,0,3,0.705746037,31548,16107,15441,15.10507189,156335,84340,71995,74.85265038,20974,8830,12144,10.04227773
1994/1/1,209846,109799,100047,100,10128,5136,4992,4.8263965,10034,5160,4874,4.781601746,10736,5426,5310,5.116132783,13604,7155,6449,6.482849328,23107,13661,9446,11.01140837,21580,12764,8816,10.28373188,16042,9066,6976,7.644653698,13256,7237,6019,6.317013429,15759,8343,7416,7.509792896,15373,7741,7632,7.325848479,14589,7134,7455,6.952241167,12749,6308,6441,6.07540768,10754,5281,5473,5.124710502,8400,3992,4408,4.002935486,5558,2260,3298,2.64860898,3818,1537,2281,1.819429486,2737,1070,1667,1.304289813,1176,414,762,370,103,267,72,11,61,4,0,4,0.772947781,30898,15722,15176,14.72413103,156813,84690,72123,74.72765742,22135,9387,12748,10.54821155
1995/1/1,210791,109982,100809,100,10212,5139,5073,4.844609115,9744,5022,4722,4.622588251,10522,5360,5162,4.991674218,12824,6652,6172,6.083751204,22190,12883,9307,10.52701491,21932,12964,8968,10.40461879,17103,9658,7445,8.11372402,13378,7370,6008,6.346570774,14521,7662,6859,6.888814039,16326,8341,7985,7.745112457,14912,7279,7633,7.074305829,12769,6348,6421,6.057659008,11119,5468,5651,5.274893141,8787,4145,4642,4.168584048,5914,2463,3451,2.805622631,3932,1547,2385,1.865354783,2799,1078,1721,1.327855554,1322,469,853,408,121,287,72,13,59,5,0,5,0.857247226,30478,15521,14957,14.45887158,157074,84625,72449,74.51646418,23239,9836,13403,11.02466424
1996/1/1,211650,110162,101488,100,10273,5206,5067,4.853768013,9534,4954,4580,4.504606662,10444,5314,5130,4.934561777,12265,6316,5949,5.794944484,21099,12018,9081,9.968816442,21646,12776,8870,10.22726199,18045,10264,7781,8.525868179,13690,7482,6208,6.468225845,13861,7375,6486,6.549019608,17268,8878,8390,8.158752658,14419,7058,7361,6.812662414,12936,6412,6524,6.111977321,11675,5710,5965,5.516182377,9056,4317,4739,4.278762107,6354,2728,3626,3.002126152,4230,1613,2617,1.998582566,2838,1081,1757,1.340892984,1495,523,972,433,121,312,84,16,68,5,0,5,0.952988424,30251,15474,14777,14.29293645,156904,84289,72615,74.13371132,24495,10399,14096,11.57335223
1997/1/1,213552,110816,102736,100,10385,5279,5106,4.862984191,9515,4920,4595,4.455589271,10226,5231,4995,4.788529258,11932,6107,5825,5.587397917,20043,11327,8716,9.385536076,22813,13239,9574,10.68264404,18227,10363,7864,8.535157713,14069,7685,6384,6.588090957,13393,7144,6249,6.271540421,17649,9175,8474,8.26449764,14108,6882,7226,6.606353488,13346,6569,6777,6.24953173,12010,5890,6120,5.623922979,9439,4462,4977,4.420000749,6858,3060,3798,3.211395819,4464,1697,2767,2.090357384,2932,1097,1835,1.372967708,1566,540,1026,460,124,336,104,24,80,13,1,12,1.00350266,30126,15430,14696,14.10710272,157590,84381,73209,73.79467296,25836,11005,14831,12.09822432
1998/1/1,215389,111504,103885,100,10583,5385,5198,4.913435691,9567,4884,4683,4.441731008,10138,5196,4942,4.706832754,11682,5979,5703,5.423675304,18799,10589,8210,8.727929467,22871,13139,9732,10.61846241,19252,10876,8376,8.938246614,14801,8167,6634,6.871752968,12939,6932,6007,6.007270566,16761,8758,8003,7.781734443,14781,7290,7491,6.862467443,13571,6627,6944,6.300693164,12400,6047,6353,5.757025661,9880,4696,5184,4.587049478,7358,3354,4004,3.416144743,4646,1719,2927,2.157027518,3011,1117,1894,1.397935828,1665,567,1098,548,151,397,120,30,90,16,1,15,1.090584942,30288,15465,14823,14.06199945,157857,84404,73453,73.28925804,27244,11635,15609,12.64874251
1999/1/1,217523,112480,105043,100,10868,5552,5316,4.99625327,9698,4925,4773,4.458379114,9924,5126,4798,4.562276173,11523,5918,5605,5.297370853,17826,10012,7814,8.194995472,22702,12864,9838,10.43659751,19969,11211,8758,9.180178648,15634,8684,6950,7.187285942,13123,7094,6029,6.032925254,15666,8237,7429,7.20199703,15229,7596,7633,7.001098734,14363,6956,7407,6.602979915,12352,6011,6341,5.678479977,10277,4910,5367,4.724557863,7873,3617,4256,3.619387375,4926,1872,3054,2.264588113,3020,1106,1914,1.388358932,1803,595,1208,604,170,434,127,22,105,16,2,14,1.172289827,30490,15603,14887,14.01690856,158387,84583,73804,72.81390933,28646,12294,16352,13.16918211
