時点,総数(ha),宅地_総数(ha),宅地_商業地(ha),宅地_工業地(ha),宅地_住宅地(ha),宅地_その他(ha),田(ha),畑(ha),山林(ha),原野(ha),池沼(ha),雑種地(ha),免税点未満(ha),その他(ha)
1973/1/1,1655.9,1044.4,10,192.4,842,0,147.6,242.2,2.8,1.1,2.7,186.7,28.4,…
1974/1/1,1647.45,1076.54,10.48,191.31,874.75,0,139.01,244.43,2.26,0.39,2.76,161.94,20.12,…
1975/1/1,1640.94,1089.52,10.52,190.89,888.11,0,131.32,239.61,1.86,0.13,2.71,156.03,19.76,…
1976/1/1,1641.68,1108.78,26.09,149.3,933.39,0,127.77,234.58,2,0.13,2.71,148.41,17.3,…
1977/1/1,1634.94,1118.9,25.88,205.79,887.23,0,123.3,228.87,1.66,0.13,2.54,144.05,15.49,…
1978/1/1,1630.96,1128.62,25.58,204.41,898.63,0,117.3,229.76,1.57,0.12,0.02,139.63,13.94,…
1979/1/1,1625.25,1134.74,26.55,195.08,913.11,0,114.54,226.76,1.46,0.06,0.02,135.75,11.92,…
1980/1/1,1626.06,1146.45,26.57,202.05,917.83,0,109.66,223.58,1.39,0.05,0.02,133.96,10.94,…
1981/1/1,1605.82,1154.22,26.46,205.57,922.19,0,104.85,208.01,1.35,0.05,0.02,129.19,8.13,…
1982/1/1,1602.46,1162.97,26.17,208.39,928.4,0,104.66,208.32,1.27,0.05,0,123.94,1.24,…
1983/1/1,1601.28,1166.91,25.8,207.76,933.35,0,101.69,204.64,1.08,0.03,0,125.43,1.5,…
1984/1/1,1596.54,1172.34,25.79,207.5,939.04,0,99.69,201.17,1.02,0.03,0,121.24,1.05,…
1985/1/1,1578.05,1173.98,25.79,223.12,925.07,0,98.51,198.71,0.93,0.03,0,104.93,0.96,…
1986/1/1,1574.41,1176.74,26.18,220.89,929.67,0,96.62,193.6,0.91,0.03,0,105.83,0.68,…
1987/1/1,1570.81,1182.53,26.26,220.57,935.7,0,94.67,189.19,0.91,0.03,0,102.76,0.72,…
1988/1/1,1568.14,1192.17,26.22,220.45,945.5,0,91.35,182.75,0.72,0.03,0,100.47,0.65,…
1989/1/1,1575.28,1193.45,26.04,220.3,947.11,0,89.78,177.67,0.4,0.03,0,113.45,0.5,…
1990/1/1,1571.73,1197.96,26.03,220.27,951.66,0,86.99,173.01,0.4,0.03,0,112.82,0.52,…
1991/1/1,1571.58,1202.98,29.39,221.13,952.46,0,83.91,167.91,0.27,0.03,0,114.93,1.55,…
1992/1/1,1572.09,1212.43,29.66,206.81,975.96,0,81.95,162.44,0.27,0.03,0,113.46,1.51,…
1993/1/1,1557.82,1216.17,29.39,203.57,983.21,0,74.91,150.16,0.26,0.02,0,112.39,3.91,…
1994/1/1,1553.85,1220.97,29.8,203.81,987.36,0,71.01,144.06,0.24,0,0,113.57,4,…
1995/1/1,1548.35,1224.29,29.39,203.02,991.88,0,68.46,138.49,0.05,0,0,113.54,3.52,…
1996/1/1,1543.95,1227.09,29.03,201.73,996.33,0,67.34,134.54,0.05,0,0,111.17,3.76,…
1997/1/1,1542.35,1232.07,29.43,207.94,994.7,0,65.52,132.81,0.05,0,0,107.65,4.25,…
1998/1/1,1536.11,1228.46,29.36,207.76,991.34,0,64.65,130.69,0.05,0,0,107.79,4.47,…
1999/1/1,1534.48,1230.42,29.39,207.94,993.09,0,62.11,128.14,0.05,0,0,109.4,4.36,…
2000/1/1,1531.29,1237.44,30.59,206.23,1000.62,0,60.7,126.16,0.05,0,0,102.72,4.22,…
2001/1/1,1530.68,1241.51,30.46,206.46,1004.59,0,59.63,122.5,0.05,0,0,102.64,4.35,…
2002/1/1,1529.58,1246.08,30.61,206.41,1009.06,0,58.6,119.04,0.05,0,0,101.42,4.39,…
2003/1/1,1528.15,1253.98,29.86,206.51,1017.61,0,57.75,116.55,0.05,0,0,95.7,4.12,…
2004/1/1,1526.81,1258.5,29.51,206.71,1022.28,0,56.93,114.29,0.05,0,0,92.99,4.05,…
2005/1/1,1528.09,1263.35,29.55,207,1026.8,0,55.85,111.11,0.05,0,0,93.61,4.12,…
2006/1/1,1530.23,1270.25,29.65,203.82,1036.78,0,54.58,108.62,0.05,0,0,92.53,4.2,…
2007/1/1,1517.27,1266.35,28.96,203.94,1033.45,0,53.49,105.75,0.05,0,0,87.82,3.81,…
2008/1/1,1519.58,1272.05,29.64,205.94,1036.47,0,52.64,103.66,0.05,0,0,87.39,3.79,…
2009/1/1,1517.81,1276.3,29.65,206.26,1040.39,0,51.05,100.12,0,0,0,86.31,4.03,…
2010/1/1,1516.65,1279.05,29.74,206.89,1042.42,0,50.78,96.28,0,0,0,86.92,3.62,…
2011/1/1,1516.3,1282.85,29.71,207.31,1045.83,0,49.4,93.69,0,0,0,86.38,3.98,…
2012/1/1,1514.91,1286.37,29.78,207.45,1049.14,0,48.73,90.36,0,0,0,85.63,3.82,…
