都道府県コード又は市区町村コード,NO,都道府県名,市区町村名,イベント名,イベント名_カナ,イベント名_英語,開始日,終了日,開始時間,終了時間,開始日時特記事項,説明,料金(基本),料金(詳細),連絡先名称,連絡先電話番号,連絡先内線番号,主催者,場所名称,住所,方書,緯度,経度,アクセス方法,駐車場情報,定員,参加申込終了日,参加申込終了時間,参加申込方法,URL,備考
131199,,東京都,板橋区,はじめての歯みがきひろば,ハジメテノハミガキヒロバ,,2021/12/8,2021/12/8,10:30,11:40,,子どもの歯みがき相談・保護者の歯科相談,,,,,,,高島平健康福祉センター,,,,,,,,2021/12/7,,,/1000779/1000809/1000821/1022617.html,
131199,,東京都,板橋区,板橋区居住支援セミナー,イタバシクキョジュウシエンセミナー,,2021/11/26,2021/11/26,10:00,11:50,,"第一部講演：「高齢者の居住支援」とは～行政、民間支援団体に何が期待できるか講師：東洋大学ライフデザイン学部生活支援学科教授　山本 美香　氏第二部パネルディスカッション：「高齢者の居住支援を進めるための方法」コーディネーター：東洋大学ライフデザイン学部生活支援学科教授　山本 美香　氏パネリスト：ホームネット株式会社居住支援連携室課長　種田 聖　氏日信商事株式会社代表取締役　山下 要　氏	新型コロナウイルス感染症拡大防止に努めます	マスクの着用、体温計測にご協力ください",,,,,,,区立グリーンホール1階ホール,,,,,,,,2021/11/25,,,/1000779/1000906/1000910/1035466.html,
131199,,東京都,板橋区,好きを語るお茶会,スキヲカタルオチャカイ,,2021/9/18,2021/9/18,15:00,17:00,,なんとなく友達に話しづらいこと、親には言えないこと、ちょっと気になるだけのこと……おしゃべりしてみませんか？今回のテーマは「自分の好きなところを話そう!」「好き」を語るお茶会は、安心して「好き」を語れる場です。あなたの「好き」について語ってみませんか？聞いているだけでもOK！ぜひご参加ください。,,,,,,,まなぽーと成増,,,,,,,,2021/9/18,,,/1000779/1000922/1000927/1033577.html,
131199,,東京都,板橋区,地域に共生社会をつくるシンポジウムフォーラム開催のお知らせ,チイキニキョウセイシャカイヲツクルシンポジウムフォーラムカイサイノオシラセ,,2021/3/28,2021/3/28,13:00,16:30,,　地球温暖化による大規模森林火災・異常気象・水面上昇など、一つの課題が様々なところへ関わってきます。そこから発する食生活への影響・健康への影響・生態系の変化・防災のあり方など身近な問題から未来について、私たちの身近な生活から、一緒に学び、考えてみませんか。　番組の中では「2020年に世界で焼けた森林面積」「水面が1メートル上昇すると日本はどうなる。」「日本で食べられなくなる食材は？」「2019年にグリーンランドで溶けた氷を東京23区に注ぐと…。」など考えさせられる投げかけがあります。　板橋区内の荒川の氾濫が、荒川流域の氾濫につながり、荒川流域の氾濫が世界につながっていることが分かります。さて、逃げる防災から、攻める防災に変えてみませんか。　それによって、誰も取り残さないまちをつくっていきましょう。,,,,,,,まなぽーと成増　ホール,,,,,,,,2021/3/28,,,/1000779/1000922/1000927/1031686.html,
131199,,東京都,板橋区,【中止】いたばしボランティア・市民活動フォーラム,【チュウシ】イタバシボランティア・シミンカツドウフォーラム,,2020/4/18,2020/4/18,17:30,19:30,,地域に暮らす様々な教育、文化的背景、制度の違いをこえて、相互に理解しあうことから多文化共生社会の実現への第一歩が始まる。そこで、身近な地域に住むアフリカの留学生との交流により、「つどう・まなぶ・むすび」を始めみませんか。会場：まなぽーと大原（大原生涯学習センター）レクレーションホール講師：帝京大学大学院公衆衛生学研究科教授 山本秀樹SDGsネットワークいたばし代表 加藤勉特定非営利法人ボランティア・市民活動学習推進センター理事長 廣瀬カズ子対象：どなたでも定員：60名,,,,,,,,,,,,,,,,,,/1000779/1000922/1000927/1021892.html,
131199,,東京都,板橋区,【中止】いたばしボランティア・市民活動フォーラム,【チュウシ】イタバシボランティア・シミンカツドウフォーラム,,2020/4/19,2020/4/19,9:00,10:00,,地域に暮らす様々な教育、文化的背景、制度の違いをこえて、相互に理解しあうことから多文化共生社会の実現への第一歩が始まる。そこで、身近な地域に住むアフリカの留学生との交流により、「つどう・まなぶ・むすび」を始めみませんか。会場：まなぽーと大原（大原生涯学習センター）レクレーションホール講師：帝京大学大学院公衆衛生学研究科教授 山本秀樹SDGsネットワークいたばし代表 加藤勉特定非営利法人ボランティア・市民活動学習推進センター理事長 廣瀬カズ子対象：どなたでも定員：60名,,,,,,,,,,,,,,,,,,/1000779/1000922/1000927/1021892.html,
131199,,東京都,板橋区,「総合的な学習の時間」に関わる障がい者の社会参加を考える,「ソウゴウテキナガクシュウノジカン」ニカカワルサワガイシャノシャカイサンカヲカンガエル,,2020/7/5,2020/7/5,13:30,16:00,,"	基調講演　社会教育を学校などに繋げる意義について	事例発表　「総合的な学習の時間」に参加した私の学び	意見交換	総　評	　( 講師 創価大学名誉教授 木全 力夫 氏 ）",,,,,,,大原生涯学習センター　3階　まなぽーとホール,,,,,,,,,,,/1000779/1000922/1000927/1023253.html,
131199,,東京都,板橋区,食育講習会　子どもたちへの食育を行うにあたり大人に知ってほしいこと,ショクイクコウシュウカイ　コドモタチヘノショクイクヲオコナウニアタリオトナニシッテホシイコト,,2021/11/27,2021/11/27,10:00,12:00,,「子どもたちへの食育を行うにあたり大人に知ってほしいこと」をテーマに、子どもにとって心地の良い食環境についてや、食育推進計画についてなど、わかりやすくお話しいただきます。日頃食育に携わっている方、食育に関心のある方、是非ご参加をお待ちしております。&nbsp;,,,,,,,ZOOMによるオンライン講習会,,,,,,,,2021/11/12,,,/kenko/shokuiku/shokuiku/1034943.html,
131199,,東京都,板橋区,令和3年度第3回研修会「エネルギー利用の観点における中小企業が対応すべきカーボンニュートラル」,リョウワ3ネンドダイ3カイケンシュウカイ「エネルギーリヨウノカンテンニオケルチュウショウキギョウガタイオウスベキカーボンニュートラル」,,2021/12/15,2021/12/15,14:00,16:00,,今後、カーボンニュートラルに対応していくにあたって必要となる、脱炭素に係る枠組みや政策の全体像、調達エネルギーを再エネ化する際の中小企業側のメリット・意義などについて解説します。,,,,,,,板橋産連会館 3階会議室（仲宿54-10）,,,,,,,,2021/12/10,,,/bousai/kankyo/ondanka/kenshu/1036357.html,
131199,,東京都,板橋区,令和3年度第2回研修会≪SDGs基礎セミナー≫,リョウワ3ネンドダイ2カイケンシュウカイ≪SDGsキソセミナー≫,,2021/10/8,2021/10/8,14:00,16:00,,SDGsの基礎から、事業とのかかわりまで、初めて取り組まれる方向けに、最新動向や取組事例をまじえて解説します。,,,,,,,板橋産連会館 3階会議室（仲宿54-10）,,,,,,,,2021/10/4,,,/bousai/kankyo/ondanka/kenshu/1035095.html,
131199,,東京都,板橋区,令和3年度第1回研修会≪エネルギー政策をめぐる最近の動向と今後の方向性≫,リョウワ3ネンドダイ1カイケンシュウカイ≪エネルギーセイサクヲメグルサイキンノドウコウトコンゴノホウコウセイ≫,,2021/6/18,2021/6/18,14:00,16:00,,2050年カーボンニュートラルの実現に向けて、2030年までに温室効果ガスを46％削減（2013年度比）させると発表がありました。これから大幅な温室効果ガス削減が求められるエネルギー政策に、事業所はどう対応していくべきかなどについて、解説します。,,,,,,,板橋産連会館 3階会議室（仲宿54-10）,,,,,,,,2021/6/15,,,/bousai/kankyo/ondanka/kenshu/1032783.html,
131199,,東京都,板橋区,令和2年度第4回研修会≪事業所が知っておくべき近隣住民との公害問題について≫,リョウワ2ネンドダイ4カイケンシュウカイ≪ジギョウショガシッテオクベキキンリンジュウミントノコウガイモンダイニツイテ≫,,2021/3/5,2021/3/5,15:00,17:00,,事業所が工場などを操業するにあたり、近隣住民との騒音や振動、臭気といった問題を解決する（避ける）ために、過去の実例から対策と解決方法について解説します。,,,,,,,板橋産連会館　3階会議室（仲宿54-10）,,,,,,,,2021/2/26,,,/bousai/kankyo/ondanka/kenshu/1031039.html,
131199,,東京都,板橋区,令和2年度第3回研修会≪省エネルギー対策セミナー≫≪化学物質に対する労働災害防止対策の在り方≫,リョウワ2ネンドダイ3カイケンシュウカイ≪ショウエネルギータイサクセミナー≫≪カガクブッシツニタイスルロウドウサイガイボウシタイサクノアリカタ≫,,2021/1/26,2021/1/26,15:00,17:00,,第1部「省エネルギー対策セミナー」夏冬に使用量が増える空調や、新型コロナウイルス感染症予防としての換気についてなど、省エネルギー対策をもとに解説します第2部「化学物質に対する労働災害防止対策の在り方」化学物質にかかる労働者の健康障害防止の必要性などについて解説します,,,,,,,板橋産連会館　3階会議室（仲宿54-10）,,,,,,,,2021/1/20,,,/bousai/kankyo/ondanka/kenshu/1029228.html,
131199,,東京都,板橋区,令和2年度第2回研修会≪中小企業のSDGs対応セミナー≫,リョウワ2ネンドダイ2カイケンシュウカイ≪チュウショウキギョウノSDGsタイオウセミナー≫,,2020/12/10,2020/12/10,15:00,17:00,,SDGsとは何か、何故今SDGsが必要とされるかを基本から解説いたします。また中小企業などのSDGsの取組や取り組むメリットなどをはじめ、どのように対応していけばよいかを解説いたします。,,,,,,,板橋産連会館　3階会議室（仲宿54-10）,,,,,,,,,,,/bousai/kankyo/ondanka/kenshu/1028313.html,
131199,,東京都,板橋区,令和2年度第1回研修会≪中小企業のBCP対策セミナー≫,リョウワ2ネンドダイ1カイケンシュウカイ≪チュウショウキギョウノBCPタイサクセミナー≫,,2020/9/29,2020/9/29,15:00,17:00,,様々な自然災害や緊急時の事業継続についてどのような対策を講じていく必要があるのか、BCPの基礎から解説します。また、今回の新型コロナウイルス感染症などに対応したBCP策定のポイントについても解説します。,,,,,,,板橋産連会館　3階会議室（仲宿54-10）,,,,,,,,2020/9/25,,,/bousai/kankyo/ondanka/kenshu/1026714.html,
131199,,東京都,板橋区,令和元年度（平成31年度）第5回研修会≪中小企業が行うべき気候変動への『適応』≫,リョウワモトネンド（ヘイセイ31ネンド）ダイ5カイケンシュウカイ≪チュウショウキギョウガオコナウベキキコウヘンドウヘノ『テキオウ』≫,,2020/3/18,2020/3/18,14:00,16:00,,近年、猛暑や台風や豪雨などの気候変動の影響が多く見られ、気候変動の影響による被害を防止、軽減し生き残るためには気候変動に適応することが求められています。そこで中小企業がどのように気候変動に適応していくべきかについてご紹介します。,,,,,,,板橋産連会館　3階会議室（仲宿54-10）,,,,,,,,,,,/bousai/kankyo/ondanka/kenshu/1016157.html,
131199,,東京都,板橋区,省エネセミナー「家庭でできる省エネルギーのコツ」,ショウエネセミナー「カテイデデキルショウエネルギーノコツ」,,2021/12/8,2021/12/8,14:00,15:00,,,,,,,,,板橋区立中央図書館（常盤台4-3-1）,,,,,,,,2021/11/26,,,/bousai/kankyo/kyodo/1036411.html,
131199,,東京都,板橋区,大山駅周辺地区まちづくりパネル展（令和3年11月25日から30日まで開催予定）,オオヤマエキシュウヘンチクマチヅクリパネルテン（リョウワ3ネン11ツキ25ニチカラ30ニチマデカイサイヨテイ）,,2021/11/25,2021/11/30,9:00,17:00,,"大山駅周辺の各まちづくり事業に関するパネル等展示【展示内容】	計画上の位置づけ	地区計画	駅前広場整備事業（板橋区画街路第9号線）	市街地再開発事業	不燃化推進特定整備地区（不燃化特区）	都市計画道路補助第26号線	補助第26号線と沿道まちづくり相談窓口・共同化コーディネート	大山駅西地区のにぎわいの取組",,,,,,,区役所北館1階イベントスクエア,,,,,,,,,,,/bousai/machidukuri/chiiki/1006312/1035576.html,
131199,,東京都,板橋区,小豆沢公園（あずさわスポーツフィールド） にキッチンカーを出店します（キッチンカー）,アズサワコウエン（アズサワスポーツフィールド）ニキッチンカーヲシュッテンシマス（キッチンカー）,,2021/11/21,2021/11/21,11:00,16:00,,,,,,,,,,,,,,,,,,,,/bousai/kouen/kouen/1036450.html,
131199,,東京都,板橋区,小豆沢公園（あずさわスポーツフィールド） にキッチンカーを出店します（出張こども動物園午前の部）,アズサワコウエン（アズサワスポーツフィールド）ニキッチンカーヲシュッテンシマス（シュッチョウコドモドウブツエンゴゼンノブ）,,2021/11/21,2021/11/21,10:00,12:00,,,,,,,,,,,,,,,,,,,,/bousai/kouen/kouen/1036450.html,
131199,,東京都,板橋区,小豆沢公園（あずさわスポーツフィールド） にキッチンカーを出店します（出張こども動物園午後の部）,アズサワコウエン（アズサワスポーツフィールド）ニキッチンカーヲシュッテンシマス（シュッチョウコドモドウブツエンゴゴノブ）,,2021/11/21,2021/11/21,13:30,15:30,,,,,,,,,,,,,,,,,,,,/bousai/kouen/kouen/1036450.html,
131199,,東京都,板橋区,小豆沢公園（あずさわスポーツフィールド） にキッチンカーを出店します（キッチンカー）,アズサワコウエン（アズサワスポーツフィールド）ニキッチンカーヲシュッテンシマス（キッチンカー）,,2021/11/23,2021/11/23,11:00,16:00,,,,,,,,,,,,,,,,,,,,/bousai/kouen/kouen/1036450.html,
131199,,東京都,板橋区,小豆沢公園（あずさわスポーツフィールド） にキッチンカーを出店します（出張こども動物園午前の部）,アズサワコウエン（アズサワスポーツフィールド）ニキッチンカーヲシュッテンシマス（シュッチョウコドモドウブツエンゴゼンノブ）,,2021/11/23,2021/11/23,10:00,12:00,,,,,,,,,,,,,,,,,,,,/bousai/kouen/kouen/1036450.html,
131199,,東京都,板橋区,小豆沢公園（あずさわスポーツフィールド） にキッチンカーを出店します（出張こども動物園午後の部）,アズサワコウエン（アズサワスポーツフィールド）ニキッチンカーヲシュッテンシマス（シュッチョウコドモドウブツエンゴゴノブ）,,2021/11/23,2021/11/23,13:30,15:30,,,,,,,,,,,,,,,,,,,,/bousai/kouen/kouen/1036450.html,
131199,,東京都,板橋区,ハーブ（ディル）を使ったお菓子講習会,ハーブ（ディル）ヲツカッタオカシコウシュウカイ,,2021/11/28,2021/11/28,13:30,14:30,,ハーブ（ディル）を使ったお菓子講習会,,,,,,,赤塚植物園内　森のアトリエ,,,,,,,,2021/11/24,,,/bousai/kouen/kouen/akatsuka/1035678.html,
131199,,東京都,板橋区,親子で農業体験（第1回）,オヤコデノウギョウタイケン（ダイ1カイ）,,2021/10/24,2021/10/24,10:00,12:00,,第1回　さつまいもの収穫、さつまいものツルでリース作り、ほうれん草の種まき,,,,,,,赤塚植物園[利用案内・交通案内],,,,,,,,2021/9/10,,,/bousai/kouen/kouen/akatsuka/1034112.html,
131199,,東京都,板橋区,親子で農業体験（第2回）,オヤコデノウギョウタイケン（ダイ2カイ）,,2021/11/21,2021/11/21,10:00,12:00,,第2回　ほうれん草の苗の植え付け、リースの飾りつけ,,,,,,,赤塚植物園[利用案内・交通案内],,,,,,,,2021/9/10,,,/bousai/kouen/kouen/akatsuka/1034112.html,
131199,,東京都,板橋区,親子で農業体験（第3回）,オヤコデノウギョウタイケン（ダイ3カイ）,,2022/1/16,2022/1/16,13:30,16:00,,第3回　ほうれん草の収穫、工作体験,,,,,,,赤塚植物園[利用案内・交通案内],,,,,,,,2021/9/10,,,/bousai/kouen/kouen/akatsuka/1034112.html,
131199,,東京都,板橋区,観光アプリ「ITA-マニア」デジタルスタンプラリー開催について,カンコウアプリ「ITA-マニア」デジタルスタンプラリーカイサイニツイテ,,2021/10/25,2022/3/21,,,,"	本ページ下部にある二次元コードから、観光アプリ「ITA-マニア」をダウンロードしてください。	開催期間中にスタンプ設置施設（区内16施設）をまわり、デジタルスタンプを集めてください。（デジタルスタンプは、各施設に設置してある二次元コードをアプリを起動して読み込むことで集めることが出来ます。）	デジタルスタンプを一定数集めると、抽選で素敵な賞品が当たります。（スタンプ2個で1口目応募、スタンプ4個で2口目応募、スタンプ6個で3口目応募可能です。最大3口応募可能。賞品はお選びできませんので予めご了承ください。）	コンプリート賞として、すべての施設（16施設）のスタンプを集めた方先着200名様に素敵なプレゼントを用意しています。コンプリート賞は、いたばし観光センターでお渡しします。",,,,,,,スタンプ設置施設（区内公共施設等16施設）植村記念加賀スポーツセンター（旧東板橋体育館）（加賀1-10-5）いたばし観光センター（板橋3-14-15）板橋こども動物園（板橋3-50-1　東板橋公園内）板五米店（仲宿40-1）小豆沢体育館（小豆沢3-1-1）エコポリスセンター（前野町4-6-1）上板橋体育館（桜川1-3-1）中央図書館（常盤台4-3-1）教育科学館（常盤台4-14-1）美術館（赤塚5-34-27）赤塚体育館（赤塚5-6-1）赤塚植物園（赤塚5-17-14）郷土資料館（赤塚5-35-25）高島平温水プール（高島平8-28-1）熱帯環境植物館（高島平8-29-2）こども動物園・高島平分園（高島平8-24-1徳丸ケ原公園内）・場所の詳細ついては、どこナビいたばし（外部リンク）でご確認ください。,,,,,,,,,,,/kusei/profile/kanko/joho/1026826.html,
131199,,東京都,板橋区,オンライン物産展「杉浦太陽印の！全国うまいものマルシェ in いたばし」,オンラインブッサンテン「スギウラタイヨウシルシノ！ゼンコクウマイモノマルシェinイタバシ」,,2021/11/1,2022/1/31,,,,板橋区観光大使 杉浦太陽さん が全力でおすすめする、交流自治体やいたばしの魅力的なグルメ“全国のうまいもの”を特設サイトで販売します。お肉や海の幸、甘いものなど様々なジャンルから、出店者が自信をもってお届けするうまいものはどれも秀逸！！今回だけの特別セットも目白押しです。全国のうまいものをお取り寄せして素敵なおうち時間をお過ごしください…詳細情報は、下記リンクの特設サイトでご確認ください。,,,,,,,イベント特設Webサイト,,,,,,,,,,,/kusei/profile/event/1036331.html,
131199,,東京都,板橋区,物産展「板橋区民ふるさとマルシェ」,ブッサンテン「イタバシクミンフルサトマルシェ」,,2021/11/11,2021/11/13,11:00,16:00,,板橋区役所×マルシェ開催！板橋の一押しグルメが集まる「板橋区民ふるさとマルシェ」を板橋区役所前で開催します。ドラマで話題の渋沢栄一ゆかりの自治体も大集合！あの人気スイーツ“マリトッツォ”やキッシュ、北海道十勝のチーズ、ご飯のお供に“小島屋のお惣菜”など美味しい逸品が盛りだくさん！！出店者などの詳細情報は、Itabashi-marche.com　でご確認ください。土曜日は、いたばし観光キャラクターりんりんちゃんと、深谷市のゆるキャラ、ふっかちゃんも遊びに来ます。&nbsp;同時開催渋沢栄一没後90周年を記念して、区役所1階区政情報課前プロモーションコーナーにて渋沢栄一のパネル展を行います。また、11月11日（栄一翁の命日）のみ、同スペースに記念記帳台を設置します。&nbsp;※一部キャッシュレス決済に対応しています。※区内共通商品券（プレミアム付き含む）に対応しています。※このイベントはテイクアウト販売のみです。現地での飲食はできません。※板橋区役所レストラン「CAFE DINING NAKAJUKU]で、このイベントに合わせて交流自治体のご当地メニューを期間限定で提供しています。来場された皆様、是非お召し上がりください。,,,,,,,板橋区役所本庁舎正面ロータリー・東京信用金庫脇区有地,,,,,,,,,,,/kusei/profile/event/1036338.html,
131199,,東京都,板橋区,板橋地区で「区民と区長との懇談会」を開催します,イタバシチクデ「クミントクチョウトノコンダンカイ」ヲカイサイシマス,,2021/11/17,2021/11/17,14:00,15:00,,地域の課題やこれからの区政についての意見交換,,,,,,,板橋地域センター[板橋地域センター・管内集会所],,,,,,,,,,,/kusei/publiccomment/kondankai/1034539.html,
131199,,東京都,板橋区,戦争の記憶の継承,センソウノキオクノケイショウ,,2021/11/27,2021/11/27,13:30,15:30,,中国に生まれ戦争の時代を経て生き抜いたメッセージとは何か&nbsp;「戦争のつらい体験をもう二度と繰り返すことのないように、若者に何を話せるのだろうか。」そう語る?島さんは中国で生まれ終戦を迎え、帰国してもなお厳しい状況にあったという。日本の歴史的にも貴重な時間を知る言葉に耳を傾けてみよう。&nbsp;＊語られる内容の重要性について学芸員によるコメントがあります。,,,,,,,大原生涯学習センター（まなぽーと大原）,,,,,,,,,,,/kyoikuiinkai/shogai/manaport/ohara/1035357.html,
131199,,東京都,板橋区,【東板橋図書館】やってみよう！　どうぶつしょうぎ　2022年1月9日,【ヒガシイタバシトショカン】ヤッテミヨウ！　ドウブツシょうぎ　2022ネン1ツキ9ニチ,,2022/1/9,2022/1/9,13:30,14:30,,「どうぶつしょうぎ」の遊び方のレクチャーとゲーム体験,,,,,,,東板橋図書館　視聴覚室,,,,,,,,,,,/kosodate/1000930/etc/1036247.html,
131199,,東京都,板橋区,【東板橋図書館】やってみよう！　どうぶつしょうぎ　2022年1月9日,【ヒガシイタバシトショカン】ヤッテミヨウ！　ドウブツシょうぎ　2022ネン1ツキ9ニチ,,2022/1/9,2022/1/9,15:00,16:00,,「どうぶつしょうぎ」の遊び方のレクチャーとゲーム体験,,,,,,,東板橋図書館　視聴覚室,,,,,,,,,,,/kosodate/1000930/etc/1036247.html,
131199,,東京都,板橋区,【中央図書館】秋のおはなし会,【チュウオウトショカン】アキノオハナシカイ,,2021/10/30,2021/10/30,10:30,11:15,,ハロウィンやおばけのおはなしを集めました！かざぐるま作りも行います。,,,,,,,中央図書館　図書館ホールB,,,,,,,,,,,/kosodate/1000930/etc/1035492.html,
131199,,東京都,板橋区,【氷川図書館】よんですごろく　2021年10月27日から11月29日まで,【ヒカワトショカン】ヨンデスゴロク　2021ネン10ツキ27ニチカラ11ツキ29ニチマデ,,2021/10/27,2021/11/29,,,,本を借りて、すごろくに挑戦！,,,,,,,氷川図書館,,,,,,,,,,,/kosodate/1000930/etc/1035370.html,
131199,,東京都,板橋区,西前野保育園　園内の見学について 第一部,ニシマエノホイクエン　エンナイノケンガクニツイテダイイチブ,,2021/11/17,2021/11/17,9:45,11:15,,,,,,,,,,,,,,,,,,,,/kosodate/azukeru/ninka/annai/hoikuen/nishimaeno/1015594/1035375.html,
131199,,東京都,板橋区,西前野保育園　園内の見学について　第二部,ニシマエノホイクエン　エンナイノケンガクニツイテ　ダイニブ,,2021/11/17,2021/11/17,10:15,10:45,,,,,,,,,,,,,,,,,,,,/kosodate/azukeru/ninka/annai/hoikuen/nishimaeno/1015594/1035375.html,
131199,,東京都,板橋区,西前野保育園　園内の見学について　第三部,ニシマエノホイクエン　エンナイノケンガクニツイテ　ダイサンブ,,2021/11/17,2021/11/17,10:45,11:15,,,,,,,,,,,,,,,,,,,,/kosodate/azukeru/ninka/annai/hoikuen/nishimaeno/1015594/1035375.html,
131199,,東京都,板橋区,【氷川図書館】ハンドベルコンサート　2021年12月19日,【ヒカワトショカン】ハンドベルコンサート　2021ネン12ツキ19ニチ,,2021/12/19,2021/12/19,14:00,15:00,,ボランティアグループSV板橋による演奏,,,,,,,氷川図書館　視聴覚室,,,,,,,,,,,/bunka/bunka/1019950/1020073/1036251.html,
131199,,東京都,板橋区,【氷川図書館】ハンドベルコンサート　2021年12月19日,【ヒカワトショカン】ハンドベルコンサート　2021ネン12ツキ19ニチ,,,,,,,ボランティアグループSV板橋による演奏,,,,,,,氷川図書館　視聴覚室,,,,,,,,,,,/bunka/bunka/1019950/1020073/1036251.html,
131199,,東京都,板橋区,【小茂根図書館】美術史講座（フェルメール）　2021年12月12日,【コモネトショカン】ビジュツシコウザ（フェルメール）　2021ネン12ツキ12ニチ,,2021/12/12,2021/12/12,10:30,12:00,,講義「フェルメールの寓意性、定説という名の誤謬」,,,,,,,小茂根図書館　視聴覚室,,,,,,,,,,,/bunka/bunka/1019950/1020073/1035606.html,
131199,,東京都,板橋区,【小茂根図書館】美術史講座（フェルメール）　2021年12月12日,【コモネトショカン】ビジュツシコウザ（フェルメール）　2021ネン12ツキ12ニチ,,,,,,,講義「フェルメールの寓意性、定説という名の誤謬」,,,,,,,小茂根図書館　視聴覚室,,,,,,,,,,,/bunka/bunka/1019950/1020073/1035606.html,
