都道府県コード又は市区町村コード,NO,都道府県名,市区町村名,イベント名,イベント名_カナ,イベント名_英語,開始日,終了日,開始時間,終了時間,開始日時特記事項,説明,料金(基本),料金(詳細),連絡先名称,連絡先電話番号,連絡先内線番号,主催者,場所名称,住所,方書,緯度,経度,アクセス方法,駐車場情報,定員,参加申込終了日,参加申込終了時間,参加申込方法,URL,備考
131199,,東京都,板橋区,【氷川図書館】よんでしりとり　,【ヒカワトショカン】ヨンデシリトリ　,,2022/10/27,2022/11/29,,,,図書館でかりた本でしりとりをしよう！しりとりをたくさんつなげたらプレゼントがもらえます。,,,,,,,氷川図書館,,,,,,,,,,,/kosodate/1000930/etc/1040678.html,
131199,,東京都,板橋区,高島平けやき保育園　けやきちゃんのひろば,タカシマダイラケヤキホイクエン　ケヤキチャンノヒロバ,,2022/12/1,2022/12/1,10:00,11:00,,スキンシップの取れる遊びの紹介や、調理員から離乳食の話、看護師から健康についての話など行います。保育園内の見学もできます。,,,,,,,高島平けやき保育園,,,,,,,,,,,/kosodate/azukeru/ninka/annai/hoikuen/keyaki/1015572/1041933.html,
131199,,東京都,板橋区,【中央図書館】絵本のまち板橋　講演会シリーズ「世界の書棚から」,【チュウオウトショカン】エホンノマチイタバシ　コウエンカイシリーズ「セカイノショダナカラ」,,2022/12/23,2022/12/23,18:00,19:30,,,,,,,,,中央図書館　1階図書館ホール,,,,,,,,,,,/bunka/bunka/1019950/1020073/1038545.html,
131199,,東京都,板橋区,【中央図書館】絵本のまち板橋　講演会シリーズ「On the table」,【チュウオウトショカン】エホンノマチイタバシ　コウエンカイシリーズ「On the table」,,2022/12/10,2022/12/10,15:00,16:30,,,,,,,,,中央図書館　1階図書館ホール,,,,,,,,,,,/bunka/bunka/1019950/1020073/1038555.html,
131199,,東京都,板橋区,【中央図書館】絵本のまち板橋　講演会シリーズ「On the table」,【チュウオウトショカン】エホンノマチイタバシ　コウエンカイシリーズ「On the table」,,2023/1/14,2023/1/14,15:00,16:30,,,,,,,,,中央図書館　1階図書館ホール,,,,,,,,,,,/bunka/bunka/1019950/1020073/1038555.html,
131199,,東京都,板橋区,【成増図書館】オリジナル御朱印帳をつくろう！　2022年12月17日,【ナリマストショカン】オリジナルゴシュインチョウヲツクロウ！　2022ネン12ガツ17ニチ,,2022/12/17,2022/12/17,14:00,14:45,,種類の色柄の中から好きな柄を選んで、オリジナル御朱印帳をつくります。,,,,,,,成増アートギャラリー,,,,,,,,,,,/bunka/bunka/1019950/1020073/1041177.html,
131199,,東京都,板橋区,【氷川図書館】歌おう 学ぼう 手話ソングライブ　2022年12月11日,【ヒカワトショカン】ウタオウ マナボウ シュワソングライブ　2022ネン12ガツ11ニチ,,2022/12/11,2022/12/11,14:00,15:00,,大正大学手話サークルによる手話と歌を交えたクリスマスコンサート,,,,,,,氷川図書館　視聴覚室,,,,,,,,,,,/bunka/bunka/1019950/1020073/1041175.html,
131199,,東京都,板橋区,【西台図書館】12月のひだまり朗読会　2022年12月11日,【ニシダイトショカン】12ガツノヒダマリロウドクカイ　2022ネン12ガツ11ニチ,,2022/12/11,2022/12/11,14:00,15:30,,朗読グループ「もくよう会」による朗読,,,,,,,西台図書館　視聴覚室,,,,,,,,,,,/bunka/bunka/1019950/1020073/1041176.html,
131199,,東京都,板橋区,【西台図書館】幸せをよぶ整理収納基本講座　2022年11月27日,【ニシダイトショカン】シアワセヲヨブセイリシュウノウキホンコウザ　2022ネン11ガツ27ニチ,,2022/11/27,2022/11/27,14:00,15:30,,生活に役立つ整理収納についての基礎知識についての講座,,,,,,,西台図書館　視聴覚室,,,,,,,,,,,/bunka/bunka/1019950/1020073/1040685.html,
131199,,東京都,板橋区,【小茂根図書館】講座「ゴーリーハウス」　2022年12月4日,【コモネトショカン】コウザ「ゴーリーハウス」　2022ネン12ガツ4ニチ,,2022/12/4,2022/12/4,14:00,16:00,,作家エドワード・ゴーリーの魅力についての講義,,,,,,,小茂根図書館　視聴覚室,,,,,,,,,,,/bunka/bunka/1019950/1020073/1041383.html,
131199,,東京都,板橋区,【東板橋図書館】紙芝居講座　2022年11月26日,【ヒガシイタバシトショカン】カミシバイコウザ　2022ネン11ガツ26ニチ,,2022/11/26,2022/11/26,14:00,15:30,,紙芝居の演じ方や選書についての講義,,,,,,,東板橋図書館　視聴覚室,,,,,,,,,,,/bunka/bunka/1019950/1020073/1041732.html,
131199,,東京都,板橋区,緑のガイドツアー(小茂根コース)参加者募集,ミドリノガイドツアー(コモネコース)サンカシャボシュウ,,2022/11/29,2022/11/29,9:30,12:00,,小茂根周辺のまちの緑や保存樹木、紅葉などを区民ボランティアの方々と観察・解説しながら約3.0キロメートル散策します。9時30分に上板橋体育館入口に集合し、12時00分に緑ヶ丘第二公園で解散予定です。注：雨天の場合は11月30日(水曜日)に順延します。注：コースは変更になる可能性があります。,,,,,,,小茂根地域,,,,,,,,2022/11/24,,,/bousai/ryokuka/hanatoki/1035611/1028503.html,
