地域階層,地域コード,国・地域(人),総数,男,女,アジア,アフガニスタン,アラブ首長国連邦,ミャンマー,バーレーン,ブータン,バングラデシュ,ブルネイ,カンボジア,スリランカ,中国,キプロス,インド,インドネシア,イラン,イラク,イスラエル,ヨルダン,韓国・朝鮮,クウェート,ラオス,レバノン,マレーシア,モンゴル,オマーン,モルディブ,ネパール,パキスタン,フィリピン,カタール,サウジアラビア,シリア,シンガポール,タイ,トルコ,ベトナム,イエメン,ヨーロッパ,アルバニア,オーストリア,ベルギー,ブルガリア,ベラルーシ,クロアチア,チェコ,デンマーク,エストニア,フィンランド,フランス,ドイツ,ギリシャ,ハンガリー,アイスランド,アイルランド,イタリア,キルギス,カザフスタン,リヒテンシュタイン,ルクセンブルク,ラトビア,リトアニア,モナコ,マルタ,モルドバ,マケドニア,オランダ,ノルウェー,ポーランド,ポルトガル,ルーマニア,ロシア,スペイン,スウェーデン,スイス,トルクメニスタン,タジキスタン,英国,ウクライナ,ウズベキスタン,アルメニア,アゼルバイジャン,グルジア,スロベニア,スロバキア,ボスニア・ヘルツェゴビナ,セルビア・モンテネグロ,アフリカ,アルジェリア,ブルンジ,ボツワナ,カメルーン,中央アフリカ,チャド,コンゴ共和国,コンゴ民主共和国,ベナン,ジブチ,エチオピア,エリトリア,ガボン,ガーナ,ギニア,ガンビア,コートジボアール,ケニア,リベリア,リビア,レソト,マダガスカル,マリ,モロッコ,マラウイ,モーリシャス,ニジェール,ナイジェリア,ルワンダ,セネガル,シエラレオネ,ソマリア,スーダン,セイシェル,タンザニア,トーゴ,チュニジア,ウガンダ,南アフリカ,エジプト,ブルキナファソ,ザンビア,ジンバブエ,アンゴラ,ギニアビサウ,北米,バルバドス,バハマ,ベリーズ,カナダ,コスタリカ,キューバ,ドミニカ共和国,ドミニカ国,エルサルバドル,グアテマラ,ハイチ,ホンジュラス,ジャマイカ,メキシコ,ニカラグア,パナマ,セント・ヴィンセント,トリニダード・トバゴ,米国,グレナダ,アンティグア・バーブーダ,南米,アルゼンチン,ボリビア,ブラジル,チリ,コロンビア,エクアドル,パラグアイ,ペルー,スリナム,ウルグアイ,ベネズエラ,オセアニア,オーストラリア,フィジー,マーシャル諸島,ミクロネシア,ニュージーランド,パプア・ニューギニア,パラオ,ソロモン諸島,トンガ,サモア,無国籍・その他
4,13205,青梅市,1319,522,797,957,0,0,0,0,0,6,0,0,3,246,0,8,7,8,0,1,0,268,0,3,0,4,5,0,0,2,2,327,0,0,0,3,52,0,12,0,19,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,4,0,0,0,0,0,0,0,0,1,2,0,0,0,0,55,0,0,261,4,0,114,0,4,0,0,139,0,0,0,16,4,7,0,0,4,0,0,0,0,1,2
4,13206,府中市,4038,1854,2184,3194,9,0,11,0,0,22,1,8,20,1239,0,68,83,20,0,0,0,956,0,11,1,26,27,0,0,8,18,527,0,0,1,14,72,2,50,0,194,0,2,2,5,0,0,7,1,0,2,16,13,2,8,0,0,5,2,2,0,0,1,0,0,0,0,0,2,0,5,2,12,15,4,4,4,0,0,64,3,6,0,0,0,1,3,0,1,47,2,0,0,0,0,0,0,0,0,0,0,0,1,13,1,0,0,1,0,0,0,1,0,6,0,0,0,5,0,2,1,0,1,0,1,0,0,0,1,11,0,0,0,0,0,359,0,0,0,54,0,0,1,0,0,0,0,1,2,5,1,1,0,0,294,0,0,162,3,0,121,2,13,0,0,23,0,0,0,81,44,3,0,0,31,1,0,0,2,0,1
4,13207,昭島市,2148,992,1156,1875,0,0,2,0,0,29,0,0,6,691,0,6,19,14,0,1,0,763,0,14,0,8,0,0,0,15,5,256,0,0,0,4,14,0,28,0,33,0,0,1,1,0,0,1,0,0,0,3,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,1,0,0,0,0,7,1,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,55,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,49,0,0,162,1,1,68,2,6,0,1,82,0,0,1,3,2,0,0,0,0,0,0,0,0,1,0
4,13208,調布市,3539,1695,1844,2995,1,0,14,0,0,24,0,2,29,1167,0,42,48,13,0,1,1,1195,0,3,0,32,5,5,0,3,9,271,0,0,0,17,67,8,38,0,187,0,7,0,5,0,1,2,2,3,1,21,13,1,1,0,3,7,0,0,0,0,1,1,0,0,0,0,4,1,1,4,5,34,5,2,2,0,0,52,7,0,0,0,0,0,1,0,0,29,3,0,0,0,0,0,0,0,1,0,0,0,0,4,1,0,0,1,0,0,0,0,0,1,0,0,0,9,0,0,2,0,0,0,2,0,3,1,0,1,0,0,0,0,0,219,0,0,0,43,0,5,0,0,0,2,1,1,0,11,0,0,0,0,156,0,0,66,4,1,38,5,3,0,3,12,0,0,0,42,32,0,0,0,7,3,0,0,0,0,1
4,13209,町田市,4206,1870,2336,3444,0,0,11,0,0,22,0,3,31,1481,0,58,47,25,1,2,0,1133,0,3,0,18,16,0,0,6,20,437,0,0,1,8,77,7,37,0,223,0,5,1,7,3,0,1,1,0,1,9,27,1,5,0,5,5,0,0,0,0,0,6,0,0,0,0,5,0,4,3,5,22,5,3,2,0,0,87,7,3,0,0,0,0,0,0,0,77,2,0,0,1,0,0,0,3,0,0,1,0,0,21,3,0,0,0,0,0,0,0,2,3,0,0,0,17,0,2,0,0,0,0,0,0,0,0,3,16,0,0,3,0,0,280,0,0,0,50,0,0,0,1,0,0,0,0,1,4,0,0,0,0,223,1,0,124,6,1,52,3,17,0,0,43,0,0,2,54,41,0,0,0,13,0,0,0,0,0,4
4,13210,小金井市,2323,1196,1127,1856,11,0,9,0,0,24,0,2,49,912,0,34,43,4,0,2,0,458,0,4,0,48,7,0,1,44,2,117,0,0,1,2,33,3,43,3,157,0,1,1,0,0,0,5,1,0,1,28,12,0,2,0,5,2,0,0,0,0,0,1,0,0,1,0,3,1,3,0,6,17,8,1,2,0,0,52,3,1,0,0,0,0,0,0,0,25,1,0,0,0,0,0,0,0,0,0,2,1,0,5,0,0,1,1,0,1,0,0,1,1,0,0,0,5,0,2,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,199,0,1,0,32,0,0,0,0,1,0,0,1,0,3,0,0,0,1,160,0,0,34,3,1,14,2,5,0,1,7,0,0,1,49,41,1,0,0,7,0,0,0,0,0,3
4,13211,小平市,3859,1919,1940,3320,1,0,9,0,0,19,0,9,13,963,0,18,30,14,1,0,0,1885,1,4,0,22,24,0,0,10,7,187,3,0,0,6,50,1,43,0,138,0,2,1,9,0,0,0,1,2,2,6,14,0,1,0,3,6,0,0,0,0,0,1,0,1,0,0,4,0,4,0,3,17,1,5,4,0,0,31,3,16,0,0,0,0,1,0,0,44,0,0,0,0,0,0,0,0,0,0,2,0,0,12,1,0,1,0,0,0,0,0,0,5,0,0,0,9,0,2,1,0,0,0,2,0,0,0,0,7,0,0,0,0,2,126,0,0,0,17,0,0,0,0,0,0,0,0,0,6,1,1,0,1,100,0,0,193,1,2,175,1,5,0,2,7,0,0,0,37,30,1,0,1,5,0,0,0,0,0,1
4,13212,日野市,2212,1057,1155,1936,5,0,4,0,0,20,0,4,49,987,0,14,31,10,0,4,0,507,0,1,0,19,3,0,1,15,1,215,0,0,0,4,26,0,16,0,64,1,1,1,1,0,0,1,2,0,1,8,6,0,0,0,3,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,4,3,3,0,0,0,24,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,78,0,0,0,14,0,2,0,0,1,0,0,0,0,0,0,0,0,0,61,0,0,105,2,2,23,0,4,0,2,72,0,0,0,14,5,3,0,0,5,0,1,0,0,0,1
4,13213,東村山市,1719,765,954,1517,1,0,2,0,0,11,0,4,26,496,0,9,20,17,0,0,0,543,0,1,0,12,12,0,0,1,10,299,0,0,0,0,43,1,9,0,40,0,0,0,0,1,0,0,0,0,0,3,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,11,0,0,0,0,0,18,0,1,0,0,0,0,0,0,0,22,0,0,0,1,0,0,0,1,0,0,0,0,0,6,1,0,0,0,0,0,0,1,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,100,0,0,0,14,0,1,0,0,0,0,0,0,1,7,0,0,0,0,77,0,0,25,0,0,13,0,7,0,0,4,0,0,1,14,9,0,0,0,5,0,0,0,0,0,1
4,13214,国分寺市,1531,707,824,1207,0,0,3,0,0,3,0,0,4,582,0,6,10,6,0,0,0,421,0,1,0,13,3,0,0,2,9,90,0,0,0,7,25,1,21,0,116,0,0,2,0,1,0,0,1,0,0,16,10,0,3,0,3,4,0,0,0,0,0,0,0,0,0,0,2,0,0,3,1,15,3,2,1,0,0,46,0,1,0,0,0,0,1,0,1,13,1,0,0,0,0,0,0,0,0,0,1,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,0,0,0,32,0,0,0,0,0,1,0,1,0,0,0,0,0,0,81,0,0,34,3,0,23,0,2,0,0,6,0,0,0,45,42,0,0,0,3,0,0,0,0,0,1
4,13215,国立市,1375,667,708,1145,0,0,1,0,0,12,0,4,28,521,1,28,14,8,0,2,0,364,1,0,0,2,14,0,0,17,1,68,0,0,0,0,33,1,25,0,103,0,3,0,7,0,0,0,0,0,0,10,19,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12,1,2,0,0,0,21,14,6,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,72,0,0,0,11,1,1,0,0,0,0,0,1,0,1,0,0,0,0,57,0,0,35,1,0,12,3,2,0,0,17,0,0,0,12,11,0,0,0,1,0,0,0,0,0,0
4,13218,福生市,2352,1090,1262,1633,0,0,0,0,0,12,0,0,9,395,0,8,11,12,0,0,0,455,0,9,0,28,0,0,0,38,12,453,0,0,0,2,180,1,8,0,21,0,1,0,0,0,0,0,2,0,0,1,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,6,0,0,0,0,0,0,0,1,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,27,8,0,0,1,0,0,0,0,2,0,0,0,0,14,0,2,2,0,0,0,1,1,0,0,0,1,0,0,0,0,0,165,1,0,0,4,0,1,0,1,0,0,0,0,0,1,1,0,0,0,156,0,0,465,5,1,140,0,18,0,1,300,0,0,0,6,3,1,0,0,2,0,0,0,0,0,3
4,13219,狛江市,808,375,433,649,0,0,2,0,0,2,0,0,7,259,0,12,6,7,0,0,0,201,0,0,0,12,3,0,0,4,1,106,0,0,1,0,21,4,1,0,64,0,2,1,7,1,0,1,0,0,0,7,7,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,9,2,0,0,0,0,20,0,1,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,9,0,0,0,0,0,0,0,0,0,2,0,0,0,0,55,0,0,9,0,0,4,0,3,0,0,2,0,0,0,10,7,0,0,0,3,0,0,0,0,0,2
4,13220,東大和市,865,329,536,772,0,0,1,0,0,5,0,1,3,165,0,4,4,2,0,0,0,322,0,0,0,2,0,0,0,1,1,244,0,0,2,0,14,0,1,0,17,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,27,0,0,36,0,0,23,0,3,0,0,10,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0
4,13221,清瀬市,826,331,495,724,0,0,1,0,0,10,0,0,18,300,0,2,5,8,0,0,0,185,0,0,0,2,1,0,0,5,13,142,0,0,0,0,23,1,8,0,20,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,2,0,0,0,0,10,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,6,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,39,0,0,0,3,1,0,0,0,0,1,0,3,1,0,0,0,0,0,30,0,0,16,0,1,9,0,3,0,0,3,0,0,0,11,11,0,0,0,0,0,0,0,0,0,0
4,13222,東久留米市,1462,654,808,960,0,0,1,0,0,5,0,1,17,341,0,18,15,13,0,0,0,280,0,0,0,6,11,0,0,2,8,187,0,2,1,11,31,8,2,0,86,0,1,1,6,1,0,1,0,0,0,5,8,0,1,0,2,3,0,0,0,0,0,0,0,0,0,0,2,1,1,0,1,3,3,2,1,0,0,39,3,0,0,0,0,0,0,0,1,30,0,0,0,2,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0,0,0,0,1,0,0,0,3,5,0,0,0,0,0,318,0,2,0,52,2,0,0,0,0,1,0,0,0,2,1,0,0,0,258,0,0,30,1,0,14,2,5,0,0,3,0,5,0,31,26,0,0,0,5,0,0,0,0,0,7
4,13223,武蔵村山市,956,397,559,739,0,0,1,0,0,11,0,2,0,222,0,0,16,8,0,0,0,217,0,0,0,3,0,0,0,4,2,231,0,0,0,0,20,0,2,0,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,164,0,0,149,0,1,0,1,13,0,0,0,3,3,0,0,0,0,0,0,0,0,0,1
4,13224,多摩市,1994,832,1162,1732,0,0,0,0,0,7,0,0,13,753,0,12,14,10,9,1,1,549,0,0,1,11,0,0,0,11,3,294,0,2,0,5,22,0,14,0,105,0,2,0,0,0,0,0,0,0,1,12,3,0,0,0,1,5,0,0,0,0,0,0,0,0,1,0,1,0,16,1,12,18,1,0,1,0,0,29,0,1,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,3,0,0,0,0,0,80,0,0,0,13,0,0,0,0,0,0,0,0,0,1,0,1,0,0,65,0,0,40,1,0,24,3,10,0,0,1,0,0,1,25,19,0,0,0,6,0,0,0,0,0,1
4,13225,稲城市,922,438,484,796,0,0,1,0,0,2,0,0,7,352,0,9,7,10,0,0,0,283,0,7,0,2,5,0,0,3,0,85,0,0,0,2,12,0,9,0,33,0,0,0,0,0,0,0,0,0,0,2,3,0,3,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,7,1,0,0,0,0,0,10,1,0,0,0,0,1,0,0,1,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,46,0,0,0,8,0,0,0,0,1,0,0,0,0,2,0,0,0,0,35,0,0,31,0,0,26,0,1,0,0,4,0,0,0,8,5,0,0,0,2,0,0,0,0,1,0
4,13227,羽村市,1808,858,950,799,0,0,3,0,0,8,0,1,0,238,0,12,1,9,0,0,0,177,0,0,0,2,5,0,0,4,7,301,0,0,0,2,21,1,7,0,27,0,0,0,0,4,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,7,0,1,0,0,0,3,6,0,0,0,0,0,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,85,0,0,0,1,4,0,3,0,0,1,0,0,0,3,1,0,0,0,72,0,0,887,11,11,308,0,23,1,2,529,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1
4,13228,あきる野市,563,234,329,458,5,0,0,0,0,5,0,0,6,111,0,1,3,5,0,0,0,168,0,37,0,2,2,0,0,3,4,74,0,0,0,0,16,0,16,0,7,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,53,0,0,27,0,1,0,1,24,0,0,0,3,2,0,0,0,1,0,0,0,0,0,2
4,13229,西東京市,2619,1156,1463,2220,0,0,11,0,0,9,0,1,20,871,0,26,22,9,0,0,0,896,0,0,0,11,10,0,0,11,6,255,0,0,0,4,48,0,10,0,120,0,2,0,2,0,0,0,0,0,3,16,5,0,0,0,4,3,0,0,0,0,0,1,0,0,0,0,0,1,2,0,1,17,3,0,2,0,3,52,3,0,0,0,0,0,0,0,0,55,1,0,0,1,0,0,0,3,0,0,0,0,0,9,5,0,0,1,0,1,0,0,0,0,0,0,0,18,0,0,9,0,0,0,4,0,0,1,1,1,0,0,0,0,0,136,0,0,0,26,0,0,1,0,0,0,0,0,0,6,1,0,0,0,102,0,0,62,3,0,38,1,11,0,0,9,0,0,0,25,12,0,0,0,11,0,0,0,2,0,1
1,13550,町村部,951,394,557,681,0,0,0,0,0,61,0,0,0,95,0,6,14,4,0,0,0,147,0,0,0,6,0,0,0,2,5,302,0,0,0,1,30,0,8,0,18,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,8,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,60,0,0,181,2,0,128,0,0,0,4,47,0,0,0,4,3,0,0,0,1,0,0,0,0,0,3
2,13300,西多摩郡,722,348,374,484,0,0,0,0,0,61,0,0,0,79,0,5,7,3,0,0,0,70,0,0,0,5,0,0,0,2,5,217,0,0,0,1,21,0,8,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,49,0,0,171,1,0,120,0,0,0,4,46,0,0,0,2,1,0,0,0,1,0,0,0,0,0,1
4,13303,瑞穂町,635,315,320,428,0,0,0,0,0,61,0,0,0,60,0,5,6,3,0,0,0,55,0,0,0,4,0,0,0,2,5,197,0,0,0,1,21,0,8,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,31,0,0,167,1,0,116,0,0,0,4,46,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
4,13305,日の出町,56,23,33,36,0,0,0,0,0,0,0,0,0,14,0,0,1,0,0,0,0,10,0,0,0,1,0,0,0,0,0,10,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,4,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
4,13307,檜原村,15,4,11,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,13308,奥多摩町,16,6,10,11,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,13350,島部,229,46,183,197,0,0,0,0,0,0,0,0,0,16,0,1,7,1,0,0,0,77,0,0,0,1,0,0,0,0,0,85,0,0,0,0,9,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,10,1,0,8,0,0,0,0,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,2
3,13360,大島支庁,47,21,26,34,0,0,0,0,0,0,0,0,0,10,0,0,6,1,0,0,0,9,0,0,0,1,0,0,0,0,0,4,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,1,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,13380,三宅支庁,38,6,32,35,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,13400,八丈支庁,132,14,118,122,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,51,0,0,0,0,0,0,0,0,0,62,0,0,0,0,6,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
3,13420,小笠原支庁,12,5,7,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
外国人登録人口　平成17年1月,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
