地域階層,地域コード,国・地域(人),総数,中国,韓国・朝鮮,フィリピン,米国,英国,タイ,インド,ブラジル,フランス,オーストラリア,その他,前年同月との比較／総数,前年同月との比較／増減数
0,13000,総数,359228,122051,105495,31581,18279,7547,6019,6253,4745,4395,3939,48924,370433,-11205
1,13100,区部,297656,102213,88886,24403,15077,6669,4857,5729,2808,4121,3449,39444,307193,-9537
4,13101,千代田区,2281,663,421,75,245,87,20,86,12,174,41,457,1998,283
4,13102,中央区,3345,1189,798,103,238,117,55,165,19,68,57,536,2971,374
4,13103,港区,18734,2243,2832,1065,4342,1482,193,764,256,775,894,3888,18279,455
4,13104,新宿区,29142,9337,12173,785,748,421,613,170,152,918,225,3600,30249,-1107
4,13105,文京区,6511,2309,2137,220,309,117,116,145,43,226,66,823,6809,-298
4,13106,台東区,10191,3430,4433,828,149,62,148,389,31,47,37,637,10379,-188
4,13107,墨田区,7982,3034,2203,1200,80,65,353,55,34,15,13,930,8632,-650
4,13108,江東区,14965,6401,4460,1531,219,96,319,368,143,52,102,1274,14574,391
4,13109,品川区,10191,3331,2315,816,644,316,121,471,103,120,144,1810,10385,-194
4,13110,目黒区,8072,1565,1583,670,966,362,142,238,76,186,223,2061,8243,-171
4,13111,大田区,15895,5398,3912,2136,528,271,348,259,323,69,100,2551,16541,-646
4,13112,世田谷区,14350,3148,3933,959,1487,554,179,378,165,297,325,2925,14977,-627
4,13113,渋谷区,10882,1607,1718,443,2196,1102,140,215,119,522,495,2325,11550,-668
4,13114,中野区,10537,4053,3004,473,372,254,160,314,63,100,138,1606,11672,-1135
4,13115,杉並区,10790,3794,3076,558,686,299,147,139,101,105,160,1725,11662,-872
4,13116,豊島区,15755,8660,3215,504,359,213,234,100,87,141,99,2143,17377,-1622
4,13117,北区,13748,7086,3323,952,141,116,120,127,180,35,53,1615,14308,-560
4,13118,荒川区,13418,4120,7433,617,112,66,125,81,40,23,28,773,13560,-142
4,13119,板橋区,15500,7749,3515,1515,260,184,180,75,164,68,81,1709,16072,-572
4,13120,練馬区,12284,4324,3813,1079,477,172,249,277,147,79,4,1663,12798,-514
4,13121,足立区,21292,5962,8984,3645,174,95,379,112,314,35,60,1532,21992,-700
4,13122,葛飾区,12059,4495,4196,1565,128,84,189,44,97,23,32,1206,11782,277
4,13123,江戸川区,19732,8315,5409,2664,217,134,327,757,139,43,72,1655,20383,-651
1,13200,市部,60582,19734,16451,6859,3140,869,1132,519,1823,274,487,9294,62226,-1644
4,13201,八王子市,7978,2903,1908,1032,226,90,90,34,257,34,61,1343,8277,-299
4,13202,立川市,3321,1358,939,371,126,21,33,18,135,5,10,305,3394,-73
4,13203,武蔵野市,2373,943,526,93,236,85,31,43,33,31,31,321,2533,-160
4,13204,三鷹市,2903,923,709,177,311,96,66,19,31,50,48,473,2946,-43
4,13205,青梅市,1359,270,278,331,59,11,50,8,107,0,3,242,1414,-55
4,13206,府中市,4071,1263,987,547,295,57,73,73,114,13,42,607,4143,-72
4,13207,昭島市,2187,706,772,248,56,8,12,5,67,5,1,307,2264,-77
4,13208,調布市,3655,1203,1203,306,163,54,68,45,34,24,36,519,3651,4
4,13209,町田市,4427,1597,1164,453,239,92,84,57,53,11,48,629,4286,141
4,13210,小金井市,2306,965,424,108,168,40,34,34,12,27,36,458,2410,-104
4,13211,小平市,3941,985,1914,203,99,33,51,18,173,9,2,454,4157,-216
4,13212,日野市,2142,919,479,208,63,27,35,13,20,7,4,367,2251,-109
4,13213,東村山市,1736,481,568,279,75,22,38,7,13,2,7,244,1812,-76
4,13214,国分寺市,1555,591,439,98,85,38,23,10,19,7,44,201,1585,-30
4,13215,国立市,1341,498,381,72,60,20,32,18,13,3,11,233,1450,-109
4,13218,福生市,2284,393,442,409,153,5,178,11,140,1,4,548,2413,-129
4,13219,狛江市,821,276,198,108,58,20,22,11,4,7,8,109,826,-5
4,13220,東大和市,894,179,322,255,28,8,16,4,22,0,9,51,889,5
4,13221,清瀬市,841,319,186,135,30,9,23,2,8,2,8,119,843,-2
4,13222,東久留米市,1509,353,284,210,265,36,32,21,12,4,28,264,1464,45
4,13223,武蔵村山市,951,236,222,219,29,3,22,1,140,1,3,75,1061,-110
4,13224,多摩市,1998,770,567,273,64,31,22,9,20,13,22,207,2142,-144
4,13225,稲城市,963,363,297,92,38,10,16,7,29,1,6,104,913,50
4,13227,羽村市,1782,239,167,286,75,3,19,21,294,0,0,678,1790,-8
4,13228,あきる野市,611,123,169,86,35,2,16,1,35,0,2,142,581,30
4,13229,西東京市,2633,878,906,260,104,48,46,29,38,17,13,294,2731,-98
1,13550,町村部,990,104,158,319,62,9,30,5,114,0,3,186,1014,-24
2,13300,西多摩郡,750,86,74,232,51,4,23,5,110,0,1,164,738,12
4,13303,瑞穂町,665,73,54,210,32,3,22,5,106,0,1,159,641,24
4,13305,日の出町,53,11,12,11,8,1,1,0,4,0,0,5,63,-10
4,13307,檜原村,12,0,2,4,6,0,0,0,0,0,0,0,16,-4
4,13308,奥多摩町,20,2,6,7,5,0,0,0,0,0,0,0,18,2
2,13350,島部,240,18,84,87,11,5,7,0,4,0,2,22,276,-36
3,13360,大島支庁,47,10,10,5,1,1,2,0,4,0,0,14,49,-2
3,13380,三宅支庁,44,4,20,17,2,0,0,0,0,0,0,1,39,5
3,13400,八丈支庁,134,4,49,64,3,4,5,0,0,0,1,4,178,-44
3,13420,小笠原支庁,15,0,5,1,5,0,0,0,0,0,1,3,10,5
,,,,,,,,,,,,,,,,
外国人登録人口　平成17年7月,,,,,,,,,,,,,,,,
第１表　区市町村別主要10か国外国人登録人口 （平成17年7月１日現在）,,,,,,,,,,,,,,,,
注１）国籍は、平成１７年１月１日現在で登録人口の多い１０か国とした。,,,,,,,,,,,,,,,,
注２）人口規模を考慮し、島部町村については、支庁単位の集計とした。各支庁管内の町村は次のとおり。大島支庁：大島町、利島村、新島村、神津島村。　八丈支庁 ：八丈町、青ヶ島村。三宅支庁 ：三宅村、御蔵島村。小笠原支庁：小笠原村。,,,,,,,,,,,,,,,,
地域階層（0:総数　1:区部・市部・町村部　2:郡部・島部　3:支庁　4:区市町村）,,,,,,,,,,,,,,,,
