"年月日時［西暦]","地区","二酸化硫黄[ppb]","一酸化窒素[ppb]","二酸化窒素[ppb]","窒素酸化物[ppb]","オキシダント[ppb]","一酸化炭素[0.1ppm]","ノンメタン炭化水素(非メタン9[0.01ppmC]","メタン[0.01ppmC]","浮遊粒子状物質[μg/立方メートル]","PM2.5[μg/m3]","風速[0.1m/s]","風向","温度[0.1℃]","湿度[%]","THC[0.01ppmC]"
2012120101,"芝浦",,9,32,41,0,,,,27,,,,,,
2012120102,"芝浦",,13,31,44,0,,,,33,,,,,,
2012120103,"芝浦",,17,30,47,0,,,,30,,,,,,
2012120104,"芝浦",,26,31,57,0,,,,26,,,,,,
2012120105,"芝浦",,41,30,71,0,,,,35,,,,,,
2012120106,"芝浦",,49,32,81,0,,,,16,,,,,,
2012120107,"芝浦",,43,33,76,0,,,,18,,,,,,
2012120108,"芝浦",,34,34,68,1,,,,8,,,,,,
2012120109,"芝浦",,33,31,64,5,,,,13,,,,,,
2012120110,"芝浦",,32,30,62,6,,,,13,,,,,,
2012120111,"芝浦",,23,30,53,7,,,,19,,,,,,
2012120112,"芝浦",,17,26,43,10,,,,27,,,,,,
2012120113,"芝浦",,9,19,28,15,,,,18,,,,,,
2012120114,"芝浦",,7,20,27,16,,,,7,,,,,,
2012120115,"芝浦",,16,21,37,13,,,,3,,,,,,
2012120116,"芝浦",,19,23,42,11,,,,8,,,,,,
2012120117,"芝浦",,26,28,54,7,,,,12,,,,,,
2012120118,"芝浦",,16,26,42,9,,,,11,,,,,,
2012120119,"芝浦",,6,30,36,6,,,,16,,,,,,
2012120120,"芝浦",,3,23,26,11,,,,9,,,,,,
2012120121,"芝浦",,3,20,23,15,,,,11,,,,,,
2012120122,"芝浦",,2,13,15,21,,,,10,,,,,,
2012120123,"芝浦",,1,13,14,21,,,,6,,,,,,
2012120124,"芝浦",,1,12,13,21,,,,7,,,,,,
2012120201,"芝浦",,1,11,12,21,,,,6,,,,,,
2012120202,"芝浦",,1,10,11,23,,,,5,,,,,,
2012120203,"芝浦",,0,7,7,26,,,,6,,,,,,
2012120204,"芝浦",,1,6,7,27,,,,12,,,,,,
2012120205,"芝浦",,1,7,8,27,,,,5,,,,,,
2012120206,"芝浦",,1,9,10,26,,,,6,,,,,,
2012120207,"芝浦",,3,15,18,20,,,,2,,,,,,
2012120208,"芝浦",,8,19,27,16,,,,3,,,,,,
2012120209,"芝浦",,18,24,42,12,,,,9,,,,,,
2012120210,"芝浦",,19,24,43,14,,,,3,,,,,,
2012120211,"芝浦",,15,19,34,21,,,,4,,,,,,
2012120212,"芝浦",,16,22,38,19,,,,6,,,,,,
