項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,35歳未満／実数（円）,35歳未満／構成比（％）,35～39歳／実数（円）,35～39歳／構成比（％）,40～44歳／実数（円）,40～44歳／構成比（％）,45～49歳／実数（円）,45～49歳／構成比（％）,50～54歳／実数（円）,50～54歳／構成比（％）,55～59歳／実数（円）,55～59歳／構成比（％）,60～64歳／実数（円）,60～64歳／構成比（％）,65歳以上／実数（円）,65歳以上／構成比（％）,（再掲）75歳以上／実数（円）,（再掲）75歳以上／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,655,-,573,-,885,-,1010,-,1237,-,958,-,760,-,3924,-,2133,-
0,0,0,0,0,調査世帯数,650,-,40,-,38,-,58,-,66,-,76,-,63,-,51,-,258,-,139,-
0,0,0,0,0,世帯人員,2.91,-,2.94,-,3.64,-,3.6,-,3.55,-,3.59,-,3.05,-,2.62,-,2.29,-,2.27,-
0,0,0,0,0,有業人員,1.29,-,1.54,-,1.73,-,1.41,-,1.65,-,1.81,-,1.98,-,1.63,-,0.68,-,0.52,-
0,0,0,0,0,世帯主平均年齢,59.1,-,30.7,-,36.9,-,42.1,-,47.1,-,51.9,-,57.1,-,62.3,-,76.2,-,81.5,-
2,2,0,0,0,生計支出,318111,-,250191,-,278210,-,293388,-,347860,-,425447,-,371590,-,293776,-,291022,-,235170,-
2,3,0,0,0,消費支出,318111,100,250191,100,278210,100,293388,100,347860,100,425447,100,371590,100,293776,100,291022,100,235170,100
2,4,1,0,0,食料,88747,27.9,77490,31,86974,31.3,95565,32.6,96072,27.6,101165,23.8,96351,25.9,94029,32,80670,27.7,74796,31.8
2,5,1,1,0,穀類,6611,2.1,4309,1.7,5263,1.9,6696,2.3,7440,2.1,7300,1.7,7097,1.9,7554,2.6,6440,2.2,6140,2.6
2,6,1,1,1,米類,1653,0.5,1182,0.5,1117,0.4,1293,0.4,1595,0.5,2084,0.5,1763,0.5,1977,0.7,1681,0.6,1665,0.7
2,6,1,1,2,パン,2983,0.9,1495,0.6,2393,0.9,3234,1.1,3687,1.1,2949,0.7,3093,0.8,3279,1.1,3005,1,2785,1.2
2,6,1,1,3,麺類,1560,0.5,1318,0.5,1310,0.5,1746,0.6,1641,0.5,1743,0.4,1726,0.5,1781,0.6,1433,0.5,1381,0.6
2,6,1,1,4,他の穀類,415,0.1,315,0.1,443,0.2,423,0.1,517,0.1,523,0.1,516,0.1,517,0.2,321,0.1,309,0.1
2,5,1,2,0,魚介類,6082,1.9,2959,1.2,3964,1.4,3832,1.3,5114,1.5,6000,1.4,6088,1.6,6798,2.3,7554,2.6,7577,3.2
2,6,1,2,1,生鮮魚介,3475,1.1,1929,0.8,2153,0.8,2123,0.7,3087,0.9,3669,0.9,3227,0.9,3355,1.1,4352,1.5,4274,1.8
2,6,1,2,2,塩干魚介,1112,0.3,396,0.2,784,0.3,608,0.2,925,0.3,949,0.2,1394,0.4,1346,0.5,1377,0.5,1537,0.7
2,6,1,2,3,魚肉練製品,575,0.2,196,0.1,218,0.1,308,0.1,345,0.1,508,0.1,552,0.1,922,0.3,770,0.3,772,0.3
2,6,1,2,4,他の魚介加工品,920,0.3,438,0.2,809,0.3,792,0.3,757,0.2,875,0.2,915,0.2,1175,0.4,1054,0.4,994,0.4
2,5,1,3,0,肉類,7716,2.4,5415,2.2,6805,2.4,8877,3,9220,2.7,10691,2.5,8369,2.3,8641,2.9,6308,2.2,5958,2.5
2,6,1,3,1,生鮮肉,6159,1.9,4414,1.8,5304,1.9,7139,2.4,7331,2.1,8850,2.1,6775,1.8,6849,2.3,4920,1.7,4639,2
2,6,1,3,2,加工肉,1557,0.5,1002,0.4,1500,0.5,1738,0.6,1889,0.5,1841,0.4,1595,0.4,1792,0.6,1388,0.5,1319,0.6
2,5,1,4,0,乳卵類,4334,1.4,3228,1.3,3991,1.4,4477,1.5,4037,1.2,5255,1.2,4700,1.3,5031,1.7,4099,1.4,3893,1.7
2,6,1,4,1,牛乳,1298,0.4,1137,0.5,1360,0.5,1248,0.4,1305,0.4,1541,0.4,1346,0.4,1156,0.4,1263,0.4,1280,0.5
