"項目","階層","大分類","中分類","小分類","中間計","符号","項目名","都平均／実数（円）","都平均／対前年増加率（％）","第1階層／実数（円）","第2階層／実数（円）","第3階層／実数（円）","第4階層／実数（円）","第5階層／実数（円）","第6階層／実数（円）","第7階層／実数（円）"
"2","7","1","12","1","0","398","飲酒代",1823,107.6,1058,1068,1622,1630,1350,1754,4260
"2","6","1","12","2","0","39X","学校給食",1271,-4.4,551,408,1003,1431,1924,1799,1765
"2","4","2","0","0","0","0","住居",27728,-4.6,29617,28515,26729,26226,30365,29402,23291
"2","5","2","1","0","0","0","家賃地代",21655,10.2,17292,26478,21808,22186,20290,26740,16714
"2","7","2","1","0","0","400","民営家賃",14304,-8.2,11423,19632,16289,16516,14425,12267,9589
"2","7","2","1","0","0","403","公営家賃",3985,151.6,4332,4790,2920,3523,1502,8155,2643
"2","7","2","1","0","0","404","給与住宅家賃",2791,51.3,607,1071,2221,2147,4222,5100,4109
"2","7","2","1","0","0","402","地代",242,-46.2,630,-,240,-,90,631,89
"2","7","2","1","0","0","409","他の家賃地代",333,76.2,300,984,139,-,51,587,284
"2","5","2","2","0","0","0","設備修繕・維持",6073,-35.4,12325,2037,4921,4041,10076,2662,6576
"2","6","2","2","1","0","0","設備材料",1473,-46.3,4035,683,521,628,2321,1169,1046
"2","7","2","2","1","0","410","設備器具",1187,-47.4,3832,392,282,258,1992,920,725
"2","7","2","2","1","0","419","修繕材料",287,-41.1,203,291,239,370,329,249,321
"2","6","2","2","2","0","0","工事その他のサービス",4600,-30.9,8290,1355,4400,3413,7755,1494,5530
"2","7","2","2","2","0","420","畳替え",23,-81.3,-,82,-,-,-,-,79
"2","7","2","2","2","0","424","給排水関係工事費",137,-67.1,104,46,382,29,270,-,144
"2","7","2","2","2","0","425","外壁・塀等工事費",2688,-1.9,6700,472,-,2434,5085,-,4099
"2","7","2","2","2","0","426","植木・庭手入れ代",119,8.2,316,189,-,39,122,46,121
"2","7","2","2","2","0","427","他の工事費",737,-70.2,143,169,3590,258,321,323,432
"2","7","2","2","2","0","429","火災・地震保険料",896,12.0,1028,397,428,655,1958,1124,655
"2","4","3","0","0","0","0","光熱・水道",23000,17.8,19082,20093,24184,22625,24512,24741,25631
"2","5","3","1","0","0","430","電気代",11337,30.0,9275,9883,11702,11195,11957,13042,12263
"2","5","3","2","0","0","0","ガス代",6275,18.3,5352,5697,6811,6027,6721,6254,7032
"2","7","3","2","0","0","431","都市ガス",5848,17.5,4740,5279,6427,5550,6495,5930,6479
"2","7","3","2","0","0","432","プロパンガス",427,30.6,612,417,384,477,226,324,553
"2","5","3","3","0","0","0","他の光熱",256,56.1,331,298,225,193,271,153,309
"2","7","3","3","0","0","433","灯油",219,58.7,284,279,192,134,223,130,280
"2","7","3","3","0","0","439","他の光熱のその他",37,42.3,47,19,33,59,47,22,28
"2","5","3","4","0","0","440","上下水道料",5132,-3.8,4123,4215,5446,5210,5563,5293,6027
"2","4","4","0","0","0","0","家具・家事用品",14177,-5.6,10045,8980,13035,12860,13022,14450,26828
"2","5","4","1","0","0","0","家庭用耐久財",4210,-17.1,2744,1614,4395,2887,3892,4357,9569
"2","6","4","1","1","0","0","家事用耐久財",1806,-31.8,1375,649,2399,1183,1820,2417,2818
"2","7","4","1","1","0","45X","電子レンジ",119,-45.9,39,-,120,86,148,328,113
"2","7","4","1","1","0","451","炊事用電気器具",291,-35.6,277,131,388,207,168,280,585
"2","7","4","1","1","0","452","炊事用ガス器具",19,-63.5,33,-,18,4,9,73,-
"2","7","4","1","1","0","453","電気冷蔵庫",318,-50.9,-,-,867,307,298,471,281
"2","7","4","1","1","0","455","電気掃除機",271,-4.6,357,111,175,275,170,370,438
"2","7","4","1","1","0","456","電気洗濯機",516,-28.2,542,309,416,108,867,592,808
"2","7","4","1","1","0","459","他の家事用耐久財",271,-0.7,127,98,415,196,159,303,594
"2","6","4","1","2","0","0","冷暖房用器具",1228,-23.8,753,188,892,600,1747,1505,2928
"2","7","4","1","2","0","470","エアコン",860,-27.5,261,115,644,303,1377,1156,2197
"2","7","4","1","2","0","472","ストーブ・温風ヒーター",91,42.2,199,20,27,73,121,18,175
"2","7","4","1","2","0","479","他の冷暖房用器具",277,-23.3,294,53,222,223,249,331,556
"2","6","4","1","3","0","0","一般家具",1177,43.7,616,777,1104,1104,325,436,3824
"2","7","4","1","3","0","480","たんす",315,337.5,58,245,-,-,-,-,1846
"2","7","4","1","3","0","482","テーブル・ソファー",491,57.4,374,223,124,886,111,185,1528
"2","7","4","1","3","0","483","食器戸棚",29,-65.1,-,47,67,-,-,-,92
"2","7","4","1","3","0","489","他の家具",341,-3.1,184,263,912,218,214,251,359
"2","5","4","2","0","0","0","室内装備・装飾品",1090,-9.9,614,425,862,893,716,696,3405
"2","7","4","2","0","0","491","照明器具",151,-65.1,43,120,66,33,168,207,415
"2","7","4","2","0","0","492","室内装飾品",513,384.0,112,104,235,578,103,136,2304
"2","7","4","2","0","0","493","敷物",134,-24.3,155,67,105,88,54,119,340
"2","7","4","2","0","0","496","カーテン",111,-65.7,174,31,339,57,17,48,120
"2","7","4","2","0","0","499","他の室内装備品",182,6.4,131,103,118,136,374,186,226
"2","5","4","3","0","0","0","寝具類",1211,-4.3,550,1117,662,1848,804,1878,1610
"2","7","4","3","0","0","500","ベッド",415,-10.4,-,625,107,498,119,1318,231
"2","7","4","3","0","0","501","布団",278,31.1,239,64,146,911,182,30,379
"2","7","4","3","0","0","503","毛布",35,-22.2,12,3,38,6,43,24,116
"2","7","4","3","0","0","505","敷布",60,5.3,9,51,49,51,78,76,108
"2","7","4","3","0","0","509","他の寝具類",422,-13.5,290,375,322,381,382,430,777
"2","5","4","4","0","0","0","家事雑貨",3298,-0.7,2623,2139,3292,2811,3069,3232,5931
"2","7","4","4","0","0","510","茶わん・皿・鉢",157,-5.4,180,89,120,122,130,227,235
"2","7","4","4","0","0","514","他の食卓用品",460,36.5,314,219,371,328,388,318,1279
"2","7","4","4","0","0","515","鍋・やかん",184,-24.3,80,121,167,199,159,209,354
"2","7","4","4","0","0","517","他の台所用品",328,-4.7,288,197,339,287,367,248,569
"2","7","4","4","0","0","518","電球・ランプ",95,9.2,67,79,55,80,80,126,174
"2","7","4","4","0","0","519","タオル",241,3.0,156,190,230,171,229,280,433
"2","7","4","4","0","0","529","他の家事雑貨",1832,-4.1,1538,1245,2011,1624,1716,1823,2887
"2","5","4","5","0","0","0","家事用消耗品",3757,4.6,3153,3143,3441,3692,3910,3800,5151
"2","7","4","5","0","531 532","0","ティッシュペーパー・トイレットペーパー",630,3.4,523,556,603,710,640,640,739
"2","7","4","5","0","531 532","531","ティッシュペーパー",234,2.6,193,211,233,252,230,264,254
"2","7","4","5","0","531 532","532","トイレットペーパー",396,3.9,329,345,370,458,409,376,485
"2","7","4","5","0","533 534","0","洗剤",833,1.2,691,664,706,867,833,851,1216
"2","7","4","5","0","533 534","533","台所・住居用洗剤",349,-6.4,259,272,319,348,355,379,508
"2","7","4","5","0","533 534","534","洗濯用洗剤",485,8.0,433,393,387,519,478,472,708
"2","7","4","5","0","530 535-539","0","他の家事用消耗品",2293,6.1,1939,1923,2132,2114,2437,2309,3196
"2","7","4","5","0","530 535-539","530","ポリ袋・ラップ",427,0.7,381,374,401,444,427,413,549
"2","7","4","5","0","530 535-539","535","殺虫・防虫剤",176,-8.8,184,171,165,108,174,184,251
"2","7","4","5","0","530 535-539","536","柔軟仕上剤",260,7.4,216,211,241,231,315,253,353
"2","7","4","5","0","530 535-539","537","芳香・消臭剤",206,1.0,152,182,217,192,201,217,279
"2","7","4","5","0","530 535-539","539","他の家事用消耗品のその他",1224,11.4,1006,984,1109,1139,1320,1242,1764
"2","5","4","6","0","0","0","家事サービス",612,10.1,360,541,382,728,631,487,1162
"2","7","4","6","0","0","540","家事代行料",124,72.2,55,18,24,73,183,23,493
"2","7","4","6","0","0","541","清掃代",156,-13.3,122,124,128,169,170,226,159
"2","7","4","6","0","0","542","家具・家事用品関連サービス",332,8.9,183,400,230,487,278,237,510
"2","4","5","0","0","0","0","被服及び履物",14927,11.8,8559,8841,12253,14483,14579,18603,27176
"2","5","5","1","0","0","558","和服",220,78.9,18,103,22,711,15,60,612
"2","5","5","2","0","0","0","洋服",6550,14.0,3452,4062,5553,5751,6992,7487,12564
"2","6","5","2","1","0","0","男子用洋服",1949,8.3,955,1030,1614,1408,2015,2737,3895
"2","7","5","2","1","0","560","背広服",386,-1.3,194,28,320,166,232,418,1342
"2","7","5","2","1","0","561","男子用上着",167,5.7,27,69,79,127,387,281,211
"2","7","5","2","1","0","562","男子用ズボン",379,3.3,241,263,230,265,242,685,721
"2","7","5","2","1","0","563","男子用コート",178,50.8,-,70,256,54,200,93,569
"2","7","5","2","1","0","565","男子用学校制服",121,-30.5,6,-,42,226,137,433,-
"2","7","5","2","1","0","569","他の男子用洋服",719,21.0,486,600,687,570,817,827,1052
"2","6","5","2","2","0","0","婦人用洋服",3733,20.9,2179,2439,2957,3245,4105,3858,7338
"2","7","5","2","2","0","570","婦人服",525,-18.1,177,423,198,508,875,602,901
"2","7","5","2","2","0","574","婦人用上着",192,15.0,154,270,100,141,219,190,264
"2","7","5","2","2","0","571","スカート",256,68.4,203,254,263,234,131,350,356
"2","7","5","2","2","0","572","婦人用スラックス",663,21.0,550,542,555,489,719,866,925
"2","7","5","2","2","0","573","婦人用コート",384,28.4,211,242,246,239,298,376,1064
"2","7","5","2","2","0","575","女子用学校制服",183,37.6,71,8,15,279,439,162,299
"2","7","5","2","2","0","576","他の婦人用洋服",1530,33.3,812,699,1581,1355,1424,1313,3528
"2","6","5","2","3","0","0","子供用洋服",869,1.3,318,592,982,1099,872,891,1331
"2","7","5","2","3","0","580","子供服",803,6.5,301,521,900,1022,831,787,1266
"2","7","5","2","3","0","582","乳児服",65,-37.5,18,71,81,77,40,105,65
"2","5","5","3","0","0","0","シャツ・セーター類",2731,12.0,1768,1936,2231,2574,2372,3443,4797
"2","6","5","3","1","0","0","男子用シャツ・セーター類",955,13.6,571,629,633,1151,783,1351,1588
"2","7","5","3","1","0","590","ワイシャツ",222,26.9,105,128,96,238,199,350,434
"2","7","5","3","1","0","591","他の男子用シャツ",609,17.8,439,407,380,810,505,762,980
"2","7","5","3","1","0","592","男子用セーター",125,-16.7,27,93,157,103,79,240,173
"2","6","5","3","2","0","0","婦人用シャツ・セーター類",1542,16.1,1150,1143,1343,1148,1363,1803,2830
"2","7","5","3","2","0","593","ブラウス",338,34.1,286,317,343,207,251,270,699
"2","7","5","3","2","0","594","他の婦人用シャツ",733,13.3,548,497,591,620,745,964,1169
"2","7","5","3","2","0","595","婦人用セーター",471,9.8,316,328,409,321,367,569,962
"2","6","5","3","3","0","596","子供用シャツ・セーター類",234,-13.0,46,165,256,274,225,289,380
"2","5","5","4","0","0","0","下着類",1077,-9.7,656,706,859,1130,958,1247,1975
"2","6","5","4","1","0","0","男子用下着類",273,-5.9,226,178,207,246,257,300,493
"2","7","5","4","1","0","600","男子用下着",235,5.9,199,144,171,220,214,261,429
"2","7","5","4","1","0","602","男子用寝巻き",39,-42.6,27,34,35,26,43,40,65
"2","6","5","4","2","0","0","婦人用下着類",632,-8.5,390,419,482,656,530,712,1235
"2","7","5","4","2","0","610","婦人用ファンデーション",106,-11.7,57,45,75,66,96,121,283
"2","7","5","4","2","0","612","他の婦人用下着",440,-3.1,288,339,353,511,397,453,740
"2","7","5","4","2","0","614","婦人用寝巻き",86,-26.5,45,35,53,79,37,137,213
"2","6","5","4","3","0","0","子供用下着類",172,-18.9,41,108,171,228,171,235,247
"2","7","5","4","3","0","620","子供用下着",105,-15.3,20,67,100,142,110,148,145
"2","7","5","4","3","0","621","子供用寝巻き",67,-24.7,21,41,71,86,62,87,102
"2","5","5","5","0","0","0","生地・糸類",138,12.2,194,69,238,67,116,88,191
"2","7","5","5","0","0","631","着尺地・生地",87,31.8,114,47,199,23,40,57,122
"2","7","5","5","0","0","640","他の生地・糸類",51,-10.5,80,23,39,44,75,30,69
"2","5","5","6","0","0","0","他の被服",1061,6.8,788,626,931,1168,958,1140,1809
"2","7","5","6","0","0","650","帽子",148,10.4,157,84,133,174,113,146,234
"2","7","5","6","0","0","651","ネクタイ",57,9.6,21,6,29,104,17,106,116
"2","7","5","6","0","0","652","マフラー・スカーフ",75,31.6,69,34,34,56,52,102,176
"2","7","5","6","0","0","653","手袋",78,14.7,112,18,64,46,75,54,170
"2","7","5","6","0","0","654","男子用靴下",141,6.8,103,95,117,128,151,160,231
"2","7","5","6","0","0","655","婦人用ストッキング",36,-10.0,26,22,28,55,31,35,54
"2","7","5","6","0","0","656","婦人用ソックス",172,26.5,138,142,152,160,157,164,289
"2","7","5","6","0","0","657","子供用靴下",64,6.7,22,35,52,70,93,95,77
"2","7","5","6","0","0","659","他の被服のその他",291,-7.0,140,189,320,375,268,277,461
"2","5","5","7","0","0","0","履物類",2122,9.8,972,1034,1741,2165,2378,2632,3932
"2","7","5","7","0","0","675","大人用運動靴",495,37.5,286,229,347,367,565,755,916
"2","7","5","7","0","0","679","大人用サンダル",21,23.5,10,25,14,20,28,25,22
"2","7","5","7","0","0","670","男子靴",472,7.5,133,166,332,578,500,720,871
"2","7","5","7","0","0","672","婦人靴",660,1.9,290,333,554,691,633,595,1523
"2","7","5","7","0","0","676","子供用靴・サンダル",325,10.5,133,184,301,369,552,380,356
"2","7","5","7","0","0","680","他の履物",150,-14.8,120,97,193,141,100,156,244
"2","5","5","8","0","0","0","被服関連サービス",1028,28.7,711,305,678,916,791,2507,1294
"2","7","5","8","0","0","691","洗濯代",587,-0.7,316,298,564,524,544,950,919
"2","7","5","8","0","0","694","被服賃借料",347,191.6,368,-,35,333,51,1418,216
"2","7","5","8","0","0","692","他の被服関連サービス",95,6.7,27,7,79,59,196,139,160
"2","4","6","0","0","0","0","保健医療",16040,-4.9,15034,14073,13600,14008,17426,18119,20048
"2","5","6","1","0","0","0","医薬品",2526,-1.7,2562,2300,2195,2098,2491,2777,3260
"2","7","6","1","0","0","700","感冒薬",208,35.9,167,198,221,166,192,181,326
"2","7","6","1","0","0","701","胃腸薬",112,21.7,120,88,87,99,90,117,181
"2","7","6","1","0","0","702","栄養剤",191,-26.3,174,235,143,154,125,284,220
"2","7","6","1","0","0","704","外傷・皮膚病薬",82,18.8,83,81,65,72,83,65,123
"2","7","6","1","0","0","706","他の外用薬",309,7.3,284,290,306,307,308,272,394
"2","7","6","1","0","0","709","他の医薬品",1625,-4.9,1735,1409,1373,1298,1693,1857,2016
"2","5","6","2","0","0","710","健康保持用摂取品",898,-9.8,753,908,1033,687,769,1159,977
"2","5","6","3","0","0","0","保健医療用品・器具",3734,1.0,2553,3069,3494,3530,4177,4096,5188
"2","7","6","3","0","0","713","紙おむつ",405,6.6,232,406,494,425,538,333,401
"2","7","6","3","0","0","711","保健用消耗品",1697,14.9,1330,1319,1463,1543,1927,1939,2348
"2","7","6","3","0","0","712","眼鏡",667,-4.2,273,413,722,770,441,832,1203
"2","7","6","3","0","0","714","コンタクトレンズ",616,-17.4,348,557,575,584,922,595,726
"2","7","6","3","0","0","719","他の保健医療用品・器具",349,-12.8,370,373,240,207,348,395,510
"2","5","6","4","0","0","0","保健医療サービス",8882,-7.5,9166,7796,6878,7694,9989,10088,10623
"2","7","6","4","0","0","720","医科診療代",3770,6.3,3677,3082,3944,3915,3550,3552,4649
"2","7","6","4","0","0","722","歯科診療代",1906,-31.5,1385,922,1253,1853,3431,2358,2174
"2","7","6","4","0","0","723","出産入院料",164,-62.3,-,216,-,-,-,877,45
"2","7","6","4","0","0","721","他の入院料",1073,9.8,2501,2147,265,345,859,659,807
"2","7","6","4","0","0","724","整骨(接骨)・鍼灸院治療代",323,-22.0,138,355,194,427,253,231,660
"2","7","6","4","0","0","728","マッサージ料金等(診療外)",525,-12.4,482,301,334,215,1047,575,724
"2","7","6","4","0","0","727","人間ドック等受診料",497,47.5,556,471,355,395,253,637,809
"2","7","6","4","0","0","729","他の保健医療サービス",626,22.5,427,301,533,543,595,1200,755
"2","4","7","0","0","0","0","交通・通信",38780,-10.2,24630,27399,38547,37286,43826,48554,51538
"2","5","7","1","0","0","0","交通",10171,23.8,5964,4851,8391,9589,11045,13875,17520
"2","7","7","1","0","0","730","鉄道運賃",3536,31.6,1915,1444,3097,3411,3865,4306,6684
"2","7","7","1","0","0","731","鉄道通学定期代",687,21.6,130,270,689,503,1169,958,1106
"2","7","7","1","0","0","732","鉄道通勤定期代",2614,-5.2,1182,1360,2266,2769,2348,4023,4377
"2","7","7","1","0","0","733","バス代",238,-4.8,145,131,141,219,259,374,390
"2","7","7","1","0","0","734","バス通学定期代",79,-33.6,12,46,70,135,100,126,66
"2","7","7","1","0","0","735","バス通勤定期代",122,-31.1,151,296,1,113,1,133,164
"2","7","7","1","0","0","736","タクシー代",518,23.6,516,706,486,367,366,432,748
"2","7","7","1","0","0","737","航空運賃",1505,165.9,1550,85,1167,724,1718,2712,2592
"2","7","7","1","0","0","738","有料道路料",790,32.1,338,466,439,1251,948,786,1313
"2","7","7","1","0","0","739","他の交通",82,1.2,25,47,34,97,269,26,80
"2","5","7","2","0","0","0","自動車等関係費",15656,-24.8,8783,10914,16353,15940,19099,20984,17760
"2","6","7","2","1","0","0","自動車等購入",2821,-62.2,-,-,3837,2956,5959,7191,-
"2","7","7","2","1","0","740","自動車購入",2790,-62.1,-,-,3837,2956,5959,6969,-
"2","7","7","2","1","0","742","自動車以外の輸送機器購入",32,-66.0,-,-,-,-,-,222,-
"2","6","7","2","2","0","745","自転車購入",1122,39.0,1418,491,1391,1468,889,723,1489
"2","6","7","2","3","0","0","自動車等維持",11712,-6.7,7364,10423,11125,11515,12251,13070,16272
"2","7","7","2","3","0","750","ガソリン",2757,7.3,1844,2179,2355,3025,2943,3239,3738
"2","7","7","2","3","0","751","自動車等部品",1134,-1.6,466,825,1423,968,576,1148,2529
"2","7","7","2","3","0","752","自動車等関連用品",646,-36.7,168,772,818,685,460,915,696
"2","7","7","2","3","0","753","自動車整備費",1460,-12.0,763,1621,1579,1079,1396,1425,2349
"2","7","7","2","3","0","755","自動車以外の輸送機器整備費",210,39.1,124,185,213,113,364,340,138
"2","7","7","2","3","0","75X","年極・月極駐車場借料",1840,-18.5,1247,1933,1891,2065,1937,1903,1897
"2","7","7","2","3","0","756","他の駐車場借料",365,-19.1,182,333,309,446,453,388,446
"2","7","7","2","3","0","75B","レンタカー・カーシェアリング料金",676,9.4,497,272,296,625,1213,924,926
"2","7","7","2","3","0","754","他の自動車等関連サービス",687,2.5,496,428,655,802,762,933,734
"2","7","7","2","3","0","757","自動車保険料（自賠責）",292,-13.1,199,278,308,321,326,194,418
"2","7","7","2","3","0","758","自動車保険料（任意）",1612,0.5,1344,1598,1251,1322,1761,1607,2387
"2","7","7","2","3","0","759","自動車保険料以外の輸送機器保険料",35,-37.5,33,-,26,65,60,53,12
"2","5","7","3","0","0","0","通信",12953,-8.6,9883,11633,13802,11757,13682,13695,16257
"2","7","7","3","0","0","760","郵便料",325,-17.1,374,188,237,185,245,308,725
"2","7","7","3","0","0","762","固定電話通信料",962,-16.1,924,963,995,847,849,1036,1115
"2","7","7","3","0","0","763","携帯電話通信料",10260,-8.2,7495,9382,11437,9167,10791,10883,12693
"2","7","7","3","0","0","769","運送料",389,-20.0,518,177,302,451,396,357,521
"2","7","7","3","0","0","766","携帯電話機",824,9.1,481,825,641,951,927,970,991
"2","7","7","3","0","0","764","他の通信機器",193,-9.8,91,98,190,155,473,141,212
"2","4","8","0","0","0","0","教育",28810,-2.0,13565,10747,14462,21699,41443,40926,59298
"2","5","8","1","0","0","0","授業料等",19567,-7.5,8506,7544,10356,15581,26789,27628,41211
"2","7","8","1","0","0","770","国公立小学校",446,16.8,178,236,286,630,669,415,713
"2","7","8","1","0","0","771","私立小学校",530,-47.3,-,-,19,1181,377,3,2147
"2","7","8","1","0","0","772","国公立中学校",503,24.8,393,244,381,314,978,926,286
"2","7","8","1","0","0","773","私立中学校",1914,-0.4,53,-,1055,2429,1407,1849,6673
"2","7","8","1","0","0","774","国公立高校",441,1.1,142,3,311,724,1378,95,445
"2","7","8","1","0","0","775","私立高校",4040,4.2,1388,92,1045,1829,5974,8165,9857
"2","7","8","1","0","0","776","国公立大学",882,-2.6,-,765,-,751,414,2549,1638
"2","7","8","1","0","0","777","私立大学",8797,-13.0,6034,4890,5302,5495,12404,9646,18316
"2","7","8","1","0","0","778","幼児教育費用",1480,-6.6,318,1224,1933,1074,1967,2674,1136
"2","7","8","1","0","0","779","専修学校",535,-0.2,-,91,23,1152,1221,1305,-
"2","5","8","2","0","0","0","教科書・学習参考教材",341,-24.6,160,226,226,356,534,487,413
"2","7","8","2","0","0","780","教科書",146,-8.2,43,66,114,288,199,259,58
"2","7","8","2","0","0","781","学習参考教材",196,-33.3,116,160,111,68,335,229,355
"2","5","8","3","0","0","0","補習教育",8902,14.5,4899,2977,3880,5762,14121,12810,17674
"2","7","8","3","0","0","790","幼児・小学校補習教育",4153,50.7,2899,1253,1045,3418,6019,5871,8577
"2","7","8","3","0","0","791","中学校補習教育",2761,29.6,1127,849,1933,1452,4005,4177,5677
"2","7","8","3","0","0","792","高校補習教育・予備校",1988,-31.2,874,875,903,892,4097,2762,3419
"2","4","9","0","0","0","0","教養娯楽",39480,5.6,25135,22528,29919,41843,40521,46601,69982
"2","5","9","1","0","0","0","教養娯楽用耐久財",3220,-27.6,1439,2166,3873,2657,2376,4868,5146
"2","7","9","1","0","0","801","テレビ",407,-29.7,69,151,543,150,323,1248,409
"2","7","9","1","0","0","813","ビデオレコーダー・プレイヤー",85,-32.0,-,72,25,146,16,115,227
"2","7","9","1","0","0","810","パソコン",1509,-30.9,1027,1694,2114,808,827,1721,2347
"2","7","9","1","0","0","804","カメラ・ビデオカメラ",127,-61.7,88,-,151,248,70,94,231
"2","7","9","1","0","0","806","楽器",243,-13.2,76,2,127,643,194,30,612
"2","7","9","1","0","0","807","書斎・学習用机・椅子",164,17.1,6,19,115,198,7,229,586
"2","7","9","1","0","0","809","他の教養娯楽用耐久財",624,-14.3,94,228,790,422,866,1314,621
"2","7","9","1","0","0","812","教養娯楽用耐久財修理代",62,-22.5,81,-,8,41,73,116,113
"2","5","9","2","0","0","0","教養娯楽用品",9554,4.4,5078,5862,8404,11097,10500,9410,16589
"2","7","9","2","0","821-829","0","文房具",799,-0.4,585,554,683,785,985,889,1110
"2","7","9","2","0","821-829","821","筆記・絵画用具",133,-2.2,119,81,99,142,191,138,159
"2","7","9","2","0","821-829","826","ノート・紙製品",340,3.3,279,258,279,340,344,413,459
"2","7","9","2","0","821-829","827","他の学習用消耗品",70,-2.8,45,43,61,74,100,83,82
"2","7","9","2","0","821-829","828","他の学習用文房具",155,-4.3,95,106,136,154,210,137,253
"2","7","9","2","0","821-829","829","他の文房具",102,-1.0,48,65,109,75,140,118,156
"2","7","9","2","0","832-834","0","運動用具類",2119,14.2,863,878,1126,2609,2061,2526,4746
"2","7","9","2","0","832-834","832","ゴルフ用具",63,-60.9,25,71,4,247,30,57,12
"2","7","9","2","0","832-834","833","他の運動用具",590,10.9,187,178,332,588,503,577,1767
"2","7","9","2","0","832-834","834","スポーツウェア",1465,26.1,651,629,789,1773,1528,1892,2968
"2","7","9","2","0","835-837","0","玩具",1360,14.2,634,859,1590,1362,1239,1461,2345
"2","7","9","2","0","835-837","836","ゲーム機",203,65.0,75,149,125,88,147,289,530
"2","7","9","2","0","835-837","835","ゲームソフト等",377,25.7,232,234,441,403,402,329,589
"2","7","9","2","0","835-837","837","他の玩具",780,1.7,327,475,1024,871,690,843,1227
"2","7","9","2","0","0","840","切り花",450,-6.8,324,384,510,413,497,371,658
"2","7","9","2","0","842 843 845-849 84A 84Y","0","他の教養娯楽用品",3336,3.7,2104,2176,3606,3285,4012,2915,5291
"2","7","9","2","0","842 843 845-849 84A 84Y","846","音楽・映像用未使用メディア",58,-22.7,58,24,44,69,92,85,29
"2","7","9","2","0","842 843 845-849 84A 84Y","845","音楽・映像収録済メディア",184,-41.2,90,56,154,465,94,149,285
"2","7","9","2","0","842 843 845-849 84A 84Y","848","ペットフード",860,32.9,683,885,756,795,830,835,1239
"2","7","9","2","0","842 843 845-849 84A 84Y","84Y","ペット・他のペット用品",658,8.8,306,267,739,481,1312,443,1076
"2","7","9","2","0","842 843 845-849 84A 84Y","84A","園芸用植物",190,-1.0,210,129,132,114,129,205,403
"2","7","9","2","0","842 843 845-849 84A 84Y","847","園芸用品",248,18.1,154,176,471,240,240,218,257
"2","7","9","2","0","842 843 845-849 84A 84Y","843","手芸・工芸材料",94,11.9,39,99,107,34,193,73,114
"2","7","9","2","0","842 843 845-849 84A 84Y","849","電池",171,-5.5,155,147,176,154,168,192,198
"2","7","9","2","0","842 843 845-849 84A 84Y","842","他の教養娯楽用品のその他",875,-3.8,408,393,1027,932,954,713,1690
"2","7","9","2","0","0","84X","動物病院代",1049,-14.2,501,737,636,2321,946,906,1357
"2","7","9","2","0","0","841","他のペット関連サービス",428,16.0,53,273,245,320,744,325,1044
"2","7","9","2","0","0","844","教養娯楽用品修理代",14,40.0,14,1,8,2,17,18,37
"2","5","9","3","0","0","0","書籍・他の印刷物",3081,-8.6,2673,2276,2732,2820,3103,3262,4686
"2","7","9","3","0","0","850","新聞",1443,-4.6,1374,1325,1124,1081,1443,1771,1978
"2","7","9","3","0","0","851","雑誌",238,-18.2,143,175,273,180,267,301,327
"2","7","9","3","0","0","854","書籍",1231,-12.4,1068,638,1123,1342,1300,1009,2132
"2","7","9","3","0","0","859","他の印刷物",168,3.7,88,137,212,217,93,181,248
"2","5","9","4","0","0","0","教養娯楽サービス",23625,15.6,15944,12224,14910,25270,24542,29060,43561
"2","6","9","4","1","0","860","宿泊料",3727,30.7,2793,918,1030,3412,3512,4993,9555
"2","6","9","4","2","0","0","パック旅行費",1869,44.9,2469,1384,798,1848,1711,2569,2322
"2","7","9","4","2","0","861","国内パック旅行費",1670,36.8,1412,1384,798,1848,1711,2569,2027
"2","7","9","4","2","0","862","外国パック旅行費",199,188.4,1057,-,-,-,-,-,295
"2","6","9","4","3","0","0","月謝類",5896,9.9,2296,2027,3174,7025,6574,8537,11599
"2","7","9","4","3","0","875","語学月謝",534,17.9,392,112,513,610,388,892,836
"2","7","9","4","3","0","870","他の教育的月謝",367,-22.7,101,173,247,334,470,634,614
"2","7","9","4","3","0","876","音楽月謝",923,53.6,320,195,524,1181,829,1713,1696
"2","7","9","4","3","0","871","他の教養的月謝",289,-30.2,73,249,186,367,251,301,593
"2","7","9","4","3","0","872","スポーツ月謝",2136,9.6,924,956,1210,2908,2510,2811,3627
"2","7","9","4","3","0","873","自動車教習料",657,82.5,-,12,-,5,322,1606,2621
"2","7","9","4","3","0","874","家事月謝",24,-48.9,31,-,17,33,16,3,68
"2","7","9","4","3","0","879","他の月謝類",966,-9.4,455,330,475,1587,1788,577,1545
"2","6","9","4","4","0","0","他の教養娯楽サービス",12134,10.9,8386,7896,9907,12985,12744,12961,20084
"2","7","9","4","4","880 88A 88B","0","放送受信料",2078,-1.3,1590,2005,2220,1928,1884,2297,2611
"2","7","9","4","4","880 88A 88B","88A","ＮＨＫ放送受信料",1051,-0.2,721,879,1260,929,919,1186,1451
"2","7","9","4","4","880 88A 88B","88B","ケーブルテレビ放送受信料",888,-0.6,726,948,789,891,823,981,1056
"2","7","9","4","4","880 88A 88B","880","他の放送受信料",139,-12.6,143,178,171,108,143,130,104
"2","7","9","4","4","877 878 881-886","0","入場・観覧・ゲーム代",4495,43.6,3235,2037,2947,4770,4961,4941,8664
"2","7","9","4","4","877 878 881-886","882","映画・演劇等入場料",942,29.9,496,394,818,1496,1013,789,1582
