"項目","階層","大分類","中分類","小分類","中間計","符号","項目名","頻度（回）","金額（円）","１回当たりの金額（円）"
"2","7","7","2","3","0","754","他の自動車等関連サービス",269,390583,1452
"2","7","7","2","3","0","757","自動車保険料(自賠責)",10,197324,19732
"2","7","7","2","3","0","758","自動車保険料(任意)",62,1142765,18432
"2","7","7","2","3","0","759","自動車保険料以外の輸送機器保険料",3,23297,7766
"2","5","7","3","0","0","0","通信",-,-,-
"2","7","7","3","0","0","760","郵便料",243,223887,921
"2","7","7","3","0","0","762","固定電話通信料",318,856498,2693
"2","7","7","3","0","0","763","携帯電話通信料",546,5828663,10675
"2","7","7","3","0","0","769","運送料",315,327318,1039
"2","7","7","3","0","0","766","携帯電話機",7,368301,52614
"2","7","7","3","0","0","764","他の通信機器",31,115622,3730
"2","4","8","0","0","0","0","教育",-,-,-
"2","5","8","1","0","0","0","授業料等",-,-,-
"2","7","8","1","0","0","770","国公立小学校",33,176173,5339
"2","7","8","1","0","0","771","私立小学校",2,192951,96476
"2","7","8","1","0","0","772","国公立中学校",20,196362,9818
"2","7","8","1","0","0","773","私立中学校",6,823466,137244
"2","7","8","1","0","0","774","国公立高校",9,178796,19866
"2","7","8","1","0","0","775","私立高校",17,1614925,94996
"2","7","8","1","0","0","776","国公立大学",3,441310,147103
"2","7","8","1","0","0","777","私立大学",12,4313423,359452
"2","7","8","1","0","0","778","幼児教育費用",31,533136,17198
"2","7","8","1","0","0","779","専修学校",1,246387,246387
"2","5","8","2","0","0","0","教科書・学習参考教材",-,-,-
"2","7","8","2","0","0","780","教科書",6,58154,9692
"2","7","8","2","0","0","781","学習参考教材",29,80898,2790
"2","5","8","3","0","0","0","補習教育",-,-,-
"2","7","8","3","0","0","790","幼児・小学校補習教育",43,1499325,34868
"2","7","8","3","0","0","791","中学校補習教育",32,1069070,33408
"2","7","8","3","0","0","792","高校補習教育・予備校",16,901839,56365
"2","4","9","0","0","0","0","教養娯楽",-,-,-
"2","5","9","1","0","0","0","教養娯楽用耐久財",-,-,-
"2","7","9","1","0","0","801","テレビ",3,282283,94094
"2","7","9","1","0","0","813","ビデオレコーダー・プレイヤー",2,56162,28081
"2","7","9","1","0","0","810","パソコン",40,785304,19633
"2","7","9","1","0","0","804","カメラ・ビデオカメラ",1,56488,56488
"2","7","9","1","0","0","806","楽器",5,191487,38297
"2","7","9","1","0","0","807","書斎・学習用机・椅子",3,57041,19014
"2","7","9","1","0","0","809","他の教養娯楽用耐久財",44,328158,7458
"2","7","9","1","0","0","812","教養娯楽用耐久財修理代",4,51084,12771
"2","5","9","2","0","0","0","教養娯楽用品",-,-,-
"2","7","9","2","0","821-829","0","文房具",-,-,-
"2","7","9","2","0","821-829","821","筆記・絵画用具",181,71457,395
"2","7","9","2","0","821-829","826","ノート・紙製品",484,178941,370
"2","7","9","2","0","821-829","827","他の学習用消耗品",151,36245,240
"2","7","9","2","0","821-829","828","他の学習用文房具",117,79823,682
"2","7","9","2","0","821-829","829","他の文房具",111,51183,461
"2","7","9","2","0","832-834","0","運動用具類",-,-,-
"2","7","9","2","0","832-834","832","ゴルフ用具",9,54239,6027
"2","7","9","2","0","832-834","833","他の運動用具",82,248948,3036
"2","7","9","2","0","832-834","834","スポーツウェア",156,688099,4411
"2","7","9","2","0","835-837","0","玩具",-,-,-
"2","7","9","2","0","835-837","836","ゲーム機",3,69876,23292
"2","7","9","2","0","835-837","835","ゲームソフト等",37,148298,4008
"2","7","9","2","0","835-837","837","他の玩具",292,333801,1143
"2","7","9","2","0","0","840","切り花",326,411173,1261
"2","7","9","2","0","842 843 845-849 84A 84Y","0","他の教養娯楽用品",-,-,-
"2","7","9","2","0","842 843 845-849 84A 84Y","846","音楽・映像用未使用メディア",17,32965,1939
"2","7","9","2","0","842 843 845-849 84A 84Y","845","音楽・映像収録済メディア",27,102481,3796
"2","7","9","2","0","842 843 845-849 84A 84Y","848","ペットフード",486,504689,1038
"2","7","9","2","0","842 843 845-849 84A 84Y","84Y","ペット・他のペット用品",201,416435,2072
"2","7","9","2","0","842 843 845-849 84A 84Y","84A","園芸用植物",191,158069,828
"2","7","9","2","0","842 843 845-849 84A 84Y","847","園芸用品",216,193194,894
"2","7","9","2","0","842 843 845-849 84A 84Y","843","手芸・工芸材料",70,57526,822
"2","7","9","2","0","842 843 845-849 84A 84Y","849","電池",174,118183,679
"2","7","9","2","0","842 843 845-849 84A 84Y","842","他の教養娯楽用品のその他",214,425365,1988
"2","7","9","2","0","0","84X","動物病院代",79,640852,8112
"2","7","9","2","0","0","841","他のペット関連サービス",33,253787,7691
"2","7","9","2","0","0","844","教養娯楽用品修理代",2,6646,3323
"2","5","9","3","0","0","0","書籍・他の印刷物",-,-,-
"2","7","9","3","0","0","850","新聞",419,1409808,3365
"2","7","9","3","0","0","851","雑誌",168,174440,1038
"2","7","9","3","0","0","854","書籍",384,644355,1678
"2","7","9","3","0","0","859","他の印刷物",124,105504,851
"2","5","9","4","0","0","0","教養娯楽サービス",-,-,-
"2","6","9","4","1","0","860","宿泊料",73,1993247,27305
"2","6","9","4","2","0","0","パック旅行費",-,-,-
"2","7","9","4","2","0","861","国内パック旅行費",26,1321572,50830
"2","7","9","4","2","0","862","外国パック旅行費",1,595081,595081
"2","6","9","4","3","0","0","月謝類",-,-,-
"2","7","9","4","3","0","875","語学月謝",14,214826,15345
"2","7","9","4","3","0","870","他の教育的月謝",18,155666,8648
"2","7","9","4","3","0","876","音楽月謝",50,455294,9106
"2","7","9","4","3","0","871","他の教養的月謝",35,212875,6082
"2","7","9","4","3","0","872","スポーツ月謝",130,1016438,7819
"2","7","9","4","3","0","873","自動車教習料",5,296543,59309
"2","7","9","4","3","0","874","家事月謝",7,40475,5782
"2","7","9","4","3","0","879","他の月謝類",44,439342,9985
"2","6","9","4","4","0","0","他の教養娯楽サービス",-,-,-
"2","7","9","4","4","880 88A 88B","0","放送受信料",-,-,-
"2","7","9","4","4","880 88A 88B","88A","ＮＨＫ放送受信料",109,781625,7171
"2","7","9","4","4","880 88A 88B","88B","ケーブルテレビ放送受信料",180,780798,4338
"2","7","9","4","4","880 88A 88B","880","他の放送受信料",42,105366,2509
"2","7","9","4","4","877 878 881-886","0","入場・観覧・ゲーム代",-,-,-
"2","7","9","4","4","877 878 881-886","882","映画・演劇等入場料",91,498085,5473
"2","7","9","4","4","877 878 881-886","883","スポーツ観覧料",10,69353,6935
"2","7","9","4","4","877 878 881-886","877","ゴルフプレー料金",66,504712,7647
"2","7","9","4","4","877 878 881-886","878","スポーツクラブ使用料",53,544477,10273
"2","7","9","4","4","877 878 881-886","881","他のスポーツ施設使用料",110,198041,1800
"2","7","9","4","4","877 878 881-886","884","文化施設入場料",92,158405,1722
"2","7","9","4","4","877 878 881-886","886","遊園地入場・乗物代",28,262756,9384
"2","7","9","4","4","877 878 881-886","885","他の入場・ゲーム代",136,298728,2197
"2","7","9","4","4","0","888","諸会費",42,176037,4191
"2","7","9","4","4","0","887","写真撮影・プリント代",45,190696,4238
"2","7","9","4","4","0","88X","教養娯楽賃借料",32,50492,1578
"2","7","9","4","4","0","88Y","インターネット接続料",378,1806808,4780
"2","7","9","4","4","0","889","他の教養娯楽サービスのその他",323,817121,2530
"2","4","10","0","0","0","0","その他の消費支出",-,-,-
"2","5","10","1","0","0","0","諸雑費",-,-,-
"2","6","10","1","1","0","0","理美容サービス",-,-,-
"2","7","10","1","1","0","890","温泉・銭湯入浴料",57,77100,1353
"2","7","10","1","1","0","891","理髪料",96,274178,2856
"2","7","10","1","1","0","892","パーマネント代",14,141525,10109
"2","7","10","1","1","0","894","カット代",99,364521,3682
"2","7","10","1","1","0","899","他の理美容代",213,1586851,7450
"2","6","10","1","2","0","0","理美容用品",-,-,-
"2","7","10","1","2","0","900","理美容用電気器具",24,168429,7018
"2","7","10","1","2","0","901","歯ブラシ",322,120737,375
"2","7","10","1","2","0","903","他の理美容用品",234,153365,655
"2","7","10","1","2","904-915","0","石けん類・化粧品",-,-,-
"2","7","10","1","2","904-915","904","浴用・洗顔石けん",588,396310,674
"2","7","10","1","2","904-915","905","シャンプー",249,226171,908
"2","7","10","1","2","904-915","908","ヘアコンディショナー",164,158610,967
"2","7","10","1","2","904-915","906","歯磨き",361,220469,611
"2","7","10","1","2","904-915","907","整髪・養毛剤",121,154877,1280
"2","7","10","1","2","904-915","909","化粧クリーム",168,259620,1545
"2","7","10","1","2","904-915","910","化粧水",111,199073,1793
"2","7","10","1","2","904-915","914","乳液",46,82632,1796
"2","7","10","1","2","904-915","911","ファンデーション",47,109284,2325
"2","7","10","1","2","904-915","912","口紅",48,34786,725
"2","7","10","1","2","904-915","915","ヘアカラーリング剤",72,75345,1046
"2","7","10","1","2","904-915","913","他の化粧品",448,1060896,2368
"2","6","10","1","3","0","0","身の回り用品",-,-,-
"2","7","10","1","3","0","920","傘",43,77513,1803
"2","7","10","1","3","924-927","0","かばん類",-,-,-
"2","7","10","1","3","924-927","924","ハンドバッグ",30,284880,9496
"2","7","10","1","3","924-927","925","通学用かばん",2,74006,37003
"2","7","10","1","3","924-927","926","旅行用かばん",3,53561,17854
"2","7","10","1","3","924-927","927","他のバッグ",87,237296,2728
"2","7","10","1","3","0","928","アクセサリー",66,244680,3707
"2","7","10","1","3","0","930","腕時計",6,145405,24234
"2","7","10","1","3","0","932","他の身の回り用品",211,319128,1512
"2","7","10","1","3","0","935","身の回り用品関連サービス",6,108927,18155
"2","6","10","1","4","0","940","たばこ",508,611970,1205
"2","6","10","1","5","0","0","他の諸雑費",-,-,-
"2","7","10","1","5","0","950","信仰・祭祀費",132,1251619,9482
"2","7","10","1","5","0","955","祭具・墓石",58,310201,5348
"2","7","10","1","5","0","956","婚礼関係費",1,798472,798472
"2","7","10","1","5","0","957","葬儀関係費",9,1048554,116506
"2","7","10","1","5","0","958","他の冠婚葬祭費",8,30163,3770
"2","7","10","1","5","0","95X","医療保険料",161,1117641,6942
"2","7","10","1","5","0","952","他の非貯蓄型保険料",449,3008840,6701
"2","7","10","1","5","0","953","寄付金",81,954312,11782
"2","7","10","1","5","0","954","保育費用",35,506483,14471
"2","7","10","1","5","0","951","介護サービス",46,356068,7741
"2","7","10","1","5","0","959","他の諸雑費のその他",256,788697,3081
"2","5","10","2","0","0","0","こづかい",-,-,-
"2","6","10","2","0","0","960","世帯主こづかい",90,3043939,33822
"2","6","10","2","0","0","961","他のこづかい",62,1156382,18651
"2","5","10","3","0","0","0","交際費",-,-,-
"2","6","10","3","6","0","970","贈与金",-,-,-
"2","7","10","3","6","0","0","贈与金",248,4380010,17661
"2","6","10","3","7","0","0","他の交際費",-,-,-
"2","7","10","3","7","0","971","つきあい費",123,190286,1547
"2","7","10","3","7","0","973","住宅関係負担費",108,2094392,19393
"2","7","10","3","7","0","972","他の負担費",101,405640,4016
"2","5","10","4","0","0","0","仕送り金",-,-,-
"2","6","10","4","0","0","980","国内遊学仕送り金",7,515135,73591
"2","6","10","4","0","0","981","他の仕送り金",28,656796,23457
"2","3","0","0","0","0","0","土地家屋購入",1,4309518,4309518
"2","2","0","0","0","0","0","その他の実支出",-,-,-
"2","3","0","0","0","0","0","直接税",-,-,-
"2","4","0","0","0","0","0","勤労所得税",353,9922184,28108
"2","4","0","0","0","0","0","個人住民税",356,9338697,26232
"2","4","0","0","0","0","0","他の税",148,4446192,30042
"2","3","0","0","0","0","0","社会保険料",-,-,-
"2","4","0","0","0","0","0","公的年金保険料",360,15172992,42147
"2","4","0","0","0","0","0","健康保険料",478,9716410,20327
"2","4","0","0","0","0","0","介護保険料",360,2706258,7517
"2","4","0","0","0","0","0","他の社会保険料",320,545623,1705
"2","3","0","0","0","0","0","その他",3,187160,62387
"2","1","0","0","0","0","0","実支出以外の支払（繰越金を除く）",-,-,-
"2","2","0","0","0","0","0","預貯金",1057,238777863,225901
"2","2","0","0","0","0","0","保険料",-,-,-
"2","3","0","0","0","0","0","個人・企業年金保険料",134,2035735,15192
"2","3","0","0","0","0","0","他の保険料",309,7636080,24712
"2","2","0","0","0","0","0","有価証券購入",61,4287629,70289
"2","2","0","0","0","0","0","土地家屋借金返済",142,16323240,114952
"2","2","0","0","0","0","0","他の借金返済",26,879664,33833
"2","2","0","0","0","0","0","クレジット購入借入金返済",961,47740286,49678
"2","2","0","0","0","0","0","実支出以外の支払のその他",71,502482,7077
"2","1","0","0","0","0","0","繰越金",464,87492579,188562
"","","","","","","","","","",""
"東京都生計分析調査　令和 4年","","","","","","","","","",""
"参考表３　年平均１か月間の品目別支出頻度及び金額　－全世帯－","","","","","","","","","",""
"項目（0：世帯数等　2：生計支出）","","","","","","","","","",""
