項目,階層,大分類,中分類,小分類,中間計,符号,項目名,都平均／実数（円）,都平均／対前年同月増加率（％）,35歳未満（円）,35～39歳（円）,40～44歳（円）,45～49歳（円）,50～54歳（円）,55～59歳（円）,60～64歳（円）,65歳以上（円）,（再掲）75歳以上（円）
0,0,0,0,0,0,0,世帯数分布,10000,-,682,618,780,986,1113,943,1019,3859,1941
0,0,0,0,0,0,0,調査世帯数,628,-,41,41,50,61,62,59,66,248,126
0,0,0,0,0,0,0,世帯人員,2.94,-,3.11,3.68,3.83,3.62,3.54,3,2.71,2.3,2.25
0,0,0,0,0,0,0,有業人員,1.31,-,1.59,1.47,1.4,1.78,1.84,2.07,1.67,0.67,0.46
0,0,0,0,0,0,0,世帯主平均年齢,59.1,-,30.5,36.6,41.9,47.1,52.2,57,61.9,76,81.7
2,2,0,0,0,0,0,生計支出,336161,-7.3,410661,329798,338919,324654,407727,339150,328711,307003,241805
2,3,0,0,0,0,0,消費支出,317354,-12.5,410661,294352,338919,324654,407727,339150,328711,263951,241805
2,4,1,0,0,0,0,食料,89123,-6.5,67728,83977,91704,94336,104316,93085,98309,84101,77601
2,5,1,1,0,0,0,穀類,6967,-3.4,4868,6037,7246,8231,7180,6338,8088,6905,5889
2,6,1,1,1,0,0,米類,1811,-5.1,1736,1538,1746,2090,1865,1426,2050,1825,1549
2,7,1,1,1,0,102,米,1811,-5.1,1736,1538,1746,2090,1865,1426,2050,1825,1549
2,6,1,1,2,0,0,パン,3150,-0.2,1817,2921,3364,3662,3006,2923,3868,3155,2741
2,7,1,1,2,0,120,食パン,1048,5.9,613,858,1257,948,918,943,1295,1136,1101
2,7,1,1,2,0,129,他のパン,2102,-3,1205,2063,2106,2714,2088,1981,2573,2019,1640
2,6,1,1,3,0,0,麺類,1530,-6.4,981,1318,1504,1924,1824,1448,1613,1478,1310
2,7,1,1,3,0,130,生うどん・そば,276,7.4,167,195,201,380,250,201,244,331,334
2,7,1,1,3,0,131,乾うどん・そば,87,-2.2,7,-,61,66,77,46,145,123,98
2,7,1,1,3,0,134,パスタ,165,1.9,129,279,123,235,165,203,260,109,95
2,7,1,1,3,0,133,中華麺,360,-5.5,214,285,360,501,403,283,357,368,334
2,7,1,1,3,0,135,カップ麺,419,-10.5,331,334,405,547,583,524,429,344,277
2,7,1,1,3,0,132,即席麺,150,-25,108,148,267,125,252,127,112,126,98
2,7,1,1,3,0,139,他の麺類,73,-6.4,26,78,85,69,94,64,65,77,74
2,6,1,1,4,0,0,他の穀類,477,-7.2,333,259,633,554,486,541,557,447,290
2,7,1,1,4,0,140,小麦粉,64,-4.5,41,15,47,78,66,51,98,69,56
2,7,1,1,4,0,150,もち,72,-11.1,-,3,70,90,66,24,59,110,90
2,7,1,1,4,0,160,他の穀類のその他,341,-6.8,292,241,515,386,354,465,399,268,144
2,5,1,2,0,0,0,魚介類,6389,-5.9,3500,4424,4577,4878,5688,5454,7409,8127,8510
2,6,1,2,1,0,0,生鮮魚介,3765,-9.6,2208,2597,2737,3063,3472,3298,4235,4689,5056
