"項目","階層","大分類","中分類","小分類","中間計","符号","項目名","都平均／実数（円）","都平均／対前年増加率（％）","35歳未満（円）","35～39歳（円）","40～44歳（円）","45～49歳（円）","50～54歳（円）","55～59歳（円）","60～64歳（円）","65歳以上（円）","（再掲）75歳以上（円）"
"2","7","2","2","2","0","420","畳替え",96,-37.7,-,-,-,-,-,62,-,231,151
"2","7","2","2","2","0","424","給排水関係工事費",253,-62.1,13,-,20,282,313,85,322,385,448
"2","7","2","2","2","0","425","外壁・塀等工事費",2827,-19.7,-,-,5351,38,5832,-,4064,3430,4404
"2","7","2","2","2","0","426","植木・庭手入れ代",263,-11.7,-,15,27,-,-,229,434,492,649
"2","7","2","2","2","0","427","他の工事費",2640,7.7,283,232,109,226,4917,323,3476,4159,4880
"2","7","2","2","2","0","429","火災・地震保険料",1079,-20.9,129,378,1043,441,645,983,2573,1287,1218
"2","4","3","0","0","0","0","光熱・水道",23329,15.5,16532,19107,21633,24321,25916,26075,23384,23554,23366
"2","5","3","1","0","0","430","電気代",11444,24.7,8221,9348,10498,12479,12245,13075,11494,11487,11170
"2","5","3","2","0","0","0","ガス代",6429,18.1,4642,5924,5991,6187,7076,6872,6628,6573,6666
"2","7","3","2","0","0","431","都市ガス",5976,18.8,4279,5366,5898,5812,6688,6413,6142,6018,6229
"2","7","3","2","0","0","432","プロパンガス",453,9.7,363,558,94,376,388,458,487,555,438
"2","5","3","3","0","0","0","他の光熱",386,45.7,63,74,270,254,218,383,334,594,655
"2","7","3","3","0","0","433","灯油",346,45.4,46,45,235,196,176,356,290,550,618
"2","7","3","3","0","0","439","他の光熱のその他",40,42.9,17,29,35,58,42,27,44,44,37
"2","5","3","4","0","0","440","上下水道料",5069,-4.6,3606,3761,4874,5400,6376,5745,4928,4900,4874
"2","4","4","0","0","0","0","家具・家事用品",12990,-6.7,15712,15111,13471,14811,14164,13864,11636,11650,11177
"2","5","4","1","0","0","0","家庭用耐久財",4308,-7.5,4281,5845,3217,4926,3769,4588,2861,4626,4835
"2","6","4","1","1","0","0","家事用耐久財",1778,-24.2,3076,2040,1100,1454,1146,2600,1707,1776,1854
"2","7","4","1","1","0","45X","電子レンジ",111,-33.9,-,28,210,370,93,55,112,84,77
"2","7","4","1","1","0","451","炊事用電気器具",307,-12.0,61,387,154,544,288,417,395,268,310
"2","7","4","1","1","0","452","炊事用ガス器具",37,-24.5,15,-,10,10,74,28,6,56,77
"2","7","4","1","1","0","453","電気冷蔵庫",270,-53.8,57,588,195,-,94,901,236,248,361
"2","7","4","1","1","0","455","電気掃除機",273,1.1,553,299,87,110,344,457,-,312,255
"2","7","4","1","1","0","456","電気洗濯機",517,-21.1,2060,596,343,214,-,260,812,535,535
"2","7","4","1","1","0","459","他の家事用耐久財",262,-3.7,329,142,101,206,253,482,145,274,240
"2","6","4","1","2","0","0","冷暖房用器具",1607,-6.0,384,2676,806,1140,936,1738,1045,2195,2618
"2","7","4","1","2","0","470","エアコン",1165,-11.7,123,2283,547,820,655,1251,512,1638,1778
"2","7","4","1","2","0","472","ストーブ・温風ヒーター",217,214.5,97,35,34,93,64,122,148,417,694
"2","7","4","1","2","0","479","他の冷暖房用器具",224,-30.0,164,358,225,227,217,366,385,140,146
"2","6","4","1","3","0","0","一般家具",924,53.0,821,1129,1311,2332,1687,251,109,655,364
"2","7","4","1","3","0","480","たんす",180,267.3,-,-,-,-,1259,-,-,76,18
"2","7","4","1","3","0","482","テーブル・ソファー",404,70.5,381,852,168,1911,227,37,81,271,257
"2","7","4","1","3","0","483","食器戸棚",22,-55.1,-,30,69,17,55,39,-,7,-
"2","7","4","1","3","0","489","他の家具",318,18.2,440,248,1074,405,146,175,28,300,89
"2","5","4","2","0","0","0","室内装備・装飾品",839,-17.4,3933,738,1072,622,766,635,710,597,550
"2","7","4","2","0","0","491","照明器具",142,-49.8,29,180,56,206,180,129,106,156,107
"2","7","4","2","0","0","492","室内装飾品",325,66.7,3428,84,596,66,156,232,173,100,86
"2","7","4","2","0","0","493","敷物",127,-10.6,84,109,100,198,146,112,49,140,129
"2","7","4","2","0","0","496","カーテン",101,-52.6,15,122,98,63,152,19,291,89,121
"2","7","4","2","0","0","499","他の室内装備品",144,-21.3,378,243,222,90,132,144,92,113,106
"2","5","4","3","0","0","0","寝具類",1012,-7.1,770,1042,1304,1629,1054,1244,667,863,714
"2","7","4","3","0","0","500","ベッド",279,-5.4,172,216,500,1042,214,97,-,203,16
"2","7","4","3","0","0","501","布団",229,4.6,217,152,101,213,288,733,81,191,258
"2","7","4","3","0","0","503","毛布",45,28.6,11,13,28,39,32,66,70,50,67
"2","7","4","3","0","0","505","敷布",57,-41.2,18,84,93,57,55,60,69,47,34
"2","7","4","3","0","0","509","他の寝具類",402,-9.3,352,577,583,278,465,289,446,373,339
"2","5","4","4","0","0","0","家事雑貨",2721,-4.9,3113,3729,3425,2996,3979,2969,2568,1892,1623
"2","7","4","4","0","0","510","茶わん・皿・鉢",139,3.0,156,147,126,120,191,252,100,108,63
"2","7","4","4","0","0","514","他の食卓用品",348,24.3,398,318,429,350,892,448,228,158,129
"2","7","4","4","0","0","515","鍋・やかん",186,-18.1,178,146,192,112,277,219,182,176,175
"2","7","4","4","0","0","517","他の台所用品",294,-11.4,266,295,384,265,347,329,379,243,219
"2","7","4","4","0","0","518","電球・ランプ",100,-2.9,39,58,57,142,138,97,57,112,113
"2","7","4","4","0","0","519","タオル",190,-12.0,199,209,326,248,260,225,201,109,88
"2","7","4","4","0","0","529","他の家事雑貨",1465,-6.7,1878,2556,1911,1760,1874,1399,1421,986,837
"2","5","4","5","0","0","0","家事用消耗品",3444,-0.2,2958,3358,3975,3898,3931,4050,3711,2966,2673
"2","7","4","5","0","531 532","0","ティッシュペーパー・トイレットペーパー",594,-1.2,500,476,659,664,714,651,639,533,481
"2","7","4","5","0","531 532","531","ティッシュペーパー",220,-2.7,227,193,261,229,250,230,228,198,178
"2","7","4","5","0","531 532","532","トイレットペーパー",374,-0.3,273,283,399,435,465,421,410,335,303
"2","7","4","5","0","533 534","0","洗剤",753,-1.8,607,750,936,920,902,916,795,606,562
"2","7","4","5","0","533 534","533","台所・住居用洗剤",318,-7.8,280,352,372,381,376,379,327,258,231
"2","7","4","5","0","533 534","534","洗濯用洗剤",435,3.1,326,399,564,539,526,536,468,348,331
"2","7","4","5","0","530 535-539","0","他の家事用消耗品",2097,0.7,1851,2132,2380,2314,2315,2484,2277,1828,1630
"2","7","4","5","0","530 535-539","530","ポリ袋・ラップ",406,-1.0,379,495,465,506,389,439,409,359,330
"2","7","4","5","0","530 535-539","535","殺虫・防虫剤",200,-3.4,178,155,160,126,155,187,206,252,254
"2","7","4","5","0","530 535-539","536","柔軟仕上剤",213,-1.4,227,246,313,232,302,285,233,136,99
"2","7","4","5","0","530 535-539","537","芳香・消臭剤",193,3.2,185,163,155,191,230,232,246,173,163
"2","7","4","5","0","530 535-539","539","他の家事用消耗品のその他",1086,2.3,882,1073,1286,1260,1238,1341,1185,908,784
"2","5","4","6","0","0","0","家事サービス",665,-21.9,657,399,478,740,666,379,1120,705,782
"2","7","4","6","0","0","540","家事代行料",114,-28.8,399,14,-,153,143,72,145,104,112
"2","7","4","6","0","0","541","清掃代",177,-18.8,67,163,151,139,143,142,226,216,204
"2","7","4","6","0","0","542","家具・家事用品関連サービス",374,-20.9,191,222,327,448,379,165,750,385,466
"2","4","5","0","0","0","0","被服及び履物",12067,6.4,11747,16221,15074,15554,20239,14144,12069,7041,6153
"2","5","5","1","0","0","558","和服",237,46.3,9,48,70,461,1046,55,91,106,30
"2","5","5","2","0","0","0","洋服",4995,7.3,5155,8010,7151,7196,8600,5912,4792,2241,1979
"2","6","5","2","1","0","0","男子用洋服",1475,-1.4,1189,1691,2038,2316,2790,2266,1388,595,529
"2","7","5","2","1","0","560","背広服",241,-3.2,316,359,242,299,551,696,93,15,-
"2","7","5","2","1","0","561","男子用上着",121,-16.0,77,78,286,186,150,188,195,48,49
"2","7","5","2","1","0","562","男子用ズボン",343,-3.7,195,266,357,405,712,434,348,227,205
"2","7","5","2","1","0","563","男子用コート",166,58.1,11,271,318,213,317,106,271,75,77
"2","7","5","2","1","0","565","男子用学校制服",70,-38.1,-,-,10,216,264,172,34,-,-
"2","7","5","2","1","0","569","他の男子用洋服",534,1.1,590,716,824,997,797,670,448,228,199
"2","6","5","2","2","0","0","婦人用洋服",2975,15.0,2616,4173,3512,4055,5457,3480,3101,1542,1360
"2","7","5","2","2","0","570","婦人服",437,-12.6,494,777,363,342,877,338,661,248,294
"2","7","5","2","2","0","574","婦人用上着",159,29.3,57,201,158,158,341,133,245,102,39
"2","7","5","2","2","0","571","スカート",199,44.2,155,330,296,156,344,321,229,97,64
"2","7","5","2","2","0","572","婦人用スラックス",568,6.4,449,722,449,795,851,724,727,372,292
"2","7","5","2","2","0","573","婦人用コート",360,42.3,244,384,423,290,806,530,544,146,143
"2","7","5","2","2","0","575","女子用学校制服",109,34.6,-,47,237,498,166,106,-,28,49
"2","7","5","2","2","0","576","他の婦人用洋服",1142,19.2,1217,1712,1587,1817,2071,1328,696,549,481
"2","6","5","2","3","0","0","子供用洋服",545,-4.9,1350,2147,1601,825,353,166,302,105,90
"2","7","5","2","3","0","580","子供服",506,1.6,1083,2094,1505,819,353,142,220,99,87
"2","7","5","2","3","0","582","乳児服",39,-48.0,267,53,96,6,-,24,82,6,3
"2","5","5","3","0","0","0","シャツ・セーター類",2303,4.9,2184,2507,2783,2411,3855,2857,2549,1505,1393
"2","6","5","3","1","0","0","男子用シャツ・セーター類",778,6.3,931,604,1029,784,1368,1183,762,454,424
"2","7","5","3","1","0","590","ワイシャツ",142,16.4,171,228,148,205,268,274,166,33,19
"2","7","5","3","1","0","591","他の男子用シャツ",514,12.7,591,362,663,465,855,766,511,343,318
"2","7","5","3","1","0","592","男子用セーター",122,-20.3,169,14,218,114,245,144,85,78,87
"2","6","5","3","2","0","0","婦人用シャツ・セーター類",1372,6.2,825,1475,1241,1396,2383,1623,1721,1011,932
"2","7","5","3","2","0","593","ブラウス",278,13.0,84,169,194,344,448,314,518,207,196
"2","7","5","3","2","0","594","他の婦人用シャツ",610,-0.7,419,744,627,628,1025,784,665,429,348
"2","7","5","3","2","0","595","婦人用セーター",485,12.3,323,561,420,423,910,525,538,376,388
"2","6","5","3","3","0","596","子供用シャツ・セーター類",153,-11.0,427,429,512,232,104,51,66,40,37
"2","5","5","4","0","0","0","下着類",977,-10.4,894,921,1054,1286,1261,1022,856,844,814
"2","6","5","4","1","0","0","男子用下着類",295,-5.4,260,119,244,329,376,294,283,312,336
"2","7","5","4","1","0","600","男子用下着",243,6.1,160,92,208,278,348,245,252,244,247
"2","7","5","4","1","0","602","男子用寝巻き",52,-37.3,101,26,36,51,28,49,31,68,88
"2","6","5","4","2","0","0","婦人用下着類",578,-10.5,367,420,466,763,794,706,558,518,470
"2","7","5","4","2","0","610","婦人用ファンデーション",84,-17.6,80,60,54,116,141,164,44,60,44
"2","7","5","4","2","0","612","他の婦人用下着",410,-4.7,208,317,310,573,517,454,435,384,355
"2","7","5","4","2","0","614","婦人用寝巻き",84,-26.3,78,43,103,74,136,88,79,74,72
"2","6","5","4","3","0","0","子供用下着類",104,-21.2,267,382,344,194,91,22,15,14,9
"2","7","5","4","3","0","620","子供用下着",63,-14.9,151,215,239,131,48,18,5,5,1
"2","7","5","4","3","0","621","子供用寝巻き",41,-29.3,117,167,105,63,43,4,10,9,8
"2","5","5","5","0","0","0","生地・糸類",124,1.6,129,108,124,227,38,143,109,129,106
"2","7","5","5","0","0","631","着尺地・生地",66,1.5,83,71,43,200,9,93,55,51,39
"2","7","5","5","0","0","640","他の生地・糸類",59,3.5,46,37,81,27,29,49,54,78,67
"2","5","5","6","0","0","0","他の被服",888,6.6,995,1093,1212,1132,1184,942,862,614,562
"2","7","5","6","0","0","650","帽子",134,14.5,154,178,214,140,108,89,146,122,116
"2","7","5","6","0","0","651","ネクタイ",35,6.1,159,26,32,68,40,63,12,5,3
"2","7","5","6","0","0","652","マフラー・スカーフ",72,30.9,33,97,36,78,165,89,34,58,75
"2","7","5","6","0","0","653","手袋",61,8.9,83,69,106,54,69,53,84,44,38
"2","7","5","6","0","0","654","男子用靴下",130,10.2,82,86,138,142,240,162,120,98,98
"2","7","5","6","0","0","655","婦人用ストッキング",31,-6.1,33,28,23,36,34,63,45,19,17
"2","7","5","6","0","0","656","婦人用ソックス",154,25.2,127,146,122,190,233,190,179,117,103
"2","7","5","6","0","0","657","子供用靴下",40,5.3,53,123,169,75,39,12,9,6,4
"2","7","5","6","0","0","659","他の被服のその他",232,-11.5,271,340,371,350,256,221,234,147,109
"2","5","5","7","0","0","0","履物類",1687,6.9,2024,2572,2199,2049,2722,1893,1421,1039,787
"2","7","5","7","0","0","675","大人用運動靴",420,33.8,251,517,497,455,948,440,202,301,250
"2","7","5","7","0","0","679","大人用サンダル",22,10.0,15,20,28,24,19,34,27,18,17
"2","7","5","7","0","0","670","男子靴",343,8.2,580,354,402,469,485,365,362,222,166
"2","7","5","7","0","0","672","婦人靴",544,-4.2,667,708,481,575,937,747,552,343,221
"2","7","5","7","0","0","676","子供用靴・サンダル",199,5.9,410,863,676,351,153,46,18,29,15
"2","7","5","7","0","0","680","他の履物",160,-6.4,101,111,114,175,180,261,260,127,118
"2","5","5","8","0","0","0","被服関連サービス",857,20.9,358,963,482,792,1534,1321,1390,563,482
"2","7","5","8","0","0","691","洗濯代",527,3.3,264,400,362,627,558,767,845,454,348
"2","7","5","8","0","0","694","被服賃借料",233,140.2,-,486,51,60,867,498,428,-,-
"2","7","5","8","0","0","692","他の被服関連サービス",97,-5.8,94,78,69,105,109,56,116,108,134
"2","4","6","0","0","0","0","保健医療",17431,-5.7,14604,14652,13521,15729,15812,16606,16081,20492,21592
"2","5","6","1","0","0","0","医薬品",2947,-1.2,1677,2045,1733,2283,2545,3161,3427,3617,3708
"2","7","6","1","0","0","700","感冒薬",175,30.6,205,195,247,217,190,189,215,125,97
"2","7","6","1","0","0","701","胃腸薬",114,4.6,30,39,95,119,94,161,163,121,90
"2","7","6","1","0","0","702","栄養剤",217,-23.3,110,181,149,158,181,214,279,259,316
"2","7","6","1","0","0","704","外傷・皮膚病薬",88,23.9,99,50,52,71,67,121,113,97,109
"2","7","6","1","0","0","706","他の外用薬",314,2.3,214,265,266,314,290,363,372,327,318
"2","7","6","1","0","0","709","他の医薬品",2039,-2.0,1019,1315,924,1405,1724,2113,2285,2687,2779
"2","5","6","2","0","0","710","健康保持用摂取品",1376,5.0,618,574,747,797,926,1087,986,2158,2592
"2","5","6","3","0","0","0","保健医療用品・器具",3137,-5.4,4586,4484,3725,3785,3818,3378,2801,2295,2490
"2","7","6","3","0","0","713","紙おむつ",282,5.2,1522,1096,528,196,61,41,188,119,124
"2","7","6","3","0","0","711","保健用消耗品",1400,5.4,1673,1809,1857,1811,1668,1654,1369,974,852
"2","7","6","3","0","0","712","眼鏡",646,-0.6,308,842,460,533,906,737,550,649,844
"2","7","6","3","0","0","714","コンタクトレンズ",396,-15.6,712,516,530,751,785,741,367,30,7
"2","7","6","3","0","0","719","他の保健医療用品・器具",414,-31.1,370,222,349,495,398,206,328,524,663
"2","5","6","4","0","0","0","保健医療サービス",9971,-8.3,7723,7550,7316,8864,8523,8980,8867,12421,12801
"2","7","6","4","0","0","720","医科診療代",4198,4.4,4399,3488,2619,3586,3692,4171,3382,5149,5215
"2","7","6","4","0","0","722","歯科診療代",2602,-19.1,1521,861,1977,2952,2616,2306,2023,3214,3742
"2","7","6","4","0","0","723","出産入院料",88,-62.6,219,1203,-,-,-,-,-,-,-
"2","7","6","4","0","0","721","他の入院料",1316,-18.1,246,240,388,229,265,870,1255,2532,2344
"2","7","6","4","0","0","724","整骨(接骨)・鍼灸院治療代",327,-29.2,219,425,215,378,256,300,344,356,370
"2","7","6","4","0","0","728","マッサージ料金等(診療外)",512,-3.6,321,422,751,528,645,384,789,437,580
"2","7","6","4","0","0","727","人間ドック等受診料",420,25.0,63,155,309,429,685,574,718,342,278
"2","7","6","4","0","0","729","他の保健医療サービス",507,8.3,736,757,1059,764,364,375,356,391,272
"2","4","7","0","0","0","0","交通・通信",35053,0.9,28412,40179,30878,42659,39732,46929,44313,28109,23151
"2","5","7","1","0","0","0","交通",7781,27.5,10317,6139,8272,10320,11457,11545,8478,4777,4208
"2","7","7","1","0","0","730","鉄道運賃",2937,43.8,3850,2490,3417,3402,3859,3527,3625,2091,1820
"2","7","7","1","0","0","731","鉄道通学定期代",458,25.5,-,11,232,647,1948,1092,188,38,11
"2","7","7","1","0","0","732","鉄道通勤定期代",1589,-7.3,2274,1315,2022,2771,2330,3500,1919,447,268
"2","7","7","1","0","0","733","バス代",262,23.6,201,239,134,241,261,297,492,237,175
"2","7","7","1","0","0","734","バス通学定期代",53,-18.5,56,91,-,209,103,93,-,3,-
"2","7","7","1","0","0","735","バス通勤定期代",106,-19.1,-,3,-,77,43,329,52,140,161
"2","7","7","1","0","0","736","タクシー代",672,29.2,583,446,469,570,439,493,400,951,1205
"2","7","7","1","0","0","737","航空運賃",970,133.2,2670,1195,919,1237,1770,1377,723,331,308
"2","7","7","1","0","0","738","有料道路料",675,15.8,512,342,970,1128,620,794,986,499,249
"2","7","7","1","0","0","739","他の交通",61,10.9,171,7,110,39,84,41,92,39,10
"2","5","7","2","0","0","0","自動車等関係費",15276,-3.8,10015,25604,9875,19582,12591,20139,21746,12960,9847
"2","6","7","2","1","0","0","自動車等購入",3746,-20.1,-,13923,-,5295,-,5563,6011,3527,2294
"2","7","7","2","1","0","740","自動車購入",3408,-26.5,-,13592,-,5295,-,2106,6011,3527,2294
"2","7","7","2","1","0","742","自動車以外の輸送機器購入",337,560.8,-,331,-,-,-,3457,-,-,-
"2","6","7","2","2","0","745","自転車購入",766,10.9,2349,2076,1874,727,1117,285,305,302,345
"2","6","7","2","3","0","0","自動車等維持",10765,2.5,7666,9604,8001,13561,11474,14291,15431,9131,7208
"2","7","7","2","3","0","750","ガソリン",2293,3.8,1789,1898,2549,3120,3077,2920,3100,1601,1008
"2","7","7","2","3","0","751","自動車等部品",998,14.2,693,499,664,1098,1078,1514,1793,810,626
"2","7","7","2","3","0","752","自動車等関連用品",635,-6.5,468,1073,449,1287,276,461,220,739,310
"2","7","7","2","3","0","753","自動車整備費",1407,-2.6,272,1304,779,1113,1661,2255,2486,1252,701
"2","7","7","2","3","0","755","自動車以外の輸送機器整備費",156,48.6,45,184,259,448,197,111,150,71,33
"2","7","7","2","3","0","75X","年極・月極駐車場借料",1852,-3.1,2051,1467,858,2715,1743,2481,2563,1577,1797
"2","7","7","2","3","0","756","他の駐車場借料",323,-15.7,271,360,427,505,359,534,322,198,118
"2","7","7","2","3","0","75B","レンタカー・カーシェアリング料金",488,26.8,760,804,458,449,510,500,942,300,252
"2","7","7","2","3","0","754","他の自動車等関連サービス",593,5.7,306,686,560,892,563,903,678,462,332
"2","7","7","2","3","0","757","自動車保険料（自賠責）",289,2.5,30,328,160,291,348,365,404,282,195
"2","7","7","2","3","0","758","自動車保険料（任意）",1696,4.0,961,959,803,1613,1648,2141,2741,1813,1796
"2","7","7","2","3","0","759","自動車保険料以外の輸送機器保険料",35,-16.7,22,43,35,30,15,107,31,26,42
"2","5","7","3","0","0","0","通信",11996,-5.8,8079,8437,12731,12756,15685,15246,14090,10372,9097
"2","7","7","3","0","0","760","郵便料",356,-17.0,171,230,301,294,336,311,398,432,435
"2","7","7","3","0","0","762","固定電話通信料",1329,-11.0,88,164,631,818,1255,1410,1506,1904,1959
"2","7","7","3","0","0","763","携帯電話通信料",9049,-4.8,6538,6205,10004,10449,12427,12010,11076,7080,5911
"2","7","7","3","0","0","769","運送料",520,7.4,273,606,397,614,840,301,475,504,446
"2","7","7","3","0","0","766","携帯電話機",558,-12.8,900,1014,1010,477,607,938,499,303,198
"2","7","7","3","0","0","764","他の通信機器",183,2.2,109,217,389,103,220,275,136,148,148
"2","4","8","0","0","0","0","教育",19542,2.3,6674,11268,27753,41278,66631,35350,8512,197,322
"2","5","8","1","0","0","0","授業料等",13973,-2.2,5430,6831,12594,22488,54498,30171,6104,179,293
"2","7","8","1","0","0","770","国公立小学校",268,18.6,142,447,1543,685,196,138,12,6,7
"2","7","8","1","0","0","771","私立小学校",366,-36.3,-,29,1473,855,1198,-,-,-,-
"2","7","8","1","0","0","772","国公立中学校",283,16.9,-,367,913,1272,385,159,17,-,-
"2","7","8","1","0","0","773","私立中学校",1264,19.7,-,-,1303,3776,5788,1011,251,-,-
"2","7","8","1","0","0","774","国公立高校",267,9.0,-,9,153,929,795,643,-,-,-
"2","7","8","1","0","0","775","私立高校",2614,-4.5,29,218,2910,8180,7764,5458,636,150,286
"2","7","8","1","0","0","776","国公立大学",691,15.4,-,342,669,883,2147,2255,547,-,-
"2","7","8","1","0","0","777","私立大学",6924,-6.0,-,1036,1009,4582,34300,18293,4624,5,-
"2","7","8","1","0","0","778","幼児教育費用",885,-5.9,5259,4383,2621,1326,-,-,18,2,-
"2","7","8","1","0","0","779","専修学校",411,40.3,-,-,-,-,1926,2214,-,17,-
"2","5","8","2","0","0","0","教科書・学習参考教材",198,-30.0,62,320,419,335,642,285,51,4,7
"2","7","8","2","0","0","780","教科書",82,-17.2,-,38,97,88,360,208,29,-,-
"2","7","8","2","0","0","781","学習参考教材",116,-37.0,62,282,322,247,282,77,22,4,7
"2","5","8","3","0","0","0","補習教育",5371,18.5,1181,4117,14740,18456,11491,4894,2358,14,22
"2","7","8","3","0","0","790","幼児・小学校補習教育",2459,55.1,672,3816,9803,9205,3420,910,50,2,-
"2","7","8","3","0","0","791","中学校補習教育",1657,34.4,355,301,4485,5867,4656,573,749,0,-
"2","7","8","3","0","0","792","高校補習教育・予備校",1255,-26.7,155,-,451,3383,3415,3410,1559,12,22
"2","4","9","0","0","0","0","教養娯楽",35925,8.7,32433,34817,46131,44379,42668,40813,34127,29563,26632
"2","5","9","1","0","0","0","教養娯楽用耐久財",2670,-17.6,1224,3120,3883,3484,3775,3848,2712,1752,1090
"2","7","9","1","0","0","801","テレビ",384,-31.6,405,420,270,188,470,390,535,395,238
"2","7","9","1","0","0","813","ビデオレコーダー・プレイヤー",83,-1.2,21,140,-,149,27,151,202,54,45
"2","7","9","1","0","0","810","パソコン",1200,-20.7,133,706,1940,2169,2072,1877,1098,626,419
"2","7","9","1","0","0","804","カメラ・ビデオカメラ",70,-63.0,66,199,123,180,235,-,-,4,-
"2","7","9","1","0","0","806","楽器",240,39.5,21,638,517,95,368,26,23,253,9
"2","7","9","1","0","0","807","書斎・学習用机・椅子",101,2.0,-,543,496,118,88,52,7,10,19
"2","7","9","1","0","0","809","他の教養娯楽用耐久財",512,-0.2,568,450,485,525,397,1332,637,326,258
"2","7","9","1","0","0","812","教養娯楽用耐久財修理代",80,-25.9,10,24,53,60,118,21,210,84,102
"2","5","9","2","0","0","0","教養娯楽用品",8071,-0.7,8719,7933,11115,10338,11257,10646,8319,5220,4165
"2","7","9","2","0","821-829","0","文房具",631,0.0,692,1023,1164,1015,715,544,543,382,308
"2","7","9","2","0","821-829","821","筆記・絵画用具",108,2.9,100,166,193,202,110,77,112,67,52
"2","7","9","2","0","821-829","826","ノート・紙製品",276,2.2,238,401,457,399,264,272,260,202,155
"2","7","9","2","0","821-829","827","他の学習用消耗品",56,-3.4,47,67,118,108,65,36,33,37,39
"2","7","9","2","0","821-829","828","他の学習用文房具",118,5.4,168,245,259,203,192,63,59,50,41
"2","7","9","2","0","821-829","829","他の文房具",74,-14.0,137,144,138,103,84,95,79,27,23
"2","7","9","2","0","832-834","0","運動用具類",1577,11.0,1627,1562,3133,2922,2678,2154,969,612,410
"2","7","9","2","0","832-834","832","ゴルフ用具",101,-52.6,59,1,1,161,180,231,90,64,81
"2","7","9","2","0","832-834","833","他の運動用具",392,7.1,454,684,728,704,552,718,255,111,65
"2","7","9","2","0","832-834","834","スポーツウェア",1084,28.7,1115,877,2404,2057,1946,1204,625,437,264
"2","7","9","2","0","835-837","0","玩具",879,11.5,2622,2562,2288,1390,593,723,372,231,103
"2","7","9","2","0","835-837","836","ゲーム機",115,64.3,226,358,414,216,162,19,-,17,-
"2","7","9","2","0","835-837","835","ゲームソフト等",245,20.1,882,560,680,351,194,261,59,52,25
"2","7","9","2","0","835-837","837","他の玩具",519,0.8,1513,1644,1194,823,237,443,313,162,77
"2","7","9","2","0","0","840","切り花",633,-7.2,194,283,340,346,627,640,661,868,943
"2","7","9","2","0","842 843 845-849 84A 84Y","0","他の教養娯楽用品",3004,-3.1,2952,2211,3297,3443,4104,3894,3448,2342,1966
"2","7","9","2","0","842 843 845-849 84A 84Y","846","音楽・映像用未使用メディア",53,-20.9,70,38,103,39,32,77,79,43,23
"2","7","9","2","0","842 843 845-849 84A 84Y","845","音楽・映像収録済メディア",162,-29.6,327,114,140,403,277,169,93,73,58
"2","7","9","2","0","842 843 845-849 84A 84Y","848","ペットフード",777,13.9,415,474,600,870,1198,1034,1060,626,475
"2","7","9","2","0","842 843 845-849 84A 84Y","84Y","ペット・他のペット用品",577,14.7,544,452,1055,499,1012,880,895,243,184
"2","7","9","2","0","842 843 845-849 84A 84Y","84A","園芸用植物",233,-15.3,61,60,121,201,301,167,264,303,307
"2","7","9","2","0","842 843 845-849 84A 84Y","847","園芸用品",284,9.7,48,125,177,473,159,264,293,369,334
"2","7","9","2","0","842 843 845-849 84A 84Y","843","手芸・工芸材料",86,1.2,40,118,131,92,73,100,83,80,51
"2","7","9","2","0","842 843 845-849 84A 84Y","849","電池",178,-17.2,103,189,161,136,172,173,189,200,190
"2","7","9","2","0","842 843 845-849 84A 84Y","842","他の教養娯楽用品のその他",654,-16.8,1346,639,810,731,880,1029,494,406,344
"2","7","9","2","0","0","84X","動物病院代",955,-16.2,330,84,646,765,1859,1893,1560,621,310
"2","7","9","2","0","0","841","他のペット関連サービス",382,7.6,290,207,209,433,679,786,763,157,114
"2","7","9","2","0","0","844","教養娯楽用品修理代",10,25.0,12,1,38,25,2,13,3,7,11
"2","5","9","3","0","0","0","書籍・他の印刷物",3556,-5.0,2162,2236,2812,3265,2871,3146,3815,4420,4445
"2","7","9","3","0","0","850","新聞",2155,-3.1,217,411,640,1194,1519,1844,2528,3406,3541
"2","7","9","3","0","0","851","雑誌",257,-11.7,249,254,191,273,159,327,317,267,258
"2","7","9","3","0","0","854","書籍",977,-9.4,1578,1434,1821,1586,1072,745,790,581,451
"2","7","9","3","0","0","859","他の印刷物",166,8.5,119,137,160,211,120,231,180,167,196
"2","5","9","4","0","0","0","教養娯楽サービス",21628,20.5,20329,21529,28322,27292,24765,23173,19281,18172,16933
"2","6","9","4","1","0","860","宿泊料",3181,49.1,3960,2609,3380,4141,4965,3205,3442,2231,1667
"2","6","9","4","2","0","0","パック旅行費",2802,136.9,1581,1465,2147,1757,1607,2699,739,4376,5036
"2","7","9","4","2","0","861","国内パック旅行費",1935,68.7,1581,1465,2147,1757,1421,1775,739,2503,1462
"2","7","9","4","2","0","862","外国パック旅行費",867,...,-,-,-,-,186,925,-,1873,3574
"2","6","9","4","3","0","0","月謝類",4323,8.9,3202,7130,10022,8705,5470,4424,2720,1775,1375
"2","7","9","4","3","0","875","語学月謝",353,7.6,552,518,460,978,906,242,173,21,9
"2","7","9","4","3","0","870","他の教育的月謝",246,-24.8,28,225,815,608,345,82,77,115,50
"2","7","9","4","3","0","876","音楽月謝",691,41.6,401,1769,1792,1371,751,63,273,405,308
"2","7","9","4","3","0","871","他の教養的月謝",343,-16.7,8,359,451,397,294,372,204,397,378
"2","7","9","4","3","0","872","スポーツ月謝",1516,12.5,898,3384,5367,3350,1280,803,1161,439,384
