項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,35歳未満／実数（円）,35歳未満／構成比（％）,35～39歳／実数（円）,35～39歳／構成比（％）,40～44歳／実数（円）,40～44歳／構成比（％）,45～49歳／実数（円）,45～49歳／構成比（％）,50～54歳／実数（円）,50～54歳／構成比（％）,55～59歳／実数（円）,55～59歳／構成比（％）,60～64歳／実数（円）,60～64歳／構成比（％）,65歳以上／実数（円）,65歳以上／構成比（％）,（再掲）75歳以上／実数（円）,（再掲）75歳以上／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,669,-,584,-,759,-,857,-,1118,-,956,-,935,-,4122,-,2079,-
0,0,0,0,0,調査世帯数,623,-,39,-,39,-,49,-,54,-,62,-,59,-,61,-,260,-,134,-
0,0,0,0,0,世帯人員,2.88,-,3.17,-,3.68,-,3.81,-,3.63,-,3.53,-,2.85,-,2.66,-,2.28,-,2.25,-
0,0,0,0,0,有業人員,1.26,-,1.48,-,1.47,-,1.41,-,1.77,-,1.69,-,1.93,-,1.65,-,0.71,-,0.53,-
0,0,0,0,0,世帯主平均年齢,59.8,-,30.8,-,36.9,-,42.1,-,47.1,-,52.1,-,57.1,-,62,-,75.9,-,81.5,-
2,2,0,0,0,生計支出,307959,-,231323,-,286813,-,621604,-,304003,-,351494,-,297661,-,362593,-,244660,-,217799,-
2,3,0,0,0,消費支出,285729,100,231323,100,286813,100,328693,100,304003,100,351494,100,297661,100,362593,100,244660,100,217799,100
2,4,1,0,0,食料,77933,27.3,54021,23.4,80782,28.2,86381,26.3,83623,27.5,94246,26.8,87256,29.3,83429,23,70840,29,65286,30
2,5,1,1,0,穀類,6383,2.2,4290,1.9,6613,2.3,6795,2.1,6756,2.2,7183,2,6868,2.3,7169,2,6029,2.5,5225,2.4
2,6,1,1,1,米類,1607,0.6,1207,0.5,1533,0.5,1295,0.4,1518,0.5,1894,0.5,1856,0.6,1688,0.5,1604,0.7,1533,0.7
2,6,1,1,2,パン,2827,1,1580,0.7,3194,1.1,3100,0.9,3136,1,2802,0.8,3257,1.1,3559,1,2604,1.1,2055,0.9
2,6,1,1,3,麺類,1458,0.5,1121,0.5,1382,0.5,1669,0.5,1631,0.5,1974,0.6,1308,0.4,1434,0.4,1350,0.6,1239,0.6
2,6,1,1,4,他の穀類,491,0.2,382,0.2,504,0.2,731,0.2,471,0.2,513,0.1,447,0.2,489,0.1,471,0.2,397,0.2
2,5,1,2,0,魚介類,5982,2.1,2981,1.3,3766,1.3,4102,1.2,4406,1.4,6980,2,5209,1.7,6858,1.9,7166,2.9,6990,3.2
2,6,1,2,1,生鮮魚介,3511,1.2,1638,0.7,2312,0.8,2488,0.8,2564,0.8,4097,1.2,3123,1,3894,1.1,4216,1.7,4030,1.9
2,6,1,2,2,塩干魚介,984,0.3,618,0.3,528,0.2,705,0.2,873,0.3,1284,0.4,851,0.3,1007,0.3,1127,0.5,1180,0.5
2,6,1,2,3,魚肉練製品,610,0.2,252,0.1,433,0.2,374,0.1,353,0.1,552,0.2,455,0.2,724,0.2,816,0.3,733,0.3
2,6,1,2,4,他の魚介加工品,876,0.3,472,0.2,493,0.2,535,0.2,616,0.2,1047,0.3,779,0.3,1235,0.3,1006,0.4,1047,0.5
2,5,1,3,0,肉類,7695,2.7,5552,2.4,7841,2.7,8004,2.4,9456,3.1,12151,3.5,8344,2.8,8379,2.3,6084,2.5,5583,2.6
2,6,1,3,1,生鮮肉,6329,2.2,4788,2.1,6340,2.2,6486,2,7822,2.6,10415,3,6727,2.3,6799,1.9,4931,2,4521,2.1
2,6,1,3,2,加工肉,1366,0.5,764,0.3,1501,0.5,1518,0.5,1634,0.5,1736,0.5,1617,0.5,1580,0.4,1153,0.5,1062,0.5
2,5,1,4,0,乳卵類,4231,1.5,3064,1.3,4799,1.7,4599,1.4,4657,1.5,5387,1.5,4458,1.5,3773,1,3921,1.6,3613,1.7
2,6,1,4,1,牛乳,1331,0.5,741,0.3,1677,0.6,1534,0.5,1450,0.5,1544,0.4,1426,0.5,979,0.3,1316,0.5,1231,0.6
2,6,1,4,2,乳製品,2110,0.7,1896,0.8,2234,0.8,2319,0.7,2308,0.8,2721,0.8,2209,0.7,1975,0.5,1890,0.8,1672,0.8
2,6,1,4,3,卵,789,0.3,427,0.2,888,0.3,746,0.2,898,0.3,1122,0.3,823,0.3,820,0.2,715,0.3,710,0.3
2,5,1,5,0,野菜・海藻,9807,3.4,5326,2.3,7616,2.7,8420,2.6,8439,2.8,10711,3,10138,3.4,11452,3.2,10690,4.4,10559,4.8
2,6,1,5,1,生鮮野菜,6750,2.4,3833,1.7,5602,2,6028,1.8,5931,2,7678,2.2,7062,2.4,8044,2.2,7073,2.9,6968,3.2
2,6,1,5,2,乾物・海藻,769,0.3,427,0.2,383,0.1,694,0.2,775,0.3,678,0.2,683,0.2,803,0.2,929,0.4,954,0.4
2,6,1,5,3,大豆加工品,1102,0.4,650,0.3,874,0.3,878,0.3,844,0.3,1248,0.4,1098,0.4,1325,0.4,1213,0.5,1198,0.6
2,6,1,5,4,他の野菜・海藻加工品,1186,0.4,415,0.2,757,0.3,819,0.2,889,0.3,1107,0.3,1295,0.4,1280,0.4,1475,0.6,1438,0.7
2,5,1,6,0,果物,3537,1.2,1584,0.7,2792,1,2550,0.8,3069,1,3269,0.9,3545,1.2,3339,0.9,4354,1.8,4393,2
2,6,1,6,1,生鮮果物,3137,1.1,1412,0.6,2632,0.9,2242,0.7,2660,0.9,2551,0.7,2956,1,2868,0.8,4015,1.6,4079,1.9
2,6,1,6,2,果物加工品,400,0.1,172,0.1,160,0.1,308,0.1,409,0.1,718,0.2,589,0.2,471,0.1,339,0.1,315,0.1
2,5,1,7,0,油脂・調味料,3753,1.3,2527,1.1,3420,1.2,3814,1.2,4065,1.3,4792,1.4,3948,1.3,4325,1.2,3465,1.4,3428,1.6
2,6,1,7,1,油脂,405,0.1,356,0.2,315,0.1,397,0.1,361,0.1,525,0.1,444,0.1,435,0.1,387,0.2,377,0.2
2,6,1,7,2,調味料,3348,1.2,2171,0.9,3105,1.1,3416,1,3704,1.2,4267,1.2,3503,1.2,3890,1.1,3079,1.3,3051,1.4
2,5,1,8,0,菓子類,6833,2.4,5142,2.2,6699,2.3,10244,3.1,8911,2.9,7559,2.2,8652,2.9,6317,1.7,5565,2.3,4803,2.2
2,5,1,9,0,調理食品,11924,4.2,8556,3.7,12457,4.3,13439,4.1,13300,4.4,12881,3.7,14036,4.7,12209,3.4,11017,4.5,10021,4.6
2,6,1,9,1,主食的調理食品,5352,1.9,3326,1.4,5019,1.7,6223,1.9,6953,2.3,5818,1.7,6935,2.3,5364,1.5,4738,1.9,4421,2
2,6,1,9,2,他の調理食品,6573,2.3,5230,2.3,7438,2.6,7215,2.2,6348,2.1,7063,2,7101,2.4,6845,1.9,6279,2.6,5600,2.6
2,5,1,10,0,飲料,4406,1.5,3745,1.6,5015,1.7,4675,1.4,4792,1.6,4645,1.3,4815,1.6,5530,1.5,3882,1.6,3329,1.5
2,6,1,10,1,茶類,1086,0.4,677,0.3,904,0.3,876,0.3,1140,0.4,1145,0.3,1018,0.3,1511,0.4,1108,0.5,1069,0.5
2,6,1,10,2,コーヒー・ココア,985,0.3,403,0.2,1472,0.5,1237,0.4,1151,0.4,925,0.3,1012,0.3,1370,0.4,851,0.3,571,0.3
2,6,1,10,3,他の飲料,2336,0.8,2664,1.2,2639,0.9,2563,0.8,2501,0.8,2576,0.7,2785,0.9,2649,0.7,1923,0.8,1689,0.8
2,5,1,11,0,酒類,3210,1.1,1877,0.8,2033,0.7,2811,0.9,1972,0.6,4667,1.3,3360,1.1,4512,1.2,3198,1.3,2959,1.4
2,5,1,12,0,外食,10173,3.6,9378,4.1,17732,6.2,16929,5.2,13800,4.5,14020,4,13884,4.7,9564,2.6,5469,2.2,4383,2
2,6,1,12,1,一般外食,9378,3.3,8955,3.9,16082,5.6,13154,4,11403,3.8,12718,3.6,13708,4.6,9564,2.6,5428,2.2,4363,2
2,6,1,12,2,学校給食,796,0.3,424,0.2,1649,0.6,3776,1.1,2397,0.8,1303,0.4,175,0.1,-,-,41,0,20,0
2,4,2,0,0,住居,30122,10.5,47522,20.5,26158,9.1,57703,17.6,15602,5.1,24536,7,18019,6.1,50599,14,25475,10.4,30421,14
2,5,2,1,0,家賃地代,16323,5.7,47437,20.5,24314,8.5,24526,7.5,15307,5,22734,6.5,17504,5.9,20827,5.7,5808,2.4,5684,2.6
2,5,2,2,0,設備修繕・維持,13799,4.8,85,0,1845,0.6,33177,10.1,294,0.1,1802,0.5,515,0.2,29772,8.2,19667,8,24737,11.4
2,6,2,2,1,設備材料,2616,0.9,12,0,683,0.2,51,0,154,0.1,174,0,237,0.1,203,0.1,6057,2.5,6426,3
2,6,2,2,2,工事その他のサービス,11183,3.9,73,0,1162,0.4,33126,10.1,141,0,1628,0.5,278,0.1,29569,8.2,13610,5.6,18311,8.4
2,4,3,0,0,光熱・水道,29181,10.2,24864,10.7,26940,9.4,28808,8.8,28946,9.5,29830,8.5,29921,10.1,31141,8.6,29523,12.1,28818,13.2
2,5,3,1,0,電気代,12869,4.5,11848,5.1,12264,4.3,11949,3.6,14885,4.9,12183,3.5,12577,4.2,13615,3.8,12956,5.3,12471,5.7
2,5,3,2,0,ガス代,9061,3.2,6422,2.8,8666,3,9855,3,6856,2.3,10260,2.9,9606,3.2,9151,2.5,9387,3.8,9566,4.4
2,5,3,3,0,他の光熱,1027,0.4,161,0.1,156,0.1,895,0.3,1113,0.4,224,0.1,1310,0.4,1048,0.3,1443,0.6,1431,0.7
2,5,3,4,0,上下水道料,6223,2.2,6433,2.8,5854,2,6109,1.9,6092,2,7164,2,6428,2.2,7327,2,5737,2.3,5350,2.5
2,4,4,0,0,家具・家事用品,8688,3,6473,2.8,14334,5,9554,2.9,8934,2.9,8276,2.4,13966,4.7,6378,1.8,7449,3,6660,3.1
2,5,4,1,0,家庭用耐久財,2891,1,1181,0.5,5921,2.1,2115,0.6,2440,0.8,1754,0.5,6614,2.2,355,0.1,2997,1.2,2216,1
2,6,4,1,1,家事用耐久財,1615,0.6,-,-,4563,1.6,1100,0.3,1534,0.5,90,0,6234,2.1,342,0.1,1203,0.5,1736,0.8
2,6,4,1,2,冷暖房用器具,863,0.3,-,-,-,-,182,0.1,837,0.3,200,0.1,310,0.1,13,0,1757,0.7,480,0.2
2,6,4,1,3,一般家具,413,0.1,1181,0.5,1358,0.5,833,0.3,68,0,1464,0.4,70,0,-,-,37,0,-,-
2,5,4,2,0,室内装備・装飾品,355,0.1,188,0.1,1512,0.5,1289,0.4,109,0,370,0.1,58,0,87,0,222,0.1,62,0
2,5,4,3,0,寝具類,400,0.1,589,0.3,818,0.3,326,0.1,561,0.2,476,0.1,198,0.1,467,0.1,301,0.1,448,0.2
2,5,4,4,0,家事雑貨,1902,0.7,1871,0.8,3062,1.1,2397,0.7,2106,0.7,2224,0.6,3323,1.1,1589,0.4,1263,0.5,1408,0.6
2,5,4,5,0,家事用消耗品,2758,1,2354,1,2411,0.8,3199,1,3216,1.1,3298,0.9,3518,1.2,3515,1,2201,0.9,1994,0.9
2,5,4,6,0,家事サービス,383,0.1,291,0.1,610,0.2,228,0.1,503,0.2,153,0,257,0.1,365,0.1,465,0.2,531,0.2
2,4,5,0,0,被服及び履物,7523,2.6,4868,2.1,16471,5.7,9592,2.9,9573,3.1,10696,3,11741,3.9,8928,2.5,3722,1.5,3464,1.6
2,5,5,1,0,和服,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,5,5,2,0,洋服,3144,1.1,2277,1,7093,2.5,3509,1.1,3911,1.3,4158,1.2,6413,2.2,3460,1,1395,0.6,1641,0.8
2,6,5,2,1,男子用洋服,841,0.3,338,0.1,232,0.1,383,0.1,1301,0.4,1016,0.3,4230,1.4,632,0.2,212,0.1,177,0.1
2,6,5,2,2,婦人用洋服,2056,0.7,1564,0.7,5462,1.9,2160,0.7,2080,0.7,2961,0.8,2165,0.7,2828,0.8,1183,0.5,1464,0.7
2,6,5,2,3,子供用洋服,247,0.1,375,0.2,1398,0.5,966,0.3,530,0.2,181,0.1,18,0,-,-,-,-,-,-
2,5,5,3,0,シャツ・セーター類,1152,0.4,729,0.3,2147,0.7,1417,0.4,1075,0.4,2220,0.6,1577,0.5,1461,0.4,590,0.2,532,0.2
2,6,5,3,1,男子用シャツ・セーター類,250,0.1,201,0.1,516,0.2,95,0,43,0,400,0.1,787,0.3,199,0.1,137,0.1,108,0
