項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,夫婦のみの世帯／実数（円）,夫婦のみの世帯／構成比（％）,夫婦と未婚の子供から成る世帯／実数（円）,夫婦と未婚の子供から成る世帯／構成比（％）,一人親と未婚の子供から成る世帯／実数（円）,一人親と未婚の子供から成る世帯／構成比（％）,一人親と未婚の子供から成る世帯／母親と20歳未満の子供のみの世帯／実数（円）,一人親と未婚の子供から成る世帯／母親と20歳未満の子供のみの世帯／構成比（％）,その他／実数（円）,その他／構成比（％）,（再掲）夫婦共働き世帯／実数（円）,（再掲）夫婦共働き世帯／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,3550,-,4831,-,1044,-,125,-,576,-,3295,-
0,0,0,0,0,調査世帯数,648,-,239,-,309,-,62,-,7,-,38,-,213,-
0,0,0,0,0,世帯人員,2.87,-,2,-,3.66,-,2.19,-,2.75,-,2.89,-,3.36,-
0,0,0,0,0,有業人員,1.3,-,0.76,-,1.74,-,1.09,-,0.58,-,1.22,-,2.23,-
0,0,0,0,0,世帯主平均年齢,59.7,-,68.3,-,51.6,-,67.6,-,42.8,-,60.2,-,51.5,-
2,2,0,0,0,生計支出,313234,-,326829,-,330038,-,210679,-,292197,-,274341,-,393496,-
2,3,0,0,0,消費支出,313234,100,326829,100,330038,100,210679,100,292197,100,274341,100,393496,100
2,4,1,0,0,食料,81881,26.1,72384,22.1,94299,28.6,58431,27.7,70533,24.1,78745,28.7,94254,24
2,5,1,1,0,穀類,6175,2,5299,1.6,7186,2.2,4602,2.2,5574,1.9,5940,2.2,6758,1.7
2,6,1,1,1,米類,1493,0.5,1277,0.4,1699,0.5,1247,0.6,920,0.3,1538,0.6,1639,0.4
2,6,1,1,2,パン,2630,0.8,2400,0.7,3013,0.9,1672,0.8,1770,0.6,2569,0.9,2838,0.7
2,6,1,1,3,麺類,1541,0.5,1256,0.4,1840,0.6,1219,0.6,1235,0.4,1375,0.5,1637,0.4
2,6,1,1,4,他の穀類,511,0.2,366,0.1,635,0.2,464,0.2,1650,0.6,459,0.2,645,0.2
2,5,1,2,0,魚介類,6001,1.9,6237,1.9,6056,1.8,5101,2.4,3694,1.3,5708,2.1,5128,1.3
2,6,1,2,1,生鮮魚介,3629,1.2,3895,1.2,3594,1.1,2918,1.4,2416,0.8,3567,1.3,3180,0.8
2,6,1,2,2,塩干魚介,956,0.3,891,0.3,1073,0.3,728,0.3,269,0.1,783,0.3,831,0.2
2,6,1,2,3,魚肉練製品,626,0.2,674,0.2,582,0.2,603,0.3,289,0.1,742,0.3,502,0.1
2,6,1,2,4,他の魚介加工品,790,0.3,776,0.2,807,0.2,852,0.4,720,0.2,616,0.2,615,0.2
2,5,1,3,0,肉類,8321,2.7,6312,1.9,10487,3.2,5611,2.7,7658,2.6,7451,2.7,9786,2.5
2,6,1,3,1,生鮮肉,6919,2.2,5193,1.6,8863,2.7,4256,2,6644,2.3,6072,2.2,8261,2.1
2,6,1,3,2,加工肉,1403,0.4,1119,0.3,1624,0.5,1355,0.6,1014,0.3,1379,0.5,1526,0.4
2,5,1,4,0,乳卵類,4352,1.4,3808,1.2,5241,1.6,2644,1.3,2674,0.9,3339,1.2,4550,1.2
2,6,1,4,1,牛乳,1308,0.4,1157,0.4,1619,0.5,569,0.3,527,0.2,980,0.4,1457,0.4
