階層コード,地域コード,地域,人口総数／平成22年2月１日,人口総数／平成22年1月１日,人口総数／平成21年2月１日,前月との比較／増減数,前月との比較／増減率（％）,前年同月との比較／増減数,前年同月との比較／増減率（％）
0,13000,総数,13008243,13009759,12928457,-1516,-0.01,79786,0.62
1,13100,区部,8850703,8851384,8793383,-681,-0.01,57320,0.65
1,13200,市部,4069366,4070115,4046705,-749,-0.02,22661,0.56
1,13300,郡部,59724,59783,59663,-59,-0.1,61,0.1
1,13350,島部,28450,28477,28706,-27,-0.09,-256,-0.89
,,,,,,,,,
住民基本台帳による世帯と人口_平成22年2月,,,,,,,,,
＜参考＞前月及び前年同月との比較,,,,,,,,,
地域階層（0:総数　1:区部・市部・郡部・島部）,,,,,,,,,
