階層コード,地域コード,地域,人口総数／平成22年7月１日,人口総数／平成22年6月１日,人口総数／平成21年7月１日,前月との比較／増減数,前月との比較／増減率（％）,前年同月との比較／増減数,前年同月との比較／増減率（％）
0,13000,総数,13061958,13058392,13001032,3566,0.03,60926,0.47
1,13100,区部,8890410,8887608,8847551,2802,0.03,42859,0.48
1,13200,市部,4083461,4082708,4065062,753,0.02,18399,0.45
1,13300,郡部,59764,59746,59845,18,0.03,-81,-0.14
1,13350,島部,28323,28330,28574,-7,-0.02,-251,-0.88
,,,,,,,,,
住民基本台帳による世帯と人口_平成22年7月,,,,,,,,,
＜参考＞前月及び前年同月との比較,,,,,,,,,
地域階層（0:総数　1:区部・市部・郡部・島部）,,,,,,,,,
