階層コード,地域コード,地域,人口総数／平成22年9月１日,人口総数／平成22年8月１日,人口総数／平成21年9月１日,前月との比較／増減数,前月との比較／増減率（％）,前年同月との比較／増減数,前年同月との比較／増減率（％）
0,13000,総数,13065787,13063335,13003544,2452,0.02,62243,0.48
1,13100,区部,8893931,8891546,8848561,2385,0.03,45370,0.51
1,13200,市部,4083882,4083748,4066600,134,0,17282,0.42
1,13300,郡部,59689,59733,59813,-44,-0.07,-124,-0.21
1,13350,島部,28285,28308,28570,-23,-0.08,-285,-1
,,,,,,,,,
住民基本台帳による世帯と人口_平成22年9月,,,,,,,,,
＜参考＞前月及び前年同月との比較,,,,,,,,,
地域階層（0:総数　1:区部・市部・郡部・島部）,,,,,,,,,
