階層コード,地域コード,地域,人口総数／平成22年10月１日,人口総数／平成22年9月１日,人口総数／平成21年10月１日,前月との比較／増減数,前月との比較／増減率（％）,前年同月との比較／増減数,前年同月との比較／増減率（％）
0,13000,総数,13067390,13065787,13007314,1603,0.01,60076,0.46
1,13100,区部,8894782,8893931,8850269,851,0.01,44513,0.5
1,13200,市部,4084602,4083882,4068735,720,0.02,15867,0.39
1,13300,郡部,59723,59689,59794,34,0.06,-71,-0.12
1,13350,島部,28283,28285,28516,-2,-0.01,-233,-0.82
,,,,,,,,,
住民基本台帳による世帯と人口_平成22年10月,,,,,,,,,
＜参考＞前月及び前年同月との比較,,,,,,,,,
地域階層（0:総数　1:区部・市部・郡部・島部）,,,,,,,,,
