"都道府県コード又は市区町村コード","NO","都道府県名","市区町村名","名称","名称_カナ","名称_通称","名称_英語","文化財分類","種類","場所名称","住所","方書","電話番号","内線番号","員数（数）","員数（単位）","法人番号","所有者等","文化財指定日","利用可能曜日","開始時間","終了時間","利用可能日時特記事項","画像","画像_ライセンス","概要","概要_英語","説明","説明_英語","URL","備考","画像_詳細","最終確認日","経度","緯度","分類"
"131148","0000000001","東京都","中野区","鷺宮囃子","サギノミヤバヤシ","","","中野区登録無形民俗文化財","無形民俗文化財","","東京都中野区白鷺1-31-5","","","","","","","鷺宮囃子保存会","1982-04-99","","","","","","","","","","","","","","2020/9/8","139.638785999991","35.7215275167392","文化財一覧"
"131148","0000000002","東京都","中野区","哲学堂建造物６棟","テツガクドウケンゾウブツ６トウ","","","中野区指定有形文化財","建造物","","東京都中野区松が丘1-34","哲学堂公園","","","","","","中野区","1984-01-99","","","","","","","","","","","","","","2020/9/8","139.674372158929","35.7219196491119","文化財一覧"
"131148","0000000003","東京都","中野区","哲学堂建造物４棟","テツガクドウケンゾウブツ４トウ","","","中野区指定有形文化財","建造物","","東京都中野区松が丘1-34","哲学堂公園","","","","","","中野区","1988-05-99","","","","","","","","","","","","","","2020/9/8","139.674372158931","35.7219196491106","文化財一覧"
"131148","0000000004","東京都","中野区","清谷寺の十三仏板碑","セイコクジノジュウサンブツイタビ","","","中野区指定有形文化財","美術工芸品","","東京都中野区沼袋3-21-7","","","","","","","清谷寺","1991-04-99","","","","","","","","","","","","","","2020/9/8","139.658989257656","35.7185410259839","文化財一覧"
"131148","0000000005","東京都","中野区","堀江家伝来の朱印状","ホリエケデンライノシュインジョウ","","","中野区指定有形文化財","美術工芸品","","東京都中野区中央2-33-3","","","","","","","宝仙寺","1991-04-99","","","","","","","","","","","","","","2020/9/8","139.679394159784","35.6989555952361","文化財一覧"
"131148","0000000006","東京都","中野区","醤油屋のしいの木","ショイヤノシイノキ","","","中野区指定記念物","記念物","","東京都中野区江古田4-3-4","","","","","","","歴史民俗資料館","1991-04-99","","","","","","","","","","","","","","2020/9/8","139.664989373357","35.7242050143441","文化財一覧"
"131148","0000000007","東京都","中野区","山荘の碑","サンソウノヒ","","","中野区登録有形文化財","美術工芸品","","東京都中野区大和町4-37-15","","","","","","","蓮華寺","1991-04-99","","","","","","","","","","","","","","2020/9/8","139.642316946597","35.7128918705434","文化財一覧"
"131148","0000000008","東京都","中野区","井上円了の墓","イノウエエンリョウノハカ","","","中野区登録有形文化財","美術工芸品","","東京都中野区江古田1-6-4","","","","","","","蓮華寺","1991-04-99","","","","","","","","","","","","","","2020/9/8","139.673856447059","35.7244169482091","文化財一覧"
"131148","0000000009","東京都","中野区","吉良家四代の墓","キラケヨンダイノハカ","","","中野区登録有形文化財","美術工芸品","","東京都中野区上高田4-14-1","","","","","","","萬昌院功運寺","1991-04-99","","","","","","","","","","","","","","2020/9/8","139.678703284811","35.7124738479698","文化財一覧"
"131148","0000000010","東京都","中野区","深野家文書","フカノケモンジョ","","","中野区指定有形文化財","美術工芸品","","東京都中野区江古田1-20-15","","","","","","","深野家","1992-06-99","","","","","","","","","","","","","","2020/9/8","139.67513290349","35.726729281822","文化財一覧"
"131148","0000000011","東京都","中野区","堀野家文書","ホリノケモンジョ","","","中野区指定有形文化財","美術工芸品","","東京都中野区江原町2-24-22","","","","","","","堀野家","1992-06-99","","","","","","","","","","","","","","2020/9/8","139.670431921808","35.7315711897828","文化財一覧"
"131148","0000000012","東京都","中野区","沼袋氷川神社の絵馬","ヌマブクロヒカワジンジャノエマ","","","中野区指定有形民俗文化財","美術工芸品","","東京都中野区沼袋1-31-4","","","","","","","沼袋氷川神社","1992-06-99","","","","","","","","","","","","","","2020/9/8","139.666878571357","35.7195582395148","文化財一覧"
"131148","0000000013","東京都","中野区","多田神社の大絵馬","タダジンジャノオオエマ","","","中野区指定有形民俗文化財","美術工芸品","","東京都中野区南台3-43-1","","","","","","","多田神社","1992-06-99","","","","","","","","","","","","","","2020/9/8","139.663763673995","35.6832545292203","文化財一覧"
"131148","0000000014","東京都","中野区","地蔵","ジゾウ","","","中野区登録有形文化財","美術工芸品","","東京都中野区新井5-3-5","","","","","","","梅照院","1994-07-99","","","","","","","","","","","","","","2020/9/8","139.667494137363","35.7141177893522","文化財一覧"
"131148","0000000015","東京都","中野区","地蔵","ジゾウ","","","中野区登録有形文化財","美術工芸品","","東京都中野区中央3-33-3","","","","","","","慈眼寺","1994-07-99","","","","","","","","","","","","","","2020/9/8","139.672005149133","35.6981155258782","文化財一覧"
"131148","0000000016","東京都","中野区","地蔵","ジゾウ","","","中野区登録有形文化財","美術工芸品","","東京都中野区中央3-33-3","","","","","","","慈眼寺","1994-07-99","","","","","","","","","","","","","","2020/9/8","139.672005149138","35.6981155258786","文化財一覧"
"131148","0000000017","東京都","中野区","地蔵","ジゾウ","","","中野区登録有形文化財","美術工芸品","","東京都中野区本町2-26-6","","","","","","","成願寺","1994-07-99","","","","","","","","","","","","","","2020/9/8","139.681644911369","35.6940524209277","文化財一覧"
"131148","0000000018","東京都","中野区","地蔵","ジゾウ","","","中野区登録有形文化財","美術工芸品","","東京都中野区沼袋4-1-1","","","","","","","実相院","1994-07-99","","","","","","","","","","","","","","2020/9/8","139.662413949217","35.7213411868372","文化財一覧"
"131148","0000000019","東京都","中野区","地蔵","ジゾウ","","","中野区登録有形文化財","美術工芸品","","東京都中野区野方2-14","野方第二公園西","","","","","","矢島家","1994-07-99","","","","","","","","","","","","","","2020/9/8","139.656849946562","35.7131549488147","文化財一覧"
"131148","0000000020","東京都","中野区","地蔵","ジゾウ","","","中野区登録有形文化財","美術工芸品","","東京都中野区沼袋3-21-7","","","","","","","清谷寺","1994-07-99","","","","","","","","","","","","","","2020/9/8","139.658989255182","35.7185421526902","文化財一覧"
"131148","0000000021","東京都","中野区","地蔵","ジゾウ","","","中野区登録有形文化財","美術工芸品","","東京都中野区新井5-3-5","","","","","","","梅照院","1994-07-99","","","","","","","","","","","","","","2020/9/8","139.667495518877","35.7141177912592","文化財一覧"
"131148","0000000022","東京都","中野区","地蔵","ジゾウ","","","中野区登録有形文化財","美術工芸品","","東京都中野区上高田5-21-5","","","","","","","東光寺","1994-07-99","","","","","","","","","","","","","","2020/9/8","139.676306969291","35.7175331029507","文化財一覧"
"131148","0000000023","東京都","中野区","地蔵","ジゾウ","","","中野区登録有形文化財","美術工芸品","","東京都中野区上鷺宮1-2","","","","","","","篠家","1994-07-99","","","","","","","","","","","","","","2020/9/8","139.6392771802","35.7278529579474","文化財一覧"
"131148","0000000024","東京都","中野区","地蔵","ジゾウ","","","中野区登録有形文化財","美術工芸品","","東京都中野区弥生町4-12-1","","","","","","","正蔵院","1994-07-99","","","","","","","","","","","","","","2020/9/8","139.672577691595","35.6889542538709","文化財一覧"
"131148","0000000025","東京都","中野区","地蔵","ジゾウ","","","中野区登録有形文化財","美術工芸品","","東京都中野区白鷺2-48","交通厄除地蔵","","","","","","福蔵院","1994-07-99","","","","","","","","","","","","","","2020/9/8","139.637895420222","35.7222131009839","文化財一覧"
"131148","0000000026","東京都","中野区","六地蔵","ロクジゾウ","","","中野区登録有形文化財","美術工芸品","","東京都中野区江古田3-9-15","","","","","","","東福寺","1994-07-99","","","","","","","","","","","","","","2020/9/8","139.668001098474","35.727361883853","文化財一覧"
"131148","0000000027","東京都","中野区","六地蔵","ロクジゾウ","","","中野区登録有形文化財","美術工芸品","","東京都中野区沼袋3-21-7","","","","","","","清谷寺","1994-07-99","","","","","","","","","","","","","","2020/9/8","139.658992020835","35.7185410299906","文化財一覧"
"131148","0000000028","東京都","中野区","六地蔵","ロクジゾウ","","","中野区登録有形文化財","美術工芸品","","東京都中野区弥生町4-12-1","","","","","","","正蔵院","1994-07-99","","","","","","","","","","","","","","2020/9/8","139.672577696136","35.6889520004467","文化財一覧"
"131148","0000000029","東京都","中野区","六地蔵","ロクジゾウ","","","中野区登録有形文化財","美術工芸品","","東京都中野区沼袋4-1-1","","","","","","","実相院","1994-07-99","","","","","","","","","","","","","","2020/9/8","139.662413949225","35.7213411868376","文化財一覧"
"131148","0000000030","東京都","中野区","庚申塔","コウシントウ","","","中野区登録有形文化財","美術工芸品","","東京都中野区上高田5-21-5","","","","","","","東光寺","1994-07-99","","","","","","","","","","","","","","2020/9/8","139.676306969294","35.7175331029506","文化財一覧"
"131148","0000000031","東京都","中野区","庚申塔","コウシントウ","","","中野区登録有形文化財","美術工芸品","","東京都中野区新井5-3-5","","","","","","","梅照院","1994-07-99","","","","","","","","","","","","","","2020/9/8","139.667495516545","35.7141189179663","文化財一覧"
"131148","0000000032","東京都","中野区","庚申塔","コウシントウ","","","中野区登録有形文化財","美術工芸品","","東京都中野区沼袋2-28-2","","","","","","","禅定院","1994-07-99","","","","","","","","","","","","","","2020/9/8","139.664935291897","35.7211922961855","文化財一覧"
"131148","0000000033","東京都","中野区","庚申塔","コウシントウ","","","中野区登録有形文化財","美術工芸品","","東京都中野区江古田3-9-15","","","","","","","東福寺","1994-07-99","","","","","","","","","","","","","","2020/9/8","139.668001098483","35.727361883853","文化財一覧"
"131148","0000000034","東京都","中野区","庚申塔","コウシントウ","","","中野区登録有形文化財","美術工芸品","","東京都中野区東中野1-11-1","","","","","","","東中野氷川神社","1994-07-99","","","","","","","","","","","","","","2020/9/8","139.683087793175","35.702736772478","文化財一覧"
"131148","0000000035","東京都","中野区","庚申塔","コウシントウ","","","中野区登録有形文化財","美術工芸品","","東京都中野区沼袋4-1-1","","","","","","","実相院","1994-07-99","","","","","","","","","","","","","","2020/9/8","139.662415330859","35.7213411888022","文化財一覧"
