"市区町村コード","番号","都道府県名","市区町村名","施設の分類","種類","施設名","施設名カナ","住所","方書","指定管理者名","指定期間","指定期間始期","指定期間終期","経度","緯度","分類"
"131148","11","東京都","中野区","レクリエーション・スポーツ施設","運動施設等","鷺宮運動広場","サギノミヤウンドウヒロバ","東京都中野区白鷺3-1","","なかの未来グループ","5年","2021/04/01 0:00:00","2026/03/31 0:00:00","139.635723546997","35.7222979704543","指定管理者制度導入施設一覧"
"131148","12","東京都","中野区","レクリエーション・スポーツ施設","運動施設等","上高田運動施設","カミタカダウンドウシセツ","東京都中野区上高田5-6-1","","日本体育施設グループ","5年","2021/04/01 0:00:00","2026/03/31 0:00:00","139.678432365077","35.71728900941","指定管理者制度導入施設一覧"
"131148","13","東京都","中野区","レクリエーション・スポーツ施設","運動施設等","哲学堂公園・運動施設","テツガクドウコウエン・ウンドウシセツ","東京都中野区松が丘1-34-28","","日本体育施設グループ","5年","2021/04/01 0:00:00","2026/03/31 0:00:00","139.675594325063","35.7227400237448","指定管理者制度導入施設一覧"
"131148","14","東京都","中野区","レクリエーション・スポーツ施設","運動施設等","妙正寺川公園運動広場","ミョウショウジガワコウエンウンドウヒロバ","東京都中野区松が丘1-33","","日本体育施設グループ","5年","2021/04/01 0:00:00","2026/03/31 0:00:00","139.67341235442","35.721050015113","指定管理者制度導入施設一覧"
"131148","15","東京都","中野区","レクリエーション・スポーツ施設","スポーツ・コミュニティプラザ","鷺宮スポーツ・コミュニティプラザ","サギノミヤスポーツ・コミュニティプラザ","東京都中野区白鷺3-1-13","","なかの未来グループ","2年","2021/04/01 0:00:00","2026/03/31 0:00:00","139.636028547844","35.7220689698991","指定管理者制度導入施設一覧"
"131148","16","東京都","中野区","レクリエーション・スポーツ施設","スポーツ・コミュニティプラザ","中部スポーツ・コミュニティプラザ","チュウブスポーツ・コミュニティプラザ","東京都中野区中央3-19-1","","なかの未来グループ","3年","2021/04/01 0:00:00","2026/03/31 0:00:00","139.674221547819","35.7000849516682","指定管理者制度導入施設一覧"
"131148","17","東京都","中野区","レクリエーション・スポーツ施設","スポーツ・コミュニティプラザ","南部スポーツ・コミュニティプラザ","ナンブスポーツ・コミュニティプラザ","東京都中野区弥生町5-11-26","","なかの未来グループ","3年","2021/04/01 0:00:00","2026/03/31 0:00:00","139.668819675598","35.6880799072451","指定管理者制度導入施設一覧"
"131148","18","東京都","中野区","文教施設","文化施設","もみじ山文化センター","モミジヤマブンカセンター","東京都中野区中野2-9-7","","JN指定管理者共同事業体","5年","2021/04/01 0:00:00","2026/03/31 0:00:00","139.671413519977","35.7048419608992","指定管理者制度導入施設一覧"
"131148","19","東京都","中野区","文教施設","文化施設","野方区民ホール","ノガタクミンホール","東京都中野区野方5-3-1","","JN指定管理者共同事業体","5年","2021/04/01 0:00:00","2026/03/31 0:00:00","139.653545498004","35.7180979762959","指定管理者制度導入施設一覧"
"131148","20","東京都","中野区","文教施設","文化施設","なかの芸能小劇場","ナカノゲイノウショウゲキジョウ","東京都中野区中野5-68-7","スマイル中野2階","JN指定管理者共同事業体","5年","2021/04/01 0:00:00","2026/03/31 0:00:00","139.665127513757","35.70925096325","指定管理者制度導入施設一覧"
"131148","21","東京都","中野区","文教施設","文化施設","中央図書館","チュウオウトショカン","東京都中野区中野2-9-7","","ヴィアックス・紀伊國屋書店共同事業体","5年","2021/04/01 0:00:00","2026/03/31 0:00:00","139.671413519977","35.7048419608992","指定管理者制度導入施設一覧"
"131148","22","東京都","中野区","文教施設","文化施設","野方図書館","ノガタトショカン","東京都中野区野方3-19-5","","ヴィアックス・紀伊國屋書店共同事業体","5年","2021/04/01 0:00:00","2026/03/31 0:00:00","139.654354497984","35.7175979756656","指定管理者制度導入施設一覧"
"131148","23","東京都","中野区","文教施設","文化施設","南台図書館","ミナミダイトショカン","東京都中野区南台3-26-18","","ヴィアックス・紀伊國屋書店共同事業体","5年","2021/04/01 0:00:00","2026/03/31 0:00:00","139.665706715214","35.6851958929915","指定管理者制度導入施設一覧"
"131148","24","東京都","中野区","文教施設","文化施設","鷺宮図書館","サギノミヤトショカン","東京都中野区鷺宮3-22-5","","ヴィアックス・紀伊國屋書店共同事業体","5年","2021/04/01 0:00:00","2026/03/31 0:00:00","139.639629520791","35.7235489781053","指定管理者制度導入施設一覧"
"131148","25","東京都","中野区","文教施設","文化施設","江古田図書館","エゴタトショカン","東京都中野区江古田2-1-11","","ヴィアックス・紀伊國屋書店共同事業体","5年","2021/04/01 0:00:00","2026/03/31 0:00:00","139.669033341435","35.7249910225508","指定管理者制度導入施設一覧"
"131148","26","東京都","中野区","文教施設","文化施設","上高田図書館","カミタカダトショカン","東京都中野区上高田5-30-15","","ヴィアックス・紀伊國屋書店共同事業体","5年","2021/04/01 0:00:00","2026/03/31 0:00:00","139.675258364709","35.7189480107138","指定管理者制度導入施設一覧"
"131148","27","東京都","中野区","文教施設","社会教育施設","軽井沢少年自然の家","カルイザワショウネンシゼンノイエ","長野県北佐久群軽井沢町長倉2141","","(株)フードサービスシンワ","5年","2021/04/01 0:00:00","2026/03/31 0:00:00","138.635295786035","36.3557703197678","指定管理者制度導入施設一覧"
"131148","28","東京都","中野区","基盤施設","公園","広町みらい公園","ヒロマチミライコウエン","東京都中野区弥生町6-1","","中野にぎわいプロジェクト","4年7ヶ月","2019/09/01 0:00:00","2024/03/31 0:00:00","139.661709739446","35.6848448834884","指定管理者制度導入施設一覧"
"131148","29","東京都","中野区","基盤施設","公園","平和の森公園","ヘイワノモリコウエン","東京都中野区新井3-37","","アクティブなかのグループ","4年10ヶ月","2020/06/01 0:00:00","2025/03/31 0:00:00","139.660877877888","35.7157994782709","指定管理者制度導入施設一覧"
"131148","30","東京都","中野区","産業振興施設","産業振興施設","産業振興センター","サンギョウシンコウセンター","東京都中野区中野2-13-14","","ハートフルサポート共同事業体","3年","2022/04/01 0:00:00","2025/03/31 0:00:00","139.667812540381","35.704715954129","指定管理者制度導入施設一覧"
"131148","31","東京都","中野区","基盤施設","公園","中野四季の森公園","ナカノシキノモリコウエン","東京都中野区中野4-12及び13","","中野セントラルパーク共同事業体","10年","2023/04/01 0:00:00","2032/03/31 0:00:00","139.662571044715","35.7082194819379","指定管理者制度導入施設一覧"
"131148","32","東京都","中野区","基盤施設","公園","囲町ひろば","カコイチョウヒロバ","東京都中野区中野4-15及び16","","中野セントラルパーク共同事業体","10年","2023/04/01 0:00:00","2032/03/31 0:00:00","139.660067846837","35.7063371092147","指定管理者制度導入施設一覧"
"131148","33","東京都","中野区","文教施設","文化施設","中央図書館みなみの小学校分室","チュウオウトショカンミナミノショウガッコウブンシツ","東京都中野区弥生町4-27-11","","ヴィアックス・紀伊國屋書店共同事業体","5年","2021/04/01 0:00:00","2026/03/31 0:00:00","139.669734795528","35.6871638457074","指定管理者制度導入施設一覧"
"131148","34","東京都","中野区","文教施設","文化施設","中央図書館美鳩小学校分室","チュウオウトショカンミハトショウガッコウブンシツ","東京都中野区大和町4-26-5","","ヴィアックス・紀伊國屋書店共同事業体","5年","2021/04/01 0:00:00","2026/03/31 0:00:00","139.644550746847","35.7147607050686","指定管理者制度導入施設一覧"
"131148","35","東京都","中野区","文教施設","文化施設","中央図書館中野第一小学校分室","チュウオウトショカンナカノダイイチショウガッコウブンシツ","東京都中野区本町3-16-1","","ヴィアックス・紀伊國屋書店共同事業体","5年","2021/04/01 0:00:00","2026/03/31 0:00:00","139.678074409255","35.6960027141993","指定管理者制度導入施設一覧"
"131148","36","東京都","中野区","文教施設","文化施設","中野東図書館","ナカノヒガシトショカン","東京都中野区中央1-41-2","","ヴィアックス・紀伊國屋書店共同事業体","4年5ヶ月","2021/11/01 0:00:00","2026/03/31 0:00:00","139.68323027001","35.6983201530835","指定管理者制度導入施設一覧"
