"市区町村コード","番号","都道府県名","市区町村名","施設の分類","種類","施設名","施設名カナ","住所","方書","指定管理者名","指定期間","指定期間始期","指定期間終期","経度","緯度","分類"
"131148","1","東京都","中野区","社会福祉施設","生活介護事業所","かみさぎこぶし園","カミサギコブシエン","東京都中野区上鷺宮1-21-30","","(社福)東京都手をつなぐ育成会","10年","2015/04/01 0:00:00","2025/03/31 0:00:00","139.636288484978","35.7300029947271","指定管理者制度導入施設一覧"
"131148","2","東京都","中野区","社会福祉施設","社会福祉会館","社会福祉会館","シャカイフクシカイカン","東京都中野区中野5-68-7","","(社福)中野区社会福祉協議会","3年","2021/04/01 0:00:00","2024/03/31 0:00:00","139.665127513757","35.70925096325","指定管理者制度導入施設一覧"
"131148","3","東京都","中野区","社会福祉施設","生活介護・自立訓練事業所、地域活動支援センター","障害者福祉会館","ショウガイシャフクシカイカン","東京都中野区沼袋2-40-18","","(社福)東京都手をつなぐ育成会","5年","2019/04/01 0:00:00","2024/03/31 0:00:00","139.662990389745","35.7237470099365","指定管理者制度導入施設一覧"
"131148","4","東京都","中野区","社会福祉施設","就労移行支援・就労継続支援(B型)事業所","仲町就労支援事業所","ナカチョウシュウロウシエンジギョウショ","東京都中野区中央3-19-1","","(社福)東京コロニー","5年","2021/04/01 0:00:00","2026/03/31 0:00:00","139.674221547819","35.7000849516682","指定管理者制度導入施設一覧"
"131148","5","東京都","中野区","社会福祉施設","生活介護・就労移行支援・就労継続支援(B型)事業所","弥生福祉作業所","ヤヨイフクシサギョウジョ","東京都中野区弥生町4-36-15","","(社福)正夢の会","5年","2019/04/01 0:00:00","2024/03/31 0:00:00","139.670925649142","35.689982916195","指定管理者制度導入施設一覧"
"131148","6","東京都","中野区","社会福祉施設","療育施設","療育センター アポロ園","リョウイクセンター アポロエン","東京都中野区江古田4-43-25","","(社福)全国重症心身障害児(者)を守る会","10年","2014/04/01 0:00:00","2024/03/31 0:00:00","139.659618395616","35.725307010416","指定管理者制度導入施設一覧"
"131148","7","東京都","中野区","社会福祉施設","療育施設","子ども発達センター たんぽぽ","コドモハッタツシエンセンター タンポポ","東京都中野区丸山1-17-2","","(社福)全国重症心身障害児(者)を守る会","10年","2014/10/01 0:00:00","2024/09/30 0:00:00","139.657711417614","35.7242200037013","指定管理者制度導入施設一覧"
"131148","8","東京都","中野区","社会福祉施設","療育施設","放課後デイサービスセンター みずいろ","ホウカゴデイサービスセンター ミズイロ","東京都中野区丸山1-17-2","","特定非営利活動法人わかみやクラブ","5年6ヶ月","2019/10/01 0:00:00","2025/03/31 0:00:00","139.657711417614","35.7242200037013","指定管理者制度導入施設一覧"
"131148","9","東京都","中野区","社会福祉施設","療育施設","療育センター ゆめなりあ","リョウイクセンター ユメナリア","東京都中野区弥生町5-5-2","","(社福)正夢の会","5年","2021/04/01 0:00:00","2026/03/31 0:00:00","139.666500704717","35.6859738967866","指定管理者制度導入施設一覧"
"131148","10","東京都","中野区","レクリエーション・スポーツ施設","体育館","総合体育館","ソウゴウタイイクカン","東京都中野区新井3-37-78","","アクティブなかのグループ","4年10ヶ月","2020/06/01 0:00:00","2025/03/31 0:00:00","139.660877877888","35.7157994782709","指定管理者制度導入施設一覧"
