"No","名称","名称_カナ","住所","方書","利用可能曜日","開始時間","終了時間","利用可能日時特記事項","URL","備考","経度","緯度","分類"
"1","南台まちづくり住宅","","中野区南台3-1-15","","","","","","","","139.669157924525","35.6830299853959","まちづくり住宅"
"2","弥生町まちづくり住宅","","中野区弥生町3-6-12","","","","","","","","139.675092046505","35.6896377559716","まちづくり住宅"
