"名称","名称かな","所在地","TEL","FAX","URL","e-mail","アクセス方法","開館時間","詳細情報","CMS管理番号","分類HCODE","経度","緯度","分類"
"【区のお知らせ板】鷺宮4-41（鷺Ａ－４８）","","鷺宮4-41","","","","","","","区役所などの行政機関からのお知らせ、区役所または教育委員会との共催や後援を受けているものを掲示しています。","","487800","139.63537828842","35.7258778807741","中野区お知らせ板一覧"
"【区のお知らせ板】上鷺宮2-5-8（上Ａ－０６）","","上鷺宮2-5-8","","","","","","","区役所などの行政機関からのお知らせ、区役所または教育委員会との共催や後援を受けているものを掲示しています。","","487800","139.635677047927","35.7287865200935","中野区お知らせ板一覧"
"【区のお知らせ板】鷺宮4-6（鷺Ａ－４２）","","鷺宮4-6","","","","","","","区役所などの行政機関からのお知らせ、区役所または教育委員会との共催や後援を受けているものを掲示しています。","","487800","139.635789468428","35.723594212837","中野区お知らせ板一覧"
"【区のお知らせ板】鷺宮4-7（鷺Ａ－４３）","","鷺宮4-7","","","","","","","区役所などの行政機関からのお知らせ、区役所または教育委員会との共催や後援を受けているものを掲示しています。","","487800","139.635789395624","35.7244128233059","中野区お知らせ板一覧"
"【区のお知らせ板】上鷺宮1-21（上Ａ－０５）","","上鷺宮1-21","","","","","","","区役所などの行政機関からのお知らせ、区役所または教育委員会との共催や後援を受けているものを掲示しています。","","487800","139.636170690901","35.7306686488114","中野区お知らせ板一覧"
"【区のお知らせ板】白鷺1-9（鷺Ａ－２１）","","白鷺1-9","","","","","","","区役所などの行政機関からのお知らせ、区役所または教育委員会との共催や後援を受けているものを掲示しています。","","487800","139.636383918782","35.7176809986594","中野区お知らせ板一覧"
"【区のお知らせ板】鷺宮4-42-3（鷺Ａ－４９）","","鷺宮4-42-3","","","","","","","区役所などの行政機関からのお知らせ、区役所または教育委員会との共催や後援を受けているものを掲示しています。","","487800","139.636780465273","35.7255400031966","中野区お知らせ板一覧"
"【区のお知らせ板】白鷺1-25-9（鷺Ａ－２６）","","白鷺1-25-9","","","","","","","区役所などの行政機関からのお知らせ、区役所または教育委員会との共催や後援を受けているものを掲示しています。","","487800","139.636923267615","35.7199472107398","中野区お知らせ板一覧"
"【区のお知らせ板】白鷺1-23-11（鷺Ａ－２５）","","白鷺1-23-11","","","","","","","区役所などの行政機関からのお知らせ、区役所または教育委員会との共催や後援を受けているものを掲示しています。","","487800","139.636935971314","35.7189588140724","中野区お知らせ板一覧"
"【区のお知らせ板】鷺宮4-37-3（鷺Ａ－４７）","","鷺宮4-37-3","","","","","","","区役所などの行政機関からのお知らせ、区役所または教育委員会との共催や後援を受けているものを掲示しています。","","487800","139.638173955863","35.7249331224756","中野区お知らせ板一覧"
"【区のお知らせ板】若宮3-58-18（鷺Ａ－１６）","","若宮3-58-18","","","","","","","区役所などの行政機関からのお知らせ、区役所または教育委員会との共催や後援を受けているものを掲示しています。","","487800","139.639166865977","35.722254179299","中野区お知らせ板一覧"
"【区のお知らせ板】鷺宮3-22-5（鷺Ａ－３９）","","鷺宮3-22-5","","","","","","","区役所などの行政機関からのお知らせ、区役所または教育委員会との共催や後援を受けているものを掲示しています。","","487800","139.639671214302","35.7235326363568","中野区お知らせ板一覧"
"【区のお知らせ板】鷺宮3-31-34（鷺Ａ－４１）","","鷺宮3-31-34","","","","","","","区役所などの行政機関からのお知らせ、区役所または教育委員会との共催や後援を受けているものを掲示しています。","","487800","139.640031721727","35.72440471289","中野区お知らせ板一覧"
"【区のお知らせ板】白鷺1-1-1（鷺Ａ－１８）","","白鷺1-1-1","","","","","","","区役所などの行政機関からのお知らせ、区役所または教育委員会との共催や後援を受けているものを掲示しています。","","487800","139.640736098781","35.7153063287642","中野区お知らせ板一覧"
"【区のお知らせ板】鷺宮3-13-6（鷺Ａ－３８）","","鷺宮3-13-6","","","","","","","区役所などの行政機関からのお知らせ、区役所または教育委員会との共催や後援を受けているものを掲示しています。","","487800","139.640886855663","35.7228793672533","中野区お知らせ板一覧"
"【区のお知らせ板】鷺宮3-28-11（鷺Ａ－４０）","","鷺宮3-28-11","","","","","","","区役所などの行政機関からのお知らせ、区役所または教育委員会との共催や後援を受けているものを掲示しています。","","487800","139.640929631799","35.7244723194113","中野区お知らせ板一覧"
"【区のお知らせ板】若宮2-50-4（鷺Ａ－０９）","","若宮2-50-4","","","","","","","区役所などの行政機関からのお知らせ、区役所または教育委員会との共催や後援を受けているものを掲示しています。","","487800","139.641047396517","35.7182949383199","中野区お知らせ板一覧"
"【区のお知らせ板】若宮3-58-7（鷺Ａ－１７）","","若宮3-58-7","","","","","","","区役所などの行政機関からのお知らせ、区役所または教育委員会との共催や後援を受けているものを掲示しています。","","487800","139.641060200818","35.7219458074718","中野区お知らせ板一覧"
"【区のお知らせ板】大和町4-43-8（鷺Ａ－５６）","","大和町4-43-8","","","","","","","区役所などの行政機関からのお知らせ、区役所または教育委員会との共催や後援を受けているものを掲示しています。","","487800","139.641610591364","35.7156248911888","中野区お知らせ板一覧"
"【区のお知らせ板】若宮3-22-14（鷺Ａ－１２）","","若宮3-22-14","","","","","","","区役所などの行政機関からのお知らせ、区役所または教育委員会との共催や後援を受けているものを掲示しています。","","487800","139.642665725864","35.7225268740663","中野区お知らせ板一覧"
"【区のお知らせ板】大和町4-42（大Ａ－１３）","","大和町4-42","","","","","","","区役所などの行政機関からのお知らせ、区役所または教育委員会との共催や後援を受けているものを掲示しています。","","487800","139.642694442656","35.714445340851","中野区お知らせ板一覧"
"【区のお知らせ板】若宮2-40-10（鷺Ａ－０８）","","若宮2-40-10","","","","","","","区役所などの行政機関からのお知らせ、区役所または教育委員会との共催や後援を受けているものを掲示しています。","","487800","139.64315470093","35.716557174457","中野区お知らせ板一覧"
"【区のお知らせ板】大和町4-51（鷺Ａ－０１）","","大和町4-51","","","","","","","区役所などの行政機関からのお知らせ、区役所または教育委員会との共催や後援を受けているものを掲示しています。","","487800","139.643495274903","35.7155760705938","中野区お知らせ板一覧"
"【区のお知らせ板】大和町3-42（大Ａ－１０）","","大和町3-42","","","","","","","区役所などの行政機関からのお知らせ、区役所または教育委員会との共催や後援を受けているものを掲示しています。","","487800","139.643682747552","35.712456750539","中野区お知らせ板一覧"
"【区のお知らせ板】鷺宮1-16（鷺Ａ－３６）","","鷺宮1-16","","","","","","","区役所などの行政機関からのお知らせ、区役所または教育委員会との共催や後援を受けているものを掲示しています。","","487800","139.644376310468","35.722506876593","中野区お知らせ板一覧"
"【区のお知らせ板】若宮2-1（大Ａ－１７）","","若宮2-1","","","","","","","区役所などの行政機関からのお知らせ、区役所または教育委員会との共催や後援を受けているものを掲示しています。","","487800","139.646168008103","35.7151875411832","中野区お知らせ板一覧"
"【区のお知らせ板】大和町4-12（大Ａ－１１
）","","大和町4-12","","","","","","","区役所などの行政機関からのお知らせ、区役所または教育委員会との共催や後援を受けているものを掲示しています。","","487800","139.646976250193","35.7155098873303","中野区お知らせ板一覧"
"【区のお知らせ板】若宮1-4（大Ａ－１６）","","若宮1-4","","","","","","","区役所などの行政機関からのお知らせ、区役所または教育委員会との共催や後援を受けているものを掲示しています。","","487800","139.647009485868","35.716735364527","中野区お知らせ板一覧"
"【区のお知らせ板】若宮1-44-7（鷺Ａ－０５）","","若宮1-44-7","","","","","","","区役所などの行政機関からのお知らせ、区役所または教育委員会との共催や後援を受けているものを掲示しています。","","487800","139.647010289267","35.7198682782466","中野区お知らせ板一覧"
"【区のお知らせ板】若宮1-20-5（鷺Ａ－０３）","","若宮1-20-5","","","","","","","区役所などの行政機関からのお知らせ、区役所または教育委員会との共催や後援を受けているものを掲示しています。","","487800","139.647035838334","35.7178671636836","中野区お知らせ板一覧"
"【区のお知らせ板】大和町3-8-3（大Ａ－０９）","","大和町3-8-3","","","","","","","区役所などの行政機関からのお知らせ、区役所または教育委員会との共催や後援を受けているものを掲示しています。","","487800","139.648001473809","35.7114115135223","中野区お知らせ板一覧"
"【区のお知らせ板】若宮1-6-11（鷺Ａ－０２）","","若宮1-6-11","","","","","","","区役所などの行政機関からのお知らせ、区役所または教育委員会との共催や後援を受けているものを掲示しています。","","487800","139.648316700971","35.7174336882386","中野区お知らせ板一覧"
"【区のお知らせ板】大和町2-44-6（大Ａ－０８）","","大和町2-44-6","","","","","","","区役所などの行政機関からのお知らせ、区役所または教育委員会との共催や後援を受けているものを掲示しています。","","487800","139.648759781907","35.7136332666449","中野区お知らせ板一覧"
"【区のお知らせ板】若宮1-1-2（大Ａ－１５）","","若宮1-1-2","","","","","","","区役所などの行政機関からのお知らせ、区役所または教育委員会との共催や後援を受けているものを掲示しています。2012年12月31日（予定）まで一時的に撤去しています。","","487800","139.64877879878","35.7161632375071","中野区お知らせ板一覧"
"【区のお知らせ板】若宮1-34-3（鷺Ａ－０４）","","若宮1-34-3","","","","","","","区役所などの行政機関からのお知らせ、区役所または教育委員会との共催や後援を受けているものを掲示しています。","","487800","139.648864551393","35.7193225991628","中野区お知らせ板一覧"
"【区のお知らせ板】若宮1-54-8（鷺Ａ－０６）","","若宮1-54-8","","","","","","","区役所などの行政機関からのお知らせ、区役所または教育委員会との共催や後援を受けているものを掲示しています。","","487800","139.649764089034","35.720181876658","中野区お知らせ板一覧"
"【区のお知らせ板】野方6-51-2（野Ａ－３３）","","野方6-51-2","","","","","","","区役所などの行政機関からのお知らせ、区役所または教育委員会との共催や後援を受けているものを掲示しています。","","487800","139.649953031091","35.7231903862249","中野区お知らせ板一覧"
"【区のお知らせ板】丸山2-24-1（野Ａ－０９）","","丸山2-24-1","","","","","","","区役所などの行政機関からのお知らせ、区役所または教育委員会との共催や後援を受けているものを掲示しています。","","487800","139.650021164791","35.7238978452315","中野区お知らせ板一覧"
"【区のお知らせ板】野方6-35-10（野Ａ－３１）","","野方6-35-10","","","","","","","区役所などの行政機関からのお知らせ、区役所または教育委員会との共催や後援を受けているものを掲示しています。","","487800","139.650092117222","35.7210997423954","中野区お知らせ板一覧"
"【区のお知らせ板】野方6-41-12（野Ａ－３２）","","野方6-41-12","","","","","","","区役所などの行政機関からのお知らせ、区役所または教育委員会との共催や後援を受けているものを掲示しています。","","487800","139.650292266815","35.7222834810468","中野区お知らせ板一覧"
"【区のお知らせ板】若宮1-1（大Ａ－１４）","","若宮1-1","","","","","","","区役所などの行政機関からのお知らせ、区役所または教育委員会との共催や後援を受けているものを掲示しています。","","487800","139.650602059915","35.7159886990078","中野区お知らせ板一覧"
"【区のお知らせ板】野方6-30-6（野Ａ－３０）","","野方6-30-6","","","","","","","区役所などの行政機関からのお知らせ、区役所または教育委員会との共催や後援を受けているものを掲示しています。","","487800","139.651175125684","35.7214571006174","中野区お知らせ板一覧"
"【区のお知らせ板】大和町1-34-10（大Ａ－０４）","","大和町1-34-10","","","","","","","区役所などの行政機関からのお知らせ、区役所または教育委員会との共催や後援を受けているものを掲示しています。","","487800","139.651398410056","35.7109085466398","中野区お知らせ板一覧"
"【区のお知らせ板】大和町2-8（大Ａ－０５）","","大和町2-8","","","","","","","区役所などの行政機関からのお知らせ、区役所または教育委員会との共催や後援を受けているものを掲示しています。","","487800","139.651667662156","35.7161866563831","中野区お知らせ板一覧"
"【区のお知らせ板】大和町2-8-12（大Ａ－０６）","","大和町2-8-12","","","","","","","区役所などの行政機関からのお知らせ、区役所または教育委員会との共催や後援を受けているものを掲示しています。","","487800","139.651778192237","35.7156347330439","中野区お知らせ板一覧"
"【区のお知らせ板】野方5-19（野Ａ－２７）","","野方5-19","","","","","","","区役所などの行政機関からのお知らせ、区役所または教育委員会との共催や後援を受けているものを掲示しています。","","487800","139.651948815486","35.7186242762551","中野区お知らせ板一覧"
"【区のお知らせ板】大和町1-18（大Ａ－０２）","","大和町1-18","","","","","","","区役所などの行政機関からのお知らせ、区役所または教育委員会との共催や後援を受けているものを掲示しています。","","487800","139.652015615321","35.7128189125498","中野区お知らせ板一覧"
"【区のお知らせ板】野方5-7（野Ａ－０８）","","野方5-7","","","","","","","区役所などの行政機関からのお知らせ、区役所または教育委員会との共催や後援を受けているものを掲示しています。","","487800","139.652144895808","35.7177892608373","中野区お知らせ板一覧"
"【区のお知らせ板】大和町2-16（大Ａ－０７）","","大和町2-16","","","","","","","区役所などの行政機関からのお知らせ、区役所または教育委員会との共催や後援を受けているものを掲示しています。","","487800","139.652461934088","35.7152123596792","中野区お知らせ板一覧"
"【区のお知らせ板】野方6-3-4（野Ａ－２８）","","野方6-3-4","","","","","","","区役所などの行政機関からのお知らせ、区役所または教育委員会との共催や後援を受けているものを掲示しています。","","487800","139.65262690823","35.7199171149893","中野区お知らせ板一覧"
"【区のお知らせ板】野方6-3-3（野A－３６）","","野方6-3-3","","","","","","","区役所などの行政機関からのお知らせ、区役所または教育委員会との共催や後援を受けているものを掲示しています。　","","487800","139.652811327102","35.7199801664347","中野区お知らせ板一覧"
"【区のお知らせ板】大和町1-18-1（大Ａ－０３）","","大和町1-18-1","","","","","","","区役所などの行政機関からのお知らせ、区役所または教育委員会との共催や後援を受けているものを掲示しています。","","487800","139.65283679479","35.7136024457625","中野区お知らせ板一覧"
"【区のお知らせ板】野方5-3-7（野Ａ－２６）","","野方5-3-7","","","","","","","区役所などの行政機関からのお知らせ、区役所または教育委員会との共催や後援を受けているものを掲示しています。","","487800","139.653117790577","35.7183275531538","中野区お知らせ板一覧"
"【区のお知らせ板】大和町2-2（野Ａ－３４）","","大和町2-2","","","","","","","区役所などの行政機関からのお知らせ、区役所または教育委員会との共催や後援を受けているものを掲示しています。","","487800","139.653455250901","35.7152205304659","中野区お知らせ板一覧"
"【区のお知らせ板】野方2-55-1（野Ａ－１７）","","野方2-55-1","","","","","","","区役所などの行政機関からのお知らせ、区役所または教育委員会との共催や後援を受けているものを掲示しています。","","487800","139.654070651874","35.7122358392492","中野区お知らせ板一覧"
"【区のお知らせ板】野方3-19-7（野Ａ－２２）","","野方3-19-7","","","","","","","区役所などの行政機関からのお知らせ、区役所または教育委員会との共催や後援を受けているものを掲示しています。","","487800","139.654262311958","35.7175755432989","中野区お知らせ板一覧"
"【区のお知らせ板】野方2-57-17（野Ａ－１８）","","野方2-57-17","","","","","","","区役所などの行政機関からのお知らせ、区役所または教育委員会との共催や後援を受けているものを掲示しています。","","487800","139.654699466536","35.7135421329128","中野区お知らせ板一覧"
"【区のお知らせ板】野方2-64-19（野Ａ－３７）","","野方2-64-19","","","","","","","区役所などの行政機関からのお知らせ、区役所または教育委員会との共催や後援を受けているものを掲示しています。","","487800","139.654787773255","35.715788816373","中野区お知らせ板一覧"
"【区のお知らせ板】丸山1-13-9（野Ａ－０４Ｙ）","","丸山1-13-9","","","","","","","区役所などの行政機関からのお知らせ、区役所または教育委員会との共催や後援を受けているものを掲示しています。","","487800","139.655125612173","35.724861741952","中野区お知らせ板一覧"
"【区のお知らせ板】野方1-42-6（大Ａ－０１）","","野方1-42-6","","","","","","","区役所などの行政機関からのお知らせ、区役所または教育委員会との共催や後援を受けているものを掲示しています。","","487800","139.655287673952","35.7098282155675","中野区お知らせ板一覧"
"【区のお知らせ板】丸山1-22-2（野Ａ－０７）","","丸山1-22-2","","","","","","","区役所などの行政機関からのお知らせ、区役所または教育委員会との共催や後援を受けているものを掲示しています。","","487800","139.655652890905","35.7258357696843","中野区お知らせ板一覧"
"【区のお知らせ板】野方3-6-14（野Ａ－２０）","","野方3-6-14","","","","","","","区役所などの行政機関からのお知らせ、区役所または教育委員会との共催や後援を受けているものを掲示しています。","","487800","139.656102497955","35.7173319171081","中野区お知らせ板一覧"
"【区のお知らせ板】野方4-36（野Ａ－２４）","","野方4-36","","","","","","","区役所などの行政機関からのお知らせ、区役所または教育委員会との共催や後援を受けているものを掲示しています。","","487800","139.656402777692","35.7205685847311","中野区お知らせ板一覧"
"【区のお知らせ板】野方4-9-14（野Ａ－２３）","","野方4-9-14","","","","","","","区役所などの行政機関からのお知らせ、区役所または教育委員会との共催や後援を受けているものを掲示しています。","","487800","139.656480828503","35.7190724377698","中野区お知らせ板一覧"
"【区のお知らせ板】野方1-22-3（野Ａ－１３）","","野方1-22-3","","","","","","","区役所などの行政機関からのお知らせ、区役所または教育委員会との共催や後援を受けているものを掲示しています。","","487800","139.656562837632","35.7119679269202","中野区お知らせ板一覧"
"【区のお知らせ板】丸山1-1（野Ａ－０２）","","丸山1-1","","","","","","","区役所などの行政機関からのお知らせ、区役所または教育委員会との共催や後援を受けているものを掲示しています。","","487800","139.656797265136","35.7239775809817","中野区お知らせ板一覧"
"【区のお知らせ板】野方4-41-7（野Ａ－３８）","","野方4-41-7","","","","","","","区役所などの行政機関からのお知らせ、区役所または教育委員会との共催や後援を受けているものを掲示しています。","","487800","139.656817028741","35.7220336297596","中野区お知らせ板一覧"
"【区のお知らせ板】丸山1-17（野Ａ－０６）","","丸山1-17","","","","","","","区役所などの行政機関からのお知らせ、区役所または教育委員会との共催や後援を受けているものを掲示しています。","","487800","139.656900744954","35.7244281353938","中野区お知らせ板一覧"
"【区のお知らせ板】野方3-10-2（野Ａ－２１）","","野方3-10-2","","","","","","","区役所などの行政機関からのお知らせ、区役所または教育委員会との共催や後援を受けているものを掲示しています。","","487800","139.657473760466","35.718380994978","中野区お知らせ板一覧"
"【区のお知らせ板】丸山1-2-6（野Ａ－０３Ｙ）","","丸山1-2-6","","","","","","","区役所などの行政機関からのお知らせ、区役所または教育委員会との共催や後援を受けているものを掲示しています。","","487800","139.657488008699","35.7229413309463","中野区お知らせ板一覧"
"【区のお知らせ板】丸山1-17（野Ａ－０５）","","丸山1-17","","","","","","","区役所などの行政機関からのお知らせ、区役所または教育委員会との共催や後援を受けているものを掲示しています。","","487800","139.658014261456","35.7252415999576","中野区お知らせ板一覧"
"【区のお知らせ板】野方1-21-1（野Ａ－１２）","","野方1-21-1","","","","","","","区役所などの行政機関からのお知らせ、区役所または教育委員会との共催や後援を受けているものを掲示しています。","","487800","139.658071916495","35.7121181544369","中野区お知らせ板一覧"
"【区のお知らせ板】野方2-6-3（野Ａ－１５）","","野方2-6-3","","","","","","","区役所などの行政機関からのお知らせ、区役所または教育委員会との共催や後援を受けているものを掲示しています。","","487800","139.658591588862","35.7131701137888","中野区お知らせ板一覧"
"【区のお知らせ板】野方2-4（野Ａ－１４）","","野方2-4","","","","","","","区役所などの行政機関からのお知らせ、区役所または教育委員会との共催や後援を受けているものを掲示しています。","","487800","139.658602606788","35.7155038184123","中野区お知らせ板一覧"
"【区のお知らせ板】沼袋3-13-12（沼Ａ－１２）","","沼袋3-13-12","","","","","","","区役所などの行政機関からのお知らせ、区役所または教育委員会との共催や後援を受けているものを掲示しています。","","487800","139.659140258356","35.71773866769","中野区お知らせ板一覧"
"【区のお知らせ板】野方1-11-14（野Ａ－１１）","","野方1-11-14","","","","","","","区役所などの行政機関からのお知らせ、区役所または教育委員会との共催や後援を受けているものを掲示しています。","","487800","139.659250306964","35.712320487257","中野区お知らせ板一覧"
"【区のお知らせ板】江古田4-43（沼Ａ－２４）","","江古田4-43","","","","","","","区役所などの行政機関からのお知らせ、区役所または教育委員会との共催や後援を受けているものを掲示しています。","","487800","139.659649861874","35.7252392046624","中野区お知らせ板一覧"
"【区のお知らせ板】弥生町6-6(南Ａ－３９)","","弥生町6-6","","","","","","","区役所などの行政機関からのお知らせ、区役所または教育委員会との共催や後援を受けているものを掲示しています。","","487800","139.659906748656","35.6860130650396","中野区お知らせ板一覧"
