"名称","名称かな","所在地","TEL","FAX","URL","e-mail","アクセス方法","開館時間","詳細情報","CMS管理番号","分類HCODE","経度","緯度","分類"
"【区のお知らせ板】鷺宮6-30-14（鷺Ａ－５５）","","鷺宮6-30-14","","","","","","","区役所などの行政機関からのお知らせ、区役所または教育委員会との共催や後援を受けているものを掲示しています。","","487800","139.626330855024","35.7272414840805","中野区お知らせ板一覧"
"【区のお知らせ板】鷺宮6-18-7（鷺Ａ－５２）","","鷺宮6-18-7","","","","","","","区役所などの行政機関からのお知らせ、区役所または教育委員会との共催や後援を受けているものを掲示しています。","","487800","139.626872845353","35.7248997776265","中野区お知らせ板一覧"
"【区のお知らせ板】上鷺宮4-12-15（上Ａ－１７）","","上鷺宮4-12-15","","","","","","","区役所などの行政機関からのお知らせ、区役所または教育委員会との共催や後援を受けているものを掲示しています。","","487800","139.627076280804","35.7339361172652","中野区お知らせ板一覧"
"【区のお知らせ板】上鷺宮4-12（上Ａ－１６）","","上鷺宮4-12","","","","","","","区役所などの行政機関からのお知らせ、区役所または教育委員会との共催や後援を受けているものを掲示しています。","","487800","139.627283541825","35.7333729356517","中野区お知らせ板一覧"
"【区のお知らせ板】上鷺宮5-8（上Ａ－１９）","","上鷺宮5-8","","","","","","","区役所などの行政機関からのお知らせ、区役所または教育委員会との共催や後援を受けているものを掲示しています。","","487800","139.627412434924","35.7287221242992","中野区お知らせ板一覧"
"【区のお知らせ板】鷺宮6-5（鷺Ａ－５０）","","鷺宮6-5","","","","","","","区役所などの行政機関からのお知らせ、区役所または教育委員会との共催や後援を受けているものを掲示しています。","","487800","139.628096522482","35.7236891517775","中野区お知らせ板一覧"
"【区のお知らせ板】上鷺宮4-8（上Ａ－１５）","","上鷺宮4-8","","","","","","","区役所などの行政機関からのお知らせ、区役所または教育委員会との共催や後援を受けているものを掲示しています。","","487800","139.628533922038","35.7319537343133","中野区お知らせ板一覧"
"【区のお知らせ板】上鷺宮4-13（上Ａ－１８）","","上鷺宮4-13","","","","","","","区役所などの行政機関からのお知らせ、区役所または教育委員会との共催や後援を受けているものを掲示しています。","","487800","139.628671911719","35.7342935796784","中野区お知らせ板一覧"
"【区のお知らせ板】鷺宮6-21（鷺Ａ－５３）","","鷺宮6-21","","","","","","","区役所などの行政機関からのお知らせ、区役所または教育委員会との共催や後援を受けているものを掲示しています。","","487800","139.629226617889","35.7253585889813","中野区お知らせ板一覧"
"【区のお知らせ板】鷺宮6-28-46（鷺Ａ－５４）","","鷺宮6-28-46","","","","","","","区役所などの行政機関からのお知らせ、区役所または教育委員会との共催や後援を受けているものを掲示しています。","","487800","139.629228288899","35.726007571012","中野区お知らせ板一覧"
"【区のお知らせ板】上鷺宮5-21-2（上Ａ－２１）","","上鷺宮5-21-2","","","","","","","区役所などの行政機関からのお知らせ、区役所または教育委員会との共催や後援を受けているものを掲示しています。","","487800","139.629281748073","35.7289155921997","中野区お知らせ板一覧"
"【区のお知らせ板】上鷺宮5-21-37（上Ａ－２２）","","上鷺宮5-21-37","","","","","","","区役所などの行政機関からのお知らせ、区役所または教育委員会との共催や後援を受けているものを掲示しています。","","487800","139.629493950427","35.7301987586811","中野区お知らせ板一覧"
"【区のお知らせ板】上鷺宮5-22-36（上Ａ－２３）","","上鷺宮5-22-36","","","","","","","区役所などの行政機関からのお知らせ、区役所または教育委員会との共催や後援を受けているものを掲示しています。","","487800","139.630022238715","35.7288082088661","中野区お知らせ板一覧"
"【区のお知らせ板】上鷺宮4-3-5（上Ａ－１４）","","上鷺宮4-3-5","","","","","","","区役所などの行政機関からのお知らせ、区役所または教育委員会との共催や後援を受けているものを掲示しています。","","487800","139.63039208928","35.7326183420763","中野区お知らせ板一覧"
"【区のお知らせ板】白鷺3-9（鷺Ａ－３４Ｙ）","","白鷺3-9","","","","","","","区役所などの行政機関からのお知らせ、区役所または教育委員会との共催や後援を受けているものを掲示しています。","","487800","139.630981540374","35.721174666585","中野区お知らせ板一覧"
"【区のお知らせ板】上鷺宮3-9（上Ａ－１２）","","上鷺宮3-9","","","","","","","区役所などの行政機関からのお知らせ、区役所または教育委員会との共催や後援を受けているものを掲示しています。","","487800","139.631372905915","35.7347697447849","中野区お知らせ板一覧"
"【区のお知らせ板】鷺宮4-18（鷺Ａ－４６）","","鷺宮4-18","","","","","","","区役所などの行政機関からのお知らせ、区役所または教育委員会との共催や後援を受けているものを掲示しています。","","487800","139.631515510578","35.7233006375134","中野区お知らせ板一覧"
"【区のお知らせ板】鷺宮5-11（上Ａ－０１）","","鷺宮5-11","","","","","","","区役所などの行政機関からのお知らせ、区役所または教育委員会との共催や後援を受けているものを掲示しています。","","487800","139.631711734359","35.7253773323213","中野区お知らせ板一覧"
"【区のお知らせ板】上鷺宮3-7（上Ａ－１０）","","上鷺宮3-7","","","","","","","区役所などの行政機関からのお知らせ、区役所または教育委員会との共催や後援を受けているものを掲示しています。","","487800","139.632181262255","35.7315821209613","中野区お知らせ板一覧"
"【区のお知らせ板】上鷺宮2-22-3（上Ａ－０９）","","上鷺宮2-22-3","","","","","","","区役所などの行政機関からのお知らせ、区役所または教育委員会との共催や後援を受けているものを掲示しています。","","487800","139.632512885771","35.7304163290642","中野区お知らせ板一覧"
"【区のお知らせ板】鷺宮5-11-3（上Ａ－０２）","","鷺宮5-11-3","","","","","","","区役所などの行政機関からのお知らせ、区役所または教育委員会との共催や後援を受けているものを掲示しています。","","487800","139.632538088887","35.7246567633749","中野区お知らせ板一覧"
"【区のお知らせ板】白鷺2-13-23（鷺Ａ－２９）","","白鷺2-13-23","","","","","","","区役所などの行政機関からのお知らせ、区役所または教育委員会との共催や後援を受けているものを掲示しています。","","487800","139.632592181252","35.7183679896059","中野区お知らせ板一覧"
"【区のお知らせ板】白鷺2-24（鷺Ａ－３１）","","白鷺2-24","","","","","","","区役所などの行政機関からのお知らせ、区役所または教育委員会との共催や後援を受けているものを掲示しています。","","487800","139.633110309724","35.7195493256757","中野区お知らせ板一覧"
"【区のお知らせ板】上鷺宮2-17（上Ａ－０７）","","上鷺宮2-17","","","","","","","区役所などの行政機関からのお知らせ、区役所または教育委員会との共催や後援を受けているものを掲示しています。","","487800","139.633272761323","35.7293969754538","中野区お知らせ板一覧"
"【区のお知らせ板】白鷺2-13-32（鷺Ａ－３０）","","白鷺2-13-32","","","","","","","区役所などの行政機関からのお知らせ、区役所または教育委員会との共催や後援を受けているものを掲示しています。","","487800","139.633506771985","35.7179377956312","中野区お知らせ板一覧"
"【区のお知らせ板】上鷺宮3-14（上Ａ－１３）","","上鷺宮3-14","","","","","","","区役所などの行政機関からのお知らせ、区役所または教育委員会との共催や後援を受けているものを掲示しています。","","487800","139.63355138835","35.7341593601842","中野区お知らせ板一覧"
"【区のお知らせ板】鷺宮4-13-6（鷺Ａ－４５）","","鷺宮4-13-6","","","","","","","区役所などの行政機関からのお知らせ、区役所または教育委員会との共催や後援を受けているものを掲示しています。","","487800","139.634188514445","35.7228670496195","中野区お知らせ板一覧"
"【区のお知らせ板】白鷺2-10（鷺A－２８）","","白鷺2-10","","","","","","","区役所などの行政機関からのお知らせ、区役所または教育委員会との共催や後援を受けているものを掲示しています。　","","487800","139.634479450448","35.7186149996053","中野区お知らせ板一覧"
"【区のお知らせ板】白鷺2-32-11（鷺Ａ－３２）","","白鷺2-32-11","","","","","","","区役所などの行政機関からのお知らせ、区役所または教育委員会との共催や後援を受けているものを掲示しています。","","487800","139.634600393917","35.719471940997","中野区お知らせ板一覧"
"【区のお知らせ板】上鷺宮2-18（上Ａ－０８）","","上鷺宮2-18","","","","","","","区役所などの行政機関からのお知らせ、区役所または教育委員会との共催や後援を受けているものを掲示しています。","","487800","139.634833827802","35.7298588291772","中野区お知らせ板一覧"
"【区のお知らせ板】鷺宮4-9-12（鷺Ａ－４４）","","鷺宮4-9-12","","","","","","","区役所などの行政機関からのお知らせ、区役所または教育委員会との共催や後援を受けているものを掲示しています。","","487800","139.635006612438","35.7232033490959","中野区お知らせ板一覧"
"【区のお知らせ板】白鷺2-36-12（鷺Ａ－３３）","","白鷺2-36-12","","","","","","","区役所などの行政機関からのお知らせ、区役所または教育委員会との共催や後援を受けているものを掲示しています。","","487800","139.635369898117","35.7201243413499","中野区お知らせ板一覧"
