"No","タイプ","所在地","管理番号","備考","経度","緯度","分類"
"256","誘導","若宮2-46","鷺Ｙｈ－９３２１","","139.642809758965","35.7174471724981","公共サイン一覧"
"257","誘導","若宮3-27","鷺Ｙｈ－９３２２","","139.641543576495","35.7218732792854","公共サイン一覧"
"258","誘導","若宮3-58","鷺Ｙｈ－９３２３","","139.638908089751","35.7224795768635","公共サイン一覧"
"259","誘導","若宮3-52","鷺Ｙｈ－９３２５","","139.641361697093","35.7202793883505","公共サイン一覧"
"261","誘導","白鷺2-6","鷺Ｙｈ－９３２８","","139.635288561192","35.7173707926563","公共サイン一覧"
"262","誘導","白鷺2-31","鷺Ｙｈ－９３２９","","139.634629910961","35.7188930036571","公共サイン一覧"
"263","誘導","白鷺2-27","鷺Ｙｈ－９３３０","","139.633468764023","35.718907345049","公共サイン一覧"
"264","誘導","白鷺2-50","鷺Ｙｈ－９３３１","","139.633222231851","35.7206974461041","公共サイン一覧"
"265","誘導","白鷺3-14","鷺Ｙｈ－９３３３","","139.63058805359","35.7229597583459","公共サイン一覧"
"266","誘導","白鷺3-26","鷺Ｙｈ－９３３４","","139.629812040513","35.7231991983462","公共サイン一覧"
"267","誘導","白鷺3-23","鷺Ｙｈ－９３３５","","139.628548361151","35.7220039393596","公共サイン一覧"
"268","誘導","鷺宮5-11","鷺Ｙｈ－９３３７","","139.631595511053","35.7251818243084","公共サイン一覧"
"269","誘導","上鷺宮3-10","上Ｙｈ－９３０１","","139.631672348206","35.7346266887537","公共サイン一覧"
"270","誘導","上鷺宮4-14","上Ｙｈ－９３０２","","139.629341824788","35.7340148026981","公共サイン一覧"
"271","誘導","上鷺宮5-30","上Ｙｈ－９３０３","","139.626413242596","35.7325527720886","公共サイン一覧"
"272","誘導","上鷺宮1-4","上Ｙｈ－９３０４","","139.637795008707","35.7270086859725","公共サイン一覧"
"273","誘導","上鷺宮2-4","上Ｙｈ－９３０５","","139.635130988088","35.7274521001714","公共サイン一覧"
"274","誘導","上鷺宮5-8","上Ｙｈ－９３０６","","139.626714856156","35.7281138032073","公共サイン一覧"
"275","誘導","上鷺宮5-2","上Ｙｈ－９３０８","","139.630358693999","35.7284098642429","公共サイン一覧"
"276","誘導","上鷺宮5-6","上Ｙｈ－９３０９","","139.627897341621","35.7288863482579","公共サイン一覧"
"277","誘導","上鷺宮5-11","上Ｙｈ－９３１０","","139.626294747882","35.7279182627196","公共サイン一覧"
"278","誘導","上鷺宮5-25","上Ｙｈ－９３１１","","139.630747951182","35.7307604980504","公共サイン一覧"
"279","誘導","上鷺宮4-1","上Ｙｈ－９３１２","","139.630705146496","35.7315138990693","公共サイン一覧"
"280","誘導","上鷺宮4-7","上Ｙｈ－９３１３","","139.629008878137","35.7319181395282","公共サイン一覧"
"281","誘導","上鷺宮4-1","上Ｙｈ－９３１４","","139.630705146496","35.7315138990693","公共サイン一覧"
"282","誘導","上鷺宮3-9","上Ｙｈ－９３１５","","139.631639418645","35.7345328927481","公共サイン一覧"
"283","誘導","上鷺宮4-16","上Ｙｈ－９３１６","","139.630279702956","35.73472631212","公共サイン一覧"
"284","誘導","上鷺宮4-20","上Ｙｈ－９３１７","","139.627645199654","35.7343197516772","公共サイン一覧"
"285","誘導","上鷺宮4-13","上Ｙｈ－９３１８","","139.627509064511","35.7337345202182","公共サイン一覧"
"286","誘導","上鷺宮3-8","上Ｙｈ－９３１９","","139.631507929953","35.7323089411768","公共サイン一覧"
"287","誘導","上鷺宮3-6","上Ｙｈ－９３２０","","139.633450646029","35.7325980646744","公共サイン一覧"
"288","誘導","上鷺宮1-25","上Ｙｈ－９３２１","","139.636089672882","35.7316027410358","公共サイン一覧"
"289","誘導","上鷺宮2-9","上Ｙｈ－９３２２","","139.633151812472","35.7283091724012","公共サイン一覧"
"290","誘導","上鷺宮1-18","上Ｙｈ－９３２３","","139.636704566728","35.7292448975397","公共サイン一覧"
"291","誘導","上鷺宮1-2","上Ｙｈ－９３２４","","139.639241766987","35.727099774074","公共サイン一覧"
"292","併用","中野2-24","桃A-18Y","","139.667302824203","35.7054369871101","公共サイン一覧"
"293","併用","中野2-26","桃A-19Y","","139.666301566889","35.7040005276084","公共サイン一覧"
"294","併用","中野6-1","昭A-11Y","","139.677417782917","35.7061972705491","公共サイン一覧"
"295","併用","上高田3-31-11","高B-06Y","","139.672489378936","35.7142702805421","公共サイン一覧"
"296","併用","松が丘1-34","江A-04Y","","139.67462719252","35.7219519210576","公共サイン一覧"
"297","併用","松が丘2-17","江A-07Y","","139.668807211755","35.7224120351729","公共サイン一覧"
"298","併用","江古田1-4","江B-12Y","","139.675418038761","35.7247734571253","公共サイン一覧"
"299","併用","江古田2-9","江A-29Y","","139.667563178716","35.7248070580925","公共サイン一覧"
"300","併用","江古田19","江A-26Y","","139.672790683021","35.7252682553757","公共サイン一覧"
"301","併用","江古田2-14","江A-31Y","","139.665934123342","35.7252090616183","公共サイン一覧"
"302","併用","江原町2-13","江A-19Y","","139.671388857391","35.7292041164105","公共サイン一覧"
"303","併用","江原町2-15","江A-20Y","","139.671713947517","35.7302568910843","公共サイン一覧"
"304","併用","江原町2-20","江B-10Y","","139.668092309647","35.7311514938358","公共サイン一覧"
"305","併用","丸山1-2","野Yh-9328","","139.657504245469","35.7229244974522","公共サイン一覧"
"306","併用","丸山1-13","野Yh-9331","","139.65508410631","35.7249015182509","公共サイン一覧"
"307","併用","白鷺3-9","鷺Yh-9332","","139.631041845894","35.720535164216","公共サイン一覧"
"308","拠点","弥生町4-4-14","南Kh-9102","","139.672617078366","35.6882669165026","公共サイン一覧"
"309","拠点","南台2-29-12","南Kh-9103","","139.669812329296","35.6842104940064","公共サイン一覧"
"310","拠点","弥生町5-7","南Kh-9104","","139.663233008249","35.6853385107011","公共サイン一覧"
"311","拠点","南台4-47-1","南Kh-9105","","139.666147397838","35.6790243434634","公共サイン一覧"
"312","拠点","南台3-41-4","南Kh-9106","","139.663770875838","35.6822790021727","公共サイン一覧"
"313","拠点","本町2-13-2","弥Kh-9202","","139.677792439793","35.6944684697697","公共サイン一覧"
"314","拠点","弥生町1-54-9","弥Kh-9203","","139.67731433592","35.6914438908364","公共サイン一覧"
"315","拠点","中野1-44","東Kh-9302","","139.674706381897","35.7045127214817","公共サイン一覧"
"316","拠点","東中野4-1-22","東Kh-9303","","139.685942567519","35.7062353589312","公共サイン一覧"
"317","拠点","東中野1-5-8","東Kh-9304","","139.685233691272","35.70200235974","公共サイン一覧"
"318","拠点","中央2-38-21","東Kh-9305","","139.678446756232","35.7009712102159","公共サイン一覧"
"319","拠点","中央2-18-21","東Kh-9306","","139.682485610715","35.7004229776672","公共サイン一覧"
"320","拠点","本町2-46","東Kh-9307","","139.681389094415","35.6962054321916","公共サイン一覧"
"321","拠点","中央1-49-12","東Kh-9308","","139.683790100654","35.7004255858176","公共サイン一覧"
"322","拠点","本町4-36","鍋Kh-9301","","139.668776695048","35.6941414494037","公共サイン一覧"
"323","拠点","本町4-44","鍋Kh-9302","","139.670125542638","35.6970077691333","公共サイン一覧"
"324","拠点","中央4-1","鍋Kh-9303","","139.670329927595","35.6981160609051","公共サイン一覧"
"325","拠点","中央4-5","鍋Kh-9304","","139.66809765669","35.6976582780046","公共サイン一覧"
"326","拠点","中野3-40","桃Kh-9201","","139.663577800646","35.7054311207864","公共サイン一覧"
"327","拠点","中野3-34","桃Kh-9203","","139.664573345787","35.7038017166186","公共サイン一覧"
"328","拠点","中野2-17","桃Kh-9204","","139.66917239967","35.7027350163883","公共サイン一覧"
"329","拠点","中野2-1","桃Kh-9205","","139.671825970553","35.702583631384","公共サイン一覧"
"330","拠点","中央4-13","桃Kh-9206","","139.669892224896","35.6998052837863","公共サイン一覧"
"331","拠点","中央3-15","桃Kh-9207","","139.673233216672","35.7015002402659","公共サイン一覧"
"332","拠点","中野5-52","昭Kh-9201","","139.66577613244","35.70993625199","公共サイン一覧"
"333","拠点","中野5-1","昭Kh-9203","","139.672681189835","35.706226667644","公共サイン一覧"
"334","拠点","中野6-32","昭Kh-9204","","139.673227548596","35.7090536131837","公共サイン一覧"
"335","拠点","東中野3-22","昭Kh-9206","","139.679668259415","35.7073956223385","公共サイン一覧"
"336","拠点","中野5-26","昭Kh-9207","","139.668727698378","35.7080830728128","公共サイン一覧"
"337","拠点","東中野4-1","中Kh-9301","","139.684030210738","35.7062104924115","公共サイン一覧"
"338","拠点","東中野4-25","中Kh-9302","","139.687507224557","35.7099979140744","公共サイン一覧"
"339","拠点","東中野4-27","中Kh-9303","","139.688629888593","35.7107162892421","公共サイン一覧"
"340","拠点","東中野5-23","中Kh-9305","","139.692681005461","35.7100338910342","公共サイン一覧"
"341","拠点","上高田1-8","高Kh-9401","","139.679042588982","35.7113567139483","公共サイン一覧"
"342","拠点","上高田2-8","高Kh-9402","","139.67333376669","35.7106640170723","公共サイン一覧"
"343","拠点","上高田2-41-5","高Kh-9403","","139.669537064885","35.7112769612111","公共サイン一覧"
"344","拠点","上高田4-23-15","高Kh-9404","","139.680729996709","35.7139586250039","公共サイン一覧"
"345","拠点","上高田4-44","高Kh-9405","","139.676707809304","35.7155222623515","公共サイン一覧"
"346","拠点","上高田5-37-3","高Kh-9406","","139.674358395468","35.7159092739451","公共サイン一覧"
"347","拠点","新井3-10","新Kh-9201","","139.663669398683","35.7170046350911","公共サイン一覧"
"348","拠点","中野4-11","新Kh-9202","","139.663277705888","35.7096382219828","公共サイン一覧"
"349","拠点","新井4-19","新Kh-9203","","139.668736015762","35.7168397923484","公共サイン一覧"
"350","拠点","新井5-16-16","新Kh-9204","","139.670269559059","35.7150713958072","公共サイン一覧"
"351","拠点","松ヶ丘1-1","江Kh-9101","","139.670831526979","35.7167340057216","公共サイン一覧"
"352","拠点","江古田2-24","江Kh-9102","","139.664467309587","35.7272986102032","公共サイン一覧"
"353","拠点","江古田3-9","江Kh-9103","","139.667673572734","35.727019591497","公共サイン一覧"
"354","拠点","江原町2-8","江Kh-9104","","139.668954635927","35.7294993994406","公共サイン一覧"
"355","拠点","江原町1-23","江Kh-9105","","139.672338056677","35.7271832063493","公共サイン一覧"
"356","拠点","江原町3-1","江Kh-9106","","139.676715323401","35.7300934983849","公共サイン一覧"
"357","拠点","松ヶ丘2-36","江Kh-9201","","139.669711100082","35.7239061159591","公共サイン一覧"
"358","拠点","沼袋1-15","沼Kh-9201","","139.667713126513","35.7184276430482","公共サイン一覧"
"359","拠点","沼袋3-14","沼Kh-9202","","139.659040211185","35.7166508025681","公共サイン一覧"
"360","拠点","江古田4-7","沼Kh-9203","","139.662705580818","35.7245569549876","公共サイン一覧"
"361","拠点","野方1-35","野Kh-9301","","139.656400162826","35.7096902696241","公共サイン一覧"
"362","拠点","野方2-55","野Kh-9302","","139.653995909156","35.7123957499959","公共サイン一覧"
"363","拠点","野方4-19","野Kh-9303","","139.653954353707","35.7194908112545","公共サイン一覧"
"364","拠点","野方4-44","野Kh-9305","","139.655779483739","35.7227315814108","公共サイン一覧"
"365","拠点","丸山2-24","野Kh-9306","","139.65001694066","35.7237479929355","公共サイン一覧"
"366","拠点","大和町2-1","大Kh-9301","","139.653554335232","35.7143904770712","公共サイン一覧"
"367","拠点","若宮1-1","大Kh-9302","","139.6492773508","35.7159647543977","公共サイン一覧"
"368","拠点","大和町4-50","大Kh-9303","","139.64308569023","35.7141174261723","公共サイン一覧"
"369","拠点","大和町3-27","大Kh-9304","","139.646329792412","35.7128210143985","公共サイン一覧"
"370","拠点","大和町3-44","大Kh-9305","","139.642479538242","35.7122329636008","公共サイン一覧"
"371","拠点","若宮3-58","鷺Kh-9301","","139.638908089751","35.7224795768635","公共サイン一覧"
"372","拠点","鷺宮3-22","鷺Kh-9302","","139.63987912347","35.7234002239998","公共サイン一覧"
"373","拠点","鷺宮1-23","鷺Kh-9303","","139.646670907091","35.723911856137","公共サイン一覧"
"374","拠点","若宮1-20","鷺Kh-9304","","139.647318993788","35.7180452513492","公共サイン一覧"
"376","拠点","白鷺2-35","鷺Kh-9306","","139.636151447035","35.7190766766145","公共サイン一覧"
"377","拠点","白鷺3-3","鷺Kh-9307","","139.633260263995","35.7211806376766","公共サイン一覧"
"378","拠点","白鷺3-27","鷺Kh-9308","","139.627970146146","35.7231289378172","公共サイン一覧"
"379","拠点","鷺宮5-16","鷺Kh-9309","","139.630730333842","35.7254850000675","公共サイン一覧"
"380","拠点","上鷺宮5-1","上Kh-9301","","139.629336066904","35.7273661716922","公共サイン一覧"
"381","拠点","上鷺宮5-10","上Kh-9302","","139.625359511358","35.7275119781124","公共サイン一覧"
"382","拠点","上鷺宮4-11","上Kh-9303","","139.627789853964","35.7326592711197","公共サイン一覧"
"383","拠点","上鷺宮1-25","上Kh-9304","","139.636089672882","35.7316027410358","公共サイン一覧"
"384","拠点","上鷺宮3-7","上Kh-9305","","139.631312418913","35.7320261280602","公共サイン一覧"
"385","拠点","上鷺宮5-17","上Kh-9306","","139.6260557491","35.7301466204658","公共サイン一覧"
"386","拠点","上鷺宮2-18","上Kh-9307","","139.634787152167","35.7292587372965","公共サイン一覧"
"387","大拠点","弥生町2-53-10","南Dh-9101","","139.67056627104","35.6913559674469","公共サイン一覧"
"388","大拠点","南台2-52-6","南Dh-9102","","139.669315330033","35.6860272177486","公共サイン一覧"
"389","大拠点","弥生町6-10-24","南Dh-9103","","139.660620336515","35.6844535406288","公共サイン一覧"
"390","大拠点","南台3-26-13","南Dh-9303","","139.665548565321","35.6854145692018","公共サイン一覧"
"391","大拠点","弥生町1-58-14","弥Dh-9202","","139.678453378405","35.6923674003137","公共サイン一覧"
"392","大拠点","東中野1-58","東Dh-9301","","139.683541096869","35.7053736645435","公共サイン一覧"
"393","大拠点","中央2-1-2","東Dh-9302","","139.682490984573","35.6972622957476","公共サイン一覧"
"394","大拠点","本町4-44","鍋Dh-9301","","139.670125542638","35.6970077691333","公共サイン一覧"
"395","大拠点","本町4-48","鍋Dh-9302","","139.66753088282","35.6968115442332","公共サイン一覧"
"396","大拠点","中野4-1","桃Dh-9201","","139.664987992758","35.7082918215088","公共サイン一覧"
"397","大拠点","中野4-9","桃Dh-9202","","139.663306841938","35.7068366162577","公共サイン一覧"
"398","大拠点","中野3-36","桃Dh-9203","","139.665345913302","35.705331056808","公共サイン一覧"
"399","大拠点","中野6-16","昭Dh-9202","","139.675205917227","35.7073039811466","公共サイン一覧"
"400","大拠点","東中野3-14","昭Dh-9203","","139.683715137784","35.7101352126823","公共サイン一覧"
"401","大拠点","東中野4-4","中Dh-9301","","139.683288739449","35.7064730812822","公共サイン一覧"
"402","大拠点","上高田2-11","高Dh-9401","","139.67275483493","35.7114077578793","公共サイン一覧"
"403","大拠点","上高田3-20-10","高Dh-9402","","139.672466809609","35.7153300950008","公共サイン一覧"
"404","大拠点","上高田5-7","高Dh-9403","","139.677761841444","35.7162870806272","公共サイン一覧"
"405","大拠点","新井2-1-1","新Dh-9201","","139.664951371553","35.7102187324228","公共サイン一覧"
"406","大拠点","新井4-14","新Dh-9202","","139.666596751781","35.7147169161666","公共サイン一覧"
"407","大拠点","新井3-11-4","新Dh-9203","","139.663316202299","35.7141680207564","公共サイン一覧"
"408","大拠点","松ヶ丘1-34","江Dh-9101","","139.67462719252","35.7219519210576","公共サイン一覧"
"409","大拠点","沼袋2-19","江Dh-9102","","139.666445873215","35.7225701492808","公共サイン一覧"
"410","大拠点","江原町2-29","江Dh-9103","","139.671252915408","35.7313816118343","公共サイン一覧"
"411","大拠点","沼袋2-40","沼Dh-9202","","139.662804300088","35.7237447036281","公共サイン一覧"
"412","大拠点","沼袋2-40","沼Dh-9203","","139.66317321824","35.7237418462199","公共サイン一覧"
"413","大拠点","大和町1-2","大Dh-9301","","139.653631405998","35.7097134333093","公共サイン一覧"
"414","大拠点","大和町1-64","大Dh-9303","","139.650016825774","35.709892643368","公共サイン一覧"
"415","大拠点","鷺宮3-15","鷺Dh-9301","","139.638890739508","35.7227969771542","公共サイン一覧"
"416","大拠点","若宮3-16","鷺Dh-9302","","139.645353624563","35.7221285068723","公共サイン一覧"
"417","大拠点","上鷺宮1-3","上Dh-9301","","139.638288763083","35.7264766997128","公共サイン一覧"
"418","大拠点","上鷺宮4-14","上Dh-9302","","139.629341824788","35.7340148026981","公共サイン一覧"
"327","拠点","中野3-50","桃Kh-9202","","139.658224457631","35.705471754574","公共サイン一覧"
