地域階層,地域コード,国・地域(人),総数,男,女,アジア,アフガニスタン,アラブ首長国連邦,ミャンマー,バーレーン,ブータン,バングラデシュ,ブルネイ,カンボジア,スリランカ,中国,キプロス,インド,インドネシア,イラン,イラク,イスラエル,ヨルダン,韓国・朝鮮,クウェート,ラオス,レバノン,マレーシア,モンゴル,オマーン,モルディブ,ネパール,パキスタン,フィリピン,カタール,サウジアラビア,シリア,シンガポール,タイ,東ティモール,トルコ,ベトナム,イエメン,パレスチナ,ヨーロッパ,アルバニア,オーストリア,ベルギー,ブルガリア,ベラルーシ,クロアチア,チェコ,デンマーク,エストニア,フィンランド,フランス,ドイツ,ギリシャ,ハンガリー,アイスランド,アイルランド,イタリア,キルギス,カザフスタン,リヒテンシュタイン,ルクセンブルク,ラトビア,リトアニア,マルタ,モルドバ,マケドニア,オランダ,ノルウェー,ポーランド,ポルトガル,ルーマニア,ロシア,スペイン,スウェーデン,スイス,トルクメニスタン,タジキスタン,英国,ウクライナ,ウズベキスタン,アルメニア,アゼルバイジャン,グルジア,スロベニア,スロバキア,ボスニア・ヘルツェゴビナ,注3）セルビア・モンテネグロ,アフリカ,アルジェリア,ブルンジ,ボツワナ,カメルーン,中央アフリカ,コンゴ共和国,コンゴ民主共和国,ベナン,エチオピア,エリトリア,ガボン,ガーナ,ギニア,ガンビア,コートジボアール,ケニア,リベリア,リビア,レソト,マダガスカル,マリ,モーリタニア,モロッコ,マラウイ,モーリシャス,モザンビーク,ニジェール,ナイジェリア,ナミビア,ルワンダ,セネガル,シエラレオネ,ソマリア,スーダン,スワジランド,セイシェル,タンザニア,トーゴ,チュニジア,ウガンダ,南アフリカ,エジプト,ブルキナファソ,ザンビア,ジンバブエ,アンゴラ,ギニアビサウ,北米,バルバドス,バハマ,ベリーズ,カナダ,コスタリカ,キューバ,ドミニカ共和国,ドミニカ国,エルサルバドル,グアテマラ,ハイチ,ホンジュラス,ジャマイカ,メキシコ,ニカラグア,パナマ,セント・ヴィンセント,セント・クリストファー・ネイヴィース,トリニダード・トバゴ,米国,アンティグア・バーブーダ,南米,アルゼンチン,ボリビア,ブラジル,チリ,コロンビア,エクアドル,パラグアイ,ペルー,スリナム,ウルグアイ,ベネズエラ,オセアニア,オーストラリア,フィジー,マーシャル諸島,ミクロネシア,ニュージーランド,ナウル,パプア・ニューギニア,パラオ,ソロモン諸島,トンガ,ツバル,バヌアツ,サモア,無国籍・その他
4,13204,三鷹市,3204,1522,1682,2347,0,0,14,0,0,5,0,6,3,947,1,28,13,17,1,1,0,908,0,2,1,22,18,0,0,13,4,195,0,0,0,14,73,0,4,57,0,0,300,0,1,11,5,4,0,1,3,1,4,35,20,0,3,3,6,15,1,3,0,0,1,4,0,1,0,4,3,7,1,3,32,7,11,2,0,0,96,1,5,6,0,0,0,0,0,0,31,0,0,0,1,0,1,3,1,0,0,0,3,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,1,0,1,0,0,1,0,0,2,1,0,0,0,2,0,0,399,0,0,0,69,0,1,0,0,1,0,0,0,1,4,0,0,0,0,0,323,0,51,4,0,32,6,5,0,0,3,0,0,1,73,50,1,0,0,15,0,0,0,0,7,0,0,0,3
4,13205,青梅市,1553,598,955,1164,0,0,1,0,0,9,0,0,7,367,0,8,18,7,0,1,0,271,0,4,0,5,6,0,0,3,3,366,0,0,0,7,64,0,0,17,0,0,26,0,0,0,0,1,0,0,0,0,0,1,8,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,10,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,4,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,68,0,270,5,2,101,0,3,0,0,159,0,0,0,14,0,10,0,0,3,0,0,0,0,0,0,0,1,1
4,13206,府中市,4403,1974,2429,3561,30,0,23,0,0,25,1,18,12,1489,0,61,75,20,0,0,0,1077,0,11,1,30,40,0,0,21,13,446,0,0,1,13,94,0,7,53,0,0,256,1,3,2,3,0,3,3,1,0,2,15,25,1,4,0,2,17,3,3,0,1,0,0,0,0,0,2,0,6,1,5,37,12,0,6,0,0,68,8,16,1,0,1,3,0,0,1,37,1,0,0,0,0,0,0,0,0,0,1,8,1,0,0,0,0,0,0,1,0,0,3,0,0,1,0,3,0,0,1,0,0,2,0,0,0,0,1,1,2,8,0,3,0,0,0,342,0,0,0,40,0,0,0,0,3,0,0,0,1,5,0,1,0,0,0,292,0,127,2,1,94,2,10,0,0,18,0,0,0,75,25,3,0,0,37,0,0,1,0,9,0,0,0,5
4,13207,昭島市,2200,994,1206,1898,0,0,4,0,0,16,0,0,10,802,0,9,23,14,0,0,0,700,0,13,0,7,0,0,0,15,6,223,0,0,0,5,23,0,0,28,0,0,35,0,1,0,0,0,0,1,1,0,0,2,4,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,4,4,7,1,0,0,0,0,5,1,1,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,14,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,4,0,2,0,0,0,0,0,58,0,0,0,1,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,52,0,170,1,4,64,1,2,0,2,96,0,0,0,11,4,0,0,0,7,0,0,0,0,0,0,0,0,0
4,13208,調布市,3952,1940,2012,3395,1,0,19,0,0,17,0,4,28,1333,0,65,60,13,0,2,0,1248,0,3,1,46,24,1,0,29,7,300,0,0,4,13,90,1,3,82,0,1,212,0,4,3,6,0,1,1,2,1,2,30,24,1,4,0,4,11,0,1,0,0,3,0,0,0,0,5,1,2,3,2,43,4,3,1,0,0,43,3,4,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,4,1,0,1,1,0,0,0,0,0,0,2,1,0,0,0,5,0,0,0,2,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,240,0,0,0,43,0,2,1,0,0,2,0,1,0,16,0,0,0,0,0,175,0,56,4,1,29,1,7,0,2,11,0,0,1,28,22,0,0,0,6,0,0,0,0,0,0,0,0,1
4,13209,町田市,5410,2440,2970,4511,0,0,15,0,0,24,0,9,38,2168,0,68,78,39,0,3,0,1270,0,7,0,38,7,0,0,27,29,505,0,0,0,11,104,0,7,64,0,0,290,0,3,2,3,4,2,1,4,1,6,26,33,2,6,2,5,9,1,0,0,0,0,7,0,0,0,4,0,5,2,9,31,6,6,5,0,0,90,7,5,0,0,0,0,1,1,1,74,3,0,0,0,0,0,3,0,2,0,0,20,5,0,0,2,0,0,0,0,2,0,2,0,0,0,0,14,0,0,2,0,0,0,0,0,0,0,1,1,1,10,0,5,1,0,0,356,0,0,0,60,1,1,0,1,0,0,0,0,1,6,0,0,0,0,0,286,0,119,5,3,55,3,11,0,0,41,0,0,1,56,40,1,0,0,13,0,0,0,0,2,0,0,0,4
4,13210,小金井市,2417,1241,1176,1976,21,0,14,0,0,34,0,3,20,1027,0,32,37,3,0,2,0,423,0,3,0,44,11,0,0,92,2,129,0,0,0,6,38,0,3,28,4,0,167,0,3,3,2,0,0,5,0,0,0,28,17,1,4,0,0,5,0,0,0,2,0,0,0,1,0,5,0,3,1,2,10,9,2,2,0,0,55,3,1,0,0,0,0,2,0,1,23,2,0,0,1,0,0,0,0,0,1,0,4,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,4,2,0,2,0,0,0,0,0,192,0,0,0,28,0,1,0,0,0,0,0,0,0,3,0,1,0,0,0,159,0,20,2,0,10,1,2,0,0,4,1,0,0,34,23,2,0,0,9,0,0,0,0,0,0,0,0,5
4,13211,小平市,4145,2018,2127,3677,1,0,7,1,0,24,0,6,7,1153,0,16,32,13,0,0,0,1922,0,5,2,34,37,0,0,8,8,255,0,0,0,8,48,0,6,84,0,0,145,0,3,1,2,3,1,0,1,0,1,12,24,1,0,1,2,7,0,0,0,0,0,0,1,0,0,2,0,3,0,3,13,2,7,4,0,0,31,5,14,0,0,0,0,0,0,1,39,0,0,0,0,0,0,1,0,3,0,0,6,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,2,1,0,0,0,0,3,0,0,0,0,11,0,0,0,0,2,103,0,0,0,13,0,0,0,0,0,1,0,0,0,2,1,0,0,0,1,85,0,157,0,1,139,5,10,0,0,1,0,0,1,23,16,0,0,0,6,0,0,0,1,0,0,0,0,1
4,13212,日野市,2422,1123,1299,2144,5,0,6,0,0,22,0,3,20,1107,0,47,29,8,0,1,0,512,0,7,0,21,10,0,1,40,1,241,0,3,0,6,38,0,1,15,0,0,70,1,2,2,0,1,0,0,1,0,1,5,5,0,0,0,2,5,0,1,0,0,1,0,0,0,0,4,0,0,0,2,6,4,3,1,0,0,22,0,0,0,0,0,0,1,0,0,15,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,83,0,0,0,9,0,3,0,0,1,0,0,0,0,2,0,0,0,0,0,68,0,79,2,2,12,0,4,0,2,55,0,0,2,30,12,11,0,0,6,0,0,1,0,0,0,0,0,1
4,13213,東村山市,2114,942,1172,1911,2,0,12,0,0,23,0,14,27,729,0,7,23,16,0,0,0,660,0,2,0,11,18,0,0,21,3,291,0,0,0,3,26,0,4,19,0,0,58,0,0,0,2,1,0,2,0,0,0,12,3,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,2,6,1,0,0,0,0,20,1,3,0,0,0,0,0,0,0,35,0,0,0,1,0,0,2,0,0,0,0,10,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,12,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,75,0,0,0,6,0,1,0,0,0,0,0,0,1,6,0,2,0,0,0,59,0,24,0,0,12,0,7,0,0,5,0,0,0,10,8,0,0,0,2,0,0,0,0,0,0,0,0,1
4,13214,国分寺市,1705,815,890,1445,0,0,1,0,0,8,1,2,4,707,0,20,4,5,0,0,0,480,0,3,0,10,7,0,0,18,11,109,0,0,0,6,16,0,4,29,0,0,93,0,1,1,2,1,2,0,0,0,0,11,8,0,3,0,1,4,0,0,0,0,0,0,0,0,0,1,0,0,0,1,7,6,4,0,0,0,35,4,0,0,0,0,0,1,0,0,10,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,111,0,0,0,23,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,86,0,29,0,0,18,0,1,0,0,10,0,0,0,17,14,0,0,0,3,0,0,0,0,0,0,0,0,0
4,13215,国立市,1511,716,795,1264,0,0,3,0,2,11,0,1,18,567,1,33,16,7,0,0,0,385,0,1,0,7,21,0,0,46,1,79,0,0,1,4,34,0,2,24,0,0,119,0,0,0,7,1,0,1,0,0,1,6,25,1,2,0,2,6,0,3,0,0,0,0,0,0,0,0,1,3,0,0,12,2,1,1,1,0,23,4,15,0,1,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,84,0,0,0,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,23,2,1,10,0,0,0,0,10,0,0,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0
4,13218,福生市,2376,1090,1286,1683,0,0,0,0,0,15,0,0,7,569,0,27,6,10,0,0,0,349,0,10,0,23,0,0,0,74,9,417,0,0,0,7,142,0,3,13,0,2,25,0,0,0,0,0,0,0,1,0,0,2,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,9,3,0,0,0,0,0,0,1,0,66,1,0,0,0,0,0,0,1,0,0,0,32,9,0,0,1,0,0,0,0,2,0,1,0,0,0,0,15,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,165,1,0,0,6,0,0,4,0,0,0,0,0,1,2,1,0,0,0,0,150,0,432,2,2,111,0,7,0,0,310,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0
4,13219,狛江市,926,405,521,761,0,0,2,0,0,3,0,0,3,288,0,13,6,3,0,0,0,244,0,0,0,7,1,0,0,36,1,103,0,0,1,1,29,0,3,17,0,0,67,0,1,1,3,0,0,3,0,0,0,10,8,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,1,0,0,3,6,4,1,0,0,0,18,0,0,0,0,0,0,0,0,1,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,60,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,54,0,18,0,0,12,0,1,0,0,5,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,1
4,13220,東大和市,1014,383,631,923,0,0,1,0,0,1,0,1,3,258,0,4,6,2,0,0,0,338,0,1,0,5,0,0,0,1,2,272,0,0,0,0,25,0,0,3,0,0,29,0,9,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,4,0,0,1,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,28,0,27,0,0,21,0,0,1,0,4,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4,13221,清瀬市,978,409,569,869,0,0,3,0,0,12,0,0,28,391,0,0,5,6,1,0,0,209,0,0,0,0,1,0,0,4,12,162,0,0,0,0,24,0,1,10,0,0,28,0,0,0,0,0,0,0,1,0,0,5,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,2,4,2,0,0,0,0,8,0,0,0,0,0,0,0,0,0,24,0,0,0,1,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,34,0,0,0,4,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,27,0,15,0,0,6,0,1,0,0,5,0,3,0,8,7,0,0,0,1,0,0,0,0,0,0,0,0,0
4,13222,東久留米市,1756,756,1000,1296,0,0,2,0,0,4,0,0,25,459,0,30,13,11,0,0,0,389,0,0,0,8,13,0,0,4,8,257,0,1,2,9,44,0,3,14,0,0,73,0,0,1,5,0,0,0,0,0,0,4,10,0,1,0,4,2,0,0,0,0,0,0,0,0,0,1,0,2,0,2,5,1,2,2,0,0,29,2,0,0,0,0,0,0,0,0,34,0,0,0,2,0,0,3,0,0,0,0,7,2,0,0,1,0,0,0,0,0,0,2,0,0,0,0,9,0,0,1,0,0,0,0,0,1,0,0,0,3,3,0,0,0,0,0,294,1,2,0,37,1,0,2,0,0,1,0,0,0,1,1,0,0,0,1,247,0,25,2,0,16,1,2,0,0,2,0,2,0,27,21,0,0,0,6,0,0,0,0,0,0,0,0,7
4,13223,武蔵村山市,1197,504,693,962,0,0,0,0,0,16,0,2,7,352,0,3,20,10,0,0,0,190,0,0,0,3,4,0,0,7,7,280,0,0,0,0,18,0,1,42,0,0,11,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,1,0,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,174,0,1,155,0,1,0,0,17,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
4,13224,多摩市,2259,1033,1226,2034,0,0,0,0,0,4,0,0,13,1041,0,24,14,13,7,1,1,573,0,0,1,5,3,0,0,29,4,257,0,0,0,6,26,0,0,12,0,0,91,0,1,0,0,0,0,0,0,0,2,9,5,0,0,0,2,7,0,0,0,0,0,0,0,1,0,2,0,9,0,6,18,1,0,3,0,0,23,1,0,0,0,0,1,0,0,0,15,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,72,0,0,0,5,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,64,0,34,2,1,22,2,4,0,0,3,0,0,0,12,8,0,0,0,4,0,0,0,0,0,0,0,0,1
4,13225,稲城市,1123,540,583,997,0,0,3,0,0,4,0,0,13,444,0,12,12,13,4,0,0,291,0,4,0,10,4,0,0,3,2,137,0,0,1,2,21,0,0,17,0,0,38,0,1,0,3,0,0,0,0,0,0,1,4,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,2,3,3,0,1,0,0,12,2,1,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,36,0,0,0,6,0,1,0,0,2,0,0,0,0,2,0,0,0,0,0,25,0,36,0,0,26,0,1,0,2,6,0,0,1,8,6,0,0,0,2,0,0,0,0,0,0,0,0,0
4,13227,羽村市,1802,878,924,869,0,0,3,0,0,12,0,0,2,319,0,23,9,10,0,0,0,147,0,1,0,3,0,0,0,8,7,296,0,0,0,2,17,0,1,9,0,0,24,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,1,1,0,0,0,6,3,0,0,0,0,0,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,82,0,0,0,0,4,0,3,0,0,0,0,0,0,2,1,0,0,0,0,72,0,817,8,10,276,0,30,0,6,485,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4,13228,あきる野市,644,270,374,529,6,0,1,0,0,4,0,1,8,154,0,4,10,4,0,0,0,169,0,34,0,1,0,0,0,0,5,92,0,0,0,0,17,0,0,19,0,0,14,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,2,2,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,52,0,0,22,0,0,0,0,30,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1
4,13229,西東京市,3215,1461,1754,2826,1,0,18,0,0,18,0,2,19,1198,0,46,35,7,0,1,0,1053,0,1,0,11,12,0,0,32,7,273,0,10,0,7,45,0,3,27,0,0,116,0,1,1,0,0,1,0,1,0,2,19,9,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,1,3,0,0,14,3,2,4,0,0,46,2,2,0,0,0,0,0,0,0,53,0,0,0,1,0,0,1,0,0,0,0,10,7,0,0,0,0,2,0,0,1,0,0,0,0,0,0,16,0,0,0,8,0,0,0,0,3,0,0,1,0,3,0,0,0,0,0,141,0,0,0,29,0,1,1,0,0,0,0,0,0,6,1,0,0,0,0,103,0,51,2,0,32,1,8,0,0,8,0,0,0,26,11,0,0,0,12,0,0,0,0,3,0,0,0,2
1,13550,町村部,917,357,560,691,0,0,2,0,0,13,0,0,0,142,0,11,16,5,0,1,0,159,0,3,0,3,3,0,0,7,3,283,0,0,0,1,27,0,0,12,0,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,7,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,75,0,0,0,4,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,68,0,131,3,1,67,0,0,0,1,59,0,0,0,4,2,0,0,0,2,0,0,0,0,0,0,0,0,2
2,13300,西多摩郡,696,304,392,503,0,0,2,0,0,13,0,0,0,129,0,11,5,4,0,1,0,79,0,3,0,2,3,0,0,7,3,210,0,0,0,1,18,0,0,12,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,50,0,126,2,1,64,0,0,0,1,58,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,1
4,13303,瑞穂町,602,273,329,440,0,0,2,0,0,12,0,0,0,113,0,11,4,4,0,1,0,62,0,0,0,1,2,0,0,7,3,188,0,0,0,1,17,0,0,12,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,31,0,119,1,1,60,0,0,0,1,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,13305,日の出町,69,23,46,49,0,0,0,0,0,1,0,0,0,11,0,0,1,0,0,0,0,13,0,3,0,1,1,0,0,0,0,17,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,6,0,0,4,0,0,0,0,2,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
4,13307,檜原村,11,3,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,13308,奥多摩町,14,5,9,8,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,13350,島部,221,53,168,188,0,0,0,0,0,0,0,0,0,13,0,0,11,1,0,0,0,80,0,0,0,1,0,0,0,0,0,73,0,0,0,0,9,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,5,1,0,3,0,0,0,0,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1
3,13360,大島支庁,53,28,25,38,0,0,0,0,0,0,0,0,0,8,0,0,9,1,0,0,0,9,0,0,0,1,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,13380,三宅支庁,37,7,30,36,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,19,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,13400,八丈支庁,118,12,106,109,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,48,0,0,0,0,0,0,0,0,0,53,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
