発火源および経過,火災件数／計,火災件数／建物／小計,火災件数／建物／全焼,火災件数／建物／半焼,火災件数／建物／部分焼,火災件数／建物／ぼや,火災件数／車両,火災件数／船舶,火災件数／航空機,火災件数／林野,火災件数／その他,焼損床面積(m2),損害額(千円)／建物(収容物含む),損害額(千円)／建物以外,死者,傷者
2ガス油類が燃料の道具装置／29その他(ガス、油)／アセチレンガス溶接器／接炎する,1,1,－,－,1,－,－,－,－,－,－,85,4208,－,－,－
2ガス油類が燃料の道具装置／29その他(ガス、油)／アセチレンガス切断器,76,38,1,－,－,37,2,－,－,－,36,102,17326,792,－,8
2ガス油類が燃料の道具装置／29その他(ガス、油)／アセチレンガス切断器／引火する,5,1,－,－,－,1,1,－,－,－,3,－,－,460,－,2
2ガス油類が燃料の道具装置／29その他(ガス、油)／アセチレンガス切断器／可燃物が落下する,1,－,－,－,－,－,－,－,－,－,1,－,－,2,－,－
2ガス油類が燃料の道具装置／29その他(ガス、油)／アセチレンガス切断器／火花が飛ぶ,48,26,－,－,－,26,1,－,－,－,21,2,7171,220,－,4
2ガス油類が燃料の道具装置／29その他(ガス、油)／アセチレンガス切断器／接炎する,12,8,1,－,－,7,－,－,－,－,4,100,10024,22,－,－
2ガス油類が燃料の道具装置／29その他(ガス、油)／アセチレンガス切断器／逆火する,10,3,－,－,－,3,－,－,－,－,7,－,131,88,－,2
3薪、石炭が燃料の遊具装置,35,15,3,－,1,11,8,－,－,1,11,938,179396,3014,1,3
3薪、石炭が燃料の遊具装置／31炭等を燃料とするもの,5,5,1,－,－,4,－,－,－,－,－,148,18075,－,－,1
3薪、石炭が燃料の遊具装置／31炭等を燃料とするもの／練炭七厘こんろ,3,3,1,－,－,2,－,－,－,－,－,148,18050,－,－,1
3薪、石炭が燃料の遊具装置／31炭等を燃料とするもの／練炭七厘こんろ／引火する,1,1,1,－,－,－,－,－,－,－,－,148,18019,－,－,1
3薪、石炭が燃料の遊具装置／31炭等を燃料とするもの／練炭七厘こんろ／底面過熱する,1,1,－,－,－,1,－,－,－,－,－,－,30,－,－,－
3薪、石炭が燃料の遊具装置／31炭等を燃料とするもの／練炭七厘こんろ／可燃物が転倒する,1,1,－,－,－,1,－,－,－,－,－,－,1,－,－,－
3薪、石炭が燃料の遊具装置／31炭等を燃料とするもの／木炭火鉢,1,1,－,－,－,1,－,－,－,－,－,－,25,－,－,－
3薪、石炭が燃料の遊具装置／31炭等を燃料とするもの／木炭火鉢／可燃物が落下する,1,1,－,－,－,1,－,－,－,－,－,－,25,－,－,－
3薪、石炭が燃料の遊具装置／31炭等を燃料とするもの／焼肉炉,1,1,－,－,－,1,－,－,－,－,－,－,－,－,－,－
3薪、石炭が燃料の遊具装置／31炭等を燃料とするもの／焼肉炉／接炎する,1,1,－,－,－,1,－,－,－,－,－,－,－,－,－,－
3薪、石炭が燃料の遊具装置／32薪等を燃料とするもの,28,9,2,－,1,6,8,－,－,－,11,790,161296,3011,1,1
3薪、石炭が燃料の遊具装置／32薪等を燃料とするもの／ストーブ(薪),1,1,1,－,－,－,－,－,－,－,－,719,93872,－,－,－
3薪、石炭が燃料の遊具装置／32薪等を燃料とするもの／ストーブ(薪)／火の粉が散る,1,1,1,－,－,－,－,－,－,－,－,719,93872,－,－,－
3薪、石炭が燃料の遊具装置／32薪等を燃料とするもの／かまど(薪),1,1,－,－,－,1,－,－,－,－,－,－,3,－,－,－
3薪、石炭が燃料の遊具装置／32薪等を燃料とするもの／かまど(薪)／容器からこぼれる,1,1,－,－,－,1,－,－,－,－,－,－,3,－,－,－
3薪、石炭が燃料の遊具装置／32薪等を燃料とするもの／ごみ焼却炉(薪),24,7,1,－,1,5,6,－,－,－,11,71,67421,2899,1,1
3薪、石炭が燃料の遊具装置／32薪等を燃料とするもの／ごみ焼却炉(薪)／可燃物が火源に触れる,3,1,－,－,－,1,2,－,－,－,－,－,115,337,－,－
3薪、石炭が燃料の遊具装置／32薪等を燃料とするもの／ごみ焼却炉(薪)／容器からこぼれる,18,5,1,－,1,3,4,－,－,－,9,71,67305,2558,－,1
3薪、石炭が燃料の遊具装置／32薪等を燃料とするもの／ごみ焼却炉(薪)／火源が落下する,1,－,－,－,－,－,－,－,－,－,1,－,－,－,－,－
3薪、石炭が燃料の遊具装置／32薪等を燃料とするもの／ごみ焼却炉(薪)／接炎する,2,1,－,－,－,1,－,－,－,－,1,－,1,4,1,－
3薪、石炭が燃料の遊具装置／32薪等を燃料とするもの／焼いも炉,2,－,－,－,－,－,2,－,－,－,－,－,－,112,－,－
3薪、石炭が燃料の遊具装置／32薪等を燃料とするもの／焼いも炉／可燃物が火源に触れる,2,－,－,－,－,－,2,－,－,－,－,－,－,112,－,－
3薪、石炭が燃料の遊具装置／33石炭燃料の移動可能の装置,1,－,－,－,－,－,－,－,－,1,－,－,－,－,－,－
3薪、石炭が燃料の遊具装置／33石炭燃料の移動可能の装置／こんろ(石炭),1,－,－,－,－,－,－,－,－,1,－,－,－,－,－,－
3薪、石炭が燃料の遊具装置／33石炭燃料の移動可能の装置／こんろ(石炭)／容器からこぼれる,1,－,－,－,－,－,－,－,－,1,－,－,－,－,－,－
3薪、石炭が燃料の遊具装置／34石炭燃料の固定装置,1,1,－,－,－,1,－,－,－,－,－,－,25,3,－,1
3薪、石炭が燃料の遊具装置／34石炭燃料の固定装置／風呂かまど(石炭),1,1,－,－,－,1,－,－,－,－,－,－,25,3,－,1
3薪、石炭が燃料の遊具装置／34石炭燃料の固定装置／風呂かまど(石炭)／接炎する,1,1,－,－,－,1,－,－,－,－,－,－,25,3,－,1
4火種(それ自身発火),1829,959,74,69,89,727,126,－,1,15,728,13631,2675402,58728,58,275
4火種(それ自身発火)／41裸火(器に入っていない),217,83,7,5,4,67,4,－,－,8,122,1227,119779,4184,2,25
4火種(それ自身発火)／41裸火(器に入っていない)／炭火,3,2,－,－,－,2,－,－,－,－,1,－,52,－,－,－
4火種(それ自身発火)／41裸火(器に入っていない)／炭火／伝導過熱する,1,1,－,－,－,1,－,－,－,－,－,－,50,－,－,－
4火種(それ自身発火)／41裸火(器に入っていない)／炭火／火源が落下する,1,1,－,－,－,1,－,－,－,－,－,－,2,－,－,－
4火種(それ自身発火)／41裸火(器に入っていない)／炭火／不適当な所に捨てる,1,－,－,－,－,－,－,－,－,－,1,－,－,－,－,－
4火種(それ自身発火)／41裸火(器に入っていない)／線香,5,5,－,－,－,5,－,－,－,－,－,－,236,－,－,－
4火種(それ自身発火)／41裸火(器に入っていない)／線香／火源が転倒する,1,1,－,－,－,1,－,－,－,－,－,－,105,－,－,－
4火種(それ自身発火)／41裸火(器に入っていない)／線香／火源が落下する,2,2,－,－,－,2,－,－,－,－,－,－,81,－,－,－
4火種(それ自身発火)／41裸火(器に入っていない)／線香／火源が動いて接触する,1,1,－,－,－,1,－,－,－,－,－,－,45,－,－,－
4火種(それ自身発火)／41裸火(器に入っていない)／線香／本来の用途以外に使用,1,1,－,－,－,1,－,－,－,－,－,－,5,－,－,－
4火種(それ自身発火)／41裸火(器に入っていない)／蚊取線香,4,4,－,－,1,3,－,－,－,－,－,40,10460,90,－,3
4火種(それ自身発火)／41裸火(器に入っていない)／蚊取線香／可燃物が落下する,1,1,－,－,－,1,－,－,－,－,－,－,4298,－,－,3
4火種(それ自身発火)／41裸火(器に入っていない)／蚊取線香／可燃物が火源に触れる,1,1,－,－,1,－,－,－,－,－,－,40,6144,90,－,－
4火種(それ自身発火)／41裸火(器に入っていない)／蚊取線香／火源が転倒する,1,1,－,－,－,1,－,－,－,－,－,－,12,－,－,－
4火種(それ自身発火)／41裸火(器に入っていない)／蚊取線香／火源が動いて接触する,1,1,－,－,－,1,－,－,－,－,－,－,6,－,－,－
4火種(それ自身発火)／41裸火(器に入っていない)／たき火,73,11,1,2,1,7,－,－,－,4,58,246,12951,496,－,8
4火種(それ自身発火)／41裸火(器に入っていない)／たき火／引火する,2,－,－,－,－,－,－,－,－,－,2,－,－,－,－,1
4火種(それ自身発火)／41裸火(器に入っていない)／たき火／接炎する,44,7,－,2,－,5,－,－,－,2,35,83,6133,382,－,7
4火種(それ自身発火)／41裸火(器に入っていない)／たき火／放置する,17,3,－,－,1,2,－,－,－,－,14,69,2,－,－,－
4火種(それ自身発火)／41裸火(器に入っていない)／たき火／残火の処置が不充分,7,1,1,－,－,－,－,－,－,－,6,94,6816,114,－,－
4火種(それ自身発火)／41裸火(器に入っていない)／たき火／火遊び,3,－,－,－,－,－,－,－,－,2,1,－,－,－,－,－
4火種(それ自身発火)／41裸火(器に入っていない)／焼却火,53,9,3,－,－,6,－,－,－,4,40,183,4894,2550,1,6
4火種(それ自身発火)／41裸火(器に入っていない)／焼却火／引火する,5,－,－,－,－,－,－,－,－,－,5,－,－,15,－,4
4火種(それ自身発火)／41裸火(器に入っていない)／焼却火／放射を受けて発火する,2,1,－,－,－,1,－,－,－,－,1,－,200,101,－,－
4火種(それ自身発火)／41裸火(器に入っていない)／焼却火／可燃物が火源に触れる,1,－,－,－,－,－,－,－,－,－,1,－,－,－,－,－
4火種(それ自身発火)／41裸火(器に入っていない)／焼却火／接炎する,33,7,3,－,－,4,－,－,－,3,23,183,4693,2430,1,2
4火種(それ自身発火)／41裸火(器に入っていない)／焼却火／放置する,2,－,－,－,－,－,－,－,－,－,2,－,－,－,－,－
4火種(それ自身発火)／41裸火(器に入っていない)／焼却火／残火の処置が不充分,10,1,－,－,－,1,－,－,－,1,8,－,1,4,－,－
4火種(それ自身発火)／41裸火(器に入っていない)／虫焼火,2,1,－,－,－,1,－,－,－,－,1,－,350,－,－,－
4火種(それ自身発火)／41裸火(器に入っていない)／虫焼火／火源が動いて接触する,1,1,－,－,－,1,－,－,－,－,－,－,350,－,－,－
4火種(それ自身発火)／41裸火(器に入っていない)／虫焼火／接炎する,1,－,－,－,－,－,－,－,－,－,1,－,－,－,－,－
4火種(それ自身発火)／41裸火(器に入っていない)／たきつけ,2,1,－,1,－,－,－,－,－,－,1,47,555,－,－,－
4火種(それ自身発火)／41裸火(器に入っていない)／たきつけ／引火する,1,1,－,1,－,－,－,－,－,－,－,47,555,－,－,－
4火種(それ自身発火)／41裸火(器に入っていない)／たきつけ／残火の処置が不充分,1,－,－,－,－,－,－,－,－,－,1,－,－,－,－,－
4火種(それ自身発火)／41裸火(器に入っていない)／火のついた紙,57,39,3,1,1,34,2,－,－,－,16,468,31449,655,1,7
4火種(それ自身発火)／41裸火(器に入っていない)／火のついた紙／引火する,1,1,－,1,－,－,－,－,－,－,－,54,4450,－,－,1
4火種(それ自身発火)／41裸火(器に入っていない)／火のついた紙／火源が落下する,3,3,－,－,－,3,－,－,－,－,－,－,106,－,－,1
4火種(それ自身発火)／41裸火(器に入っていない)／火のついた紙／接炎する,1,－,－,－,－,－,－,－,－,－,1,－,－,－,－,－
4火種(それ自身発火)／41裸火(器に入っていない)／火のついた紙／不適当な所に捨てる,5,4,－,－,－,4,－,－,－,－,1,－,57,－,－,－
4火種(それ自身発火)／41裸火(器に入っていない)／火のついた紙／放火,32,22,2,－,－,20,2,－,－,－,8,164,16109,246,1,4
4火種(それ自身発火)／41裸火(器に入っていない)／火のついた紙／放火の疑い,1,1,－,－,－,1,－,－,－,－,－,－,－,－,－,－
4火種(それ自身発火)／41裸火(器に入っていない)／火のついた紙／火遊び,14,8,1,－,1,6,－,－,－,－,6,250,10727,409,－,1
4火種(それ自身発火)／41裸火(器に入っていない)／火のついた布,3,2,－,－,1,1,1,－,－,－,－,13,318,60,－,－
4火種(それ自身発火)／41裸火(器に入っていない)／火のついた布／火源が落下する,1,1,－,－,1,－,－,－,－,－,－,13,317,－,－,－
4火種(それ自身発火)／41裸火(器に入っていない)／火のついた布／接炎する,1,1,－,－,－,1,－,－,－,－,－,－,1,－,－,－
4火種(それ自身発火)／41裸火(器に入っていない)／火のついた布／放火,1,－,－,－,－,－,1,－,－,－,－,－,－,60,－,－
4火種(それ自身発火)／41裸火(器に入っていない)／火のついた棒,5,2,－,1,－,1,－,－,－,－,3,230,57533,7,－,－
4火種(それ自身発火)／41裸火(器に入っていない)／火のついた棒／引火する,1,1,－,－,－,1,－,－,－,－,－,－,13,－,－,－
4火種(それ自身発火)／41裸火(器に入っていない)／火のついた棒／不適当な所に捨てる,1,1,－,1,－,－,－,－,－,－,－,230,57520,－,－,－
4火種(それ自身発火)／41裸火(器に入っていない)／火のついた棒／放火,1,－,－,－,－,－,－,－,－,－,1,－,－,7,－,－
4火種(それ自身発火)／41裸火(器に入っていない)／火のついた棒／火遊び,2,－,－,－,－,－,－,－,－,－,2,－,－,－,－,－
4火種(それ自身発火)／41裸火(器に入っていない)／火のついた油,4,4,－,－,－,4,－,－,－,－,－,－,66,－,－,1
4火種(それ自身発火)／41裸火(器に入っていない)／火のついた油／火源が落下する,2,2,－,－,－,2,－,－,－,－,－,－,38,－,－,1
4火種(それ自身発火)／41裸火(器に入っていない)／火のついた油／放置する,1,1,－,－,－,1,－,－,－,－,－,－,27,－,－,－
4火種(それ自身発火)／41裸火(器に入っていない)／火のついた油／投げ出し,1,1,－,－,－,1,－,－,－,－,－,－,1,－,－,－
4火種(それ自身発火)／41裸火(器に入っていない)／火炎ビン,2,－,－,－,－,－,1,－,－,－,1,－,－,50,－,－
4火種(それ自身発火)／41裸火(器に入っていない)／火炎ビン／放火,2,－,－,－,－,－,1,－,－,－,1,－,－,50,－,－
4火種(それ自身発火)／41裸火(器に入っていない)／火のついたごみ,3,2,－,－,－,2,－,－,－,－,1,－,913,276,－,－
4火種(それ自身発火)／41裸火(器に入っていない)／火のついたごみ／火源が動いて接触する,2,2,－,－,－,2,－,－,－,－,－,－,913,276,－,－
4火種(それ自身発火)／41裸火(器に入っていない)／火のついたごみ／接炎する,1,－,－,－,－,－,－,－,－,－,1,－,－,－,－,－
4火種(それ自身発火)／41裸火(器に入っていない)／火のついたひも，縄,1,1,－,－,－,1,－,－,－,－,－,－,2,－,－,－
4火種(それ自身発火)／41裸火(器に入っていない)／火のついたひも，縄／火源が動いて接触する,1,1,－,－,－,1,－,－,－,－,－,－,2,－,－,－
4火種(それ自身発火)／42たばことマッチ,1468,827,54,61,85,627,80,－,－,5,554,11642,2448274,19370,55,228
4火種(それ自身発火)／42たばことマッチ／たばこ,968,552,35,53,55,409,42,－,－,5,369,8093,1734016,13454,23,109
4火種(それ自身発火)／42たばことマッチ／たばこ／可燃物が落下する,4,4,－,2,－,2,－,－,－,－,－,62,29975,－,－,3
4火種(それ自身発火)／42たばことマッチ／たばこ／可燃物が火源に触れる,3,3,－,－,1,2,－,－,－,－,－,5,3731,－,－,2
4火種(それ自身発火)／42たばことマッチ／たばこ／火源が落下する,340,319,23,30,37,229,15,－,－,－,6,5238,1098274,9353,21,69
4火種(それ自身発火)／42たばことマッチ／たばこ／火源が動いて接触する,8,5,－,－,2,3,1,－,－,－,2,30,9266,－,－,－
4火種(それ自身発火)／42たばことマッチ／たばこ／不適当な所に捨てる,606,216,11,20,14,171,26,－,－,5,359,2664,590162,4101,2,34
4火種(それ自身発火)／42たばことマッチ／たばこ／火源を収納する,3,3,1,1,1,－,－,－,－,－,－,94,2608,－,－,1
4火種(それ自身発火)／42たばことマッチ／たばこ／放火,2,1,－,－,－,1,－,－,－,－,1,－,－,－,－,－
4火種(それ自身発火)／42たばことマッチ／たばこ／放火の疑い,2,1,－,－,－,1,－,－,－,－,1,－,－,－,－,－
4火種(それ自身発火)／42たばことマッチ／マッチ,192,116,9,1,11,95,9,－,－,－,67,1772,348062,1933,13,28
4火種(それ自身発火)／42たばことマッチ／マッチ／引火する,3,3,－,－,－,3,－,－,－,－,－,－,213,－,－,3
4火種(それ自身発火)／42たばことマッチ／マッチ／摩擦により発熱する,1,－,－,－,－,－,1,－,－,－,－,－,－,－,－,－
4火種(それ自身発火)／42たばことマッチ／マッチ／火源が落下する,7,7,2,－,－,5,－,－,－,－,－,315,39822,－,1,3
4火種(それ自身発火)／42たばことマッチ／マッチ／火源が動いて接触する,1,1,－,－,－,1,－,－,－,－,－,－,347,－,－,－
4火種(それ自身発火)／42たばことマッチ／マッチ／接炎する,1,1,－,－,1,－,－,－,－,－,－,27,14049,－,－,－
4火種(それ自身発火)／42たばことマッチ／マッチ／不適当な所に捨てる,18,16,3,1,1,11,2,－,－,－,－,608,77751,220,－,3
4火種(それ自身発火)／42たばことマッチ／マッチ／放火,82,51,1,－,3,47,4,－,－,－,27,136,42575,512,12,15
4火種(それ自身発火)／42たばことマッチ／マッチ／放火の疑い,6,4,－,－,1,3,－,－,－,－,2,12,1012,9,－,－
4火種(それ自身発火)／42たばことマッチ／マッチ／火遊び,73,33,3,－,5,25,2,－,－,－,38,674,172293,1192,－,4
4火種(それ自身発火)／42たばことマッチ／ライター,306,159,10,7,19,123,29,－,－,－,118,1777,36696,3983,19,89
4火種(それ自身発火)／42たばことマッチ／ライター／引火する,43,23,1,1,1,20,15,－,－,－,5,124,54370,1182,1,20
4火種(それ自身発火)／42たばことマッチ／ライター／火源が落下する,2,2,－,－,－,2,－,－,－,－,－,2,371,－,1,2
4火種(それ自身発火)／42たばことマッチ／ライター／接炎する,23,14,－,2,2,10,4,－,－,－,5,98,40786,1036,1,13
4火種(それ自身発火)／42たばことマッチ／ライター／誤ってスイッチが入る,1,－,－,－,－,－,1,－,－,－,－,－,－,－,－,－
4火種(それ自身発火)／42たばことマッチ／ライター／放火,129,71,7,3,5,56,7,－,－,－,51,922,160946,641,16,32
4火種(それ自身発火)／42たばことマッチ／ライター／放火の疑い,5,2,－,－,1,1,1,－,－,－,2,10,1721,52,－,2
4火種(それ自身発火)／42たばことマッチ／ライター／火遊び,103,47,2,1,10,34,1,－,－,－,55,621,108002,1072,－,20
4火種(それ自身発火)／43火の粉,82,29,12,3,－,14,5,－,－,2,46,707,96188,3434,－,6
4火種(それ自身発火)／43火の粉／固定煙突の火の粉,6,4,1,－,－,3,－,－,－,－,2,105,34588,－,－,1
4火種(それ自身発火)／43火の粉／固定煙突の火の粉／火の粉が散る,6,4,1,－,－,3,－,－,－,－,2,105,34588,－,－,1
4火種(それ自身発火)／43火の粉／たき火の火の粉,16,2,2,－,－,－,2,－,－,－,12,16,905,5,－,1
4火種(それ自身発火)／43火の粉／たき火の火の粉／火の粉が散る,11,2,2,－,－,－,1,－,－,－,8,16,905,－,－,1
4火種(それ自身発火)／43火の粉／たき火の火の粉／飛火する,5,－,－,－,－,－,1,－,－,－,4,－,－,5,－,－
4火種(それ自身発火)／43火の粉／焼却火の火の粉,32,11,4,1,－,6,3,－,－,2,16,510,57084,2819,－,1
4火種(それ自身発火)／43火の粉／焼却火の火の粉／火の粉が散る,26,8,3,1,－,4,2,－,－,1,15,415,56345,2783,－,1
4火種(それ自身発火)／43火の粉／焼却火の火の粉／飛火する,6,3,1,－,－,2,1,－,－,1,1,95,739,36,－,－
4火種(それ自身発火)／43火の粉／かまどの火の粉,3,2,2,－,－,－,－,－,－,－,1,21,320,－,－,－
4火種(それ自身発火)／43火の粉／かまどの火の粉／火の粉が散る,3,2,2,－,－,－,－,－,－,－,1,21,320,－,－,－
4火種(それ自身発火)／43火の粉／ごみ焼却炉の火の粉,23,9,3,2,－,4,－,－,－,－,14,55,3191,610,－,3
4火種(それ自身発火)／43火の粉／ごみ焼却炉の火の粉／火の粉が散る,21,8,3,2,－,3,－,－,－,－,13,55,2637,610,－,2
4火種(それ自身発火)／43火の粉／ごみ焼却炉の火の粉／飛火する,2,1,－,－,－,1,－,－,－,－,1,－,554,－,－,1
4火種(それ自身発火)／43火の粉／ストーブの火の粉,1,－,－,－,－,－,－,－,－,－,1,－,－,－,－,－
4火種(それ自身発火)／43火の粉／ストーブの火の粉／火の粉が散る,1,－,－,－,－,－,－,－,－,－,1,－,－,－,－,－
4火種(それ自身発火)／43火の粉／プラスチック成型機火の粉,1,1,－,－,－,1,－,－,－,－,－,－,100,－,－,－
4火種(それ自身発火)／43火の粉／プラスチック成型機火の粉／火の粉が散る,1,1,－,－,－,1,－,－,－,－,－,－,100,－,－,－
4火種(それ自身発火)／44火花(個体の衝撃摩擦),64,20,1,－,－,19,37,－,1,－,6,55,11161,31740,1,18
4火種(それ自身発火)／44火花(個体の衝撃摩擦)／グラインダーの火花,10,8,－,－,－,8,－,－,－,－,2,－,1572,26,－,1
4火種(それ自身発火)／44火花(個体の衝撃摩擦)／グラインダーの火花／火花が飛ぶ,10,8,－,－,－,8,－,－,－,－,2,－,1572,26,－,1
4火種(それ自身発火)／44火花(個体の衝撃摩擦)／車両等の衝撃火花,28,－,－,－,－,－,27,－,1,－,－,－,70,29433,1,6
4火種(それ自身発火)／44火花(個体の衝撃摩擦)／車両等の衝撃火花／引火する,11,－,－,－,－,－,11,－,－,－,－,－,70,1414,－,1
4火種(それ自身発火)／44火花(個体の衝撃摩擦)／車両等の衝撃火花／火花が飛ぶ,1,－,－,－,－,－,1,－,－,－,－,－,－,1208,－,－
4火種(それ自身発火)／44火花(個体の衝撃摩擦)／車両等の衝撃火花／衝突により発火する,10,－,－,－,－,－,10,－,－,－,－,－,－,743,1,5
4火種(それ自身発火)／44火花(個体の衝撃摩擦)／車両等の衝撃火花／墜落により発火する,1,－,－,－,－,－,－,－,1,－,－,－,－,25000,－,－
4火種(それ自身発火)／44火花(個体の衝撃摩擦)／車両等の衝撃火花／転倒する,5,－,－,－,－,－,5,－,－,－,－,－,－,1068,－,－
4火種(それ自身発火)／44火花(個体の衝撃摩擦)／金属板と金属板の衝撃火花,10,3,－,－,－,3,7,－,－,－,－,－,1501,1734,－,4
4火種(それ自身発火)／44火花(個体の衝撃摩擦)／金属板と金属板の衝撃火花／引火する,7,1,－,－,－,1,6,－,－,－,－,－,－,302,－,1
4火種(それ自身発火)／44火花(個体の衝撃摩擦)／金属板と金属板の衝撃火花／火花が飛ぶ,2,2,－,－,－,2,－,－,－,－,－,－,1501,－,－,3
4火種(それ自身発火)／44火花(個体の衝撃摩擦)／金属板と金属板の衝撃火花／衝撃により発火する,1,－,－,－,－,－,1,－,－,－,－,－,－,1432,－,－
4火種(それ自身発火)／44火花(個体の衝撃摩擦)／研磨機の火花,2,2,1,－,－,1,－,－,－,－,－,55,3384,－,－,1
4火種(それ自身発火)／44火花(個体の衝撃摩擦)／研磨機の火花／火花が飛ぶ,2,2,1,－,－,1,－,－,－,－,－,55,3384,－,－,1
4火種(それ自身発火)／44火花(個体の衝撃摩擦)／スパナとガス管の衝撃火花,1,1,－,－,－,1,－,－,－,－,－,－,－,－,－,－
4火種(それ自身発火)／44火花(個体の衝撃摩擦)／スパナとガス管の衝撃火花／引火する,1,1,－,－,－,1,－,－,－,－,－,－,－,－,－,－
4火種(それ自身発火)／44火花(個体の衝撃摩擦)／掘削機とガス管の衝撃火花,3,3,－,－,－,3,－,－,－,－,－,－,3,－,－,3
4火種(それ自身発火)／44火花(個体の衝撃摩擦)／掘削機とガス管の衝撃火花／引火する,3,3,－,－,－,3,－,－,－,－,－,－,3,－,－,3
4火種(それ自身発火)／44火花(個体の衝撃摩擦)／バールとコンクリート床との衝撃花火,1,－,－,－,－,－,－,－,－,－,1,－,－,480,－,－
4火種(それ自身発火)／44火花(個体の衝撃摩擦)／バールとコンクリート床との衝撃花火／引火する,1,－,－,－,－,－,－,－,－,－,1,－,－,480,－,－
4火種(それ自身発火)／44火花(個体の衝撃摩擦)／鉄片とコンクリート床との衝撃花火,1,－,－,－,－,－,－,－,－,－,1,－,－,20,－,－
4火種(それ自身発火)／44火花(個体の衝撃摩擦)／鉄片とコンクリート床との衝撃花火／引火する,1,－,－,－,－,－,－,－,－,－,1,－,－,20,－,－
4火種(それ自身発火)／44火花(個体の衝撃摩擦)／鉄板と切断機の火花,2,1,－,－,－,1,－,－,－,－,1,－,55,9,－,1
4火種(それ自身発火)／44火花(個体の衝撃摩擦)／鉄板と切断機の火花／引火する,1,－,－,－,－,－,－,－,－,－,1,－,－,9,－,1
4火種(それ自身発火)／44火花(個体の衝撃摩擦)／鉄板と切断機の火花／火花が飛ぶ,1,1,－,－,－,1,－,－,－,－,－,－,55,－,－,－
4火種(それ自身発火)／44火花(個体の衝撃摩擦)／金属とスクラッププレス機との衝撃花火,4,1,－,－,－,1,3,－,－,－,－,－,69,25,－,－
4火種(それ自身発火)／44火花(個体の衝撃摩擦)／金属とスクラッププレス機との衝撃花火／火花が飛ぶ,4,1,－,－,－,1,3,－,－,－,－,－,69,25,－,－
4火種(それ自身発火)／44火花(個体の衝撃摩擦)／金属と高速切断機の火花,2,1,－,－,－,1,－,－,－,－,1,－,4507,13,－,2
4火種(それ自身発火)／44火花(個体の衝撃摩擦)／金属と高速切断機の火花／引火する,1,－,－,－,－,－,－,－,－,－,1,－,7,13－,－,
4火種(それ自身発火)／44火花(個体の衝撃摩擦)／金属と高速切断機の火花／火花が飛ぶ,1,1,－,－,－,1,－,－,－,－,－,－,4500,－,－,2
5高温の固体,127,39,1,1,2,35,77,－,－,－,11,169,65808,53084,1,4
5高温の固体／51高温気体で熱せられたもの,89,22,1,1,1,19,64,－,－,－,3,169,19235,49657,1,3
5高温の固体／51高温気体で熱せられたもの／煙突,11,10,1,－,1,8,－,－,－,－,1,121,6856,－,1,1
5高温の固体／51高温気体で熱せられたもの／煙突／伝導過熱する,3,3,－,－,－,3,－,－,－,－,－,－,61,－,－,－
5高温の固体／51高温気体で熱せられたもの／煙突／可燃物が火源に触れる,1,－,－,－,－,－,－,－,－,－,1,－,－,－,－,－
5高温の固体／51高温気体で熱せられたもの／煙突／火源が破損する,1,1,－,－,－,1,－,－,－,－,－,－,54,－,－,－
5高温の固体／51高温気体で熱せられたもの／煙突／火源が腐食する,2,2,－,－,－,2,－,－,－,－,－,－,101,－,－,－
5高温の固体／51高温気体で熱せられたもの／煙突／構造不完全,4,4,1,－,1,2,－,－,－,－,－,121,6640,－,1,1
5高温の固体／51高温気体で熱せられたもの／排気筒,9,8,－,1,－,7,－,－,－,－,1,48,8696,－,－,－
5高温の固体／51高温気体で熱せられたもの／排気筒／放射を受けて発火する,1,1,－,－,－,1,－,－,－,－,－,－,6,－,－,－
5高温の固体／51高温気体で熱せられたもの／排気筒／伝導過熱する,1,－,－,－,－,－,－,－,－,－,1,－,－,－,－,－
5高温の固体／51高温気体で熱せられたもの／排気筒／過熱する,1,1,－,－,－,1,－,－,－,－,－,－,1617,－,－,－
5高温の固体／51高温気体で熱せられたもの／排気筒／可燃物が火源に触れる,3,3,－,1,－,2,－,－,－,－,－,48,6999,－,－,－
5高温の固体／51高温気体で熱せられたもの／排気筒／火源が動いて接触する,1,1,－,－,－,1,－,－,－,－,－,－,50,－,－,－
5高温の固体／51高温気体で熱せられたもの／排気筒／構造不完全,2,2,－,－,－,2,－,－,－,－,－,－,24,－,－,－
5高温の固体／51高温気体で熱せられたもの／煙道,1,1,－,－,－,1,－,－,－,－,－,－,25,－,－,－
5高温の固体／51高温気体で熱せられたもの／煙道／可燃物が火源に触れる,1,1,－,－,－,1,－,－,－,－,－,－,25,－,－,－
5高温の固体／51高温気体で熱せられたもの／排気管,66,1,－,－,－,1,64,－,－,－,1,－,21,49657,－,2
5高温の固体／51高温気体で熱せられたもの／排気管／引火する,2,－,－,－,－,－,2,－,－,－,－,－,－,2700,－,－
5高温の固体／51高温気体で熱せられたもの／排気管／放射を受けて発火する,4,－,－,－,－,－,4,－,－,－,－,－,－,1256,－,－
5高温の固体／51高温気体で熱せられたもの／排気管／伝導過熱する,4,－,－,－,－,－,4,－,－,－,－,－,－,1243,－,－
5高温の固体／51高温気体で熱せられたもの／排気管／過熱する,6,－,－,－,－,－,6,－,－,－,－,－,－,9863,－,－
5高温の固体／51高温気体で熱せられたもの／排気管／局部過熱する,1,－,－,－,－,－,1,－,－,－,－,－,－,360,－,－
