発火源および経過,火災件数／計,火災件数／建物／小計,火災件数／建物／全焼,火災件数／建物／半焼,火災件数／建物／部分焼,火災件数／建物／ぼや,火災件数／車両,火災件数／船舶,火災件数／航空機,火災件数／林野,火災件数／その他,焼損床面積(m2),損害額(千円)／建物(収容物含む),損害額(千円)／建物以外,死者,傷者
2ガス油類が燃料の道具装置／23固定設備(都市ガス)／風呂かまど(都),23,22,1,1,－,20,－,－,－,－,1,200,39151,155,－,1
2ガス油類が燃料の道具装置／23固定設備(都市ガス)／風呂かまど(都)／引火する,2,2,－,1,－,1,－,－,－,－,－,40,16318,5,－,－
2ガス油類が燃料の道具装置／23固定設備(都市ガス)／風呂かまど(都)／伝導過熱する,1,1,－,－,－,1,－,－,－,－,－,－,25,－,－,－
2ガス油類が燃料の道具装置／23固定設備(都市ガス)／風呂かまど(都)／可燃物が火源に触れる,1,1,－,－,－,1,－,－,－,－,－,－,－,－,－,－
2ガス油類が燃料の道具装置／23固定設備(都市ガス)／風呂かまど(都)／接炎する,1,1,－,－,－,1,－,－,－,－,－,－,5,－,－,－
2ガス油類が燃料の道具装置／23固定設備(都市ガス)／風呂かまど(都)／機械が故障する,1,－,－,－,－,－,－,－,－,－,1,－,－,150,－,－
2ガス油類が燃料の道具装置／23固定設備(都市ガス)／風呂かまど(都)／着火物が漏洩する,3,3,－,－,－,3,－,－,－,－,－,－,434,－,－,－
2ガス油類が燃料の道具装置／23固定設備(都市ガス)／風呂かまど(都)／空だき,13,13,1,－,－,12,－,－,－,－,－,160,22367,－,－,－
2ガス油類が燃料の道具装置／23固定設備(都市ガス)／風呂かまど(都)／放火,1,1,－,－,－,1,－,－,－,－,－,－,2,－,－,1
2ガス油類が燃料の道具装置／23固定設備(都市ガス)／フライヤー(都),6,6,－,－,－,6,－,－,－,－,－,－,2763,－,－,2
2ガス油類が燃料の道具装置／23固定設備(都市ガス)／フライヤー(都)／過熱する,1,1,－,－,－,1,－,－,－,－,－,－,7,－,－,－
2ガス油類が燃料の道具装置／23固定設備(都市ガス)／フライヤー(都)／放置する,3,3,－,－,－,3,－,－,－,－,－,－,2713,－,－,2
2ガス油類が燃料の道具装置／23固定設備(都市ガス)／フライヤー(都)／忘れる,2,2,－,－,－,2,－,－,－,－,－,－,43,－,－,－
2ガス油類が燃料の道具装置／23固定設備(都市ガス)／乾燥機(都),1,1,－,－,－,1,－,－,－,－,－,－,17325,－,－,－
2ガス油類が燃料の道具装置／23固定設備(都市ガス)／乾燥機(都)／過熱する,1,1,－,－,－,1,－,－,－,－,－,－,17325,－,－,－
2ガス油類が燃料の道具装置／23固定設備(都市ガス)／コーヒー焙煎機(都),1,1,－,－,－,1,－,－,－,－,－,－,3,－,－,－
2ガス油類が燃料の道具装置／23固定設備(都市ガス)／コーヒー焙煎機(都)／過熱する,1,1,－,－,－,1,－,－,－,－,－,－,3,－,－,－
2ガス油類が燃料の道具装置／23固定設備(都市ガス)／溶解がま(都),1,1,－,－,－,1,－,－,－,－,－,－,150,－,－,－
2ガス油類が燃料の道具装置／23固定設備(都市ガス)／溶解がま(都)／蓄積過熱する,1,1,－,－,－,1,－,－,－,－,－,－,150,－,－,－
2ガス油類が燃料の道具装置／23固定設備(都市ガス)／ボイラー(都),1,1,－,－,1,－,－,－,－,－,－,10,4346,－,－,－
2ガス油類が燃料の道具装置／23固定設備(都市ガス)／ボイラー(都)／蓄積過熱する,1,1,－,－,1,－,－,－,－,－,－,10,4346,－,－,－
2ガス油類が燃料の道具装置／23固定設備(都市ガス)／焼鳥炉(都),3,3,－,－,－,3,－,－,－,－,－,－,4740,－,－,－
2ガス油類が燃料の道具装置／23固定設備(都市ガス)／焼鳥炉(都)／過熱する,3,3,－,－,－,3,－,－,－,－,－,－,4740,－,－,－
2ガス油類が燃料の道具装置／23固定設備(都市ガス)／回転かまど(都),6,6,－,－,－,6,－,－,－,－,－,－,573,－,－,6
2ガス油類が燃料の道具装置／23固定設備(都市ガス)／回転かまど(都)／着火物が漏洩する,1,1,－,－,－,1,－,－,－,－,－,－,22,－,－,－
2ガス油類が燃料の道具装置／23固定設備(都市ガス)／回転かまど(都)／考え違いで使用を誤る,1,1,－,－,－,1,－,－,－,－,－,－,63,－,－,1
2ガス油類が燃料の道具装置／23固定設備(都市ガス)／回転かまど(都)／放置する,4,4,－,－,－,4,－,－,－,－,－,－,488,－,－,5
2ガス油類が燃料の道具装置／23固定設備(都市ガス)／湯沸ボイラー(都),3,2,－,－,－,2,－,－,－,－,1,－,52,60,－,－
2ガス油類が燃料の道具装置／23固定設備(都市ガス)／湯沸ボイラー(都)／可燃物が落下する,1,1,－,－,－,1,－,－,－,－,－,－,50,－,－,－
2ガス油類が燃料の道具装置／23固定設備(都市ガス)／湯沸ボイラー(都)／可燃物が火源に触れる,1,1,－,－,－,1,－,－,－,－,－,－,－,－,－,－
2ガス油類が燃料の道具装置／23固定設備(都市ガス)／湯沸ボイラー(都)／吹き返す,1,－,－,－,－,－,－,－,－,－,1,－,2,60,－,－
2ガス油類が燃料の道具装置／23固定設備(都市ガス)／大型レンジ(都),11,11,－,－,1,10,－,－,－,－,－,10,8956,－,－,3
2ガス油類が燃料の道具装置／23固定設備(都市ガス)／大型レンジ(都)／伝導過熱する,1,1,－,－,－,1,－,－,－,－,－,－,8,－,－,－
2ガス油類が燃料の道具装置／23固定設備(都市ガス)／大型レンジ(都)／過熱する,4,4,－,－,－,4,－,－,－,－,－,－,2942,－,－,－
2ガス油類が燃料の道具装置／23固定設備(都市ガス)／大型レンジ(都)／放置する,5,5,－,－,1,4,－,－,－,－,－,10,4045,－,－,2
2ガス油類が燃料の道具装置／23固定設備(都市ガス)／大型レンジ(都)／忘れる,1,1,－,－,－,1,－,－,－,－,－,－,1961,－,－,1
2ガス油類が燃料の道具装置／23固定設備(都市ガス)／大型ガスこんろ(都),18,18,1,－,2,15,－,－,－,－,－,189,46672,－,－,5
2ガス油類が燃料の道具装置／23固定設備(都市ガス)／大型ガスこんろ(都)／引火する,1,1,－,－,－,1,－,－,－,－,－,－,2998,－,－,1
2ガス油類が燃料の道具装置／23固定設備(都市ガス)／大型ガスこんろ(都)／接炎する,2,2,－,－,－,2,－,－,－,－,－,－,－,－,－,－
2ガス油類が燃料の道具装置／23固定設備(都市ガス)／大型ガスこんろ(都)／放置する,12,12,1,－,1,10,－,－,－,－,－,164,30646,－,－,4
2ガス油類が燃料の道具装置／23固定設備(都市ガス)／大型ガスこんろ(都)／忘れる,3,3,－,－,1,2,－,－,－,－,－,25,13028,－,－,－
2ガス油類が燃料の道具装置／23固定設備(都市ガス)／ガスハースグリラー,1,1,－,－,－,1,－,－,－,－,－,－,71,－,－,－
2ガス油類が燃料の道具装置／23固定設備(都市ガス)／ガスハースグリラー／接炎する,1,1,－,－,－,1,－,－,－,－,－,－,71,－,－,－
2ガス油類が燃料の道具装置／24固定設備(プロパン、他),20,20,2,－,1,17,－,－,－,－,－,119,10804,100,－,1
2ガス油類が燃料の道具装置／24固定設備(プロパン、他)／工業用炉(プ),1,1,－,－,－,1,－,－,－,－,－,－,300,－,－,－
2ガス油類が燃料の道具装置／24固定設備(プロパン、他)／工業用炉(プ)／構造不完全,1,1,－,－,－,1,－,－,－,－,－,－,300,－,－,－
2ガス油類が燃料の道具装置／24固定設備(プロパン、他)／風呂かまど(プ),13,13,1,－,1,11,－,－,－,－,－,98,8982,－,－,1
2ガス油類が燃料の道具装置／24固定設備(プロパン、他)／風呂かまど(プ)／引火する,1,1,－,－,－,1,－,－,－,－,－,－,8,－,－,－
2ガス油類が燃料の道具装置／24固定設備(プロパン、他)／風呂かまど(プ)／空だき,12,12,1,－,1,10,－,－,－,－,－,98,8974,－,－,1
2ガス油類が燃料の道具装置／24固定設備(プロパン、他)／フライヤー(プ),2,2,1,－,－,1,－,－,－,－,－,21,1298,100,－,－
2ガス油類が燃料の道具装置／24固定設備(プロパン、他)／フライヤー(プ)／接炎する,1,1,－,－,－,1,－,－,－,－,－,－,－,－,－,－
2ガス油類が燃料の道具装置／24固定設備(プロパン、他)／フライヤー(プ)／忘れる,1,1,1,－,－,－,－,－,－,－,－,21,1298,100,－,－
2ガス油類が燃料の道具装置／24固定設備(プロパン、他)／乾燥機(プ),1,1,－,－,－,1,－,－,－,－,－,－,4,－,－,－
2ガス油類が燃料の道具装置／24固定設備(プロパン、他)／乾燥機(プ)／構造不完全,1,1,－,－,－,1,－,－,－,－,－,－,4,－,－,－
2ガス油類が燃料の道具装置／24固定設備(プロパン、他)／回転かまど(プ),1,1,－,－,－,1,－,－,－,－,－,－,220,－,－,－
2ガス油類が燃料の道具装置／24固定設備(プロパン、他)／回転かまど(プ)／忘れる,1,1,－,－,－,1,－,－,－,－,－,－,220,－,－,－
2ガス油類が燃料の道具装置／24固定設備(プロパン、他)／大型レンジ(プ),2,2,－,－,－,2,－,－,－,－,－,－,－,－,－,－
2ガス油類が燃料の道具装置／24固定設備(プロパン、他)／大型レンジ(プ)／過熱する,2,2,－,－,－,2,－,－,－,－,－,－,－,－,－,－
2ガス油類が燃料の道具装置／25移動可能道具(油),173,136,25,11,17,83,28,1,－,－,8,3480,852085,13772,3,73
2ガス油類が燃料の道具装置／25移動可能道具(油)／石油こんろ,6,5,1,1,－,3,－,－,－,－,1,92,34557,7,－,1
2ガス油類が燃料の道具装置／25移動可能道具(油)／石油こんろ／可燃物が火源に触れる,1,1,－,－,－,1,－,－,－,－,－,－,2,－,－,－
2ガス油類が燃料の道具装置／25移動可能道具(油)／石油こんろ／接炎する,1,1,－,－,－,1,－,－,－,－,－,－,3,－,－,－
2ガス油類が燃料の道具装置／25移動可能道具(油)／石油こんろ／機械の調整が不適当,1,1,1,－,－,－,－,－,－,－,－,57,29711,5,－,－
2ガス油類が燃料の道具装置／25移動可能道具(油)／石油こんろ／放置する,1,－,－,－,－,－,－,－,－,－,1,－,－,2,－,－
2ガス油類が燃料の道具装置／25移動可能道具(油)／石油こんろ／使用中に給油する,2,2,－,1,－,1,－,－,－,－,－,35,4841,－,－,1
2ガス油類が燃料の道具装置／25移動可能道具(油)／石油ストーブ,120,116,24,10,14,68,3,1,－,－,－,3363,814734,5332,3,69
2ガス油類が燃料の道具装置／25移動可能道具(油)／石油ストーブ／引火する,20,20,5,－,－,15,－,－,－,－,－,717,261113,217,－,23
2ガス油類が燃料の道具装置／25移動可能道具(油)／石油ストーブ／放射を受けて発火する,8,7,2,1,1,3,－,1,－,－,－,161,39995,3000,－,4
2ガス油類が燃料の道具装置／25移動可能道具(油)／石油ストーブ／可燃物が転倒する,3,3,－,－,－,3,－,－,－,－,－,－,204,－,－,1
2ガス油類が燃料の道具装置／25移動可能道具(油)／石油ストーブ／可燃物が落下する,19,19,1,6,4,8,－,－,－,－,－,519,126972,30,1,7
2ガス油類が燃料の道具装置／25移動可能道具(油)／石油ストーブ／可燃物が火源に触れる,14,14,3,1,3,7,－,－,－,－,－,251,58976,1752,－,7
2ガス油類が燃料の道具装置／25移動可能道具(油)／石油ストーブ／火源が転倒する,1,1,－,－,1,－,－,－,－,－,－,10,1562,－,－,1
2ガス油類が燃料の道具装置／25移動可能道具(油)／石油ストーブ／接炎する,6,6,2,－,－,4,－,－,－,－,－,320,67203,－,－,4
2ガス油類が燃料の道具装置／25移動可能道具(油)／石油ストーブ／機械の調整が不適当,2,2,1,－,－,1,－,－,－,－,－,173,74003,233,－,－
2ガス油類が燃料の道具装置／25移動可能道具(油)／石油ストーブ／誤ってスイッチが入る,5,2,－,－,1,1,3,－,－,－,－,30,3758,－,－,1
2ガス油類が燃料の道具装置／25移動可能道具(油)／石油ストーブ／燃料を誤る,5,5,2,－,－,3,－,－,－,－,－,177,40630,100,－,1
2ガス油類が燃料の道具装置／25移動可能道具(油)／石油ストーブ／使用中に給油する,23,23,5,2,3,13,－,－,－,－,－,891,130557,－,－,15
2ガス油類が燃料の道具装置／25移動可能道具(油)／石油ストーブ／取扱い不注意,13,13,3,－,－,10,－,－,－,－,－,98,6658,－,－,5
2ガス油類が燃料の道具装置／25移動可能道具(油)／石油ストーブ／火遊び,1,1,－,－,1,－,－,－,－,－,－,16,3103,－,2,－
2ガス油類が燃料の道具装置／25移動可能道具(油)／石油ファンヒーター,4,4,－,－,1,3,－,－,－,－,－,12,693,－,－,－
2ガス油類が燃料の道具装置／25移動可能道具(油)／石油ファンヒーター／着火物が漏洩する,1,1,－,－,－,1,－,－,－,－,－,－,1,－,－,－
2ガス油類が燃料の道具装置／25移動可能道具(油)／石油ファンヒーター／燃料を誤る,2,2,－,－,1,1,－,－,－,－,－,12,686,－,－,－
2ガス油類が燃料の道具装置／25移動可能道具(油)／石油ファンヒーター／火遊び,1,1,－,－,－,1,－,－,－,－,－,－,6,－,－,－
2ガス油類が燃料の道具装置／25移動可能道具(油)／アルコールランプ,1,1,－,－,－,1,－,－,－,－,－,－,2,－,－,1
2ガス油類が燃料の道具装置／25移動可能道具(油)／アルコールランプ／接炎する,1,1,－,－,－,1,－,－,－,－,－,－,2,－,－,1
2ガス油類が燃料の道具装置／25移動可能道具(油)／内燃機関(油),23,－,－,－,－,－,23,－,－,－,－,－,－,7408,－,－
2ガス油類が燃料の道具装置／25移動可能道具(油)／内燃機関(油)／過熱する,1,－,－,－,－,－,1,－,－,－,－,－,－,－,－,－
2ガス油類が燃料の道具装置／25移動可能道具(油)／内燃機関(油)／可燃物が落下する,4,－,－,－,－,－,4,－,－,－,－,－,－,1285,－,－
2ガス油類が燃料の道具装置／25移動可能道具(油)／内燃機関(油)／可燃物が火源に触れる,5,－,－,－,－,－,5,－,－,－,－,－,－,736,－,－
2ガス油類が燃料の道具装置／25移動可能道具(油)／内燃機関(油)／機械が故障する,1,－,－,－,－,－,1,－,－,－,－,－,－,4,－,－
2ガス油類が燃料の道具装置／25移動可能道具(油)／内燃機関(油)／着火物が漏洩する,4,－,－,－,－,－,4,－,－,－,－,－,－,630,－,－
2ガス油類が燃料の道具装置／25移動可能道具(油)／内燃機関(油)／衝突により発火する,3,－,－,－,－,－,3,－,－,－,－,－,－,3574,－,－
2ガス油類が燃料の道具装置／25移動可能道具(油)／内燃機関(油)／逆火する,4,－,－,－,－,－,4,－,－,－,－,－,－,78,－,－
2ガス油類が燃料の道具装置／25移動可能道具(油)／内燃機関(油)／不明,1,－,－,－,－,－,1,－,－,－,－,－,－,1101,－,－
2ガス油類が燃料の道具装置／25移動可能道具(油)／アスファルト溶解炉(油),6,3,－,－,1,2,－,－,－,－,3,5,393,264,－,1
2ガス油類が燃料の道具装置／25移動可能道具(油)／アスファルト溶解炉(油)／引火する,1,－,－,－,－,－,－,－,－,－,1,－,－,－,－,－
2ガス油類が燃料の道具装置／25移動可能道具(油)／アスファルト溶解炉(油)／過熱する,1,1,－,－,1,－,－,－,－,－,－,5,263,114,－,－
2ガス油類が燃料の道具装置／25移動可能道具(油)／アスファルト溶解炉(油)／可燃物が落下する,1,1,－,－,－,1,－,－,－,－,－,－,30,－,－,1
2ガス油類が燃料の道具装置／25移動可能道具(油)／アスファルト溶解炉(油)／接炎する,1,1,－,－,－,1,－,－,－,－,－,－,100,73,－,－
2ガス油類が燃料の道具装置／25移動可能道具(油)／アスファルト溶解炉(油)／放置する,2,－,－,－,－,－,－,－,－,－,2,－,－,77,－,－
2ガス油類が燃料の道具装置／25移動可能道具(油)／ジーゼルコンプレッサー,1,－,－,－,－,－,1,－,－,－,－,－,－,441,－,－
2ガス油類が燃料の道具装置／25移動可能道具(油)／ジーゼルコンプレッサー／可燃物が落下する,1,－,－,－,－,－,1,－,－,－,－,－,－,441,－,－
2ガス油類が燃料の道具装置／25移動可能道具(油)／発電機(油),3,2,－,－,－,2,－,－,－,－,1,－,824,145,－,－
2ガス油類が燃料の道具装置／25移動可能道具(油)／発電機(油)／電線が短絡する,1,1,－,－,－,1,－,－,－,－,－,－,819,－,－,－
2ガス油類が燃料の道具装置／25移動可能道具(油)／発電機(油)／絶縁劣下による発熱,1,1,－,－,－,1,－,－,－,－,－,－,5,－,－,－
2ガス油類が燃料の道具装置／25移動可能道具(油)／発電機(油)／スパークによる引火,1,－,－,－,－,－,－,－,－,－,1,－,－,145,－,－
2ガス油類が燃料の道具装置／25移動可能道具(油)／石油バーナー,7,3,－,－,1,2,1,－,－,－,3,8,748,175,－,1
2ガス油類が燃料の道具装置／25移動可能道具(油)／石油バーナー／伝導過熱する,1,1,－,－,－,1,－,－,－,－,－,－,34,－,－,－
2ガス油類が燃料の道具装置／25移動可能道具(油)／石油バーナー／可燃物が落下する,1,－,－,－,－,－,1,－,－,－,－,－,－,21,－,－
2ガス油類が燃料の道具装置／25移動可能道具(油)／石油バーナー／接炎する,4,1,－,－,－,1,－,－,－,－,3,－,20,－,－,1
2ガス油類が燃料の道具装置／25移動可能道具(油)／石油バーナー／着火物容器が破損する,1,1,－,－,1,－,－,－,－,－,－,8,694,154,－,－
2ガス油類が燃料の道具装置／25移動可能道具(油)／アルコールこんろ,2,2,－,－,－,2,－,－,－,－,－,－,134,－,－,－
2ガス油類が燃料の道具装置／25移動可能道具(油)／アルコールこんろ／火源が落下する,1,1,－,－,－,1,－,－,－,－,－,－,53,－,－,－
2ガス油類が燃料の道具装置／25移動可能道具(油)／アルコールこんろ／接炎する,1,1,－,－,－,1,－,－,－,－,－,－,81,－,－,－
2ガス油類が燃料の道具装置／26固定設備(油),16,12,－,－,－,12,1,－,－,－,3,3,2180,316,－,1
2ガス油類が燃料の道具装置／26固定設備(油)／営業用風呂かまど(油),1,1,－,－,－,1,－,－,－,－,－,－,965,－,－,－
2ガス油類が燃料の道具装置／26固定設備(油)／営業用風呂かまど(油)／吹き返す,1,1,－,－,－,1,－,－,－,－,－,－,965,－,－,－
2ガス油類が燃料の道具装置／26固定設備(油)／風呂かまど/固定(油),6,5,－,－,－,5,－,－,－,－,1,3,1018,6,－,1
2ガス油類が燃料の道具装置／26固定設備(油)／風呂かまど/固定(油)／着火物が漏洩する,1,－,－,－,－,－,－,－,－,－,1,－,－,6,－,－
2ガス油類が燃料の道具装置／26固定設備(油)／風呂かまど/固定(油)／空だき,3,3,－,－,－,3,－,－,－,－,－,3,1003,－,－,1
2ガス油類が燃料の道具装置／26固定設備(油)／風呂かまど/固定(油)／吹き返す,2,2,－,－,－,2,－,－,－,－,－,－,15,－,－,－
2ガス油類が燃料の道具装置／26固定設備(油)／ボイラー/固定(油),6,4,－,－,－,4,－,－,－,－,2,－,68,210,－,－
2ガス油類が燃料の道具装置／26固定設備(油)／ボイラー/固定(油)／金属の接触部が過熱,1,1,－,－,－,1,－,－,－,－,－,－,10,－,－,－
2ガス油類が燃料の道具装置／26固定設備(油)／ボイラー/固定(油)／可燃物が火源に触れる,1,1,－,－,－,1,－,－,－,－,－,－,50,－,－,－
2ガス油類が燃料の道具装置／26固定設備(油)／ボイラー/固定(油)／機械が故障する,1,1,－,－,－,1,－,－,－,－,－,－,3,－,－,－
2ガス油類が燃料の道具装置／26固定設備(油)／ボイラー/固定(油)／構造不完全,1,1,－,－,－,1,－,－,－,－,－,－,5,－,－,－
2ガス油類が燃料の道具装置／26固定設備(油)／ボイラー/固定(油)／逆火する,1,－,－,－,－,－,－,－,－,－,1,－,－,10,－,－
2ガス油類が燃料の道具装置／26固定設備(油)／ボイラー/固定(油)／吹き返す,1,－,－,－,－,－,－,－,－,－,1,－,－,200,－,－
2ガス油類が燃料の道具装置／26固定設備(油)／オイルバーナー,1,1,－,－,－,1,－,－,－,－,－,－,128,－,－,－
2ガス油類が燃料の道具装置／26固定設備(油)／オイルバーナー／機械の調整が不適当,1,1,－,－,－,1,－,－,－,－,－,－,128,－,－,－
2ガス油類が燃料の道具装置／26固定設備(油)／温風ヒーター(油),2,1,－,－,－,1,1,－,－,－,－,－,1,100,－,－
2ガス油類が燃料の道具装置／26固定設備(油)／温風ヒーター(油)／過熱する,1,－,－,－,－,－,1,－,－,－,－,－,－,100,－,－
2ガス油類が燃料の道具装置／26固定設備(油)／温風ヒーター(油)／機械の調整が不適当,1,1,－,－,－,1,－,－,－,－,－,－,1,－,－,－
2ガス油類が燃料の道具装置／27明り,58,51,7,1,6,37,－,－,－,－,7,674,137584,38,2,20
2ガス油類が燃料の道具装置／27明り／ローソク,44,38,5,1,3,29,－,－,－,－,6,493,89328,33,－,16
2ガス油類が燃料の道具装置／27明り／ローソク／放射を受けて発火する,1,－,－,－,－,－,－,－,－,－,1,－,－,32,－,－
2ガス油類が燃料の道具装置／27明り／ローソク／可燃物が火源に触れる,2,2,1,－,－,1,－,－,－,－,－,87,6435,－,－,1
2ガス油類が燃料の道具装置／27明り／ローソク／火源が転倒する,13,13,4,－,1,8,－,－,－,－,－,271,47561,－,－,5
2ガス油類が燃料の道具装置／27明り／ローソク／火源が落下する,6,6,－,－,1,5,－,－,－,－,－,16,6544,－,－,－
2ガス油類が燃料の道具装置／27明り／ローソク／火源が動いて接触する,2,2,－,1,－,1,－,－,－,－,－,60,6590,－,－,－
2ガス油類が燃料の道具装置／27明り／ローソク／接炎する,5,4,－,－,－,4,－,－,－,－,1,－,14,1,－,1
2ガス油類が燃料の道具装置／27明り／ローソク／不適当な所に捨てる,2,2,－,－,－,2,－,－,－,－,－,2,579,－,－,2
2ガス油類が燃料の道具装置／27明り／ローソク／放置する,1,1,－,－,－,1,－,－,－,－,－,－,75,－,－,－
2ガス油類が燃料の道具装置／27明り／ローソク／忘れる,2,2,－,－,－,2,－,－,－,－,－,－,689,－,－,－
2ガス油類が燃料の道具装置／27明り／ローソク／放火,2,2,－,－,－,2,－,－,－,－,－,－,16,－,－,－
2ガス油類が燃料の道具装置／27明り／ローソク／火遊び,8,4,－,－,1,3,－,－,－,－,4,57,20825,－,－,7
2ガス油類が燃料の道具装置／27明り／灯明,13,13,2,－,3,8,－,－,－,－,－,181,48256,－,2,4
2ガス油類が燃料の道具装置／27明り／灯明／引火する,1,1,－,－,－,1,－,－,－,－,－,－,55,－,－,1
2ガス油類が燃料の道具装置／27明り／灯明／可燃物が火源に触れる,3,3,－,－,－,3,－,－,－,－,－,－,298,－,1,1
2ガス油類が燃料の道具装置／27明り／灯明／火源が転倒する,3,3,1,－,2,－,－,－,－,－,－,118,35771,－,－,1
2ガス油類が燃料の道具装置／27明り／灯明／接炎する,6,6,1,－,1,4,－,－,－,－,－,63,12132,－,1,1
2ガス油類が燃料の道具装置／27明り／石油ランプ,1,－,－,－,－,－,－,－,－,－,1,－,－,5,－,－
2ガス油類が燃料の道具装置／27明り／石油ランプ／着火物が漏洩する,1,－,－,－,－,－,－,－,－,－,1,－,－,5,－,－
2ガス油類が燃料の道具装置／29その他(ガス、油),119,55,3,1,5,46,3,－,－,－,61,542,111299,1215,－,13
2ガス油類が燃料の道具装置／29その他(ガス、油)／アセチレンガス溶接器,11,7,1,－,－,6,－,－,－,－,4,45,761,46,－,6
2ガス油類が燃料の道具装置／29その他(ガス、油)／アセチレンガス溶接器／引火する,2,－,－,－,－,－,－,－,－,－,2,－,－,－,－,－
2ガス油類が燃料の道具装置／29その他(ガス、油)／アセチレンガス溶接器／火花が飛ぶ,6,4,1,－,－,3,－,－,－,－,2,45,636,46,－,6
2ガス油類が燃料の道具装置／29その他(ガス、油)／アセチレンガス溶接器／接炎する,1,1,－,－,－,1,－,－,－,－,－,－,19,－,－,－
2ガス油類が燃料の道具装置／29その他(ガス、油)／アセチレンガス溶接器／逆火する,2,2,－,－,－,2,－,－,－,－,－,－,106,－,－,－
2ガス油類が燃料の道具装置／29その他(ガス、油)／アセチレンガス切断器,108,48,2,1,5,40,3,－,－,－,57,497,110538,1169,－,7
2ガス油類が燃料の道具装置／29その他(ガス、油)／アセチレンガス切断器／引火する,17,6,－,－,－,6,－,－,－,－,11,－,159,118,－,1
2ガス油類が燃料の道具装置／29その他(ガス、油)／アセチレンガス切断器／火花が飛ぶ,62,29,2,1,3,23,3,－,－,－,30,220,54825,860,－,3
2ガス油類が燃料の道具装置／29その他(ガス、油)／アセチレンガス切断器／接炎する,19,10,－,－,2,8,－,－,－,－,9,277,55545,15,－,3
2ガス油類が燃料の道具装置／29その他(ガス、油)／アセチレンガス切断器／逆火する,10,3,－,－,－,3,－,－,－,－,7,－,9,176,－,－
3薪、石炭が燃料の道具装置,40,18,4,－,1,13,3,－,－,－,19,591,112727,1007,－,7
3薪、石炭が燃料の道具装置／31炭等を燃料とするもの,10,7,1,－,－,6,－,－,－,－,3,3,118,27,－,3
3薪、石炭が燃料の道具装置／31炭等を燃料とするもの／木炭七厘こんろ,2,1,－,－,－,1,－,－,－,－,1,－,5,1,－,1
3薪、石炭が燃料の道具装置／31炭等を燃料とするもの／木炭七厘こんろ／可燃物が火源に触れる,1,－,－,－,－,－,－,－,－,－,1,－,－,1,－,－
3薪、石炭が燃料の道具装置／31炭等を燃料とするもの／木炭七厘こんろ／接炎する,1,1,－,－,－,1,－,－,－,－,－,－,5,－,－,1
3薪、石炭が燃料の道具装置／31炭等を燃料とするもの／練炭七厘こんろ,3,3,1,－,－,2,－,－,－,－,－,3,45,－,－,1
3薪、石炭が燃料の道具装置／31炭等を燃料とするもの／練炭七厘こんろ／可燃物が落下する,1,1,1,－,－,－,－,－,－,－,－,3,27,－,－,－
3薪、石炭が燃料の道具装置／31炭等を燃料とするもの／練炭七厘こんろ／可燃物が火源に触れる,1,1,－,－,－,1,－,－,－,－,－,－,15,－,－,1
3薪、石炭が燃料の道具装置／31炭等を燃料とするもの／練炭七厘こんろ／接炎する,1,1,－,－,－,1,－,－,－,－,－,－,3,－,－,－
3薪、石炭が燃料の道具装置／31炭等を燃料とするもの／練炭火鉢,1,－,－,－,－,－,－,－,－,－,1,－,－,16,－,－
3薪、石炭が燃料の道具装置／31炭等を燃料とするもの／練炭火鉢／放射を受けて発火する,1,－,－,－,－,－,－,－,－,－,1,－,－,16,－,－
3薪、石炭が燃料の道具装置／31炭等を燃料とするもの／かいろ,1,1,－,－,－,1,－,－,－,－,－,－,37,－,－,－
3薪、石炭が燃料の道具装置／31炭等を燃料とするもの／かいろ／過熱する,1,1,－,－,－,1,－,－,－,－,－,－,37,－,－,－
3薪、石炭が燃料の道具装置／31炭等を燃料とするもの／こたつ,1,1,－,－,－,1,－,－,－,－,－,－,7,－,－,1
3薪、石炭が燃料の道具装置／31炭等を燃料とするもの／こたつ／可燃物が火源に触れる,1,1,－,－,－,1,－,－,－,－,－,－,7,－,－,1
3薪、石炭が燃料の道具装置／31炭等を燃料とするもの／豆炭あんか,1,1,－,－,－,1,－,－,－,－,－,－,24,－,－,－
3薪、石炭が燃料の道具装置／31炭等を燃料とするもの／豆炭あんか／可燃物が火源に触れる,1,1,－,－,－,1,－,－,－,－,－,－,24,－,－,－
3薪、石炭が燃料の道具装置／31炭等を燃料とするもの／屋台こんろ・かまど(炭),1,－,－,－,－,－,－,－,－,－,1,－,－,10,－,－
3薪、石炭が燃料の道具装置／31炭等を燃料とするもの／屋台こんろ・かまど(炭)／火源が転倒する,1,－,－,－,－,－,－,－,－,－,1,－,－,10,－,－
3薪、石炭が燃料の道具装置／32薪等を燃料とするもの,30,11,3,－,1,7,3,－,－,－,16,588,112609,980,－,4
3薪、石炭が燃料の道具装置／32薪等を燃料とするもの／かまど(薪),1,1,－,－,－,1,－,－,－,－,－,3,81,－,－,－
3薪、石炭が燃料の道具装置／32薪等を燃料とするもの／かまど(薪)／容器から火種がこぼれる,1,1,－,－,－,1,－,－,－,－,－,3,81,－,－,－
3薪、石炭が燃料の道具装置／32薪等を燃料とするもの／風呂かまど(薪),4,3,2,－,1,－,－,－,－,－,1,453,107957,59,－,2
3薪、石炭が燃料の道具装置／32薪等を燃料とするもの／風呂かまど(薪)／容器から火種がこぼれる,3,2,1,－,1,－,－,－,－,－,1,304,69239,59,－,2
