"年月[西暦]","調査項目","設問","選択肢","回答数[人]","構成比[%]"
"202003","区基本計画","Q10. 区は、平成27(2015)年度に策定した「港区基本計画（平成27(2015)年度～平成32(2020)年度）」の後期３年に当たる、平成30(2018)年度から令和２(2020)年度までの計画を改定しました。あなたはこのことを知っていますか。","知っている","58","8.8"
"202003","区基本計画","Q10. 区は、平成27(2015)年度に策定した「港区基本計画（平成27(2015)年度～平成32(2020)年度）」の後期３年に当たる、平成30(2018)年度から令和２(2020)年度までの計画を改定しました。あなたはこのことを知っていますか。","知らない","597","90.7"
"202003","区基本計画","Q10. 区は、平成27(2015)年度に策定した「港区基本計画（平成27(2015)年度～平成32(2020)年度）」の後期３年に当たる、平成30(2018)年度から令和２(2020)年度までの計画を改定しました。あなたはこのことを知っていますか。","無回答","3","0.5"

"第32回港区民世論調査単純集計表・区基本計画Q10","Ver202003",,,,
