国籍区分,地域階層,地域コード,地域,1月中／増減,2月中／増減,3月中／増減,4月中／増減,5月中／増減,6月中／増減,7月中／増減,8月中／増減,9月中／増減,10月中／増減,11月中／増減,12月中／増減,平成31年・令和元年中の増減
総数,0,13000,総数,3918,3094,28399,21945,6292,1391,2671,3296,2791,3264,2129,1551,80741
総数,1,13100,区部,3737,2621,23586,15029,5165,1386,2306,2322,2434,2454,1747,945,63732
総数,1,13200,市部,174,462,5010,6838,1124,3,331,973,361,790,392,612,17070
総数,2,13300,郡部,-3,18,-48,20,0,0,27,-9,6,12,-8,-8,7
総数,2,13350,島部,10,-7,-149,58,3,2,7,10,-10,8,-2,2,-68
総数,1,13100,区部,3737,2621,23586,15029,5165,1386,2306,2322,2434,2454,1747,945,63732
総数,4,13101,千代田区,95,41,284,220,35,68,75,27,42,77,77,88,1129
総数,4,13102,中央区,158,107,477,335,105,126,202,93,177,73,111,199,2163
総数,4,13103,港区,239,108,679,361,134,114,124,74,45,143,139,118,2278
総数,4,13104,新宿区,259,135,547,617,127,-152,78,131,110,159,104,-12,2103
総数,4,13105,文京区,120,153,971,397,288,80,177,174,148,116,169,176,2969
総数,4,13106,台東区,101,140,281,228,152,153,224,151,157,147,122,162,2018
総数,4,13107,墨田区,151,172,743,415,311,116,110,104,122,203,26,86,2559
総数,4,13108,江東区,155,158,818,813,297,81,156,-65,37,214,195,-18,2841
総数,4,13109,品川区,201,200,1387,952,429,342,291,265,115,226,267,113,4788
総数,4,13110,目黒区,177,122,794,398,99,-1,29,140,120,-10,48,33,1949
総数,4,13111,大田区,245,259,2783,1041,520,65,240,58,136,28,113,20,5508
総数,4,13112,世田谷区,360,105,2641,1658,361,72,195,328,223,213,127,125,6408
総数,4,13113,渋谷区,101,120,760,591,160,123,56,119,85,47,43,56,2261
総数,4,13114,中野区,251,257,1270,633,303,54,184,111,83,182,23,54,3405
総数,4,13115,杉並区,277,329,2014,1101,270,94,26,162,304,284,128,87,5076
総数,4,13116,豊島区,156,74,579,259,41,-53,17,123,39,65,152,41,1493
総数,4,13117,北区,63,-80,505,451,206,-12,1,37,20,-7,59,-122,1121
総数,4,13118,荒川区,49,87,189,138,87,11,6,5,12,56,0,36,676
総数,4,13119,板橋区,272,94,1955,815,201,-40,8,-51,21,-41,-19,-27,3188
総数,4,13120,練馬区,274,144,1787,1465,396,124,67,254,138,154,49,12,4864
総数,4,13121,足立区,33,61,1164,619,267,83,3,-25,124,172,-34,-45,2422
総数,4,13122,葛飾区,89,96,714,388,174,-13,95,99,95,49,-89,22,1719
総数,4,13123,江戸川区,-89,-261,244,1134,202,-49,-58,8,81,-96,-63,-259,794
総数,1,13200,市部,174,462,5010,6838,1124,3,331,973,361,790,392,612,17070
総数,4,13201,八王子市,-16,-69,285,1432,100,110,80,181,96,102,16,52,2369
総数,4,13202,立川市,-32,2,250,215,54,-30,9,-11,14,-9,-32,-20,410
総数,4,13203,武蔵野市,59,21,349,196,85,-50,62,5,12,53,31,27,850
総数,4,13204,三鷹市,-13,32,458,386,85,47,15,77,15,73,3,31,1209
総数,4,13205,青梅市,-5,-30,-48,40,-16,-23,-18,19,12,17,-21,-17,-90
