地域階層,地域コード,地域,1月,2月,3月,4月,5月,6月,7月,8月,9月,10月,11月,12月,令和2年1月
4,13381,三宅村,1033,1032,1024,992,1008,1009,1010,1007,1007,1006,1004,1006,1002
4,13382,御蔵島村,157,157,157,153,155,154,156,159,158,158,157,156,155
3,13400,八丈支庁,3681,3673,3672,3581,3623,3626,3626,3626,3624,3616,3616,3609,3594
4,13401,八丈町,3616,3608,3606,3518,3554,3557,3557,3557,3555,3547,3548,3541,3526
4,13402,青ヶ島村,65,65,66,63,69,69,69,69,69,69,68,68,68
3,13420,小笠原支庁,1151,1155,1158,1148,1150,1149,1152,1150,1153,1154,1153,1153,1157
4,13421,小笠原村,1151,1155,1158,1148,1150,1149,1152,1150,1153,1154,1153,1153,1157
,,,,,,,,,,,,,,,
人口の動き（平成31年・令和元年中）,,,,,,,,,,,,,,,
第４表  区市町村、月別人口（総数　女）,,,,,,,,,,,,,,,
地域階層（0:総数　1:区部・市部・町村部　2:郡部・島部　3:支庁　4:区市町村）,,,,,,,,,,,,,,,
