階層コード,地域コード,地域,人口総数／平成26年10月１日,人口総数／平成26年9月１日,人口総数／平成25年10月１日,前月との比較／増減数,前月との比較／増減率（％）,前年同月との比較／増減数,前年同月との比較／増減率（％）
0,13000,総数,13286586,13278550,13194737,8036,0.06,91849,0.7
1,13100,区部,9092128,9085688,9008990,6440,0.07,83138,0.92
1,13200,市部,4108652,4107092,4099277,1560,0.04,9375,0.23
1,13300,郡部,58711,58666,59031,45,0.08,-320,-0.54
1,13350,島部,27095,27104,27439,-9,-0.03,-344,-1.25
,,, ,,,,,,
住民基本台帳による世帯と人口_平成26年10月,,,,,,,,,
＜参考＞前月及び前年同月との比較,,,,,,,,,
地域階層（0:総数　1:区部・市部・郡部・島部）,,,,,,,,,
