階層コード,地域コード,地域,人口総数／平成26年7月１日,人口総数／平成26年6月１日,人口総数／平成25年7月１日,前月との比較／増減数,前月との比較／増減率（％）,前年同月との比較／増減数,前年同月との比較／増減率（％）
0,13000,総数,13271006,13266737,13184153,4269,0.03,86853,0.66
1,13100,区部,9077177,9073081,8998707,4096,0.05,78470,0.87
1,13200,市部,4107950,4107733,4098898,217,0.01,9052,0.22
1,13300,郡部,58770,58801,59079,-31,-0.05,-309,-0.52
1,13350,島部,27109,27122,27469,-13,-0.05,-360,-1.31
,,, ,,,,,,
住民基本台帳による世帯と人口_平成26年7月,,,,,,,,,
＜参考＞前月及び前年同月との比較,,,,,,,,,
地域階層（0:総数　1:区部・市部・郡部・島部）,,,,,,,,,
