階層コード,地域コード,地域,人口総数／平成26年6月１日,人口総数／平成26年5月１日,人口総数／平成25年6月１日,前月との比較／増減数,前月との比較／増減率（％）,前年同月との比較／増減数,前年同月との比較／増減率（％）
0,13000,総数,13266737,13260241,13185003,6496,0.05,81734,0.62
1,13100,区部,9073081,9066946,8998691,6135,0.07,74390,0.83
1,13200,市部,4107733,4107306,4099779,427,0.01,7954,0.19
1,13300,郡部,58801,58847,59070,-46,-0.08,-269,-0.46
1,13350,島部,27122,27142,27463,-20,-0.07,-341,-1.24
,,, ,,,,,,
住民基本台帳による世帯と人口_平成26年6月,,,,,,,,,
＜参考＞前月及び前年同月との比較,,,,,,,,,
地域階層（0:総数　1:区部・市部・郡部・島部）,,,,,,,,,
