階層コード,地域コード,地域,人口総数／平成26年8月１日,人口総数／平成26年7月１日,人口総数／平成25年8月１日,前月との比較／増減数,前月との比較／増減率（％）,前年同月との比較／増減数,前年同月との比較／増減率（％）
0,13000,総数,13278200,13271006,13190273,7194,0.05,87927,0.67
1,13100,区部,9084216,9077177,9004344,7039,0.08,79872,0.89
1,13200,市部,4108121,4107950,4099383,171,0,8738,0.21
1,13300,郡部,58750,58770,59061,-20,-0.03,-311,-0.53
1,13350,島部,27113,27109,27485,4,0.01,-372,-1.35
,,, ,,,,,,
住民基本台帳による世帯と人口_平成26年8月,,,,,,,,,
＜参考＞前月及び前年同月との比較,,,,,,,,,
地域階層（0:総数　1:区部・市部・郡部・島部）,,,,,,,,,
