地域階層,地域コード,地域,1月中／増減,2月中／増減,3月中／増減,4月中／増減,5月中／増減,6月中／増減,7月中／増減,8月中／増減,9月中／増減,10月中／増減,11月中／増減,12月中／増減,平成20年中の増減
2,13300,郡部,22,63,-30,72,53,-6,18,19,52,107,19,22,411
4,13303,瑞穂町,10,35,-2,32,3,-20,-27,-8,-1,44,2,-9,59
4,13305,日の出町,7,24,-7,31,42,20,52,14,41,60,9,21,314
4,13307,檜原村,4,1,-4,-6,2,2,-2,1,8,2,5,9,22
4,13308,奥多摩町,1,3,-17,15,6,-8,-5,12,4,1,3,1,16
2,13350,島部,7,-2,-378,308,10,1,13,17,1,-17,-14,5,-49
3,13360,大島支庁,2,-5,-181,165,7,4,10,1,7,-13,-8,-3,-14
4,13361,大島町,2,-4,-118,137,10,-1,8,7,6,-6,-12,-3,26
4,13362,利島村,0,0,-6,8,-1,-1,0,-1,0,-3,0,0,-4
4,13363,新島村,1,-1,-30,8,-3,1,5,-4,-1,1,1,-1,-23
4,13364,神津島村,-1,0,-27,12,1,5,-3,-1,2,-5,3,1,-13
3,13380,三宅支庁,0,-3,-69,55,5,-3,1,1,1,-1,-5,-1,-19
4,13381,三宅村,0,-3,-65,49,4,-3,1,1,0,-1,-5,-1,-23
4,13382,御蔵島村,0,0,-4,6,1,0,0,0,1,0,0,0,4
3,13400,八丈支庁,4,3,-63,43,-3,-4,0,7,-4,-3,0,5,-15
4,13401,八丈町,2,3,-52,40,-3,-4,2,7,-3,-1,0,4,-5
4,13402,青ヶ島村,2,0,-11,3,0,0,-2,0,-1,-2,0,1,-10
3,13420,小笠原支庁,1,3,-65,45,1,4,2,8,-3,0,-1,4,-1
4,13421,小笠原村,1,3,-65,45,1,4,2,8,-3,0,-1,4,-1
,,,,,,,,,,,,,,,
人口の動き（平成20年中）,,,,,,,,,,,,,,,
第11表　区市町村別、月別都内間移動増減,,,,,,,,,,,,,,,
地域階層（0:総数　1:区部・市部・町村部　2:郡部・島部　3:支庁　4:区市町村）,,,,,,,,,,,,,,,
