市区町村コード,NO,都道府県名,市区町村名,名称,名称_カナ,【市内】年少(3～4歳),【市外】年少(3～4歳),【市内】年少(4～5歳),【市外】年少(4～5歳),【市内】年少(5～6歳),【市外】年少(5～6歳),【市内】合計,【市外】合計,最終確認日,備考
132217,0000000001,東京都,清瀬市,東星学園幼稚園,トウセイガクエンヨウチエン,8,2,6,3,6,3,20,8,2019年5月1日,
132217,0000000002,東京都,清瀬市,清瀬ゆりかご幼稚園,キヨセユリカゴヨウチエン,63,33,53,47,68,55,184,135,2019年5月1日,
132217,0000000003,東京都,清瀬市,清瀬しらうめ幼稚園,キヨセシラウメヨウチエン,37,46,43,42,21,37,101,125,2019年5月1日,
132217,0000000004,東京都,清瀬市,清瀬富士見幼稚園,キヨセフジミヨウチエン,55,42,38,53,67,56,160,151,2019年5月1日,
132217,0000000005,東京都,清瀬市,清瀬ひかり幼稚園,キヨセヒカリヨウチエン,25,11,27,15,29,11,81,37,2019年5月1日,
132217,0000000006,東京都,清瀬市,清瀬たから幼稚園,キヨセタカラヨウチエン,30,8,29,10,45,9,104,27,2019年5月1日,
132217,0000000007,東京都,清瀬市,きよせ幼稚園,キヨセヨウチエン,71,28,62,22,80,23,213,73,2019年5月1日,
132217,0000000008,東京都,清瀬市,合計,ゴウケイ,289,170,258,192,316,194,863,556,2019年5月1日,
,,,,,,,,,,,,,,,
