町丁目,世帯数[世帯],男[人],女[人],総数[人]
両国一丁目,981,748,764,1512
両国二丁目,1357,1077,1083,2160
両国三丁目,1275,937,1013,1950
両国四丁目,1325,1039,992,2031
千歳一丁目,1001,822,859,1681
千歳二丁目,630,538,503,1041
千歳三丁目,1443,1206,1211,2417
緑一丁目,1856,1567,1463,3030
緑二丁目,1790,1644,1736,3380
緑三丁目,1605,1420,1382,2802
緑四丁目,2775,2361,2224,4585
立川一丁目,888,634,695,1329
立川二丁目,888,714,688,1402
立川三丁目,1017,832,841,1673
立川四丁目,1052,803,803,1606
菊川一丁目,987,824,904,1728
菊川二丁目,1454,1088,1243,2331
菊川三丁目,2250,1895,1978,3873
江東橋一丁目,970,745,741,1486
江東橋二丁目,1446,1189,1162,2351
江東橋三丁目,623,454,322,776
江東橋四丁目,1807,1306,1322,2628
江東橋五丁目,1679,1511,1517,3028
横網一丁目,147,166,149,315
横網二丁目,715,605,601,1206
亀沢一丁目,1235,1045,1073,2118
亀沢二丁目,1043,879,1041,1920
亀沢三丁目,1049,1083,1018,2101
亀沢四丁目,1516,1346,1323,2669
石原一丁目,1569,1250,1294,2544
石原二丁目,1462,1289,1272,2561
石原三丁目,1749,1587,1395,2982
石原四丁目,1501,1369,1331,2700
本所一丁目,1611,1467,1458,2925
本所二丁目,918,792,858,1650
本所三丁目,1049,925,918,1843
本所四丁目,1403,1258,1201,2459
東駒形一丁目,815,644,649,1293
東駒形二丁目,854,766,768,1534
東駒形三丁目,934,764,772,1536
東駒形四丁目,1450,1193,1241,2434
吾妻橋一丁目,1365,1033,1153,2186
吾妻橋二丁目,925,683,754,1437
吾妻橋三丁目,877,799,865,1664
錦糸一丁目,1403,1049,1049,2098
錦糸二丁目,480,379,317,696
錦糸三丁目,490,384,357,741
錦糸四丁目,1024,902,933,1835
太平一丁目,1909,1770,1777,3547
太平二丁目,945,785,658,1443
太平三丁目,876,697,690,1387
太平四丁目,2683,2365,2491,4856
横川一丁目,813,857,757,1614
横川二丁目,936,789,714,1503
横川三丁目,664,575,555,1130
横川四丁目,763,667,618,1285
横川五丁目,1449,1254,1628,2882
業平一丁目,1551,1435,1596,3031
業平二丁目,816,702,641,1343
業平三丁目,848,673,686,1359
業平四丁目,1207,926,1033,1959
業平五丁目,1179,1093,1203,2296
向島一丁目,1337,1088,1104,2192
向島二丁目,1574,1296,1422,2718
向島三丁目,2570,2220,2249,4469
向島四丁目,1351,1279,1337,2616
向島五丁目,2593,2200,2146,4346
東向島一丁目,1700,1563,1505,3068
東向島二丁目,2878,2453,2621,5074
東向島三丁目,1653,1654,1710,3364
東向島四丁目,1972,1732,1822,3554
東向島五丁目,2135,1847,2004,3851
東向島六丁目,2971,2721,2757,5478
堤通一丁目,1193,1206,1154,2360
堤通二丁目,2097,1896,2386,4282
墨田一丁目,1461,1523,1684,3207
墨田二丁目,1996,1934,1965,3899
墨田三丁目,2042,1852,1855,3707
墨田四丁目,2457,2355,2431,4786
墨田五丁目,1579,1429,1433,2862
押上一丁目,1349,1059,1170,2229
押上二丁目,2025,1799,1957,3756
押上三丁目,2314,2186,2167,4353
京島一丁目,3631,3419,3697,7116
京島二丁目,992,948,854,1802
京島三丁目,2341,2171,2066,4237
文花一丁目,2989,2581,3115,5696
文花二丁目,1309,1161,1235,2396
文花三丁目,1204,1365,1332,2697
八広一丁目,1838,1727,1660,3387
八広二丁目,2112,2088,2060,4148
八広三丁目,1862,1854,1723,3577
八広四丁目,2180,2163,2130,4293
八広五丁目,1604,1469,1486,2955
八広六丁目,2108,2070,1983,4053
立花一丁目,3473,3071,3266,6337
立花二丁目,886,785,768,1553
立花三丁目,1629,1482,1530,3012
立花四丁目,1872,1863,1819,3682
立花五丁目,1898,2135,2080,4215
立花六丁目,1186,1119,1249,2368
東墨田一丁目,81,89,60,149
東墨田二丁目,744,705,648,1353
東墨田三丁目,400,424,395,819
