町丁目,世帯数[世帯],男[人],女[人],総数[人]
両国一丁目,1070,808,815,1623
両国二丁目,1322,1013,1061,2074
両国三丁目,1342,981,990,1971
両国四丁目,1368,1088,1088,2176
千歳一丁目,1030,819,863,1682
千歳二丁目,679,558,534,1092
千歳三丁目,1519,1240,1226,2466
緑一丁目,2065,1701,1614,3315
緑二丁目,1832,1664,1756,3420
緑三丁目,1765,1520,1519,3039
緑四丁目,2956,2482,2274,4756
立川一丁目,930,641,721,1362
立川二丁目,929,722,732,1454
立川三丁目,1125,874,941,1815
立川四丁目,1072,802,804,1606
菊川一丁目,1131,872,986,1858
菊川二丁目,1491,1113,1246,2359
菊川三丁目,2226,1875,1956,3831
江東橋一丁目,1029,774,759,1533
江東橋二丁目,1476,1201,1135,2336
江東橋三丁目,604,454,304,758
江東橋四丁目,1767,1263,1282,2545
江東橋五丁目,1732,1489,1544,3033
横網一丁目,139,157,152,309
横網二丁目,715,584,601,1185
亀沢一丁目,1251,1013,1069,2082
亀沢二丁目,1033,875,1015,1890
亀沢三丁目,1158,1123,1089,2212
亀沢四丁目,1628,1422,1415,2837
石原一丁目,1670,1306,1346,2652
石原二丁目,1463,1253,1291,2544
石原三丁目,1729,1526,1386,2912
石原四丁目,1634,1476,1466,2942
本所一丁目,1736,1477,1573,3050
本所二丁目,948,780,844,1624
本所三丁目,1076,889,949,1838
本所四丁目,1568,1304,1308,2612
東駒形一丁目,899,669,700,1369
東駒形二丁目,845,759,751,1510
東駒形三丁目,984,788,780,1568
東駒形四丁目,1518,1211,1281,2492
吾妻橋一丁目,1363,1050,1117,2167
吾妻橋二丁目,962,701,755,1456
吾妻橋三丁目,875,786,843,1629
錦糸一丁目,1424,1066,1004,2070
錦糸二丁目,455,343,319,662
錦糸三丁目,490,382,334,716
錦糸四丁目,1014,886,906,1792
太平一丁目,2006,1850,1798,3648
太平二丁目,928,754,640,1394
太平三丁目,904,710,704,1414
太平四丁目,2691,2348,2395,4743
横川一丁目,839,852,755,1607
横川二丁目,982,816,716,1532
横川三丁目,730,625,577,1202
横川四丁目,747,630,596,1226
横川五丁目,1452,1228,1592,2820
業平一丁目,1586,1399,1569,2968
業平二丁目,839,703,621,1324
業平三丁目,859,671,685,1356
業平四丁目,1263,954,1004,1958
業平五丁目,1212,1069,1218,2287
向島一丁目,1443,1161,1181,2342
向島二丁目,1568,1267,1403,2670
向島三丁目,2741,2315,2338,4653
向島四丁目,1344,1258,1335,2593
向島五丁目,2620,2158,2171,4329
東向島一丁目,1791,1602,1546,3148
東向島二丁目,2846,2373,2608,4981
東向島三丁目,1782,1671,1795,3466
東向島四丁目,2066,1755,1815,3570
東向島五丁目,2210,1858,2020,3878
東向島六丁目,3047,2749,2778,5527
堤通一丁目,1105,1157,1146,2303
堤通二丁目,2067,1784,2318,4102
墨田一丁目,1438,1505,1666,3171
墨田二丁目,2060,1951,1951,3902
墨田三丁目,2037,1829,1840,3669
墨田四丁目,2465,2332,2421,4753
墨田五丁目,1556,1389,1397,2786
押上一丁目,1383,1086,1160,2246
押上二丁目,2000,1738,1875,3613
押上三丁目,2336,2176,2193,4369
京島一丁目,3609,3394,3731,7125
京島二丁目,988,946,815,1761
京島三丁目,2299,2147,2049,4196
文花一丁目,2980,2508,3021,5529
文花二丁目,1322,1146,1235,2381
文花三丁目,1218,1329,1343,2672
八広一丁目,1916,1777,1670,3447
八広二丁目,2332,2235,2141,4376
八広三丁目,1894,1814,1742,3556
八広四丁目,2453,2319,2247,4566
八広五丁目,1628,1466,1487,2953
八広六丁目,2119,2074,1995,4069
立花一丁目,3438,2942,3166,6108
立花二丁目,873,804,789,1593
立花三丁目,1671,1479,1517,2996
立花四丁目,1906,1846,1814,3660
立花五丁目,2016,2219,2181,4400
立花六丁目,1191,1093,1239,2332
東墨田一丁目,75,77,65,142
東墨田二丁目,821,733,702,1435
東墨田三丁目,397,412,399,811
