町丁目,世帯数[世帯],男[人],女[人],総数[人]
両国一丁目,983,738,776,1514
両国二丁目,1259,1015,1011,2026
両国三丁目,1195,882,945,1827
両国四丁目,1264,970,999,1969
千歳一丁目,963,806,821,1627
千歳二丁目,582,512,462,974
千歳三丁目,1246,1013,1027,2040
緑一丁目,1790,1537,1424,2961
緑二丁目,1717,1618,1673,3291
緑三丁目,1535,1407,1299,2706
緑四丁目,2547,2178,2058,4236
立川一丁目,864,630,667,1297
立川二丁目,861,699,674,1373
立川三丁目,989,831,827,1658
立川四丁目,895,730,678,1408
菊川一丁目,886,780,848,1628
菊川二丁目,1346,1062,1168,2230
菊川三丁目,2157,1815,1961,3776
江東橋一丁目,934,711,745,1456
江東橋二丁目,1375,1169,1089,2258
江東橋三丁目,572,419,317,736
江東橋四丁目,1750,1247,1373,2620
江東橋五丁目,1667,1493,1514,3007
横網一丁目,139,163,147,310
横網二丁目,733,622,598,1220
亀沢一丁目,1249,1057,1090,2147
亀沢二丁目,954,847,949,1796
亀沢三丁目,985,1010,947,1957
亀沢四丁目,1458,1292,1277,2569
石原一丁目,1516,1249,1269,2518
石原二丁目,1360,1219,1188,2407
石原三丁目,1607,1474,1315,2789
石原四丁目,1446,1351,1286,2637
本所一丁目,1642,1507,1489,2996
本所二丁目,915,809,853,1662
本所三丁目,1057,932,957,1889
本所四丁目,1272,1156,1118,2274
東駒形一丁目,761,615,620,1235
東駒形二丁目,853,775,768,1543
東駒形三丁目,850,731,735,1466
東駒形四丁目,1380,1202,1187,2389
吾妻橋一丁目,1307,1014,1098,2112
吾妻橋二丁目,872,680,704,1384
吾妻橋三丁目,853,797,845,1642
錦糸一丁目,1343,1013,999,2012
錦糸二丁目,454,365,306,671
錦糸三丁目,465,379,345,724
錦糸四丁目,996,868,920,1788
太平一丁目,1830,1741,1747,3488
太平二丁目,925,760,685,1445
太平三丁目,793,645,642,1287
太平四丁目,2619,2345,2489,4834
横川一丁目,757,817,718,1535
横川二丁目,882,770,662,1432
横川三丁目,644,574,548,1122
横川四丁目,770,689,607,1296
横川五丁目,1377,1212,1560,2772
業平一丁目,1493,1410,1557,2967
業平二丁目,824,693,668,1361
業平三丁目,874,676,679,1355
業平四丁目,1175,933,1029,1962
業平五丁目,1163,1084,1171,2255
向島一丁目,1287,1098,1076,2174
向島二丁目,1430,1237,1302,2539
向島三丁目,2309,2004,2005,4009
向島四丁目,1293,1266,1310,2576
向島五丁目,2440,2114,2047,4161
東向島一丁目,1644,1521,1482,3003
東向島二丁目,2717,2410,2523,4933
東向島三丁目,1653,1627,1710,3337
東向島四丁目,1923,1722,1780,3502
東向島五丁目,2085,1856,1983,3839
東向島六丁目,2839,2663,2719,5382
堤通一丁目,1161,1225,1166,2391
堤通二丁目,2073,1924,2386,4310
墨田一丁目,1292,1413,1520,2933
墨田二丁目,2009,1992,1947,3939
墨田三丁目,1930,1842,1816,3658
墨田四丁目,2475,2352,2505,4857
墨田五丁目,1517,1421,1378,2799
押上一丁目,1314,1055,1163,2218
押上二丁目,2072,1863,2020,3883
押上三丁目,2281,2220,2088,4308
京島一丁目,3600,3381,3656,7037
京島二丁目,995,956,852,1808
京島三丁目,2364,2197,2111,4308
文花一丁目,2956,2618,3177,5795
文花二丁目,1195,1102,1167,2269
文花三丁目,1192,1366,1339,2705
八広一丁目,1778,1717,1627,3344
八広二丁目,2054,2093,2058,4151
八広三丁目,1809,1792,1699,3491
八広四丁目,2110,2127,2073,4200
八広五丁目,1582,1473,1485,2958
八広六丁目,2052,2052,1946,3998
立花一丁目,3347,3014,3210,6224
立花二丁目,886,781,751,1532
立花三丁目,1471,1385,1401,2786
立花四丁目,1843,1854,1830,3684
立花五丁目,1857,2111,2029,4140
立花六丁目,1179,1137,1243,2380
東墨田一丁目,83,97,63,160
東墨田二丁目,721,703,634,1337
東墨田三丁目,396,428,385,813
