町丁目,世帯数[世帯],男[人],女[人],総数[人]
両国一丁目,976,746,754,1500
両国二丁目,1368,1078,1089,2167
両国三丁目,1279,941,1012,1953
両国四丁目,1351,1067,1025,2092
千歳一丁目,1007,825,866,1691
千歳二丁目,622,534,498,1032
千歳三丁目,1448,1214,1209,2423
緑一丁目,1860,1573,1458,3031
緑二丁目,1795,1650,1727,3377
緑三丁目,1627,1436,1398,2834
緑四丁目,2797,2372,2244,4616
立川一丁目,894,638,698,1336
立川二丁目,881,716,683,1399
立川三丁目,1013,833,838,1671
立川四丁目,1049,799,803,1602
菊川一丁目,991,826,903,1729
菊川二丁目,1455,1086,1248,2334
菊川三丁目,2252,1901,1979,3880
江東橋一丁目,972,742,742,1484
江東橋二丁目,1439,1189,1159,2348
江東橋三丁目,625,454,328,782
江東橋四丁目,1807,1314,1314,2628
江東橋五丁目,1671,1500,1511,3011
横網一丁目,149,170,151,321
横網二丁目,703,598,596,1194
亀沢一丁目,1242,1049,1073,2122
亀沢二丁目,1044,880,1035,1915
亀沢三丁目,1049,1080,1020,2100
亀沢四丁目,1517,1347,1324,2671
石原一丁目,1560,1245,1287,2532
石原二丁目,1468,1290,1274,2564
石原三丁目,1740,1576,1394,2970
石原四丁目,1502,1366,1326,2692
本所一丁目,1619,1467,1475,2942
本所二丁目,917,782,861,1643
本所三丁目,1049,916,924,1840
本所四丁目,1407,1262,1206,2468
東駒形一丁目,815,639,653,1292
東駒形二丁目,856,770,765,1535
東駒形三丁目,937,765,770,1535
東駒形四丁目,1462,1200,1246,2446
吾妻橋一丁目,1366,1038,1159,2197
吾妻橋二丁目,923,687,749,1436
吾妻橋三丁目,872,795,857,1652
錦糸一丁目,1426,1063,1068,2131
錦糸二丁目,486,386,322,708
錦糸三丁目,489,380,363,743
錦糸四丁目,1022,898,929,1827
太平一丁目,1902,1770,1772,3542
太平二丁目,949,787,664,1451
太平三丁目,873,695,690,1385
太平四丁目,2678,2367,2483,4850
横川一丁目,809,848,756,1604
横川二丁目,943,794,720,1514
横川三丁目,663,574,552,1126
横川四丁目,758,660,620,1280
横川五丁目,1448,1251,1627,2878
業平一丁目,1557,1438,1601,3039
業平二丁目,826,711,640,1351
業平三丁目,854,680,686,1366
業平四丁目,1201,925,1034,1959
業平五丁目,1196,1101,1213,2314
向島一丁目,1345,1095,1111,2206
向島二丁目,1573,1296,1420,2716
向島三丁目,2577,2217,2252,4469
向島四丁目,1355,1281,1341,2622
向島五丁目,2602,2204,2146,4350
東向島一丁目,1728,1577,1527,3104
東向島二丁目,2877,2446,2621,5067
東向島三丁目,1657,1658,1710,3368
東向島四丁目,1976,1734,1818,3552
東向島五丁目,2139,1852,2010,3862
東向島六丁目,2986,2738,2759,5497
堤通一丁目,1187,1197,1147,2344
堤通二丁目,2103,1896,2397,4293
墨田一丁目,1464,1526,1684,3210
墨田二丁目,2010,1953,1973,3926
墨田三丁目,2042,1853,1854,3707
墨田四丁目,2459,2351,2429,4780
墨田五丁目,1579,1424,1432,2856
押上一丁目,1356,1058,1175,2233
押上二丁目,2017,1791,1950,3741
押上三丁目,2311,2190,2174,4364
京島一丁目,3632,3422,3702,7124
京島二丁目,989,948,853,1801
京島三丁目,2328,2153,2056,4209
文花一丁目,2995,2587,3117,5704
文花二丁目,1307,1155,1234,2389
文花三丁目,1201,1359,1331,2690
八広一丁目,1845,1729,1668,3397
八広二丁目,2116,2097,2060,4157
八広三丁目,1857,1849,1722,3571
八広四丁目,2182,2171,2128,4299
八広五丁目,1598,1465,1481,2946
八広六丁目,2103,2061,1985,4046
立花一丁目,3489,3079,3264,6343
立花二丁目,892,803,782,1585
立花三丁目,1634,1488,1537,3025
立花四丁目,1871,1858,1820,3678
立花五丁目,1887,2131,2074,4205
立花六丁目,1188,1119,1251,2370
東墨田一丁目,81,89,60,149
東墨田二丁目,739,699,647,1346
東墨田三丁目,406,431,400,831
