町丁目,世帯数[世帯],男[人],女[人],総数[人]
両国一丁目,1004,742,774,1516
両国二丁目,1337,1066,1054,2120
両国三丁目,1236,917,978,1895
両国四丁目,1283,984,1003,1987
千歳一丁目,981,828,833,1661
千歳二丁目,595,519,471,990
千歳三丁目,1436,1187,1201,2388
緑一丁目,1779,1545,1407,2952
緑二丁目,1717,1598,1689,3287
緑三丁目,1578,1417,1346,2763
緑四丁目,2619,2248,2077,4325
立川一丁目,867,629,679,1308
立川二丁目,872,696,683,1379
立川三丁目,1004,821,845,1666
立川四丁目,942,756,716,1472
菊川一丁目,961,805,885,1690
菊川二丁目,1393,1074,1192,2266
菊川三丁目,2191,1856,1949,3805
江東橋一丁目,950,719,745,1464
江東橋二丁目,1430,1194,1119,2313
江東橋三丁目,592,428,313,741
江東橋四丁目,1762,1240,1359,2599
江東橋五丁目,1665,1502,1536,3038
横網一丁目,138,161,148,309
横網二丁目,729,616,614,1230
亀沢一丁目,1248,1065,1077,2142
亀沢二丁目,994,852,998,1850
亀沢三丁目,1009,1048,994,2042
亀沢四丁目,1506,1326,1308,2634
石原一丁目,1556,1255,1270,2525
石原二丁目,1414,1270,1251,2521
石原三丁目,1671,1518,1348,2866
石原四丁目,1471,1359,1298,2657
本所一丁目,1629,1504,1473,2977
本所二丁目,919,806,839,1645
本所三丁目,1032,915,926,1841
本所四丁目,1329,1212,1132,2344
東駒形一丁目,776,621,614,1235
東駒形二丁目,855,771,781,1552
東駒形三丁目,877,743,744,1487
東駒形四丁目,1429,1214,1242,2456
吾妻橋一丁目,1311,1011,1109,2120
吾妻橋二丁目,920,691,750,1441
吾妻橋三丁目,881,797,862,1659
錦糸一丁目,1385,1043,1028,2071
錦糸二丁目,464,363,314,677
錦糸三丁目,464,369,339,708
錦糸四丁目,1001,878,933,1811
太平一丁目,1842,1726,1740,3466
太平二丁目,928,759,662,1421
太平三丁目,839,665,672,1337
太平四丁目,2672,2383,2468,4851
横川一丁目,798,860,746,1606
横川二丁目,911,783,686,1469
横川三丁目,676,587,571,1158
横川四丁目,772,679,621,1300
横川五丁目,1460,1276,1647,2923
業平一丁目,1520,1429,1582,3011
業平二丁目,833,716,652,1368
業平三丁目,868,682,687,1369
業平四丁目,1174,916,1020,1936
業平五丁目,1161,1083,1190,2273
向島一丁目,1321,1090,1100,2190
向島二丁目,1517,1287,1367,2654
向島三丁目,2520,2173,2200,4373
向島四丁目,1324,1273,1317,2590
向島五丁目,2550,2175,2112,4287
東向島一丁目,1616,1516,1449,2965
東向島二丁目,2852,2463,2612,5075
東向島三丁目,1639,1646,1703,3349
東向島四丁目,1920,1706,1783,3489
東向島五丁目,2133,1868,2007,3875
東向島六丁目,2931,2696,2728,5424
堤通一丁目,1147,1193,1134,2327
堤通二丁目,2086,1924,2389,4313
墨田一丁目,1437,1508,1668,3176
墨田二丁目,2044,1999,1966,3965
墨田三丁目,1972,1831,1823,3654
墨田四丁目,2456,2347,2460,4807
墨田五丁目,1549,1408,1400,2808
押上一丁目,1328,1052,1154,2206
押上二丁目,2051,1826,1983,3809
押上三丁目,2309,2214,2133,4347
京島一丁目,3604,3383,3683,7066
京島二丁目,1000,960,856,1816
京島三丁目,2313,2155,2061,4216
文花一丁目,2945,2587,3123,5710
文花二丁目,1289,1157,1217,2374
文花三丁目,1192,1357,1336,2693
八広一丁目,1847,1743,1637,3380
八広二丁目,2068,2074,2072,4146
八広三丁目,1866,1854,1744,3598
八広四丁目,2132,2125,2108,4233
八広五丁目,1580,1442,1496,2938
八広六丁目,2088,2059,1973,4032
立花一丁目,3449,3059,3263,6322
立花二丁目,897,782,772,1554
立花三丁目,1610,1474,1517,2991
立花四丁目,1876,1855,1848,3703
立花五丁目,1871,2117,2050,4167
立花六丁目,1188,1145,1245,2390
東墨田一丁目,81,91,60,151
東墨田二丁目,736,716,641,1357
東墨田三丁目,411,442,399,841
