町丁目,世帯数[世帯],男[人],女[人],総数[人]
両国一丁目,1012,749,782,1531
両国二丁目,1315,1050,1042,2092
両国三丁目,1194,888,952,1840
両国四丁目,1264,970,1005,1975
千歳一丁目,957,803,803,1606
千歳二丁目,568,501,458,959
千歳三丁目,1375,1157,1175,2332
緑一丁目,1784,1536,1419,2955
緑二丁目,1708,1606,1678,3284
緑三丁目,1540,1399,1310,2709
緑四丁目,2563,2179,2089,4268
立川一丁目,882,642,691,1333
立川二丁目,863,694,684,1378
立川三丁目,990,826,829,1655
立川四丁目,904,732,687,1419
菊川一丁目,892,780,846,1626
菊川二丁目,1336,1055,1146,2201
菊川三丁目,2177,1828,1965,3793
江東橋一丁目,922,704,737,1441
江東橋二丁目,1388,1168,1093,2261
江東橋三丁目,561,421,307,728
江東橋四丁目,1754,1235,1390,2625
江東橋五丁目,1659,1501,1514,3015
横網一丁目,137,157,144,301
横網二丁目,724,614,608,1222
亀沢一丁目,1240,1062,1079,2141
亀沢二丁目,958,835,954,1789
亀沢三丁目,996,1029,975,2004
亀沢四丁目,1486,1318,1298,2616
石原一丁目,1530,1254,1266,2520
石原二丁目,1392,1246,1216,2462
石原三丁目,1662,1519,1342,2861
石原四丁目,1440,1347,1282,2629
本所一丁目,1643,1509,1484,2993
本所二丁目,906,801,849,1650
本所三丁目,1053,927,945,1872
本所四丁目,1310,1182,1134,2316
東駒形一丁目,764,618,616,1234
東駒形二丁目,853,772,775,1547
東駒形三丁目,845,730,738,1468
東駒形四丁目,1376,1202,1181,2383
吾妻橋一丁目,1299,1006,1103,2109
吾妻橋二丁目,872,681,700,1381
吾妻橋三丁目,871,806,849,1655
錦糸一丁目,1325,1008,994,2002
錦糸二丁目,468,375,306,681
錦糸三丁目,463,381,339,720
錦糸四丁目,1001,880,929,1809
太平一丁目,1833,1745,1738,3483
太平二丁目,927,755,679,1434
太平三丁目,792,648,639,1287
太平四丁目,2621,2355,2474,4829
横川一丁目,749,815,718,1533
横川二丁目,880,769,662,1431
横川三丁目,649,579,548,1127
横川四丁目,772,701,607,1308
横川五丁目,1398,1220,1581,2801
業平一丁目,1488,1407,1559,2966
業平二丁目,818,688,671,1359
業平三丁目,866,666,684,1350
業平四丁目,1168,920,1020,1940
業平五丁目,1167,1090,1172,2262
向島一丁目,1281,1087,1071,2158
向島二丁目,1448,1242,1310,2552
向島三丁目,2396,2070,2098,4168
向島四丁目,1300,1267,1312,2579
向島五丁目,2441,2101,2051,4152
東向島一丁目,1639,1517,1478,2995
東向島二丁目,2770,2437,2565,5002
東向島三丁目,1638,1628,1708,3336
東向島四丁目,1910,1702,1767,3469
東向島五丁目,2088,1852,1977,3829
東向島六丁目,2844,2669,2714,5383
堤通一丁目,1157,1199,1152,2351
堤通二丁目,2078,1936,2396,4332
墨田一丁目,1316,1418,1548,2966
墨田二丁目,2028,2006,1960,3966
墨田三丁目,1922,1825,1795,3620
墨田四丁目,2465,2352,2491,4843
墨田五丁目,1533,1417,1398,2815
押上一丁目,1314,1054,1150,2204
押上二丁目,2082,1867,2019,3886
押上三丁目,2282,2198,2103,4301
京島一丁目,3592,3377,3681,7058
京島二丁目,997,958,850,1808
京島三丁目,2355,2199,2088,4287
文花一丁目,2967,2601,3175,5776
文花二丁目,1211,1124,1169,2293
文花三丁目,1197,1368,1340,2708
八広一丁目,1766,1700,1624,3324
八広二丁目,2090,2111,2083,4194
八広三丁目,1850,1843,1730,3573
八広四丁目,2112,2124,2092,4216
八広五丁目,1573,1464,1483,2947
八広六丁目,2054,2057,1941,3998
立花一丁目,3370,3039,3224,6263
立花二丁目,894,781,761,1542
立花三丁目,1483,1388,1399,2787
立花四丁目,1862,1865,1860,3725
立花五丁目,1859,2108,2031,4139
立花六丁目,1179,1136,1245,2381
東墨田一丁目,81,94,62,156
東墨田二丁目,728,707,638,1345
東墨田三丁目,409,445,391,836
