町丁目,世帯数[世帯],男[人],女[人],総数[人]
両国一丁目,1069,807,818,1625
両国二丁目,1336,1031,1053,2084
両国三丁目,1350,982,1005,1987
両国四丁目,1392,1094,1087,2181
千歳一丁目,1003,810,862,1672
千歳二丁目,657,543,524,1067
千歳三丁目,1527,1256,1222,2478
緑一丁目,2060,1697,1611,3308
緑二丁目,1809,1668,1727,3395
緑三丁目,1696,1468,1481,2949
緑四丁目,2973,2487,2306,4793
立川一丁目,925,647,709,1356
立川二丁目,906,715,701,1416
立川三丁目,1099,862,929,1791
立川四丁目,1082,810,814,1624
菊川一丁目,1115,868,964,1832
菊川二丁目,1489,1117,1257,2374
菊川三丁目,2239,1880,1973,3853
江東橋一丁目,1043,783,766,1549
江東橋二丁目,1468,1172,1134,2306
江東橋三丁目,609,448,305,753
江東橋四丁目,1716,1233,1253,2486
江東橋五丁目,1742,1501,1556,3057
横網一丁目,141,159,152,311
横網二丁目,697,585,581,1166
亀沢一丁目,1251,1038,1069,2107
亀沢二丁目,1041,886,1026,1912
亀沢三丁目,1139,1110,1090,2200
亀沢四丁目,1549,1366,1361,2727
石原一丁目,1687,1318,1353,2671
石原二丁目,1474,1263,1281,2544
石原三丁目,1744,1539,1405,2944
石原四丁目,1665,1501,1502,3003
本所一丁目,1680,1464,1508,2972
本所二丁目,935,766,839,1605
本所三丁目,1078,887,949,1836
本所四丁目,1517,1283,1271,2554
東駒形一丁目,905,691,707,1398
東駒形二丁目,838,736,758,1494
東駒形三丁目,954,764,774,1538
東駒形四丁目,1496,1194,1264,2458
吾妻橋一丁目,1364,1048,1128,2176
吾妻橋二丁目,969,713,774,1487
吾妻橋三丁目,868,795,841,1636
錦糸一丁目,1433,1057,1017,2074
錦糸二丁目,469,354,330,684
錦糸三丁目,469,376,317,693
錦糸四丁目,1009,900,901,1801
太平一丁目,1986,1835,1794,3629
太平二丁目,957,768,660,1428
太平三丁目,932,726,710,1436
太平四丁目,2702,2359,2454,4813
横川一丁目,832,841,765,1606
横川二丁目,979,823,726,1549
横川三丁目,719,611,583,1194
横川四丁目,768,656,608,1264
横川五丁目,1452,1233,1609,2842
業平一丁目,1589,1396,1595,2991
業平二丁目,839,704,615,1319
業平三丁目,872,670,700,1370
業平四丁目,1257,946,1020,1966
業平五丁目,1216,1094,1222,2316
向島一丁目,1460,1182,1192,2374
向島二丁目,1569,1286,1398,2684
向島三丁目,2777,2358,2349,4707
向島四丁目,1358,1273,1330,2603
向島五丁目,2626,2167,2173,4340
東向島一丁目,1805,1589,1565,3154
東向島二丁目,2845,2388,2618,5006
東向島三丁目,1737,1663,1760,3423
東向島四丁目,2026,1729,1799,3528
東向島五丁目,2223,1869,2039,3908
東向島六丁目,3012,2746,2754,5500
堤通一丁目,1125,1194,1122,2316
堤通二丁目,2075,1806,2350,4156
墨田一丁目,1423,1481,1656,3137
墨田二丁目,2054,1949,1949,3898
墨田三丁目,2040,1843,1848,3691
墨田四丁目,2448,2329,2415,4744
墨田五丁目,1560,1393,1396,2789
押上一丁目,1346,1064,1140,2204
押上二丁目,2009,1760,1908,3668
押上三丁目,2364,2196,2222,4418
京島一丁目,3614,3400,3715,7115
京島二丁目,1002,959,841,1800
京島三丁目,2296,2131,2042,4173
文花一丁目,2978,2533,3042,5575
文花二丁目,1332,1158,1245,2403
文花三丁目,1217,1342,1327,2669
八広一丁目,1898,1769,1645,3414
八広二丁目,2266,2204,2095,4299
八広三丁目,1897,1836,1740,3576
八広四丁目,2424,2305,2235,4540
八広五丁目,1622,1460,1483,2943
八広六丁目,2145,2091,2021,4112
立花一丁目,3433,2944,3151,6095
立花二丁目,881,806,793,1599
立花三丁目,1676,1506,1506,3012
立花四丁目,1908,1862,1815,3677
立花五丁目,2032,2249,2186,4435
立花六丁目,1214,1114,1250,2364
東墨田一丁目,79,81,65,146
東墨田二丁目,809,727,692,1419
東墨田三丁目,405,424,398,822
