町丁目,世帯数[世帯],男[人],女[人],総数[人]
両国一丁目,978,739,759,1498
両国二丁目,1366,1070,1096,2166
両国三丁目,1295,955,1009,1964
両国四丁目,1339,1067,1045,2112
千歳一丁目,973,801,850,1651
千歳二丁目,635,560,494,1054
千歳三丁目,1448,1217,1198,2415
緑一丁目,1855,1566,1505,3071
緑二丁目,1793,1647,1741,3388
緑三丁目,1730,1499,1482,2981
緑四丁目,2865,2416,2295,4711
立川一丁目,880,635,691,1326
立川二丁目,882,724,687,1411
立川三丁目,1062,856,893,1749
立川四丁目,1041,796,810,1606
菊川一丁目,1003,836,905,1741
菊川二丁目,1471,1091,1253,2344
菊川三丁目,2244,1897,1960,3857
江東橋一丁目,978,750,740,1490
江東橋二丁目,1454,1210,1143,2353
江東橋三丁目,647,484,331,815
江東橋四丁目,1777,1301,1282,2583
江東橋五丁目,1664,1487,1498,2985
横網一丁目,149,167,150,317
横網二丁目,713,598,604,1202
亀沢一丁目,1235,1053,1063,2116
亀沢二丁目,1059,901,1034,1935
亀沢三丁目,1051,1083,1038,2121
亀沢四丁目,1505,1349,1327,2676
石原一丁目,1582,1260,1298,2558
石原二丁目,1465,1286,1286,2572
石原三丁目,1731,1562,1412,2974
石原四丁目,1496,1369,1313,2682
本所一丁目,1597,1452,1457,2909
本所二丁目,916,780,852,1632
本所三丁目,1031,891,916,1807
本所四丁目,1412,1259,1208,2467
東駒形一丁目,860,661,695,1356
東駒形二丁目,862,765,772,1537
東駒形三丁目,937,765,766,1531
東駒形四丁目,1444,1175,1257,2432
吾妻橋一丁目,1365,1058,1149,2207
吾妻橋二丁目,924,682,754,1436
吾妻橋三丁目,882,806,859,1665
錦糸一丁目,1439,1085,1075,2160
錦糸二丁目,476,370,322,692
錦糸三丁目,486,387,354,741
錦糸四丁目,1020,891,934,1825
太平一丁目,1951,1824,1797,3621
太平二丁目,934,770,650,1420
太平三丁目,864,695,660,1355
太平四丁目,2678,2376,2488,4864
横川一丁目,820,856,763,1619
横川二丁目,942,794,713,1507
横川三丁目,680,597,574,1171
横川四丁目,771,670,614,1284
横川五丁目,1460,1228,1639,2867
業平一丁目,1564,1436,1597,3033
業平二丁目,836,723,632,1355
業平三丁目,859,683,691,1374
業平四丁目,1206,923,1042,1965
業平五丁目,1211,1104,1222,2326
向島一丁目,1375,1130,1134,2264
向島二丁目,1571,1297,1418,2715
向島三丁目,2597,2254,2265,4519
向島四丁目,1360,1266,1356,2622
向島五丁目,2560,2166,2143,4309
東向島一丁目,1795,1605,1569,3174
東向島二丁目,2875,2455,2626,5081
東向島三丁目,1715,1682,1742,3424
東向島四丁目,1989,1735,1803,3538
東向島五丁目,2144,1847,2013,3860
東向島六丁目,3025,2771,2791,5562
堤通一丁目,1131,1177,1113,2290
堤通二丁目,2101,1887,2393,4280
墨田一丁目,1464,1503,1676,3179
墨田二丁目,2039,1975,1943,3918
墨田三丁目,2037,1851,1859,3710
墨田四丁目,2446,2347,2422,4769
墨田五丁目,1569,1417,1416,2833
押上一丁目,1343,1046,1162,2208
押上二丁目,2018,1772,1936,3708
押上三丁目,2301,2177,2158,4335
京島一丁目,3615,3414,3705,7119
京島二丁目,983,944,850,1794
京島三丁目,2309,2143,2069,4212
文花一丁目,3008,2584,3118,5702
文花二丁目,1321,1158,1243,2401
文花三丁目,1201,1357,1319,2676
八広一丁目,1845,1736,1656,3392
八広二丁目,2119,2107,2050,4157
八広三丁目,1843,1836,1712,3548
八広四丁目,2254,2213,2171,4384
八広五丁目,1593,1458,1484,2942
八広六丁目,2091,2059,1971,4030
立花一丁目,3523,3082,3287,6369
立花二丁目,924,840,813,1653
立花三丁目,1643,1488,1544,3032
立花四丁目,1870,1874,1806,3680
立花五丁目,1917,2157,2112,4269
立花六丁目,1182,1109,1237,2346
東墨田一丁目,73,78,62,140
東墨田二丁目,745,702,646,1348
東墨田三丁目,398,417,396,813
