町丁目,世帯数[世帯],男[人],女[人],総数[人]
両国一丁目,905,703,724,1427
両国二丁目,1228,1018,979,1997
両国三丁目,1198,865,953,1818
両国四丁目,1196,957,956,1913
千歳一丁目,882,749,760,1509
千歳二丁目,596,517,451,968
千歳三丁目,1219,972,1006,1978
緑一丁目,1691,1493,1355,2848
緑二丁目,1710,1621,1692,3313
緑三丁目,1402,1315,1215,2530
緑四丁目,2441,2060,1949,4009
立川一丁目,802,607,616,1223
立川二丁目,838,687,660,1347
立川三丁目,976,809,828,1637
立川四丁目,857,699,620,1319
菊川一丁目,841,757,803,1560
菊川二丁目,1331,1053,1154,2207
菊川三丁目,2074,1775,1892,3667
江東橋一丁目,929,710,729,1439
江東橋二丁目,1360,1157,1078,2235
江東橋三丁目,567,397,345,742
江東橋四丁目,1745,1229,1374,2603
江東橋五丁目,1621,1454,1504,2958
横網一丁目,131,153,141,294
横網二丁目,712,593,588,1181
亀沢一丁目,1183,1017,1025,2042
亀沢二丁目,908,797,907,1704
亀沢三丁目,973,993,914,1907
亀沢四丁目,1410,1264,1241,2505
石原一丁目,1497,1241,1268,2509
石原二丁目,1296,1177,1168,2345
石原三丁目,1637,1513,1302,2815
石原四丁目,1428,1358,1276,2634
本所一丁目,1514,1438,1412,2850
本所二丁目,891,810,840,1650
本所三丁目,1011,909,939,1848
本所四丁目,1234,1141,1120,2261
東駒形一丁目,776,620,629,1249
東駒形二丁目,873,799,769,1568
東駒形三丁目,846,749,726,1475
東駒形四丁目,1398,1226,1192,2418
吾妻橋一丁目,1277,997,1079,2076
吾妻橋二丁目,861,683,692,1375
吾妻橋三丁目,848,796,851,1647
錦糸一丁目,1289,974,962,1936
錦糸二丁目,450,364,337,701
錦糸三丁目,478,376,372,748
錦糸四丁目,986,873,899,1772
太平一丁目,1794,1717,1701,3418
太平二丁目,971,784,712,1496
太平三丁目,779,634,625,1259
太平四丁目,2558,2322,2473,4795
横川一丁目,757,828,715,1543
横川二丁目,872,746,644,1390
横川三丁目,646,589,543,1132
横川四丁目,761,677,633,1310
横川五丁目,1367,1226,1542,2768
業平一丁目,1499,1414,1555,2969
業平二丁目,813,697,638,1335
業平三丁目,867,673,692,1365
業平四丁目,1119,923,988,1911
業平五丁目,1159,1080,1185,2265
向島一丁目,1261,1095,1038,2133
向島二丁目,1388,1222,1266,2488
向島三丁目,2147,1890,1844,3734
向島四丁目,1315,1294,1326,2620
向島五丁目,2353,2070,2008,4078
東向島一丁目,1636,1503,1498,3001
東向島二丁目,2718,2413,2520,4933
東向島三丁目,1628,1602,1700,3302
東向島四丁目,1891,1708,1752,3460
東向島五丁目,2045,1853,1984,3837
東向島六丁目,2794,2651,2667,5318
堤通一丁目,1140,1258,1159,2417
堤通二丁目,2084,1958,2427,4385
墨田一丁目,1255,1391,1511,2902
墨田二丁目,2011,2016,1934,3950
墨田三丁目,1892,1850,1815,3665
墨田四丁目,2472,2354,2520,4874
墨田五丁目,1510,1435,1390,2825
押上一丁目,1294,1061,1169,2230
押上二丁目,2072,1887,2013,3900
押上三丁目,2242,2182,2064,4246
京島一丁目,3497,3323,3544,6867
京島二丁目,1007,973,869,1842
京島三丁目,2365,2203,2142,4345
文花一丁目,2928,2598,3162,5760
文花二丁目,1159,1108,1120,2228
文花三丁目,1188,1359,1366,2725
八広一丁目,1756,1716,1611,3327
八広二丁目,2031,2089,2047,4136
八広三丁目,1762,1734,1688,3422
八広四丁目,2025,2078,1970,4048
八広五丁目,1542,1466,1461,2927
八広六丁目,1997,2012,1935,3947
立花一丁目,3344,3052,3195,6247
立花二丁目,872,789,744,1533
立花三丁目,1419,1348,1372,2720
立花四丁目,1800,1864,1807,3671
立花五丁目,1832,2068,2024,4092
立花六丁目,1160,1140,1238,2378
東墨田一丁目,81,92,66,158
東墨田二丁目,667,659,601,1260
東墨田三丁目,414,442,387,829
