町丁目,世帯数[世帯],男[人],女[人],総数[人]
両国一丁目,976,733,771,1504
両国二丁目,1276,1020,1025,2045
両国三丁目,1201,875,953,1828
両国四丁目,1266,977,993,1970
千歳一丁目,929,776,783,1559
千歳二丁目,586,511,457,968
千歳三丁目,1246,1011,1022,2033
緑一丁目,1746,1507,1388,2895
緑二丁目,1707,1609,1676,3285
緑三丁目,1533,1395,1302,2697
緑四丁目,2586,2205,2061,4266
立川一丁目,816,604,631,1235
立川二丁目,858,700,670,1370
立川三丁目,1002,836,833,1669
立川四丁目,902,741,683,1424
菊川一丁目,871,775,840,1615
菊川二丁目,1347,1069,1162,2231
菊川三丁目,2156,1803,1964,3767
江東橋一丁目,940,711,748,1459
江東橋二丁目,1375,1157,1090,2247
江東橋三丁目,579,426,317,743
江東橋四丁目,1769,1258,1389,2647
江東橋五丁目,1665,1490,1513,3003
横網一丁目,138,160,148,308
横網二丁目,742,627,605,1232
亀沢一丁目,1224,1033,1063,2096
亀沢二丁目,962,847,956,1803
亀沢三丁目,969,994,932,1926
亀沢四丁目,1454,1289,1281,2570
石原一丁目,1512,1243,1268,2511
石原二丁目,1345,1200,1172,2372
石原三丁目,1610,1482,1311,2793
石原四丁目,1449,1354,1286,2640
本所一丁目,1640,1504,1494,2998
本所二丁目,901,804,848,1652
本所三丁目,1053,923,949,1872
本所四丁目,1277,1156,1124,2280
東駒形一丁目,752,607,613,1220
東駒形二丁目,872,791,771,1562
東駒形三丁目,855,740,736,1476
東駒形四丁目,1383,1209,1195,2404
吾妻橋一丁目,1296,1012,1088,2100
吾妻橋二丁目,874,688,708,1396
吾妻橋三丁目,844,793,838,1631
錦糸一丁目,1340,1004,1000,2004
錦糸二丁目,452,367,311,678
錦糸三丁目,462,381,343,724
錦糸四丁目,989,869,913,1782
太平一丁目,1817,1736,1715,3451
太平二丁目,937,766,697,1463
太平三丁目,785,638,640,1278
太平四丁目,2609,2333,2494,4827
横川一丁目,757,816,714,1530
横川二丁目,881,765,662,1427
横川三丁目,644,579,541,1120
横川四丁目,770,689,613,1302
横川五丁目,1366,1206,1548,2754
業平一丁目,1497,1412,1557,2969
業平二丁目,824,695,667,1362
業平三丁目,870,668,678,1346
業平四丁目,1170,932,1018,1950
業平五丁目,1156,1078,1168,2246
向島一丁目,1296,1109,1077,2186
向島二丁目,1413,1222,1293,2515
向島三丁目,2294,2003,1998,4001
向島四丁目,1303,1276,1318,2594
向島五丁目,2418,2097,2033,4130
東向島一丁目,1637,1518,1485,3003
東向島二丁目,2724,2414,2517,4931
東向島三丁目,1637,1618,1702,3320
東向島四丁目,1918,1722,1776,3498
東向島五丁目,2075,1849,1978,3827
東向島六丁目,2835,2666,2708,5374
堤通一丁目,1164,1233,1168,2401
堤通二丁目,2077,1921,2398,4319
墨田一丁目,1282,1406,1514,2920
墨田二丁目,2028,2013,1954,3967
墨田三丁目,1938,1854,1828,3682
墨田四丁目,2467,2352,2498,4850
墨田五丁目,1514,1417,1381,2798
押上一丁目,1314,1064,1162,2226
押上二丁目,2070,1862,2017,3879
押上三丁目,2272,2218,2076,4294
京島一丁目,3586,3386,3645,7031
京島二丁目,986,956,848,1804
京島三丁目,2357,2186,2104,4290
文花一丁目,2953,2616,3166,5782
文花二丁目,1200,1112,1163,2275
文花三丁目,1188,1357,1340,2697
八広一丁目,1790,1721,1629,3350
八広二丁目,2035,2076,2041,4117
八広三丁目,1810,1786,1698,3484
八広四丁目,2096,2121,2063,4184
八広五丁目,1577,1475,1468,2943
八広六丁目,2047,2043,1937,3980
立花一丁目,3352,3013,3213,6226
立花二丁目,894,782,755,1537
立花三丁目,1455,1366,1399,2765
立花四丁目,1823,1845,1828,3673
立花五丁目,1859,2109,2034,4143
立花六丁目,1186,1142,1252,2394
東墨田一丁目,85,99,63,162
東墨田二丁目,716,703,627,1330
東墨田三丁目,396,431,388,819
