階層,類・品目符号,含類総連番,品目,ウエイト(生鮮食品),ウエイト,2007年8月,2008年3月,2008年4月,2008年5月,2008年6月,2008年7月,2008年8月,2008年8月変化率（％）／前月比,2008年8月変化率（％）／前年同月比
0,1,1,総合,,10000,100.3,100.5,100.8,101.3,101.6,101.5,101.6,0.1,1.3
1,2,2,食料,,2460,101.1,101.7,102.4,102.7,103.7,103.2,102.8,-0.4,1.7
3,3,3,食料／穀類,,196,98,100.1,100.8,100.6,104,104.1,104.2,0.1,6.3
5,4,4,食料／穀類／米類,,75,96,93,92.7,92.3,93.1,93.6,94,0.4,-2.1
6,1000,5,食料／穀類／米類／うるち米,,72,96,93.1,92.6,92.4,93.2,93.7,94.1,0.4,-2
7,1001,6,食料／穀類／米類／うるち米／国産米Ａ,,23,95.7,92,91.9,91.2,93,93.7,94.2,0.5,-1.6
7,1002,7,食料／穀類／米類／うるち米／国産米Ｂ,,33,96.3,95.4,94.6,95.1,95,95.2,95.4,0.2,-0.9
7,1003,8,食料／穀類／米類／うるち米／ブレンド米,,16,95.9,89.8,89.5,88.5,89.8,90.8,91.3,0.6,-4.8
6,1011,9,食料／穀類／米類／もち米,,3,94.8,90.7,94.1,91.7,91.6,91.5,91.9,0.4,-3.1
5,5,10,食料／穀類／パン,,73,99.9,105.7,107.3,107.7,115.1,115.2,115.9,0.6,16
6,1021,11,食料／穀類／パン／食パン,,37,98,105.3,107.7,107.6,117.7,117.5,118.6,0.9,21
6,1022,12,食料／穀類／パン／あんパン,,14,101.7,107.2,106.8,108.2,109.4,110.8,112.1,1.2,10.2
6,1023,13,食料／穀類／パン／カレーパン,,21,102.1,105.2,106.9,107.7,114.3,114.2,113.8,-0.4,11.5
5,6,14,食料／穀類／めん類,,37,97.5,103.1,103.5,102.9,103.4,103,103.3,0.3,5.9
6,1031,15,食料／穀類／めん類／ゆでうどん,,8,98,95.3,98.1,96.9,96.7,96.5,96.1,-0.4,-1.9
6,1041,16,食料／穀類／めん類／干しうどん,,5,99,98.3,101,100.4,104.1,103.6,104.2,0.6,5.3
6,1042,17,食料／穀類／めん類／スパゲッティ,,3,102,117.6,126.9,125.7,129.6,125.7,133.2,6,30.6
6,1051,18,食料／穀類／めん類／即席めん,,11,96.4,107.3,103.9,104.6,103.3,103.1,103.6,0.5,7.5
6,1052,19,食料／穀類／めん類／生中華めん,,10,96.1,102.5,101.4,99.9,100.4,100.8,99.3,-1.5,3.3
5,7,21,食料／穀類／他の穀類,,12,100.8,100.6,103.5,102,106.7,104.8,98.5,-6,-2.3
6,1071,22,食料／穀類／他の穀類／小麦粉,,2,99.4,103.2,106.5,112.5,116.1,113.8,118.9,4.5,19.6
6,1081,23,食料／穀類／他の穀類／もち,,10,101.1,100.1,103,100,104.9,103.1,94.7,-8.1,-6.3
3,8,24,食料／魚介類,,215,103.1,103.3,105.7,105.2,103.9,103.3,105.1,1.7,1.9
5,9,25,食料／魚介類／生鮮魚介,,128,105.7,106.3,109.5,108.1,106.3,104.6,105.9,1.2,0.2
6,1101,26,食料／魚介類／生鮮魚介／まぐろ,36,35,102.6,101.2,101.9,100.3,102.3,102.2,102.3,0.1,-0.3
6,1102,27,食料／魚介類／生鮮魚介／あじ,5,6,109.9,105.2,118.8,110.7,105.9,113.3,105.6,-6.8,-3.9
6,1103,28,食料／魚介類／生鮮魚介／いわし,1,2,73.3,103.2,95.8,92.4,90.1,92.7,89,-4,21.4
6,1104,29,食料／魚介類／生鮮魚介／かつお,10,7,95,137.8,137.4,129.8,107.4,103.9,109.4,5.3,15.2
6,1105,30,食料／魚介類／生鮮魚介／かれい,3,5,110,121.5,101.4,100,98.7,107.9,95.5,-11.5,-13.2
6,1106,31,食料／魚介類／生鮮魚介／さけ,13,13,115.9,113.2,111.2,107.6,108.1,105.5,108.2,2.6,-6.6
6,1107,32,食料／魚介類／生鮮魚介／さば,3,3,91.9,107.3,116.5,102.7,108,94.6,89.5,-5.4,-2.6
6,1108,33,食料／魚介類／生鮮魚介／さんま,10,5,140.1,86.2,84.2,85.7,83.6,118.2,144.5,22.3,3.1
6,1110,34,食料／魚介類／生鮮魚介／たい,3,3,105.5,104.8,104.8,104.9,104.8,108.3,102.5,-5.4,-2.8
6,1111,35,食料／魚介類／生鮮魚介／ぶり,8,11,106.6,105.2,105.2,104.6,112.6,118.4,118,-0.3,10.7
6,1112,36,食料／魚介類／生鮮魚介／いか,11,9,92.1,95.6,127.4,129.3,125.4,102.7,86.2,-16.1,-6.4
6,1113,37,食料／魚介類／生鮮魚介／たこ,5,5,109.7,120.8,120.3,120.9,122.1,116.5,114.3,-1.9,4.2
6,1114,38,食料／魚介類／生鮮魚介／えび,10,11,102.1,104.5,103.3,102.6,101.4,97.2,96.5,-0.7,-5.5
6,1131,41,食料／魚介類／生鮮魚介／あさり,6,6,101.5,105.7,108.4,105.8,104.4,105.4,103.5,-1.8,2
