地域階層,地域コード,国・地域(人),総数,男,女,アジア,アフガニスタン,アラブ首長国連邦,ミャンマー,バーレーン,ブータン,バングラデシュ,ブルネイ,カンボジア,スリランカ,中国,台湾,キプロス,東ティモール,インド,インドネシア,イラン,イラク,イスラエル,ヨルダン,韓国,朝鮮,クウェート,ラオス,レバノン,マレーシア,モンゴル,オマーン,モルディブ,ネパール,パキスタン,フィリピン,カタール,サウジアラビア,シリア,シンガポール,タイ,トルコ,ベトナム,イエメン,パレスチナ,ヨーロッパ,アルバニア,オーストリア,ベルギー,ブルガリア,ベラルーシ,クロアチア,チェコ,デンマーク,エストニア,フィンランド,フランス,ドイツ,ギリシャ,ハンガリー,アイスランド,アイルランド,イタリア,キルギス,カザフスタン,リヒテンシュタイン,ルクセンブルク,ラトビア,リトアニア,マルタ,モルドバ,北マケドニア,オランダ,ノルウェー,ポーランド,ポルトガル,ルーマニア,ロシア,サンマリノ,スペイン,スウェーデン,スイス,トルクメニスタン,タジキスタン,英国,ウクライナ,ウズベキスタン,アルメニア,アゼルバイジャン,アンドラ,ジョージア,スロベニア,スロバキア,ボスニア・ヘルツェゴビナ,セルビア・モンテネグロ,モンテネグロ,セルビア,コソボ共和国,アフリカ,アルジェリア,ブルンジ,ボツワナ,カメルーン,中央アフリカ,チャド,コンゴ共和国,コンゴ民主共和国,カーボベルデ,コモロ,ベナン,ジブチ,エチオピア,エリトリア,ガボン,ガーナ,ギニア,ガンビア,ギニアビサウ,コートジボワール,ケニア,リベリア,リビア,レソト,マダガスカル,マリ,モーリタニア,モロッコ,マラウイ,モーリシャス,モザンビーク,ニジェール,ナイジェリア,ナミビア,ルワンダ,セネガル,シエラレオネ,ソマリア,スーダン,エスワティニ,サントメ・プリンシペ,セーシェル,タンザニア,トーゴ,チュニジア,ウガンダ,南アフリカ共和国,エジプト,ブルキナファソ,ザンビア,ジンバブエ,アンゴラ,南スーダン共和国,北米,バルバドス,バハマ,ベリーズ,カナダ,コスタリカ,キューバ,ドミニカ共和国,ドミニカ,エルサルバドル,グアテマラ,ハイチ,ホンジュラス,ジャマイカ,メキシコ,ニカラグア,パナマ,セントルシア,セントビンセント,セントクリストファー・ネービス,トリニダード・トバゴ,米国,グレナダ,アンティグア・バーブーダ,南米,アルゼンチン,ボリビア,ブラジル,チリ,コロンビア,エクアドル,ガイアナ,パラグアイ,ペルー,スリナム,ウルグアイ,ベネズエラ,オセアニア,オーストラリア,フィジー,キリバス,マーシャル,ミクロネシア,ニュージーランド,ナウル,パプアニューギニア,パラオ,ソロモン,トンガ,ツバル,バヌアツ,サモア,無国籍・その他
0,13000,東京都総数,581112,287292,293820,505776,186,35,13884,8,28,5193,17,747,2553,230294,19522,20,5,15996,7214,1001,31,294,42,85595,4569,14,236,49,3123,3761,10,13,28325,1357,33817,10,158,121,1401,8084,953,37055,42,13,34529,16,319,412,180,135,43,128,295,52,309,6871,3055,105,229,27,432,2189,101,195,7,27,32,120,11,40,20,650,198,631,259,523,3426,0,1451,824,501,16,71,6688,1124,2521,21,42,0,28,37,70,15,2,2,74,5,4167,82,14,8,169,6,0,3,110,2,1,34,5,214,9,9,560,186,13,2,37,134,14,14,8,36,50,6,218,28,18,12,3,606,8,30,176,28,5,52,2,2,4,72,11,252,130,258,391,26,18,61,20,10,24342,4,6,5,3399,51,69,45,3,26,39,4,34,122,875,10,30,3,0,6,31,19575,1,4,7658,460,135,3884,314,560,54,1,85,2060,4,22,79,4289,3203,60,0,3,7,948,0,10,6,12,27,0,2,11,351
1,13100,区部,485444,241321,244123,423965,74,25,12690,7,22,4438,12,463,1825,198689,16864,18,5,14812,4923,695,22,276,33,72405,3186,13,107,38,2499,2947,8,11,23882,1113,24977,8,137,57,1212,6509,802,28113,36,12,30244,9,278,350,141,112,37,97,257,44,257,6309,2689,94,189,26,376,1909,75,169,7,23,28,102,11,31,18,586,172,524,230,439,2940,0,1268,725,447,9,51,5733,913,2319,16,37,0,24,29,64,9,1,2,64,4,2809,66,6,7,119,6,0,1,87,2,0,27,1,188,5,4,306,70,9,2,28,89,9,8,6,20,36,5,179,20,16,8,3,415,7,22,109,6,3,32,2,1,3,43,6,218,92,193,244,21,5,31,16,7,19894,2,5,4,2867,40,49,38,2,21,25,4,25,73,711,9,18,2,0,6,23,15966,1,3,4693,358,98,2596,270,416,43,1,53,771,4,20,63,3528,2745,29,0,2,6,707,0,9,2,5,14,0,2,7,311
4,13101,千代田区,3353,1797,1556,2769,0,1,14,0,0,10,0,3,0,1724,209,0,0,69,24,2,0,2,0,454,4,0,2,0,20,6,0,0,21,5,58,1,0,0,23,40,3,74,0,0,294,0,1,8,0,0,0,0,3,0,5,68,36,2,0,1,1,18,0,1,0,0,1,1,0,1,0,5,2,4,2,2,45,0,14,8,5,0,0,50,6,3,1,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,0,0,0,0,0,212,0,0,0,38,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,167,0,0,31,2,0,20,2,3,0,0,0,3,0,0,1,34,28,0,0,0,0,6,0,0,0,0,0,0,0,0,1
4,13102,中央区,9324,4685,4639,7665,1,0,69,0,0,14,2,10,10,4432,487,0,0,278,65,9,2,14,1,1478,33,0,2,0,66,31,0,0,90,9,138,0,6,0,61,106,17,234,0,0,833,1,13,8,0,7,0,10,5,0,7,119,60,7,8,0,11,60,2,5,0,0,0,4,0,2,1,14,1,15,7,5,144,0,30,35,10,0,3,170,33,34,0,0,0,0,0,0,0,0,0,2,0,31,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,7,0,1,4,1,0,0,0,0,566,0,0,0,93,3,1,0,0,0,1,0,0,1,21,0,2,1,0,2,1,440,0,0,86,8,2,45,5,13,0,0,1,11,0,0,1,136,106,0,0,0,0,30,0,0,0,0,0,0,0,0,7
4,13103,港区,19339,9891,9448,11735,5,8,65,1,1,43,0,5,33,4794,787,1,0,477,110,74,1,67,2,3322,28,9,2,9,135,42,0,2,83,69,954,2,35,9,165,157,68,168,0,2,3276,1,37,46,11,7,2,11,48,3,29,583,301,10,24,3,67,238,1,8,2,1,5,8,1,7,0,77,21,59,27,77,267,0,132,92,78,1,0,764,103,93,1,3,0,4,2,5,0,0,0,16,0,227,5,0,0,3,0,0,0,1,1,0,0,0,5,0,0,19,0,0,0,2,4,1,0,4,0,4,0,22,0,2,0,0,16,0,0,3,2,0,1,0,0,0,2,0,47,5,35,37,0,0,4,0,2,3149,0,0,1,362,2,7,4,1,0,2,0,6,6,45,0,1,0,0,1,2,2709,0,0,387,25,4,237,20,36,3,0,1,57,0,0,4,550,464,3,0,0,0,82,0,0,0,0,1,0,0,0,15
4,13104,新宿区,40279,20989,19290,35662,11,9,1968,2,1,300,1,28,64,15414,1693,4,0,267,166,33,3,20,0,8966,104,0,21,1,158,147,4,0,2501,48,638,1,21,0,102,621,65,2278,2,0,2600,2,24,25,10,6,6,8,32,5,17,705,211,8,14,5,28,144,7,21,0,6,3,5,0,0,1,40,21,32,16,17,216,0,116,53,58,0,2,403,72,242,1,2,0,2,4,5,0,0,1,3,1,137,3,0,1,7,0,0,0,4,0,0,5,0,3,3,0,8,0,0,0,3,5,2,0,0,2,1,0,16,1,1,0,1,17,0,1,11,0,0,0,0,0,0,7,2,19,2,5,5,2,0,0,0,0,1318,0,0,0,200,1,2,2,0,2,0,0,0,1,38,0,1,0,0,0,1,1070,0,0,319,32,6,166,22,42,0,0,2,45,0,3,1,212,173,0,0,1,0,34,0,2,0,1,0,0,0,1,31
4,13105,文京区,12390,6098,6292,10654,4,0,342,0,0,15,1,6,22,6498,566,3,0,111,70,19,2,3,0,1571,45,0,2,2,135,52,0,0,226,9,194,1,6,3,36,216,15,479,0,0,973,0,6,21,13,3,2,1,9,4,9,258,87,4,6,0,7,63,4,2,1,0,0,5,0,0,0,21,5,19,9,10,57,0,47,21,29,2,1,138,60,40,0,0,0,1,1,5,0,0,0,2,0,56,4,0,0,0,0,0,0,4,0,0,1,0,2,0,0,2,0,0,0,0,3,1,0,0,5,1,0,3,0,0,0,0,5,0,1,2,0,0,1,0,0,0,1,0,4,0,2,11,1,0,2,0,0,543,0,0,1,88,0,1,1,1,0,1,0,0,0,24,0,1,0,0,0,0,425,0,0,70,7,4,33,10,7,3,0,0,5,0,0,1,89,67,0,0,0,0,21,0,0,0,0,0,0,0,1,5
4,13106,台東区,16026,8131,7895,14600,6,1,179,0,0,32,0,25,61,7443,551,1,0,750,115,11,1,8,0,2764,81,0,4,1,55,75,0,0,393,42,758,0,2,0,29,348,45,819,0,0,833,0,9,8,1,4,1,2,2,1,3,153,59,6,6,0,4,54,1,4,0,2,1,4,0,0,0,13,4,9,5,8,89,0,40,21,14,1,2,128,48,120,1,0,0,0,0,4,0,0,0,1,0,29,1,0,0,2,0,0,0,1,0,0,0,0,1,0,0,3,0,0,0,0,1,0,0,0,0,0,0,3,1,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,3,1,5,2,0,0,0,0,0,423,0,0,0,63,0,2,1,0,1,0,0,1,2,19,1,0,0,0,1,0,332,0,0,79,4,1,41,5,15,2,0,0,10,0,0,1,56,41,2,0,0,0,13,0,0,0,0,0,0,0,0,6
4,13107,墨田区,13758,6199,7559,12588,1,0,133,0,0,109,0,12,45,6699,514,0,0,141,93,17,1,0,3,1856,77,0,5,0,56,132,0,0,346,5,1303,0,2,2,27,383,18,607,1,0,575,0,4,4,3,0,3,3,5,0,3,83,32,2,2,1,8,29,1,3,0,0,0,4,0,2,1,13,2,15,8,29,95,0,15,10,4,0,0,87,29,71,0,0,0,0,1,1,0,0,0,2,0,86,0,0,1,12,0,0,0,5,0,0,1,0,4,0,0,6,3,0,0,0,1,1,0,0,0,1,0,7,0,0,0,0,10,0,0,2,0,0,0,0,0,0,1,0,5,19,3,4,0,0,0,0,0,324,0,0,0,54,0,2,1,0,0,0,0,0,0,17,1,0,0,0,0,1,248,0,0,127,17,2,73,5,6,1,0,0,22,0,0,1,49,38,0,0,0,0,10,0,0,0,0,1,0,0,0,9
4,13108,江東区,33391,16201,17190,30696,2,0,534,0,3,158,0,26,104,16297,799,1,0,3470,237,47,1,7,3,4474,190,1,12,1,156,154,1,2,728,93,1617,0,5,9,63,390,45,1062,1,3,1425,0,14,9,6,13,1,5,15,0,11,183,207,4,9,1,15,56,14,15,0,0,2,10,0,3,0,34,10,35,9,30,275,0,37,26,9,3,2,208,56,78,3,3,0,2,1,7,1,0,0,3,0,157,3,1,0,2,0,0,0,0,1,0,3,0,11,0,0,23,3,0,0,1,11,0,0,0,0,1,0,3,6,1,0,0,17,4,4,3,0,0,1,1,0,0,5,0,8,7,8,22,0,0,7,0,0,722,0,1,0,133,4,3,1,0,2,0,0,1,5,35,1,1,0,0,0,1,534,0,0,218,17,5,112,13,18,8,0,3,35,0,1,6,152,118,2,0,0,0,30,0,0,0,0,1,0,0,1,21
